Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Краснокутская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075									
		0.46%	0.23%	0.00%	1.03%	1.68%	0.21%	0.94%	0.47%	0.68%	0.26%	0.88%	0.84%	0.00%	1.30%	1.51%	0.00%	0.48%	1.27%	0.00%	0.82%	0.00%	0.27%	1.33%	0.63%	0.00%	0.00%	0.23%	0.20%	0.21%	0.32%	0.32%	0.53%	0.17%	0.31%	0.00%	0.00%	0.00%	0.26%	0.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	0	0	0	0	0	0	3	0	2	0	0	2	2	0	0	0	0	2	1	1	0	0	0	0	3	0	0	0	1	1	1	0	0	0	1	0	2									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.59%	0.00%	0.00%	0.43%	0.34%	0.00%	0.00%	0.00%	0.00%	0.27%	0.26%	0.27%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.32%	0.26%	0.17%	0.00%	0.00%	0.00%	0.30%	0.00%	0.35%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2292	106	73	72	62	83	93	90	89	69	69	52	53	85	88	54	39	25	37	113	44	59	18	36	67	33	23	43	52	89	38	39	100	87	27	18	32	94	41									
		15.08%	24.04%	20.17%	18.60%	17.32%	17.47%	21.88%	21.08%	20.23%	17.92%	20.35%	21.94%	18.28%	18.44%	14.77%	22.50%	18.75%	15.82%	16.37%	15.52%	11.64%	15.86%	12.00%	11.29%	21.20%	8.89%	5.31%	8.72%	10.99%	14.08%	12.14%	10.26%	17.18%	13.34%	6.38%	4.03%	9.50%	24.80%	7.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	46	0	0	3	0	1	4	0	7	2	4	1	1	4	8	1	1	1	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0									
		0.30%	0.00%	0.00%	0.78%	0.00%	0.21%	0.94%	0.00%	1.59%	0.52%	1.18%	0.42%	0.34%	0.87%	1.34%	0.42%	0.48%	0.63%	0.00%	0.00%	0.26%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.16%	0.00%	0.00%	0.00%	0.31%	0.00%	0.22%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	63	4	3	3	3	4	2	4	0	1	0	3	2	4	5	1	1	0	2	3	1	1	2	1	6	0	0	2	1	0	0	0	0	2	0	0	0	1	1									
		0.41%	0.91%	0.83%	0.78%	0.84%	0.84%	0.47%	0.94%	0.00%	0.26%	0.00%	1.27%	0.69%	0.87%	0.84%	0.42%	0.48%	0.00%	0.88%	0.41%	0.26%	0.27%	1.33%	0.31%	1.90%	0.00%	0.00%	0.41%	0.21%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.26%	0.18%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	61	0	2	2	6	2	2	3	6	5	3	0	0	0	3	0	3	0	2	3	0	2	0	0	4	0	0	0	0	1	2	0	2	7	0	0	0	0	1									
		0.40%	0.00%	0.55%	0.52%	1.68%	0.42%	0.47%	0.70%	1.36%	1.30%	0.88%	0.00%	0.00%	0.00%	0.50%	0.00%	1.44%	0.00%	0.88%	0.41%	0.00%	0.54%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.16%	0.64%	0.00%	0.34%	1.07%	0.00%	0.00%	0.00%	0.00%	0.18%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1493	50	34	52	32	73	56	58	69	43	42	23	49	62	58	26	10	54	36	62	24	37	11	29	46	23	32	25	28	46	46	44	64	58	12	8	26	33	12									
		9.82%	11.34%	9.39%	13.44%	8.94%	15.37%	13.18%	13.58%	15.68%	11.17%	12.39%	9.70%	16.90%	13.45%	9.73%	10.83%	4.81%	34.18%	15.93%	8.52%	6.35%	9.95%	7.33%	9.09%	14.56%	6.20%	7.39%	5.07%	5.92%	7.28%	14.70%	11.58%	10.99%	8.90%	2.84%	1.79%	7.72%	8.71%	2.12%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	0	1	1	3	3	1	2	1	1	0	1	0	0	1	0	2	0	0	1	1	1	0	2	0	1	0	1	1	0	1	0	1	2	0	0	0	0	0									
		0.19%	0.00%	0.28%	0.26%	0.84%	0.63%	0.24%	0.47%	0.23%	0.26%	0.00%	0.42%	0.00%	0.00%	0.17%	0.00%	0.96%	0.00%	0.00%	0.14%	0.26%	0.27%	0.00%	0.63%	0.00%	0.27%	0.00%	0.20%	0.21%	0.00%	0.32%	0.00%	0.17%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	358	29	8	18	12	16	13	17	12	8	4	11	12	10	22	12	8	2	4	14	4	10	1	3	6	2	8	5	5	3	6	8	28	11	6	3	4	12	1									
		2.36%	6.58%	2.21%	4.65%	3.35%	3.37%	3.06%	3.98%	2.73%	2.08%	1.18%	4.64%	4.14%	2.17%	3.69%	5.00%	3.85%	1.27%	1.77%	1.92%	1.06%	2.69%	0.67%	0.94%	1.90%	0.54%	1.85%	1.01%	1.06%	0.47%	1.92%	2.11%	4.81%	1.69%	1.42%	0.67%	1.19%	3.17%	0.18%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
