Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Киквидзенская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021									
		1.60%	1.66%	2.08%	0.00%	3.46%	0.00%	1.21%	0.00%	1.56%	1.14%	4.08%	0.35%	0.00%	1.05%	0.35%	2.25%	4.19%	2.35%	0.43%	1.55%	1.15%	2.13%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4051	771	367	115	127	42	190	55	39	137	27	208	39	269	136	146	131	405	336	202	118	191									
		59.43%	64.04%	47.60%	72.78%	48.85%	59.15%	57.58%	57.89%	60.94%	51.89%	55.10%	72.73%	68.42%	56.39%	48.06%	65.77%	60.93%	50.06%	71.49%	62.73%	67.82%	81.28%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	5	0	0	2	1	3	0	0	0	0	0	0	1	4	1	0	6	0	1	1	0									
		0.37%	0.42%	0.00%	0.00%	0.77%	1.41%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	1.41%	0.45%	0.00%	0.74%	0.00%	0.31%	0.57%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	1	0	0	2	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0									
		0.10%	0.08%	0.00%	0.00%	0.77%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.45%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1152	179	166	21	53	18	55	18	13	46	8	22	5	102	48	31	37	199	43	45	27	16									
		16.90%	14.87%	21.53%	13.29%	20.38%	25.35%	16.67%	18.95%	20.31%	17.42%	16.33%	7.69%	8.77%	21.38%	16.96%	13.96%	17.21%	24.60%	9.15%	13.98%	15.52%	6.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	6	6	0	3	0	0	1	0	1	0	0	1	2	0	1	1	2	0	2	0	0									
		0.38%	0.50%	0.78%	0.00%	1.15%	0.00%	0.00%	1.05%	0.00%	0.38%	0.00%	0.00%	1.75%	0.42%	0.00%	0.45%	0.47%	0.25%	0.00%	0.62%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	2	4	0	2	0	0	0	0	3	0	3	0	0	1	0	0	3	0	0	0	0									
		0.26%	0.17%	0.52%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	1.05%	0.00%	0.00%	0.35%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	2	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0									
		0.12%	0.17%	0.13%	0.00%	0.77%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	8	6	0	3	0	0	1	1	0	0	4	0	6	1	0	0	2	0	2	0	1									
		0.51%	0.66%	0.78%	0.00%	1.15%	0.00%	0.00%	1.05%	1.56%	0.00%	0.00%	1.40%	0.00%	1.26%	0.35%	0.00%	0.00%	0.25%	0.00%	0.62%	0.00%	0.43%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	707	117	93	3	26	8	32	2	6	41	6	23	2	50	64	22	22	84	50	36	8	12									
		10.37%	9.72%	12.06%	1.90%	10.00%	11.27%	9.70%	2.11%	9.38%	15.53%	12.24%	8.04%	3.51%	10.48%	22.61%	9.91%	10.23%	10.38%	10.64%	11.18%	4.60%	5.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	7	7	1	2	0	3	0	0	1	0	1	1	3	0	0	0	2	2	1	0	0									
		0.45%	0.58%	0.91%	0.63%	0.77%	0.00%	0.91%	0.00%	0.00%	0.38%	0.00%	0.35%	1.75%	0.63%	0.00%	0.00%	0.00%	0.25%	0.43%	0.31%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	289	35	59	17	16	1	17	8	1	21	1	13	4	15	4	8	5	32	14	8	5	5									
		4.24%	2.91%	7.65%	10.76%	6.15%	1.41%	5.15%	8.42%	1.56%	7.95%	2.04%	4.55%	7.02%	3.14%	1.41%	3.60%	2.33%	3.96%	2.98%	2.48%	2.87%	2.13%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
