Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
"Наименование Избирательной комиссии:    Бийск, Приобская"																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	930	15	15	15	15	15	15	25	25	25	15	15	20	20	15	20	15	20	15	15	25	15	15	25	20	20	15	25	25	20	25	20	20	25	25	20	15	25	15	25	25	25	25	25	20	15	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	241	3	0	0	3	3	3	11	6	5	2	8	4	1	3	4	4	9	5	0	2	8	3	5	5	7	0	8	12	1	12	4	4	7	10	6	7	8	1	7	14	9	10	5	2	3	2	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	149	4	1	3	0	2	3	4	1	3	1	4	5	2	5	6	5	1	6	4	3	4	2	2	3	8	0	1	5	5	3	3	7	0	5	3	1	5	1	2	4	5	3	2	2	3	4	3									
14	Число погашенных неиспользованных открепительных удостоверений	689	12	15	15	12	12	12	14	19	20	13	7	16	19	12	16	11	11	10	15	23	7	12	20	15	13	15	17	13	19	13	16	16	18	15	14	8	17	14	18	11	16	15	20	18	12	18	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	66	0	0	2	1	0	0	2	4	2	0	2	4	0	0	1	2	3	0	0	1	3	0	1	2	3	1	4	0	0	9	1	1	0	0	1	0	2	1	2	3	1	3	0	0	0	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	455	3	2	1	5	3	6	11	11	10	3	7	11	5	6	10	4	15	5	10	11	12	4	15	11	10	8	9	16	8	8	8	12	15	15	17	16	9	9	15	17	10	14	17	12	7	3	19									
		1.58%	1.49%	0.94%	0.33%	1.10%	0.95%	1.88%	1.78%	1.50%	1.35%	0.87%	0.99%	1.48%	1.19%	1.12%	1.74%	0.88%	2.55%	0.93%	1.87%	2.12%	2.23%	0.93%	1.66%	1.66%	1.60%	1.94%	1.12%	2.38%	1.93%	0.85%	1.08%	1.56%	2.24%	1.95%	1.93%	2.80%	0.97%	1.55%	1.73%	1.77%	1.22%	1.54%	2.09%	2.12%	1.40%	0.51%	2.92%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1141	10	15	14	13	8	7	37	35	25	7	26	32	21	12	23	22	17	13	33	21	18	23	33	29	27	21	34	25	15	35	31	27	19	32	34	24	31	16	41	32	27	43	33	26	24	26	24									
		3.96%	4.98%	7.04%	4.62%	2.87%	2.53%	2.19%	5.99%	4.77%	3.37%	2.02%	3.71%	4.32%	4.99%	2.23%	4.00%	4.87%	2.89%	2.41%	6.17%	4.05%	3.35%	5.34%	3.65%	4.38%	4.32%	5.10%	4.21%	3.71%	3.61%	3.73%	4.18%	3.52%	2.83%	4.16%	3.86%	4.20%	3.35%	2.76%	4.74%	3.32%	3.28%	4.74%	4.06%	4.59%	4.81%	4.42%	3.69%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	699	5	6	8	18	2	6	16	18	14	4	15	16	8	7	5	14	14	7	15	16	12	5	22	15	23	7	19	19	10	14	21	15	16	19	27	29	26	18	22	29	13	30	21	12	10	11	20									
		2.42%	2.49%	2.82%	2.64%	3.97%	0.63%	1.88%	2.59%	2.46%	1.89%	1.16%	2.14%	2.16%	1.90%	1.30%	0.87%	3.10%	2.38%	1.30%	2.80%	3.09%	2.23%	1.16%	2.43%	2.27%	3.68%	1.70%	2.35%	2.82%	2.41%	1.49%	2.83%	1.95%	2.38%	2.47%	3.06%	5.08%	2.81%	3.11%	2.54%	3.01%	1.58%	3.30%	2.58%	2.12%	2.00%	1.87%	3.07%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7662	60	63	83	123	134	95	158	180	182	101	167	227	140	143	141	118	181	134	189	138	123	122	219	171	197	97	221	174	102	261	171	218	164	201	233	125	256	113	226	257	204	218	175	145	157	180	175									
		26.57%	29.85%	29.58%	27.39%	27.15%	42.41%	29.69%	25.61%	24.56%	24.56%	29.19%	23.82%	30.63%	33.25%	26.58%	24.52%	26.11%	30.78%	24.81%	35.33%	26.64%	22.91%	28.31%	24.23%	25.83%	31.52%	23.54%	27.39%	25.85%	24.58%	27.80%	23.05%	28.39%	24.44%	26.10%	26.45%	21.89%	27.71%	19.52%	26.13%	26.69%	24.79%	24.01%	21.53%	25.62%	31.46%	30.61%	26.88%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	208	0	2	2	2	2	1	1	7	3	1	2	6	3	4	8	0	3	4	1	1	4	4	9	6	4	3	5	3	0	4	8	5	3	3	11	6	12	8	12	11	10	8	4	5	2	2	3									
		0.72%	0.00%	0.94%	0.66%	0.44%	0.63%	0.31%	0.16%	0.95%	0.40%	0.29%	0.29%	0.81%	0.71%	0.74%	1.39%	0.00%	0.51%	0.74%	0.19%	0.19%	0.74%	0.93%	0.99%	0.91%	0.64%	0.73%	0.62%	0.45%	0.00%	0.43%	1.08%	0.65%	0.45%	0.39%	1.25%	1.05%	1.30%	1.38%	1.39%	1.14%	1.22%	0.88%	0.49%	0.88%	0.40%	0.34%	0.46%									
24	"6. Политическая партия ""Гражданская Платформа"""	47	1	1	0	0	0	4	0	1	0	2	4	1	1	0	0	1	1	0	3	0	0	3	1	1	0	4	0	1	1	1	2	0	0	0	3	0	2	1	3	0	1	0	0	1	0	0	2									
		0.16%	0.50%	0.47%	0.00%	0.00%	0.00%	1.25%	0.00%	0.14%	0.00%	0.58%	0.57%	0.13%	0.24%	0.00%	0.00%	0.22%	0.17%	0.00%	0.56%	0.00%	0.00%	0.70%	0.11%	0.15%	0.00%	0.97%	0.00%	0.15%	0.24%	0.11%	0.27%	0.00%	0.00%	0.00%	0.34%	0.00%	0.22%	0.17%	0.35%	0.00%	0.12%	0.00%	0.00%	0.18%	0.00%	0.00%	0.31%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6504	44	66	70	137	84	69	153	188	211	110	156	144	113	105	125	94	115	149	105	119	116	106	183	154	100	98	178	163	113	251	159	161	184	173	149	108	147	130	191	198	208	175	169	155	97	139	142									
		22.55%	21.89%	30.99%	23.10%	30.24%	26.58%	21.56%	24.80%	25.65%	28.48%	31.79%	22.25%	19.43%	26.84%	19.52%	21.74%	20.80%	19.56%	27.59%	19.63%	22.97%	21.60%	24.59%	20.24%	23.26%	16.00%	23.79%	22.06%	24.22%	27.23%	26.73%	21.43%	20.96%	27.42%	22.47%	16.91%	18.91%	15.91%	22.45%	22.08%	20.56%	25.27%	19.27%	20.79%	27.39%	19.44%	23.64%	21.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	273	1	1	0	1	1	2	7	5	5	2	4	8	2	10	6	11	6	6	4	2	9	1	10	5	6	4	6	12	1	18	5	7	8	7	8	8	9	3	14	8	10	7	8	2	2	2	9									
		0.95%	0.50%	0.47%	0.00%	0.22%	0.32%	0.63%	1.13%	0.68%	0.67%	0.58%	0.57%	1.08%	0.48%	1.86%	1.04%	2.43%	1.02%	1.11%	0.75%	0.39%	1.68%	0.23%	1.11%	0.76%	0.96%	0.97%	0.74%	1.78%	0.24%	1.92%	0.67%	0.91%	1.19%	0.91%	0.91%	1.40%	0.97%	0.52%	1.62%	0.83%	1.22%	0.77%	0.98%	0.35%	0.40%	0.34%	1.38%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	329	3	2	0	3	1	4	8	8	4	3	14	12	2	5	5	4	7	5	8	2	3	4	7	5	13	4	10	9	3	10	7	4	7	20	11	9	15	10	15	7	11	12	10	4	6	5	8									
		1.14%	1.49%	0.94%	0.00%	0.66%	0.32%	1.25%	1.30%	1.09%	0.54%	0.87%	1.99%	1.62%	0.48%	0.93%	0.87%	0.88%	1.19%	0.93%	1.50%	0.39%	0.56%	0.93%	0.77%	0.76%	2.08%	0.97%	1.24%	1.34%	0.72%	1.06%	0.94%	0.52%	1.04%	2.60%	1.25%	1.58%	1.62%	1.73%	1.73%	0.73%	1.34%	1.32%	1.23%	0.71%	1.20%	0.85%	1.23%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	0	0	0	2	1	1	0	1	1	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	1	2	2	1	1	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.44%	0.32%	0.31%	0.00%	0.14%	0.13%	0.00%	0.14%	0.00%	0.24%	0.00%	0.00%	0.00%	0.17%	0.00%	0.19%	0.19%	0.19%	0.00%	0.11%	0.00%	0.00%	0.00%	0.37%	0.15%	0.00%	0.11%	0.13%	0.00%	0.00%	0.00%	0.11%	0.18%	0.00%	0.00%	0.00%	0.10%	0.24%	0.22%	0.12%	0.18%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	599	3	1	1	8	1	6	10	19	6	4	4	15	2	14	11	7	15	10	6	12	10	15	17	13	8	4	17	16	4	22	13	12	29	31	33	26	26	21	17	21	14	21	22	5	3	4	20									
		2.08%	1.49%	0.47%	0.33%	1.77%	0.32%	1.88%	1.62%	2.59%	0.81%	1.16%	0.57%	2.02%	0.48%	2.60%	1.91%	1.55%	2.55%	1.85%	1.12%	2.32%	1.86%	3.48%	1.88%	1.96%	1.28%	0.97%	2.11%	2.38%	0.96%	2.34%	1.75%	1.56%	4.32%	4.03%	3.75%	4.55%	2.81%	3.63%	1.97%	2.18%	1.70%	2.31%	2.71%	0.88%	0.60%	0.68%	3.07%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5732	33	27	62	96	37	70	110	132	163	52	158	133	61	103	112	79	85	108	88	101	113	70	196	122	126	78	177	135	69	159	158	150	122	146	183	112	209	123	191	210	182	206	228	107	99	128	123									
		19.88%	16.42%	12.68%	20.46%	21.19%	11.71%	21.88%	17.83%	18.01%	21.99%	15.03%	22.54%	17.95%	14.49%	19.14%	19.48%	17.48%	14.46%	20.00%	16.45%	19.50%	21.04%	16.24%	21.68%	18.43%	20.16%	18.93%	21.93%	20.06%	16.63%	16.93%	21.29%	19.53%	18.18%	18.96%	20.77%	19.61%	22.62%	21.24%	22.08%	21.81%	22.11%	22.69%	28.04%	18.90%	19.84%	21.77%	18.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	74	0	0	2	0	0	0	0	1	4	0	6	4	1	1	1	1	4	3	1	0	0	2	1	3	2	0	1	3	2	1	1	1	0	3	2	0	2	2	1	3	1	1	4	0	3	1	5									
		0.26%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.14%	0.54%	0.00%	0.86%	0.54%	0.24%	0.19%	0.17%	0.22%	0.68%	0.56%	0.19%	0.00%	0.00%	0.46%	0.11%	0.45%	0.32%	0.00%	0.12%	0.45%	0.48%	0.11%	0.13%	0.13%	0.00%	0.39%	0.23%	0.00%	0.22%	0.35%	0.12%	0.31%	0.12%	0.11%	0.49%	0.00%	0.60%	0.17%	0.77%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4260	28	24	52	30	32	39	90	106	92	47	125	111	48	106	111	81	106	85	58	74	92	55	155	105	93	68	103	77	69	128	140	119	91	98	155	92	164	114	94	144	105	148	100	77	76	66	87									
		14.77%	13.93%	11.27%	17.16%	6.62%	10.13%	12.19%	14.59%	14.46%	12.42%	13.58%	17.83%	14.98%	11.40%	19.70%	19.30%	17.92%	18.03%	15.74%	10.84%	14.29%	17.13%	12.76%	17.15%	15.86%	14.88%	16.50%	12.76%	11.44%	16.63%	13.63%	18.87%	15.49%	13.56%	12.73%	17.59%	16.11%	17.75%	19.69%	10.87%	14.95%	12.76%	16.30%	12.30%	13.60%	15.23%	11.22%	13.36%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
