Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Пуровская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	480	20	22	32	16	40	20	20	30	25	29	27	39	20	20	20	10	30	40	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	408	0	21	32	13	36	20	14	30	25	28	20	39	20	19	10	10	30	40	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	249	5	17	26	6	16	12	5	13	4	14	23	9	13	23	15	7	6	11	21	3					
14	Число погашенных неиспользованных открепительных удостоверений	72	20	1	0	3	4	0	6	0	0	1	7	0	0	1	10	0	0	0	9	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	0	0	0	0	3	0	8	3	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	145	0	1	2	8	6	11	5	25	35	0	8	1	2	18	0	7	3	10	3	0					
		0.43%	0.00%	0.06%	0.09%	0.38%	2.70%	1.26%	0.65%	1.02%	1.40%	0.00%	0.25%	0.04%	0.15%	0.50%	0.00%	2.20%	0.34%	0.53%	0.94%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	71	1	1	2	2	1	4	4	21	12	0	2	0	2	12	0	2	0	4	0	1					
		0.21%	0.13%	0.06%	0.09%	0.09%	0.45%	0.46%	0.52%	0.85%	0.48%	0.00%	0.06%	0.00%	0.15%	0.33%	0.00%	0.63%	0.00%	0.21%	0.00%	0.24%					
20	3.Политическая партия «Демократическая партия России»	45	0	0	2	0	1	1	1	24	5	0	4	1	3	0	0	1	1	0	1	0					
		0.13%	0.00%	0.00%	0.09%	0.00%	0.45%	0.11%	0.13%	0.97%	0.20%	0.00%	0.12%	0.04%	0.22%	0.00%	0.00%	0.31%	0.11%	0.00%	0.31%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	406	0	4	2	5	14	7	10	25	4	1	83	5	3	49	150	15	7	10	3	9					
		1.21%	0.00%	0.22%	0.09%	0.24%	6.31%	0.80%	1.29%	1.02%	0.16%	0.04%	2.59%	0.22%	0.22%	1.36%	4.83%	4.72%	0.80%	0.53%	0.94%	2.12%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	74	1	1	2	5	3	3	4	24	5	2	5	0	1	14	0	1	2	0	1	0					
		0.22%	0.13%	0.06%	0.09%	0.24%	1.35%	0.34%	0.52%	0.97%	0.20%	0.08%	0.16%	0.00%	0.07%	0.39%	0.00%	0.31%	0.23%	0.00%	0.31%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	52	2	0	2	3	0	1	2	1	13	2	3	0	2	6	5	0	1	4	0	5					
		0.15%	0.25%	0.00%	0.09%	0.14%	0.00%	0.11%	0.26%	0.04%	0.52%	0.08%	0.09%	0.00%	0.15%	0.17%	0.16%	0.00%	0.11%	0.21%	0.00%	1.18%					
24	7.Политическая партия «Либерально-демократическая партия России»	1519	0	147	208	165	27	87	19	45	79	197	120	114	32	92	30	27	22	78	19	11					
		4.51%	0.00%	8.20%	8.92%	7.83%	12.16%	9.97%	2.45%	1.83%	3.15%	8.15%	3.75%	5.00%	2.35%	2.55%	0.97%	8.49%	2.50%	4.10%	5.97%	2.59%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	210	0	4	2	5	15	12	15	21	2	6	17	3	4	51	16	13	1	11	5	7					
		0.62%	0.00%	0.22%	0.09%	0.24%	6.76%	1.37%	1.94%	0.85%	0.08%	0.25%	0.53%	0.13%	0.29%	1.41%	0.52%	4.09%	0.11%	0.58%	1.57%	1.65%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	94	0	1	2	7	3	3	6	12	28	0	2	2	2	9	10	0	1	2	0	4					
		0.28%	0.00%	0.06%	0.09%	0.33%	1.35%	0.34%	0.77%	0.49%	1.12%	0.00%	0.06%	0.09%	0.15%	0.25%	0.32%	0.00%	0.11%	0.11%	0.00%	0.94%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30828	780	1633	2105	1901	147	731	698	2217	2306	2199	2940	2142	1285	3339	2890	235	834	1783	281	382					
		91.56%	99.24%	91.08%	90.30%	90.27%	66.22%	83.73%	90.06%	90.01%	91.98%	90.94%	91.79%	93.99%	94.42%	92.62%	93.05%	73.90%	94.77%	93.74%	88.36%	90.09%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	90	2	1	2	5	3	5	8	18	11	0	5	4	2	2	5	12	1	0	0	4					
		0.27%	0.25%	0.06%	0.09%	0.24%	1.35%	0.57%	1.03%	0.73%	0.44%	0.00%	0.16%	0.18%	0.15%	0.06%	0.16%	3.77%	0.11%	0.00%	0.00%	0.94%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
