Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Нанайская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №642	УИК №643	УИК №644	УИК №645									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	169	17	4	10	5	8	13	9	1	4	8	6	14	10	10	10	17	14	5	4									
		2.83%	2.58%	1.37%	2.62%	3.73%	3.52%	3.99%	2.88%	1.27%	4.88%	4.32%	2.65%	2.88%	2.43%	2.82%	2.97%	3.51%	3.28%	1.44%	1.85%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2784	231	170	200	76	125	158	149	46	45	117	95	184	167	159	143	196	195	196	132									
		46.65%	35.05%	58.42%	52.36%	56.72%	55.07%	48.47%	47.60%	58.23%	54.88%	63.24%	42.04%	37.86%	40.63%	44.79%	42.43%	40.41%	45.67%	56.48%	61.11%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	62	12	2	3	0	2	1	2	1	0	4	3	9	4	6	3	6	2	0	2									
		1.04%	1.82%	0.69%	0.79%	0.00%	0.88%	0.31%	0.64%	1.27%	0.00%	2.16%	1.33%	1.85%	0.97%	1.69%	0.89%	1.24%	0.47%	0.00%	0.93%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	5	0	0	0	0	3	0	0	0	0	3	1	1	0	1	1	1	1	1									
		0.30%	0.76%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	1.33%	0.21%	0.24%	0.00%	0.30%	0.21%	0.23%	0.29%	0.46%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1344	155	42	76	26	33	68	68	16	20	20	72	150	100	107	112	103	97	55	24									
		22.52%	23.52%	14.43%	19.90%	19.40%	14.54%	20.86%	21.73%	20.25%	24.39%	10.81%	31.86%	30.86%	24.33%	30.14%	33.23%	21.24%	22.72%	15.85%	11.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	4	1	0	1	0	1	1	4	1	0	3	2	1	0	2	2	5	0	3									
		0.52%	0.61%	0.34%	0.00%	0.75%	0.00%	0.31%	0.32%	5.06%	1.22%	0.00%	1.33%	0.41%	0.24%	0.00%	0.59%	0.41%	1.17%	0.00%	1.39%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	54	14	0	3	1	1	2	1	0	0	0	4	6	7	2	2	5	0	5	1									
		0.90%	2.12%	0.00%	0.79%	0.75%	0.44%	0.61%	0.32%	0.00%	0.00%	0.00%	1.77%	1.23%	1.70%	0.56%	0.59%	1.03%	0.00%	1.44%	0.46%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0									
		0.08%	0.15%	0.00%	0.00%	0.00%	0.00%	0.31%	0.32%	0.00%	0.00%	0.00%	0.44%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	5	1	3	1	2	4	6	0	1	1	1	2	9	1	2	6	1	4	3									
		0.89%	0.76%	0.34%	0.79%	0.75%	0.88%	1.23%	1.92%	0.00%	1.22%	0.54%	0.44%	0.41%	2.19%	0.28%	0.59%	1.24%	0.23%	1.15%	1.39%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	752	117	34	50	13	30	32	29	7	8	10	19	61	72	35	30	81	63	34	27									
		12.60%	17.75%	11.68%	13.09%	9.70%	13.22%	9.82%	9.27%	8.86%	9.76%	5.41%	8.41%	12.55%	17.52%	9.86%	8.90%	16.70%	14.75%	9.80%	12.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	4	2	0	0	0	5	3	0	1	1	0	2	0	0	0	0	1	1	0									
		0.34%	0.61%	0.69%	0.00%	0.00%	0.00%	1.53%	0.96%	0.00%	1.22%	0.54%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.23%	0.29%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	169	38	9	3	2	7	17	9	0	1	17	2	9	11	3	11	14	3	4	9									
		2.83%	5.77%	3.09%	0.79%	1.49%	3.08%	5.21%	2.88%	0.00%	1.22%	9.19%	0.88%	1.85%	2.68%	0.85%	3.26%	2.89%	0.70%	1.15%	4.17%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
