Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Кунгурская районная																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №4601	УИК №4602	УИК №4603	УИК №4604	УИК №4605	УИК №4606	УИК №4607	УИК №4608	УИК №4609	УИК №4610	УИК №4611	УИК №4612	УИК №4613	УИК №4614	УИК №4615	УИК №4616	УИК №4617	УИК №4618	УИК №4619	УИК №4620	УИК №4621	УИК №4622	УИК №4623	УИК №4624	УИК №4625	УИК №4626	УИК №4627	УИК №4628	УИК №4629	УИК №4630	УИК №4631	УИК №4632	УИК №4633	УИК №4634	УИК №4635	УИК №4636	УИК №4637	УИК №4638	УИК №4639	УИК №4640	УИК №4641	УИК №4642	УИК №4643	УИК №4644	УИК №4645	УИК №4646	УИК №4647	УИК №4648	УИК №4649	УИК №4650	УИК №4651	УИК №4652	УИК №4653	УИК №4654	УИК №4655	УИК №4656	УИК №4657					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	489	5	5	6	24	4	4	6	8	16	4	16	19	15	11	4	15	6	15	25	4	5	20	2	15	5	15	4	4	4	4	4	10	3	1	2	10	7	6	6	9	4	3	4	27	7	10	6	4	4	3	9	21	5	8	7	8	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	380	1	0	3	21	1	2	5	6	16	1	15	18	12	10	4	15	4	15	25	4	3	19	1	5	3	10	2	0	2	0	0	10	2	1	1	4	3	2	6	8	1	0	1	27	7	10	6	1	2	3	9	21	5	7	7	6	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	213	2	0	7	4	2	1	0	5	1	6	5	5	3	3	1	8	4	0	8	18	6	4	8	4	4	8	5	1	2	3	3	8	1	3	1	3	5	2	3	2	0	2	0	0	6	5	2	1	2	2	12	6	4	5	1	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	109	4	5	3	3	3	2	1	2	0	3	1	1	3	1	0	0	2	0	0	0	2	1	1	10	2	5	2	4	2	4	4	0	1	0	1	6	4	4	0	1	3	3	3	0	0	0	0	3	2	0	0	0	0	1	0	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3290	7	2	30	80	12	23	39	29	48	5	93	135	101	109	12	105	40	115	152	26	84	91	45	94	28	118	6	9	4	9	15	96	14	15	31	134	106	88	54	92	37	9	39	121	55	140	38	39	58	17	83	101	54	37	31	55	80					
		17.21%	9.33%	2.35%	11.15%	9.17%	9.09%	15.44%	13.64%	14.43%	13.79%	4.10%	16.73%	20.15%	15.54%	16.32%	8.89%	17.86%	16.19%	19.23%	19.00%	15.85%	29.17%	12.47%	16.13%	17.12%	11.16%	19.31%	8.96%	16.67%	8.51%	8.04%	11.03%	17.71%	14.58%	14.15%	16.06%	23.89%	24.82%	27.16%	17.36%	22.83%	30.83%	14.75%	21.55%	17.49%	10.96%	22.88%	24.52%	17.73%	27.49%	16.50%	16.87%	16.40%	17.14%	22.70%	17.92%	14.67%	19.09%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4047	9	7	49	172	35	25	57	27	70	15	145	169	140	139	24	164	73	147	212	43	60	160	57	109	21	115	15	13	12	29	19	115	24	37	31	176	84	78	69	42	33	19	13	24	17	150	37	71	54	24	115	159	91	51	37	89	75					
		21.18%	12.00%	8.24%	18.22%	19.72%	26.52%	16.78%	19.93%	13.43%	20.11%	12.30%	26.08%	25.22%	21.54%	20.81%	17.78%	27.89%	29.55%	24.58%	26.50%	26.22%	20.83%	21.92%	20.43%	19.85%	8.37%	18.82%	22.39%	24.07%	25.53%	25.89%	13.97%	21.22%	25.00%	34.91%	16.06%	31.37%	19.67%	24.07%	22.19%	10.42%	27.50%	31.15%	7.18%	3.47%	3.39%	24.51%	23.87%	32.27%	25.59%	23.30%	23.37%	25.81%	28.89%	31.29%	21.39%	23.73%	17.90%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	208	1	1	8	5	1	1	1	1	4	0	10	10	10	10	0	10	1	11	5	2	4	5	4	8	1	4	0	1	0	0	3	5	1	0	1	3	5	4	3	8	3	0	1	7	2	9	1	2	7	0	1	2	7	2	3	5	4					
		1.09%	1.33%	1.18%	2.97%	0.57%	0.76%	0.67%	0.35%	0.50%	1.15%	0.00%	1.80%	1.49%	1.54%	1.50%	0.00%	1.70%	0.40%	1.84%	0.63%	1.22%	1.39%	0.68%	1.43%	1.46%	0.40%	0.65%	0.00%	1.85%	0.00%	0.00%	2.21%	0.92%	1.04%	0.00%	0.52%	0.53%	1.17%	1.23%	0.96%	1.99%	2.50%	0.00%	0.55%	1.01%	0.40%	1.47%	0.65%	0.91%	3.32%	0.00%	0.20%	0.32%	2.22%	1.23%	1.73%	1.33%	0.95%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2928	11	5	31	133	11	25	49	25	55	23	97	112	93	100	15	92	33	86	103	17	40	128	61	79	52	150	17	11	16	12	33	71	11	5	31	85	75	38	80	88	13	6	20	96	73	67	19	11	35	28	43	80	61	20	27	61	69					
		15.32%	14.67%	5.88%	11.52%	15.25%	8.33%	16.78%	17.13%	12.44%	15.80%	18.85%	17.45%	16.72%	14.31%	14.97%	11.11%	15.65%	13.36%	14.38%	12.88%	10.37%	13.89%	17.53%	21.86%	14.39%	20.72%	24.55%	25.37%	20.37%	34.04%	10.71%	24.26%	13.10%	11.46%	4.72%	16.06%	15.15%	17.56%	11.73%	25.72%	21.84%	10.83%	9.84%	11.05%	13.87%	14.54%	10.95%	12.26%	5.00%	16.59%	27.18%	8.74%	12.99%	19.37%	12.27%	15.61%	16.27%	16.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	321	4	0	3	15	0	3	4	2	6	1	12	13	12	20	0	18	3	8	16	2	9	13	6	13	1	9	4	1	1	1	4	5	1	1	4	8	10	2	1	2	0	5	0	13	2	17	1	0	4	0	12	10	4	0	4	7	4					
		1.68%	5.33%	0.00%	1.12%	1.72%	0.00%	2.01%	1.40%	0.99%	1.72%	0.82%	2.16%	1.94%	1.85%	2.99%	0.00%	3.06%	1.21%	1.34%	2.00%	1.22%	3.13%	1.78%	2.15%	2.37%	0.40%	1.47%	5.97%	1.85%	2.13%	0.89%	2.94%	0.92%	1.04%	0.94%	2.07%	1.43%	2.34%	0.62%	0.32%	0.50%	0.00%	8.20%	0.00%	1.88%	0.40%	2.78%	0.65%	0.00%	1.90%	0.00%	2.44%	1.62%	1.27%	0.00%	2.31%	1.87%	0.95%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7922	36	68	141	448	73	69	126	111	157	76	183	220	281	275	83	193	91	210	295	73	86	317	102	235	146	198	25	17	14	55	58	235	44	47	91	145	143	109	99	162	31	22	106	415	342	210	57	94	51	34	234	250	90	51	70	150	178					
		41.45%	48.00%	80.00%	52.42%	51.38%	55.30%	46.31%	44.06%	55.22%	45.11%	62.30%	32.91%	32.84%	43.23%	41.17%	61.48%	32.82%	36.84%	35.12%	36.88%	44.51%	29.86%	43.42%	36.56%	42.81%	58.17%	32.41%	37.31%	31.48%	29.79%	49.11%	42.65%	43.36%	45.83%	44.34%	47.15%	25.85%	33.49%	33.64%	31.83%	40.20%	25.83%	36.07%	58.56%	59.97%	68.13%	34.31%	36.77%	42.73%	24.17%	33.01%	47.56%	40.58%	28.57%	31.29%	40.46%	40.00%	42.48%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	96	1	1	0	3	0	0	3	0	2	1	5	4	3	4	0	2	2	5	3	0	0	6	1	2	2	4	0	1	0	1	1	2	1	0	1	4	0	2	0	0	0	0	2	4	0	7	0	1	2	0	1	5	3	0	1	2	1					
		0.50%	1.33%	1.18%	0.00%	0.34%	0.00%	0.00%	1.05%	0.00%	0.57%	0.82%	0.90%	0.60%	0.46%	0.60%	0.00%	0.34%	0.81%	0.84%	0.38%	0.00%	0.00%	0.82%	0.36%	0.36%	0.80%	0.65%	0.00%	1.85%	0.00%	0.89%	0.74%	0.37%	1.04%	0.00%	0.52%	0.71%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	1.10%	0.58%	0.00%	1.14%	0.00%	0.45%	0.95%	0.00%	0.20%	0.81%	0.95%	0.00%	0.58%	0.53%	0.24%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
