Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Спасская городская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631									
		0.61%	0.49%	0.16%	0.81%	1.36%	0.95%	0.41%	0.47%	0.72%	1.45%	0.37%	0.25%	0.87%	0.00%	1.34%	0.79%	0.00%	0.48%	0.00%	0.00%	0.55%	0.74%	0.43%	0.31%	0.97%	0.00%	0.76%	0.30%	0.44%	0.41%	0.56%	0.71%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	2	1	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	3	1	1	1	0	1	1	0	0	1	0									
		0.14%	0.16%	0.16%	0.00%	0.39%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.26%	0.00%	0.00%	0.00%	0.00%	0.18%	0.56%	0.21%	0.16%	0.16%	0.00%	0.19%	0.15%	0.00%	0.00%	0.28%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2518	123	119	36	135	71	50	54	48	111	116	58	135	48	51	89	21	68	20	9	152	155	97	56	124	33	121	146	38	108	35	91									
		19.57%	10.13%	18.86%	29.03%	26.26%	22.40%	20.58%	8.42%	17.33%	17.85%	21.28%	14.54%	23.60%	28.57%	34.23%	23.48%	30.88%	32.85%	22.22%	8.74%	28.10%	28.70%	20.64%	8.75%	20.03%	29.73%	23.09%	21.92%	16.89%	22.09%	9.80%	21.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	68	0	3	0	3	1	1	1	1	0	3	5	3	0	2	3	0	4	0	0	4	5	1	6	2	0	4	7	2	3	2	2									
		0.53%	0.00%	0.48%	0.00%	0.58%	0.32%	0.41%	0.16%	0.36%	0.00%	0.55%	1.25%	0.52%	0.00%	1.34%	0.79%	0.00%	1.93%	0.00%	0.00%	0.74%	0.93%	0.21%	0.94%	0.32%	0.00%	0.76%	1.05%	0.89%	0.61%	0.56%	0.47%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	138	5	5	1	6	4	4	6	3	3	12	7	3	1	1	7	0	0	0	0	6	4	6	5	11	0	6	9	5	10	4	4									
		1.07%	0.41%	0.79%	0.81%	1.17%	1.26%	1.65%	0.94%	1.08%	0.48%	2.20%	1.75%	0.52%	0.60%	0.67%	1.85%	0.00%	0.00%	0.00%	0.00%	1.11%	0.74%	1.28%	0.78%	1.78%	0.00%	1.15%	1.35%	2.22%	2.04%	1.12%	0.95%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	3	0	0	0	0	1	1	0	0	3	0	1	0	0	0	0	1	0	0	1	0	0	0	3	0	1	1	0	1	0	3									
		0.16%	0.25%	0.00%	0.00%	0.00%	0.00%	0.41%	0.16%	0.00%	0.00%	0.55%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.48%	0.00%	0.19%	0.15%	0.00%	0.20%	0.00%	0.71%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	145	9	8	0	6	4	5	9	4	5	7	2	7	3	1	9	1	0	1	0	4	5	3	16	5	1	8	7	2	8	3	2									
		1.13%	0.74%	1.27%	0.00%	1.17%	1.26%	2.06%	1.40%	1.44%	0.80%	1.28%	0.50%	1.22%	1.79%	0.67%	2.37%	1.47%	0.00%	1.11%	0.00%	0.74%	0.93%	0.64%	2.50%	0.81%	0.90%	1.53%	1.05%	0.89%	1.64%	0.84%	0.47%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2093	104	98	18	102	62	35	63	31	103	124	84	93	40	31	99	10	41	32	10	116	115	54	82	138	24	46	134	24	86	32	62									
		16.27%	8.57%	15.53%	14.52%	19.84%	19.56%	14.40%	9.83%	11.19%	16.56%	22.75%	21.05%	16.26%	23.81%	20.81%	26.12%	14.71%	19.81%	35.56%	9.71%	21.44%	21.30%	11.49%	12.81%	22.29%	21.62%	8.78%	20.12%	10.67%	17.59%	8.96%	14.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	3	2	0	1	1	1	2	1	1	3	5	0	0	1	4	2	0	0	0	3	2	3	2	2	1	2	2	2	1	0	3									
		0.39%	0.25%	0.32%	0.00%	0.19%	0.32%	0.41%	0.31%	0.36%	0.16%	0.55%	1.25%	0.00%	0.00%	0.67%	1.06%	2.94%	0.00%	0.00%	0.00%	0.55%	0.37%	0.64%	0.31%	0.32%	0.90%	0.38%	0.30%	0.89%	0.20%	0.00%	0.71%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	855	55	50	6	36	34	10	49	11	44	35	33	44	2	6	17	0	10	4	3	10	24	24	41	80	4	36	72	6	40	29	40									
		6.64%	4.53%	7.92%	4.84%	7.00%	10.73%	4.12%	7.64%	3.97%	7.07%	6.42%	8.27%	7.69%	1.19%	4.03%	4.49%	0.00%	4.83%	4.44%	2.91%	1.85%	4.44%	5.11%	6.41%	12.92%	3.60%	6.87%	10.81%	2.67%	8.18%	8.12%	9.48%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
