Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Зональная																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832					
		14.62%	14.23%	16.75%	10.11%	8.26%	13.85%	13.04%	8.15%	16.53%	8.11%	13.02%	14.45%	17.84%	16.67%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	65	4	18	2	0	6	5	4	11	0	4	7	3	1					
		0.68%	0.33%	0.98%	1.12%	0.00%	0.82%	0.62%	0.72%	1.25%	0.00%	1.86%	0.50%	0.36%	0.19%					
23	6.Политическая партия «Партия социальной справедливости»	14	2	2	0	0	1	0	0	4	0	0	2	0	3					
		0.15%	0.17%	0.11%	0.00%	0.00%	0.14%	0.00%	0.00%	0.46%	0.00%	0.00%	0.14%	0.00%	0.56%					
24	7.Политическая партия «Либерально-демократическая партия России»	1020	151	187	21	34	112	85	40	106	10	23	140	66	45					
		10.73%	12.64%	10.14%	11.80%	31.19%	15.36%	10.56%	7.25%	12.09%	4.50%	10.70%	9.92%	8.01%	8.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	644	59	143	18	13	66	58	44	43	10	14	87	50	39					
		6.78%	4.94%	7.75%	10.11%	11.93%	9.05%	7.20%	7.97%	4.90%	4.50%	6.51%	6.16%	6.07%	7.22%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	55	6	10	0	0	4	3	3	3	1	1	6	5	13					
		0.58%	0.50%	0.54%	0.00%	0.00%	0.55%	0.37%	0.54%	0.34%	0.45%	0.47%	0.42%	0.61%	2.41%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5731	732	1058	112	44	363	520	389	502	167	133	901	506	304					
		60.31%	61.26%	57.34%	62.92%	40.37%	49.79%	64.60%	70.47%	57.24%	75.23%	61.86%	63.81%	61.41%	56.30%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	51	5	17	0	0	4	0	5	7	0	1	7	3	2					
		0.54%	0.42%	0.92%	0.00%	0.00%	0.55%	0.00%	0.91%	0.80%	0.00%	0.47%	0.50%	0.36%	0.37%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
