Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Новокузнецкая																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	"1. ""ЕДИНЕНИЕ"""	263	6	9	0	9	13	3	8	22	2	16	3	9	4	8	2	4	16	8	4	1	0	10	16	9	6	1	3	2	7	2	3	6	4	4	0	2	0	1	6	3	0	1	14	0	2	8	4	2					
		1.39%	0.84%	0.92%	0.0%	1.17%	2.03%	1.5%	1.13%	2.54%	0.83%	1.11%	1.35%	1.79%	3.41%	3.08%	0.99%	0.90%	1.99%	1.64%	0.60%	0.52%	0.0%	0.91%	1.35%	1.69%	2.39%	0.69%	2.04%	2.59%	2.70%	0.41%	1.63%	2.81%	1.21%	6.45%	0.0%	1.90%	0.0%	1.44%	2.55%	2.05%	0.0%	0.29%	2.08%	0.0%	1.43%	2.09%	1.24%	1.08%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	188	8	12	2	5	19	2	5	11	0	13	2	2	1	1	1	3	15	9	5	2	1	12	10	2	1	1	1	0	1	5	1	3	1	0	0	0	0	0	1	2	6	2	8	6	0	4	1	1					
		0.99%	1.12%	1.23%	1.09%	0.65%	2.97%	1.0%	0.70%	1.27%	0.0%	0.90%	0.90%	0.39%	0.85%	0.38%	0.49%	0.67%	1.87%	1.84%	0.75%	1.04%	0.81%	1.09%	0.84%	0.37%	0.39%	0.69%	0.68%	0.0%	0.38%	1.03%	0.54%	1.40%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	1.36%	2.54%	0.58%	1.19%	2.71%	0.0%	1.04%	0.31%	0.54%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	220	10	14	3	5	14	0	7	10	1	11	2	5	0	2	1	1	10	10	0	2	0	8	14	0	1	2	4	1	6	4	2	3	5	1	1	1	1	1	4	1	12	3	12	12	0	7	5	1					
		1.16%	1.41%	1.44%	1.64%	0.65%	2.19%	0.0%	0.99%	1.15%	0.41%	0.76%	0.90%	0.99%	0.0%	0.77%	0.49%	0.22%	1.24%	2.05%	0.0%	1.04%	0.0%	0.72%	1.18%	0.0%	0.39%	1.39%	2.72%	1.29%	2.31%	0.82%	1.09%	1.40%	1.51%	1.61%	1.25%	0.95%	0.94%	1.44%	1.70%	0.68%	5.08%	0.87%	1.78%	5.42%	0.0%	1.83%	1.55%	0.54%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	360	19	17	3	19	41	3	19	16	4	19	4	3	0	0	5	6	18	6	18	4	4	16	22	15	3	2	0	0	6	4	0	1	8	1	8	0	1	1	2	1	0	3	11	6	4	7	10	0					
		1.90%	2.68%	1.74%	1.64%	2.47%	6.42%	1.5%	2.69%	1.84%	1.67%	1.32%	1.80%	0.59%	0.0%	0.0%	2.47%	1.35%	2.24%	1.23%	2.70%	2.09%	3.25%	1.45%	1.86%	2.82%	1.19%	1.39%	0.0%	0.0%	2.31%	0.82%	0.0%	0.46%	2.42%	1.61%	10.0%	0.0%	0.94%	1.44%	0.85%	0.68%	0.0%	0.87%	1.63%	2.71%	2.87%	1.83%	3.10%	0.0%					
22	"5. ""За Русь Святую"""	88	2	6	0	5	2	1	2	3	7	7	3	1	1	0	1	2	3	1	2	0	0	2	4	6	0	0	0	0	0	2	0	1	0	0	5	0	0	1	1	0	5	1	5	2	0	2	1	1					
		0.46%	0.28%	0.61%	0.0%	0.65%	0.31%	0.5%	0.28%	0.34%	2.92%	0.48%	1.35%	0.19%	0.85%	0.0%	0.49%	0.45%	0.37%	0.20%	0.30%	0.0%	0.0%	0.18%	0.33%	1.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.46%	0.0%	0.0%	6.25%	0.0%	0.0%	1.44%	0.42%	0.0%	2.11%	0.29%	0.74%	0.90%	0.0%	0.52%	0.31%	0.54%					
23	"6. ""Объединенная Российская партия ""Русь"""	65	2	1	1	1	0	1	1	1	1	3	1	3	2	1	0	1	0	2	7	0	0	2	3	1	1	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	8	12	1	0	0	1	1					
		0.34%	0.28%	0.10%	0.54%	0.13%	0.0%	0.5%	0.14%	0.11%	0.41%	0.20%	0.45%	0.59%	1.70%	0.38%	0.0%	0.22%	0.0%	0.41%	1.05%	0.0%	0.0%	0.18%	0.25%	0.18%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.30%	0.0%	0.0%	2.85%	0.0%	0.0%	0.0%	0.0%	0.0%	2.33%	1.78%	0.45%	0.0%	0.0%	0.31%	0.54%					
24	"7. ""Новый курс - Автомобильная Россия"""	58	1	6	0	1	5	0	4	4	0	5	0	1	1	4	1	2	1	3	1	0	0	0	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	0	0	3	0	0	2	0	1					
		0.30%	0.14%	0.61%	0.0%	0.13%	0.78%	0.0%	0.56%	0.46%	0.0%	0.34%	0.0%	0.19%	0.85%	1.54%	0.49%	0.45%	0.12%	0.61%	0.15%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	1.36%	0.0%	0.0%	0.44%	0.0%	0.0%	0.52%	0.0%	0.54%					
25	"8. ""Народно-республиканская партия России"""	18	0	0	0	0	0	0	1	2	2	0	1	0	1	0	1	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.23%	0.83%	0.0%	0.45%	0.0%	0.85%	0.0%	0.49%	0.0%	0.0%	0.41%	0.15%	0.0%	0.0%	0.0%	0.0%	0.18%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.30%	0.0%	0.0%	0.0%	0.0%	1.44%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.54%					
26	"9. ""Российская экологическая партия ""Зеленые"""	38	0	2	2	1	4	2	0	0	0	1	0	0	1	0	2	1	2	0	5	0	0	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	1	2	1	0					
		0.20%	0.0%	0.20%	1.09%	0.13%	0.62%	1.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.85%	0.0%	0.99%	0.22%	0.24%	0.0%	0.75%	0.0%	0.0%	0.09%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.44%	0.0%	0.71%	0.52%	0.31%	0.0%					
27	"10. ""Аграрная партия России"""	538	15	20	12	30	24	7	16	16	13	36	3	18	3	9	2	9	15	15	29	4	3	46	43	12	6	3	4	1	1	14	2	0	6	2	2	2	2	1	2	1	3	5	28	9	4	15	14	11					
		2.84%	2.11%	2.05%	6.59%	3.91%	3.76%	3.5%	2.26%	1.84%	5.43%	2.51%	1.35%	3.58%	2.56%	3.47%	0.99%	2.02%	1.87%	3.08%	4.36%	2.09%	2.43%	4.19%	3.64%	2.25%	2.39%	2.09%	2.72%	1.29%	0.38%	2.89%	1.09%	0.0%	1.81%	3.22%	2.5%	1.90%	1.88%	1.44%	0.85%	0.68%	1.27%	1.45%	4.16%	4.07%	2.87%	3.92%	4.34%	5.97%					
28	"11. ""Истинные патриоты России"""	13	0	0	0	0	3	0	2	2	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.28%	0.23%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	125	1	6	0	3	3	0	7	5	0	6	3	6	3	2	3	7	6	5	5	1	0	6	7	3	5	0	3	2	2	2	0	0	2	4	0	0	1	0	3	0	0	3	1	4	2	0	2	1					
		0.66%	0.14%	0.61%	0.0%	0.39%	0.47%	0.0%	0.99%	0.57%	0.0%	0.41%	1.35%	1.19%	2.56%	0.77%	1.48%	1.57%	0.74%	1.02%	0.75%	0.52%	0.0%	0.54%	0.59%	0.56%	1.99%	0.0%	2.04%	2.59%	0.77%	0.41%	0.0%	0.0%	0.60%	6.45%	0.0%	0.0%	0.94%	0.0%	1.27%	0.0%	0.0%	0.87%	0.14%	1.80%	1.43%	0.0%	0.62%	0.54%					
30	"13. ""Демократическая партия России"""	35	2	3	0	0	0	0	1	0	0	3	0	3	2	1	0	1	2	2	0	0	0	1	2	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	3	2	0	0	0	0	0					
		0.18%	0.28%	0.30%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.20%	0.0%	0.59%	1.70%	0.38%	0.0%	0.22%	0.24%	0.41%	0.0%	0.0%	0.0%	0.09%	0.16%	0.0%	0.39%	0.69%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	1.25%	0.95%	0.0%	0.0%	0.42%	0.68%	0.0%	0.87%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	33	0	1	0	4	0	0	0	1	0	0	0	5	0	0	0	2	2	1	1	0	0	1	0	1	1	0	0	0	0	0	0	2	1	0	2	2	0	0	0	0	0	1	2	0	1	0	1	1					
		0.17%	0.0%	0.10%	0.0%	0.52%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.45%	0.24%	0.20%	0.15%	0.0%	0.0%	0.09%	0.0%	0.18%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.30%	0.0%	2.5%	1.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.29%	0.0%	0.71%	0.0%	0.31%	0.54%					
32	"15. ""Партия СЛОН"""	16	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1					
		0.08%	0.0%	0.10%	0.0%	0.13%	0.15%	0.0%	0.0%	0.11%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.94%	1.44%	0.0%	0.0%	0.0%	0.29%	0.14%	0.0%	0.0%	0.26%	0.0%	0.54%					
33	"16. ""Родина"" (народно-патриотический союз)"""	716	28	36	5	38	38	2	25	36	5	39	5	20	3	7	3	14	39	11	33	10	11	41	43	16	11	4	9	5	11	17	0	4	20	3	4	0	3	1	4	5	5	19	44	14	9	13	3	0					
		3.78%	3.95%	3.70%	2.74%	4.95%	5.95%	1.0%	3.54%	4.16%	2.09%	2.72%	2.25%	3.98%	2.56%	2.70%	1.48%	3.15%	4.86%	2.25%	4.96%	5.23%	8.94%	3.73%	3.64%	3.01%	4.38%	2.79%	6.12%	6.49%	4.24%	3.51%	0.0%	1.87%	6.06%	4.83%	5.0%	0.0%	2.83%	1.44%	1.70%	3.42%	2.11%	5.53%	6.54%	6.33%	6.47%	3.40%	0.93%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	50	2	3	2	0	3	0	2	0	0	4	0	2	0	2	1	0	7	1	2	2	0	1	1	0	3	0	0	1	1	1	0	0	2	0	0	0	0	1	0	1	0	3	0	0	1	1	0	0					
		0.26%	0.28%	0.30%	1.09%	0.0%	0.47%	0.0%	0.28%	0.0%	0.0%	0.27%	0.0%	0.39%	0.0%	0.77%	0.49%	0.0%	0.87%	0.20%	0.30%	1.04%	0.0%	0.09%	0.08%	0.0%	1.19%	0.0%	0.0%	1.29%	0.38%	0.20%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	1.44%	0.0%	0.68%	0.0%	0.87%	0.0%	0.0%	0.71%	0.26%	0.0%	0.0%					
35	"18. ""ЛДПР"""	2675	136	150	40	134	98	16	80	117	25	161	32	83	6	42	52	74	124	49	74	33	14	154	244	91	25	15	24	6	30	65	5	14	31	17	8	11	5	7	36	9	48	44	107	39	11	35	44	10					
		14.14%	19.20%	15.43%	21.97%	17.47%	15.36%	8.0%	11.34%	13.52%	10.46%	11.26%	14.41%	16.53%	5.12%	16.21%	25.74%	16.66%	15.46%	10.06%	11.12%	17.27%	11.38%	14.03%	20.66%	17.13%	9.96%	10.48%	16.32%	7.79%	11.58%	13.42%	2.73%	6.57%	9.39%	27.41%	10.0%	10.47%	4.71%	10.14%	15.31%	6.16%	20.33%	12.82%	15.92%	17.64%	7.91%	9.16%	13.66%	5.43%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	182	8	8	1	6	3	3	5	5	2	14	2	4	2	4	2	8	21	7	5	5	2	4	12	6	1	1	1	0	2	6	1	2	2	0	0	4	0	0	1	0	1	6	5	1	1	7	0	1					
		0.96%	1.12%	0.82%	0.54%	0.78%	0.47%	1.5%	0.70%	0.57%	0.83%	0.97%	0.90%	0.79%	1.70%	1.54%	0.99%	1.80%	2.61%	1.43%	0.75%	2.61%	1.62%	0.36%	1.01%	1.12%	0.39%	0.69%	0.68%	0.0%	0.77%	1.23%	0.54%	0.93%	0.60%	0.0%	0.0%	3.80%	0.0%	0.0%	0.42%	0.0%	0.42%	1.74%	0.74%	0.45%	0.71%	1.83%	0.0%	0.54%					
37	"20. ""Политическая партия ""Единая Россия"""	11245	412	560	86	421	286	148	456	518	161	902	152	285	78	145	109	281	417	301	404	111	79	643	614	331	175	100	83	50	163	317	160	158	201	14	33	67	80	46	151	109	131	204	303	102	93	244	222	139					
		59.44%	58.19%	57.61%	47.25%	54.88%	44.82%	74.0%	64.68%	59.88%	67.36%	63.12%	68.46%	56.77%	66.66%	55.98%	53.96%	63.28%	51.99%	61.80%	60.75%	58.11%	64.22%	58.61%	51.98%	62.33%	69.72%	69.93%	56.46%	64.93%	62.93%	65.49%	87.43%	74.17%	60.90%	22.58%	41.25%	63.80%	75.47%	66.66%	64.25%	74.65%	55.50%	59.47%	45.08%	46.15%	66.90%	63.87%	68.94%	75.54%					
38	"21. ""Российская Конституционно-демократическая партия"""	44	0	6	0	2	0	0	3	2	0	5	0	1	1	0	2	1	3	2	1	0	1	1	0	0	2	0	0	0	1	1	2	2	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1					
		0.23%	0.0%	0.61%	0.0%	0.26%	0.0%	0.0%	0.42%	0.23%	0.0%	0.34%	0.0%	0.19%	0.85%	0.0%	0.99%	0.22%	0.37%	0.41%	0.15%	0.0%	0.81%	0.09%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	0.38%	0.20%	1.09%	0.93%	0.0%	0.0%	0.0%	0.95%	0.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.54%					
39	"22. ""Развитие предпринимательства"""	25	0	0	0	1	1	0	1	1	0	2	0	1	0	0	0	1	1	0	0	0	0	3	1	1	0	0	1	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	2	1	0	1	1	0					
		0.13%	0.0%	0.0%	0.0%	0.13%	0.15%	0.0%	0.14%	0.11%	0.0%	0.13%	0.0%	0.19%	0.0%	0.0%	0.0%	0.22%	0.12%	0.0%	0.0%	0.0%	0.0%	0.27%	0.08%	0.18%	0.0%	0.0%	0.68%	0.0%	0.0%	0.20%	0.0%	0.0%	0.30%	0.0%	1.25%	1.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.45%	0.0%	0.26%	0.31%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1031	30	60	12	47	43	11	38	49	10	73	4	11	5	16	3	15	50	25	40	9	8	40	57	25	5	10	11	6	20	33	6	5	29	16	13	7	8	6	12	5	7	27	72	14	6	23	5	4					
		5.45%	4.23%	6.17%	6.59%	6.12%	6.73%	5.5%	5.39%	5.66%	4.18%	5.10%	1.80%	2.19%	4.27%	6.17%	1.48%	3.37%	6.23%	5.13%	6.01%	4.71%	6.50%	3.64%	4.82%	4.70%	1.99%	6.99%	7.48%	7.79%	7.72%	6.81%	3.27%	2.34%	8.78%	25.80%	16.25%	6.66%	7.54%	8.69%	5.10%	3.42%	2.96%	7.87%	10.71%	6.33%	4.31%	6.02%	1.55%	2.17%					
																																																							
41	Против всех	614	24	44	13	29	33	0	21	23	6	63	4	31	0	8	11	10	39	15	17	6	0	40	68	11	3	3	3	0	7	8	1	2	4	0	0	1	3	1	6	6	3	9	13	9	1	7	4	4					
		3.24%	3.38%	4.52%	7.14%	3.78%	5.17%	0.0%	2.97%	2.65%	2.51%	4.40%	1.80%	6.17%	0.0%	3.08%	5.44%	2.25%	4.86%	3.08%	2.55%	3.14%	0.0%	3.64%	5.75%	2.07%	1.19%	2.09%	2.04%	0.0%	2.70%	1.65%	0.54%	0.93%	1.21%	0.0%	0.0%	0.95%	2.83%	1.44%	2.55%	4.10%	1.27%	2.62%	1.93%	4.07%	0.71%	1.83%	1.24%	2.17%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
