Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Харабалинская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	72	13	0	4	5	0	10	0	4	4	4	1	0	0	3	1	1	8	2	0	3	7	0	1	0	0	1	0	0					
		0.38%	2.90%	0.00%	0.38%	0.47%	0.00%	5.81%	0.00%	0.45%	0.61%	0.46%	0.15%	0.00%	0.00%	0.35%	0.13%	0.11%	0.79%	0.17%	0.00%	0.35%	0.74%	0.00%	0.47%	0.00%	0.00%	0.34%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	24	0	0	0	1	1	0	0	1	0	1	1	0	1	3	1	2	3	1	1	4	1	0	1	0	0	1	0	0					
		0.13%	0.00%	0.00%	0.00%	0.09%	0.14%	0.00%	0.00%	0.11%	0.00%	0.12%	0.15%	0.00%	0.13%	0.35%	0.13%	0.23%	0.30%	0.09%	0.69%	0.47%	0.11%	0.00%	0.47%	0.00%	0.00%	0.34%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1184	19	6	67	61	34	5	42	52	44	75	45	44	49	70	53	54	57	63	10	141	48	38	15	2	20	6	29	35					
		6.22%	4.23%	3.37%	6.45%	5.70%	4.62%	2.91%	5.79%	5.86%	6.71%	8.66%	6.78%	7.52%	6.42%	8.06%	6.88%	6.10%	5.63%	5.44%	6.90%	16.59%	5.04%	4.24%	6.98%	1.23%	2.16%	2.05%	4.35%	8.08%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2507	31	4	86	113	56	2	131	113	118	165	104	102	132	168	151	166	188	126	5	62	96	131	18	12	80	45	56	46					
		13.18%	6.90%	2.25%	8.28%	10.55%	7.61%	1.16%	18.04%	12.73%	17.99%	19.05%	15.66%	17.44%	17.30%	19.33%	19.61%	18.76%	18.56%	10.87%	3.45%	7.29%	10.08%	14.60%	8.37%	7.36%	8.66%	15.36%	8.41%	10.62%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	113	2	0	3	4	6	1	4	5	4	9	5	4	3	9	9	5	7	3	2	6	5	2	0	1	4	3	4	3					
		0.59%	0.45%	0.00%	0.29%	0.37%	0.82%	0.58%	0.55%	0.56%	0.61%	1.04%	0.75%	0.68%	0.39%	1.04%	1.17%	0.56%	0.69%	0.26%	1.38%	0.71%	0.53%	0.22%	0.00%	0.61%	0.43%	1.02%	0.60%	0.69%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12370	266	145	735	700	503	137	463	625	393	472	387	347	466	509	438	557	594	768	114	517	650	615	164	112	722	192	474	305					
		65.01%	59.24%	81.46%	70.74%	65.36%	68.34%	79.65%	63.77%	70.38%	59.91%	54.50%	58.28%	59.32%	61.07%	58.57%	56.88%	62.94%	58.64%	66.26%	78.62%	60.82%	68.28%	68.56%	76.28%	68.71%	78.14%	65.53%	71.17%	70.44%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	45	0	0	1	3	2	0	2	1	3	1	0	5	2	2	1	0	2	10	0	2	2	1	0	0	2	1	2	0					
		0.24%	0.00%	0.00%	0.10%	0.28%	0.27%	0.00%	0.28%	0.11%	0.46%	0.12%	0.00%	0.85%	0.26%	0.23%	0.13%	0.00%	0.20%	0.86%	0.00%	0.24%	0.21%	0.11%	0.00%	0.00%	0.22%	0.34%	0.30%	0.00%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
