Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Харабалинская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №578	УИК №579					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	883	25	0	2	3	24	0	30	64	19	19	28	26	48	27	26	49	27	54	3	4	88	9	4	3	132	49	2	3	115	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	183	2	0	9	16	7	1	5	0	6	8	5	8	6	10	6	12	7	5	0	0	6	4	1	1	13	5	0	0	0	20	20					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	2	1	2	0	0	3	1	0	0	2	1	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2627	41	16	118	129	82	13	90	124	83	134	101	55	102	149	155	188	116	146	20	87	101	158	21	20	127	56	109	60	17	5	4					
		15.71%	11.88%	9.76%	18.50%	17.99%	13.42%	11.11%	16.45%	17.54%	18.36%	19.62%	20.32%	13.48%	16.14%	21.26%	28.76%	24.20%	17.76%	15.87%	23.81%	9.62%	13.10%	22.90%	17.50%	15.27%	13.16%	18.86%	22.20%	18.69%	8.10%	0.54%	0.57%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1959	44	18	68	87	62	9	74	82	78	98	67	58	82	110	60	101	96	91	16	250	123	67	13	10	63	14	49	44	18	3	4					
		11.72%	12.75%	10.98%	10.66%	12.13%	10.15%	7.69%	13.53%	11.60%	17.26%	14.35%	13.48%	14.22%	12.97%	15.69%	11.13%	12.99%	14.70%	9.89%	19.05%	27.65%	15.95%	9.71%	10.83%	7.63%	6.53%	4.71%	9.98%	13.71%	8.57%	0.32%	0.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	157	3	2	5	2	9	1	4	7	2	10	1	2	5	3	10	1	7	9	0	22	7	6	0	3	9	7	2	0	3	10	5					
		0.94%	0.87%	1.22%	0.78%	0.28%	1.47%	0.85%	0.73%	0.99%	0.44%	1.46%	0.20%	0.49%	0.79%	0.43%	1.86%	0.13%	1.07%	0.98%	0.00%	2.43%	0.91%	0.87%	0.00%	2.29%	0.93%	2.36%	0.41%	0.00%	1.43%	1.08%	0.71%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3055	89	27	103	147	119	19	126	145	106	150	96	86	149	131	131	149	160	224	7	95	178	139	18	17	176	74	113	43	24	6	8					
		18.27%	25.80%	16.46%	16.14%	20.50%	19.48%	16.24%	23.03%	20.51%	23.45%	21.96%	19.32%	21.08%	23.58%	18.69%	24.30%	19.18%	24.50%	24.35%	8.33%	10.51%	23.09%	20.14%	15.00%	12.98%	18.24%	24.92%	23.01%	13.40%	11.43%	0.65%	1.13%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	136	1	0	9	5	1	0	5	8	4	7	4	8	6	12	6	5	4	9	0	5	8	2	0	0	10	4	1	2	1	4	5					
		0.81%	0.29%	0.00%	1.41%	0.70%	0.16%	0.00%	0.91%	1.13%	0.88%	1.02%	0.80%	1.96%	0.95%	1.71%	1.11%	0.64%	0.61%	0.98%	0.00%	0.55%	1.04%	0.29%	0.00%	0.00%	1.04%	1.35%	0.20%	0.62%	0.48%	0.43%	0.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8431	160	100	316	337	309	73	238	324	172	269	212	190	267	282	166	322	255	429	38	413	337	310	66	74	553	130	216	164	144	889	676					
		50.42%	46.38%	60.98%	49.53%	47.00%	50.57%	62.39%	43.51%	45.83%	38.05%	39.39%	42.66%	46.57%	42.25%	40.23%	30.80%	41.44%	39.05%	46.63%	45.24%	45.69%	43.71%	44.93%	55.00%	56.49%	57.31%	43.77%	43.99%	51.09%	68.57%	96.21%	95.75%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	72	2	1	4	3	3	0	2	5	1	1	5	0	3	1	3	2	4	2	0	6	1	2	1	4	3	2	0	0	0	7	4					
		0.43%	0.58%	0.61%	0.63%	0.42%	0.49%	0.00%	0.37%	0.71%	0.22%	0.15%	1.01%	0.00%	0.47%	0.14%	0.56%	0.26%	0.61%	0.22%	0.00%	0.66%	0.13%	0.29%	0.83%	3.05%	0.31%	0.67%	0.00%	0.00%	0.00%	0.76%	0.57%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
