Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Оймяконская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	101	0	4	11	9	1	3	30	3	7	5	1	6	6	1	0	13	1									
		2.63%	0.00%	2.38%	4.51%	2.64%	1.67%	2.68%	2.27%	2.24%	3.61%	3.38%	0.71%	4.20%	3.45%	1.35%	0.00%	3.41%	0.87%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	106	3	3	5	9	0	1	37	4	14	2	7	2	0	1	4	12	2									
		2.76%	7.14%	1.79%	2.05%	2.64%	0.00%	0.89%	2.80%	2.99%	7.22%	1.35%	5.00%	1.40%	0.00%	1.35%	8.33%	3.15%	1.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1998	31	72	97	165	32	68	688	54	84	86	91	81	111	36	37	202	63									
		52.03%	73.81%	42.86%	39.75%	48.39%	53.33%	60.71%	52.04%	40.30%	43.30%	58.11%	65.00%	56.64%	63.79%	48.65%	77.08%	53.02%	54.78%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	2	2	2	1	2	0	8	0	2	1	0	0	0	3	0	1	0									
		0.63%	4.76%	1.19%	0.82%	0.29%	3.33%	0.00%	0.61%	0.00%	1.03%	0.68%	0.00%	0.00%	0.00%	4.05%	0.00%	0.26%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	3	0									
		0.21%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.71%	0.70%	0.57%	0.00%	0.00%	0.79%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	737	4	51	63	85	8	25	339	31	61	11	7	7	10	3	1	20	11									
		19.19%	9.52%	30.36%	25.82%	24.93%	13.33%	22.32%	25.64%	23.13%	31.44%	7.43%	5.00%	4.90%	5.75%	4.05%	2.08%	5.25%	9.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	2	0	0	1	0	7	0	0	0	1	1	1	1	0	0	1									
		0.39%	0.00%	1.19%	0.00%	0.00%	1.67%	0.00%	0.53%	0.00%	0.00%	0.00%	0.71%	0.70%	0.57%	1.35%	0.00%	0.00%	0.87%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	0	0	0	0	0	1	6	1	2	1	0	0	1	0	0	1	0									
		0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.45%	0.75%	1.03%	0.68%	0.00%	0.00%	0.57%	0.00%	0.00%	0.26%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	1	1	0	0	2	0	1	0	1	0	0	0	0	2	0									
		0.21%	0.00%	0.00%	0.41%	0.29%	0.00%	0.00%	0.15%	0.00%	0.52%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	0	0	5	0	0	0	15	1	0	1	1	0	2	0	1	0	0									
		0.68%	0.00%	0.00%	2.05%	0.00%	0.00%	0.00%	1.13%	0.75%	0.00%	0.68%	0.71%	0.00%	1.15%	0.00%	2.08%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	380	1	17	31	32	5	7	104	22	11	10	14	21	20	6	0	51	28									
		9.90%	2.38%	10.12%	12.70%	9.38%	8.33%	6.25%	7.87%	16.42%	5.67%	6.76%	10.00%	14.69%	11.49%	8.11%	0.00%	13.39%	24.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	1	2	0	0	0	6	0	1	0	0	0	0	0	0	2	0									
		0.31%	0.00%	0.60%	0.82%	0.00%	0.00%	0.00%	0.45%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	287	0	8	14	22	7	2	39	10	4	25	13	23	20	22	4	65	9									
		7.47%	0.00%	4.76%	5.74%	6.45%	11.67%	1.79%	2.95%	7.46%	2.06%	16.89%	9.29%	16.08%	11.49%	29.73%	8.33%	17.06%	7.83%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
