Выборы Президента Российской Федерации																																																														
																																																														
Наименование Избирательной комиссии:    Абатская																																																														
																																																														
Итоги голосования 																																																														
																																																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55					
21	. Путин Владимир Владимирович	9875	1029	860	514	378	384	84	126	249	57	71	61	399	93	114	61	94	54	70	98	378	138	102	78	408	48	90	49	28	26	545	49	86	167	146	48	52	305	102	70	116	101	385	57	41	301	70	139	76	117	71	340	72	72	59	147					
		69.29%	62.40%	57.87%	62.76%	63.85%	75.00%	84.85%	84.00%	66.40%	80.28%	62.28%	70.11%	73.35%	84.55%	69.51%	82.43%	79.66%	72.97%	73.68%	72.59%	76.67%	73.40%	68.00%	69.64%	72.21%	51.61%	90.00%	80.33%	57.14%	61.90%	71.24%	74.24%	69.35%	78.04%	59.59%	66.67%	54.17%	61.87%	82.26%	73.68%	84.06%	87.07%	92.11%	61.96%	59.42%	77.38%	54.26%	86.34%	80.85%	69.23%	79.78%	68.41%	71.29%	68.57%	73.75%	77.37%					
22	. Хакамада Ирина Муцуовна	224	25	19	26	13	4	0	2	7	1	2	0	13	2	4	0	1	0	1	3	2	1	2	1	18	1	0	1	2	0	23	0	1	0	4	3	3	10	2	3	2	0	0	2	0	4	2	3	1	1	1	4	2	1	0	1					
		1.57%	1.52%	1.28%	3.17%	2.20%	0.78%	0.00%	1.33%	1.87%	1.41%	1.75%	0.00%	2.39%	1.82%	2.44%	0.00%	0.85%	0.00%	1.05%	2.22%	0.41%	0.53%	1.33%	0.89%	3.19%	1.08%	0.00%	1.64%	4.08%	0.00%	3.01%	0.00%	0.81%	0.00%	1.63%	4.17%	3.12%	2.03%	1.61%	3.16%	1.45%	0.00%	0.00%	2.17%	0.00%	1.03%	1.55%	1.86%	1.06%	0.59%	1.12%	0.80%	1.98%	0.95%	0.00%	0.53%					
23	. Харитонов Николай Михайлович	2508	400	402	170	116	80	11	11	88	5	19	15	63	9	35	6	13	12	15	16	56	17	21	20	59	31	9	8	13	9	130	2	19	19	62	9	29	105	8	12	16	3	18	17	12	42	49	8	12	24	5	103	18	12	16	29					
		17.60%	24.26%	27.05%	20.76%	19.59%	15.62%	11.11%	7.33%	23.47%	7.04%	16.67%	17.24%	11.58%	8.18%	21.34%	8.11%	11.02%	16.22%	15.79%	11.85%	11.36%	9.04%	14.00%	17.86%	10.44%	33.33%	9.00%	13.11%	26.53%	21.43%	16.99%	3.03%	15.32%	8.88%	25.31%	12.50%	30.21%	21.30%	6.45%	12.63%	11.59%	2.59%	4.31%	18.48%	17.39%	10.80%	37.98%	4.97%	12.77%	14.20%	5.62%	20.72%	17.82%	11.43%	20.00%	15.26%					
																																																														
24	Против всех	324	60	57	31	21	6	0	1	2	3	3	0	10	0	3	0	2	1	0	2	7	7	2	0	9	1	1	0	2	0	22	7	4	6	5	1	1	10	2	1	0	3	0	0	0	9	0	5	0	0	2	12	0	1	0	2					
		2.27%	3.64%	3.84%	3.79%	3.55%	1.17%	0.00%	0.67%	0.53%	4.23%	2.63%	0.00%	1.84%	0.00%	1.83%	0.00%	1.69%	1.35%	0.00%	1.48%	1.42%	3.72%	1.33%	0.00%	1.59%	1.08%	1.00%	0.00%	4.08%	0.00%	2.88%	10.61%	3.23%	2.80%	2.04%	1.39%	1.04%	2.03%	1.61%	1.05%	0.00%	2.59%	0.00%	0.00%	0.00%	2.31%	0.00%	3.11%	0.00%	0.00%	2.25%	2.41%	0.00%	0.95%	0.00%	1.05%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
