Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Апастовская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	500	30	25	35	35	15	10	5	5	10	5	10	10	5	5	10	5	5	5	10	5	5	5	5	5	10	5	5	5	25	20	5	10	5	5	5	10	5	10	5	5	10	5	5	10	5	5	10	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	200	30	25	35	35	0	1	0	0	1	0	5	5	1	0	2	5	2	0	1	3	3	0	2	0	0	0	4	0	10	4	0	2	0	1	5	1	1	1	1	2	0	0	0	0	0	4	3	1	0	0	0	0	1	2	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	43	3	1	0	6	0	0	0	0	3	1	3	3	0	0	0	0	1	2	0	0	3	1	0	1	0	0	0	0	1	0	3	1	2	0	0	1	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	300	0	0	0	0	15	9	5	5	9	5	5	5	4	5	8	0	3	5	9	2	2	5	3	5	10	5	1	5	15	16	5	8	5	4	0	9	4	9	4	3	10	5	5	10	5	1	7	4	5	5	5	5	4	3	4	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	50	3	5	5	6	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	1	0	0	1	0	0	1	3	2	0	1	0	1	2	1	1	2	2	0	0					
		0.31%	0.41%	0.74%	0.49%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.45%	0.00%	0.49%	0.00%	1.08%	0.45%	0.61%	0.29%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.26%	0.00%	0.00%	0.00%	1.55%	0.00%	0.00%	0.31%	0.00%	0.00%	0.22%	0.00%	0.00%	0.31%	1.43%	0.50%	0.00%	0.37%	0.00%	0.33%	0.50%	0.34%	0.69%	1.40%	1.28%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	35	1	2	5	3	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	2	0	0	1	1	1	0	2	1	0					
		0.22%	0.14%	0.30%	0.49%	0.35%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.31%	0.00%	0.00%	0.42%	0.49%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.32%	0.52%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.75%	0.00%	0.00%	0.25%	0.34%	0.69%	0.00%	1.28%	0.52%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	5	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.15%	0.10%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	111	3	5	13	8	2	1	1	0	3	1	2	1	1	0	2	5	2	0	0	1	5	0	0	1	0	1	0	1	2	2	3	2	0	1	3	2	1	1	1	0	5	2	1	2	3	3	0	0	0	3	3	1	0	4	5	2	0					
		0.69%	0.41%	0.74%	1.27%	0.94%	0.66%	0.40%	0.72%	0.00%	0.85%	0.49%	0.82%	0.31%	0.55%	0.00%	0.84%	2.46%	1.22%	0.00%	0.00%	0.61%	1.47%	0.00%	0.00%	0.86%	0.00%	0.85%	0.00%	0.93%	0.30%	0.32%	0.79%	0.45%	0.00%	1.32%	1.55%	0.86%	1.11%	0.31%	0.35%	0.00%	1.12%	0.87%	0.99%	0.62%	1.43%	0.76%	0.00%	0.00%	0.00%	0.99%	0.75%	0.34%	0.00%	2.80%	3.21%	1.03%	0.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	15	2	2	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.09%	0.27%	0.30%	0.10%	0.35%	0.33%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15696	712	643	995	817	301	252	137	194	352	202	238	313	179	220	230	195	162	92	219	160	331	205	223	115	324	116	136	107	667	610	375	446	272	75	187	229	89	310	281	112	440	229	100	320	204	383	117	265	126	299	392	293	142	136	147	191	89					
		98.07%	97.40%	95.12%	97.26%	96.00%	98.69%	99.60%	99.28%	99.49%	99.15%	98.06%	97.94%	97.81%	98.90%	99.55%	96.23%	96.06%	98.78%	98.92%	98.21%	97.56%	97.64%	99.03%	99.55%	99.14%	100.00%	99.15%	100.00%	99.07%	98.67%	99.03%	98.43%	99.55%	98.55%	98.68%	96.39%	98.71%	98.89%	96.88%	99.29%	99.12%	98.65%	99.13%	99.01%	98.77%	97.14%	96.47%	99.15%	98.88%	100.00%	98.68%	98.49%	98.65%	98.61%	95.10%	94.23%	98.45%	100.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	10	0	3	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.06%	0.00%	0.44%	0.10%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
