Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Кировская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	142	6	26	19	13	14	13	24	1	6	10	6	0	4					
		2.10%	0.98%	5.77%	5.47%	2.22%	1.93%	1.66%	3.61%	0.22%	1.22%	1.93%	1.41%	0.0%	1.67%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	33	0	5	3	3	1	3	9	1	2	3	1	0	2					
		0.49%	0.0%	1.11%	0.86%	0.51%	0.13%	0.38%	1.35%	0.22%	0.40%	0.58%	0.23%	0.0%	0.83%					
22	"5. ""За Русь Святую"""	19	0	0	0	1	4	1	3	4	3	2	0	0	1					
		0.28%	0.0%	0.0%	0.0%	0.17%	0.55%	0.12%	0.45%	0.88%	0.61%	0.38%	0.0%	0.0%	0.41%					
23	"6. ""Объединенная Российская партия ""Русь"""	15	0	0	1	1	0	0	4	4	0	1	1	0	3					
		0.22%	0.0%	0.0%	0.28%	0.17%	0.0%	0.0%	0.60%	0.88%	0.0%	0.19%	0.23%	0.0%	1.25%					
24	"7. ""Новый курс - Автомобильная Россия"""	37	0	0	5	2	5	10	6	0	4	2	1	0	2					
		0.54%	0.0%	0.0%	1.44%	0.34%	0.69%	1.28%	0.90%	0.0%	0.81%	0.38%	0.23%	0.0%	0.83%					
25	"8. ""Народно-республиканская партия России"""	29	0	0	0	2	3	4	5	0	5	6	4	0	0					
		0.43%	0.0%	0.0%	0.0%	0.34%	0.41%	0.51%	0.75%	0.0%	1.01%	1.16%	0.94%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	10	0	0	1	3	0	4	2	0	0	0	0	0	0					
		0.14%	0.0%	0.0%	0.28%	0.51%	0.0%	0.51%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	327	30	9	10	6	9	28	9	16	46	10	44	69	41					
		4.85%	4.90%	2.0%	2.88%	1.02%	1.24%	3.58%	1.35%	3.52%	9.36%	1.93%	10.37%	15.40%	17.15%					
28	"11. ""Истинные патриоты России"""	12	0	0	2	0	2	0	3	2	2	1	0	0	0					
		0.17%	0.0%	0.0%	0.57%	0.0%	0.27%	0.0%	0.45%	0.44%	0.40%	0.19%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	128	0	0	0	0	0	0	0	0	96	0	27	0	5					
		1.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	19.55%	0.0%	6.36%	0.0%	2.09%					
30	"13. ""Демократическая партия России"""	15	0	0	3	2	3	1	2	0	1	1	2	0	0					
		0.22%	0.0%	0.0%	0.86%	0.34%	0.41%	0.12%	0.30%	0.0%	0.20%	0.19%	0.47%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	16	0	0	1	5	2	1	2	2	1	2	0	0	0					
		0.23%	0.0%	0.0%	0.28%	0.85%	0.27%	0.12%	0.30%	0.44%	0.20%	0.38%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	19	0	0	0	4	1	7	2	0	3	1	0	0	1					
		0.28%	0.0%	0.0%	0.0%	0.68%	0.13%	0.89%	0.30%	0.0%	0.61%	0.19%	0.0%	0.0%	0.41%					
33	"16. ""Родина"" (народно-патриотический союз)"""	186	5	10	8	24	19	28	36	5	11	24	8	0	8					
		2.76%	0.81%	2.22%	2.30%	4.10%	2.63%	3.58%	5.42%	1.10%	2.24%	4.65%	1.88%	0.0%	3.34%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	50	0	0	4	12	3	5	7	4	1	3	5	0	6					
		0.74%	0.0%	0.0%	1.15%	2.05%	0.41%	0.64%	1.05%	0.88%	0.20%	0.58%	1.17%	0.0%	2.51%					
35	"18. ""ЛДПР"""	158	15	9	10	15	9	11	16	9	16	23	18	0	7					
		2.34%	2.45%	2.0%	2.88%	2.56%	1.24%	1.40%	2.41%	1.98%	3.25%	4.45%	4.24%	0.0%	2.92%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	155	56	0	9	16	10	12	11	6	5	14	9	0	7					
		2.30%	9.15%	0.0%	2.59%	2.73%	1.38%	1.53%	1.65%	1.32%	1.01%	2.71%	2.12%	0.0%	2.92%					
37	"20. ""Политическая партия ""Единая Россия"""	3115	365	241	142	233	456	399	325	180	107	221	117	253	76					
		46.27%	59.64%	53.55%	40.92%	39.89%	63.15%	51.08%	49.01%	39.64%	21.79%	42.82%	27.59%	56.47%	31.79%					
38	"21. ""Российская Конституционно-демократическая партия"""	23	0	0	2	2	2	2	1	5	4	0	4	0	1					
		0.34%	0.0%	0.0%	0.57%	0.34%	0.27%	0.25%	0.15%	1.10%	0.81%	0.0%	0.94%	0.0%	0.41%					
39	"22. ""Развитие предпринимательства"""	22	0	0	1	2	2	2	6	3	3	2	1	0	0					
		0.32%	0.0%	0.0%	0.28%	0.34%	0.27%	0.25%	0.90%	0.66%	0.61%	0.38%	0.23%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1504	96	75	72	144	100	180	95	177	144	125	137	126	33					
		22.34%	15.68%	16.66%	20.74%	24.65%	13.85%	23.04%	14.32%	38.98%	29.32%	24.22%	32.31%	28.12%	13.80%					
																				
41	Против всех	170	19	59	9	5	19	15	8	6	6	12	6	0	6					
		2.52%	3.10%	13.11%	2.59%	0.85%	2.63%	1.92%	1.20%	1.32%	1.22%	2.32%	1.41%	0.0%	2.51%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
