Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Тукаевская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2827									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	384	10	10	18	7	0	4	30	10	10	2	10	15	16	5	11	30	15	1	15	25	20	0	15	8	5	2	2	20	6	20	5	3	1	1	0	5	5	1	3	0	0	6	1	11									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	150	2	4	2	0	0	0	8	7	4	0	2	2	8	2	0	4	3	3	0	1	4	4	6	5	6	8	10	0	13	7	10	0	0	0	0	0	7	3	1	4	1	0	5	4									
14	Число погашенных неиспользованных открепительных удостоверений	202	0	0	17	8	15	6	0	0	0	3	0	0	14	0	19	0	0	14	0	0	0	0	0	6	0	13	18	0	4	0	0	12	4	4	5	0	0	4	2	20	5	4	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	42	0	0	2	2	0	0	1	4	0	0	0	2	1	1	1	0	1	1	0	0	0	0	6	3	0	6	4	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	2									
		0.15%	0.00%	0.00%	0.17%	0.15%	0.00%	0.00%	0.08%	0.72%	0.00%	0.00%	0.00%	0.23%	0.28%	0.80%	0.09%	0.00%	0.11%	0.15%	0.00%	0.00%	0.00%	0.00%	0.66%	0.41%	0.00%	2.20%	0.49%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.11%	0.00%	0.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	273	0	1	5	2	0	1	8	3	1	0	2	0	3	3	2	0	2	0	87	0	7	1	63	21	9	5	0	2	0	4	5	3	6	4	1	0	4	1	1	2	1	9	0	4									
		0.95%	0.00%	0.23%	0.43%	0.15%	0.00%	0.29%	0.68%	0.54%	0.20%	0.00%	0.42%	0.00%	0.83%	2.40%	0.19%	0.00%	0.21%	0.00%	7.03%	0.00%	1.01%	0.49%	6.90%	2.84%	2.51%	1.83%	0.00%	0.17%	0.00%	0.29%	1.98%	0.34%	1.12%	2.56%	0.31%	0.00%	0.89%	0.43%	0.22%	0.22%	0.30%	1.03%	0.00%	0.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	75	0	2	5	5	0	1	1	2	2	0	1	3	1	1	0	0	2	2	0	0	0	0	10	2	0	3	4	1	0	3	10	3	3	0	2	0	0	0	0	3	0	1	0	2									
		0.26%	0.00%	0.46%	0.43%	0.37%	0.00%	0.29%	0.08%	0.36%	0.40%	0.00%	0.21%	0.35%	0.28%	0.80%	0.00%	0.00%	0.21%	0.31%	0.00%	0.00%	0.00%	0.00%	1.10%	0.27%	0.00%	1.10%	0.49%	0.08%	0.00%	0.22%	3.95%	0.34%	0.56%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.11%	0.00%	0.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	27156	697	427	1078	1273	216	336	1148	498	493	140	458	811	328	102	1032	1129	927	636	1150	1079	662	197	748	629	343	205	782	1155	682	1332	196	848	516	150	314	152	435	226	447	896	322	829	457	675									
		94.92%	95.74%	97.94%	92.14%	95.21%	98.63%	96.83%	97.04%	90.22%	98.21%	99.29%	96.02%	95.08%	90.36%	81.60%	95.56%	99.04%	98.10%	97.99%	92.97%	99.81%	95.11%	95.63%	81.93%	85.00%	95.54%	75.09%	94.90%	96.98%	94.33%	96.38%	77.47%	96.47%	95.91%	96.15%	96.02%	98.70%	96.45%	97.41%	98.89%	97.07%	95.27%	95.07%	99.56%	96.02%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	0	0	3	2	0	0	1	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	3	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	2									
		0.09%	0.00%	0.00%	0.26%	0.15%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.42%	0.12%	0.28%	0.80%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.41%	0.00%	0.00%	0.00%	0.08%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.23%	0.00%	0.28%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	311	8	2	24	27	1	1	5	12	3	0	3	8	4	5	7	4	3	2	0	1	8	0	21	35	3	21	10	15	8	10	10	6	4	2	2	1	3	1	1	5	4	13	1	7									
		1.09%	1.10%	0.46%	2.05%	2.02%	0.46%	0.29%	0.42%	2.17%	0.60%	0.00%	0.63%	0.94%	1.10%	4.00%	0.65%	0.35%	0.32%	0.31%	0.00%	0.09%	1.15%	0.00%	2.30%	4.73%	0.84%	7.69%	1.21%	1.26%	1.11%	0.72%	3.95%	0.68%	0.74%	1.28%	0.61%	0.65%	0.67%	0.43%	0.22%	0.54%	1.18%	1.49%	0.22%	0.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	41	5	0	0	4	0	2	3	0	0	0	2	0	2	0	2	0	2	1	0	0	4	0	0	4	0	1	0	0	0	5	2	0	0	0	0	0	1	0	0	0	0	1	0	0									
		0.14%	0.69%	0.00%	0.00%	0.30%	0.00%	0.58%	0.25%	0.00%	0.00%	0.00%	0.42%	0.00%	0.55%	0.00%	0.19%	0.00%	0.21%	0.15%	0.00%	0.00%	0.57%	0.00%	0.00%	0.54%	0.00%	0.37%	0.00%	0.00%	0.00%	0.36%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	0	0	1	1	0	0	2	3	0	0	0	4	0	1	2	0	1	0	0	0	0	0	4	3	0	2	0	0	0	2	0	3	0	0	1	0	0	0	0	0	1	0	0	0									
		0.11%	0.00%	0.00%	0.09%	0.07%	0.00%	0.00%	0.17%	0.54%	0.00%	0.00%	0.00%	0.47%	0.00%	0.80%	0.19%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.41%	0.00%	0.73%	0.00%	0.00%	0.00%	0.14%	0.00%	0.34%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	0	0	0	2	0	0	3	0	0	0	0	5	1	0	1	0	1	1	0	0	0	0	12	5	0	4	5	0	0	4	1	2	0	0	0	0	2	1	0	2	1	5	0	0									
		0.20%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.59%	0.28%	0.00%	0.09%	0.00%	0.11%	0.15%	0.00%	0.00%	0.00%	0.00%	1.31%	0.68%	0.00%	1.47%	0.61%	0.00%	0.00%	0.29%	0.40%	0.23%	0.00%	0.00%	0.00%	0.00%	0.44%	0.43%	0.00%	0.22%	0.30%	0.57%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	448	12	4	28	14	1	3	5	24	3	1	9	12	19	8	31	4	3	3	0	1	15	8	30	30	2	24	12	17	27	9	18	7	9	0	7	1	6	1	3	14	4	8	1	10									
		1.57%	1.65%	0.92%	2.39%	1.05%	0.46%	0.86%	0.42%	4.35%	0.60%	0.71%	1.89%	1.41%	5.23%	6.40%	2.87%	0.35%	0.32%	0.46%	0.00%	0.09%	2.16%	3.88%	3.29%	4.05%	0.56%	8.79%	1.46%	1.43%	3.73%	0.65%	7.11%	0.80%	1.67%	0.00%	2.14%	0.65%	1.33%	0.43%	0.66%	1.52%	1.18%	0.92%	0.22%	1.42%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	1									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	1.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.14%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	84	6	0	11	3	1	0	2	4	0	0	0	3	3	0	2	3	2	2	0	0	0	0	9	4	2	2	7	0	0	3	5	4	0	0	0	0	0	2	0	1	1	2	0	0									
		0.29%	0.82%	0.00%	0.94%	0.22%	0.46%	0.00%	0.17%	0.72%	0.00%	0.00%	0.00%	0.35%	0.83%	0.00%	0.19%	0.26%	0.21%	0.31%	0.00%	0.00%	0.00%	0.00%	0.99%	0.54%	0.56%	0.73%	0.85%	0.00%	0.00%	0.22%	1.98%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.11%	0.30%	0.23%	0.00%	0.00%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
