Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																									
Дата голосования: 18.09.2016																									
																									
Наименование Избирательной комиссии:    Баевская																									
																									
Сводная таблица итогов голосования по федеральному избирательному округу																									
																									
		Сумма	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	8	2	5	0	1	1	7	1	0	2	1	1	2	0									
		0.75%	1.52%	0.25%	0.95%	0.00%	0.82%	0.82%	2.07%	0.25%	0.00%	1.33%	0.45%	0.29%	0.74%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1153	164	263	175	40	37	46	92	75	12	39	59	76	70	5									
		27.95%	31.06%	32.23%	33.33%	20.62%	30.33%	37.70%	27.22%	19.04%	15.58%	26.00%	26.70%	22.16%	26.02%	19.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	4	6	0	0	0	0	1	0	0	0	1	2	1	0									
		0.36%	0.76%	0.74%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.45%	0.58%	0.37%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	519	70	105	72	24	15	10	54	40	3	22	29	52	19	4									
		12.58%	13.26%	12.87%	13.71%	12.37%	12.30%	8.20%	15.98%	10.15%	3.90%	14.67%	13.12%	15.16%	7.06%	15.38%									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
