Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Донская 																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	776	8	25	35	25	40	50	0	15	30	30	25	20	10	15	10	18	0	15	15	10	15	25	30	28	24	30	18	5	0	10	25	30	0	20	25	5	35	45	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	628	4	17	34	24	33	43	0	15	23	24	22	19	5	13	7	12	0	11	12	5	9	19	28	26	20	28	17	4	0	4	18	28	0	16	22	4	28	34	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	509	6	14	4	7	13	4	86	6	13	9	5	8	2	7	9	16	76	9	7	2	4	5	5	6	5	12	5	3	64	13	7	8	30	20	4	0	4	5	6					
14	Число погашенных открепительных удостоверений	148	4	8	1	1	7	7	0	0	7	6	3	1	5	2	3	6	0	4	3	5	6	6	2	2	4	2	1	1	0	6	7	2	0	4	3	1	7	11	10					
15	Число открепительных удостоверений выданных ТИК	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	351	0	10	13	4	7	22	1	5	9	7	7	19	3	9	9	5	5	6	3	7	12	10	11	10	17	4	9	1	4	13	15	17	2	19	15	5	9	23	4					
		1.33%	0.0%	1.34%	1.04%	0.46%	0.67%	1.85%	1.16%	0.52%	1.25%	0.70%	0.87%	1.95%	1.15%	1.08%	1.77%	0.89%	5.49%	0.98%	0.91%	2.62%	1.35%	1.23%	1.05%	1.34%	1.65%	0.35%	1.21%	0.8%	6.25%	2.62%	1.90%	1.68%	6.66%	2.40%	1.53%	2.04%	1.24%	2.09%	1.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	506	3	17	32	15	28	32	8	29	12	24	18	28	3	8	16	2	4	15	4	7	10	16	20	12	21	12	15	1	0	7	9	9	2	13	6	3	23	20	2					
		1.92%	1.62%	2.29%	2.58%	1.75%	2.70%	2.70%	9.30%	3.05%	1.67%	2.41%	2.24%	2.88%	1.15%	0.96%	3.15%	0.35%	4.39%	2.45%	1.21%	2.62%	1.12%	1.97%	1.91%	1.61%	2.04%	1.07%	2.02%	0.8%	0.0%	1.41%	1.14%	0.89%	6.66%	1.64%	0.61%	1.22%	3.19%	1.81%	0.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	984	10	26	66	39	45	51	1	45	45	37	32	46	8	27	9	13	5	28	12	4	29	20	36	14	40	38	21	4	1	15	28	34	2	29	34	14	23	38	15					
		3.74%	5.40%	3.50%	5.32%	4.56%	4.34%	4.30%	1.16%	4.74%	6.27%	3.72%	3.99%	4.73%	3.07%	3.26%	1.77%	2.31%	5.49%	4.57%	3.64%	1.49%	3.26%	2.46%	3.44%	1.88%	3.89%	3.39%	2.83%	3.2%	1.56%	3.03%	3.56%	3.37%	6.66%	3.67%	3.47%	5.71%	3.19%	3.45%	4.31%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	879	7	26	58	37	34	46	3	34	24	49	35	34	3	20	28	27	2	25	12	11	22	23	26	25	28	41	24	8	1	10	16	20	1	20	26	4	26	33	10					
		3.34%	3.78%	3.50%	4.68%	4.33%	3.28%	3.88%	3.48%	3.58%	3.34%	4.93%	4.36%	3.49%	1.15%	2.41%	5.52%	4.81%	2.19%	4.08%	3.64%	4.11%	2.47%	2.83%	2.48%	3.37%	2.72%	3.66%	3.23%	6.4%	1.56%	2.02%	2.03%	1.98%	3.33%	2.53%	2.65%	1.63%	3.60%	3.0%	2.87%					
22	"5. ""За Русь Святую"""	232	4	4	10	8	9	7	1	4	8	7	9	11	4	15	5	7	0	10	6	1	8	4	11	1	5	11	3	1	0	5	6	5	0	9	11	0	6	8	8					
		0.88%	2.16%	0.53%	0.80%	0.93%	0.86%	0.59%	1.16%	0.42%	1.11%	0.70%	1.12%	1.13%	1.53%	1.81%	0.98%	1.24%	0.0%	1.63%	1.82%	0.37%	0.90%	0.49%	1.05%	0.13%	0.48%	0.98%	0.40%	0.8%	0.0%	1.01%	0.76%	0.49%	0.0%	1.14%	1.12%	0.0%	0.83%	0.72%	2.29%					
23	"6. ""Объединенная Российская партия ""Русь"""	56	1	2	3	3	3	2	0	1	0	3	2	0	0	1	3	1	0	0	1	2	2	1	4	0	2	0	1	0	0	1	5	4	1	1	2	0	3	0	1					
		0.21%	0.54%	0.26%	0.24%	0.35%	0.28%	0.16%	0.0%	0.10%	0.0%	0.30%	0.24%	0.0%	0.0%	0.12%	0.59%	0.17%	0.0%	0.0%	0.30%	0.74%	0.22%	0.12%	0.38%	0.0%	0.19%	0.0%	0.13%	0.0%	0.0%	0.20%	0.63%	0.39%	3.33%	0.12%	0.20%	0.0%	0.41%	0.0%	0.28%					
24	"7. ""Новый курс - Автомобильная Россия"""	158	2	2	10	3	7	5	0	5	11	6	5	4	5	7	7	5	2	3	2	0	7	0	3	3	7	8	3	0	0	1	4	2	0	2	6	3	2	10	6					
		0.60%	1.08%	0.26%	0.80%	0.35%	0.67%	0.42%	0.0%	0.52%	1.53%	0.60%	0.62%	0.41%	1.92%	0.84%	1.38%	0.89%	2.19%	0.49%	0.60%	0.0%	0.78%	0.0%	0.28%	0.40%	0.68%	0.71%	0.40%	0.0%	0.0%	0.20%	0.50%	0.19%	0.0%	0.25%	0.61%	1.22%	0.27%	0.90%	1.72%					
25	"8. ""Народно-республиканская партия России"""	45	0	0	2	0	2	3	0	3	0	0	0	2	2	1	0	0	0	0	0	0	2	3	3	0	1	3	2	0	0	1	2	1	1	0	2	0	2	6	1					
		0.17%	0.0%	0.0%	0.16%	0.0%	0.19%	0.25%	0.0%	0.31%	0.0%	0.0%	0.0%	0.20%	0.76%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.36%	0.28%	0.0%	0.09%	0.26%	0.26%	0.0%	0.0%	0.20%	0.25%	0.09%	3.33%	0.0%	0.20%	0.0%	0.27%	0.54%	0.28%					
26	"9. ""Российская экологическая партия ""Зеленые"""	94	0	2	4	2	2	2	1	5	5	6	6	5	0	2	1	1	0	1	0	0	0	5	3	3	7	5	2	0	0	0	5	3	0	0	4	1	5	5	1					
		0.35%	0.0%	0.26%	0.32%	0.23%	0.19%	0.16%	1.16%	0.52%	0.69%	0.60%	0.74%	0.51%	0.0%	0.24%	0.19%	0.17%	0.0%	0.16%	0.0%	0.0%	0.0%	0.61%	0.28%	0.40%	0.68%	0.44%	0.26%	0.0%	0.0%	0.0%	0.63%	0.29%	0.0%	0.0%	0.40%	0.40%	0.69%	0.45%	0.28%					
27	"10. ""Аграрная партия России"""	528	8	12	16	13	18	13	2	21	9	17	18	12	8	20	13	15	2	17	8	2	17	20	12	24	16	37	11	8	1	18	14	21	1	12	24	6	17	16	9					
		2.00%	4.32%	1.61%	1.29%	1.52%	1.73%	1.09%	2.32%	2.21%	1.25%	1.71%	2.24%	1.23%	3.07%	2.41%	2.56%	2.67%	2.19%	2.77%	2.43%	0.74%	1.91%	2.46%	1.14%	3.23%	1.55%	3.30%	1.48%	6.4%	1.56%	3.63%	1.78%	2.08%	3.33%	1.52%	2.45%	2.44%	2.35%	1.45%	2.58%					
28	"11. ""Истинные патриоты России"""	31	0	3	0	3	0	2	0	0	1	1	0	1	0	0	0	1	0	1	0	0	2	1	1	0	3	0	1	0	1	4	1	1	0	1	1	0	0	1	0					
		0.11%	0.0%	0.40%	0.0%	0.35%	0.0%	0.16%	0.0%	0.0%	0.13%	0.10%	0.0%	0.10%	0.0%	0.0%	0.0%	0.17%	0.0%	0.16%	0.0%	0.0%	0.22%	0.12%	0.09%	0.0%	0.29%	0.0%	0.13%	0.0%	1.56%	0.80%	0.12%	0.09%	0.0%	0.12%	0.10%	0.0%	0.0%	0.09%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	378	4	10	23	13	12	16	0	24	7	10	14	11	3	6	13	7	1	12	11	4	11	8	13	10	5	18	9	2	3	4	6	8	5	12	25	4	10	19	5					
		1.43%	2.16%	1.34%	1.85%	1.52%	1.15%	1.35%	0.0%	2.53%	0.97%	1.00%	1.74%	1.13%	1.15%	0.72%	2.56%	1.24%	1.09%	1.96%	3.34%	1.49%	1.23%	0.98%	1.24%	1.34%	0.48%	1.60%	1.21%	1.6%	4.68%	0.80%	0.76%	0.79%	16.66%	1.52%	2.55%	1.63%	1.38%	1.72%	1.43%					
30	"13. ""Демократическая партия России"""	62	0	3	3	3	2	2	0	2	0	2	0	3	0	0	0	1	0	1	2	0	2	0	3	0	5	4	3	0	0	2	3	2	1	1	2	2	4	3	1					
		0.23%	0.0%	0.40%	0.24%	0.35%	0.19%	0.16%	0.0%	0.21%	0.0%	0.20%	0.0%	0.30%	0.0%	0.0%	0.0%	0.17%	0.0%	0.16%	0.60%	0.0%	0.22%	0.0%	0.28%	0.0%	0.48%	0.35%	0.40%	0.0%	0.0%	0.40%	0.38%	0.19%	3.33%	0.12%	0.20%	0.81%	0.55%	0.27%	0.28%					
31	"14. ""Великая Россия - Евразийский Союз"""	58	0	3	1	0	2	3	0	4	1	1	2	2	1	0	0	1	0	0	1	1	3	5	2	5	3	3	2	0	1	0	1	1	0	3	3	1	0	2	0					
		0.22%	0.0%	0.40%	0.08%	0.0%	0.19%	0.25%	0.0%	0.42%	0.13%	0.10%	0.24%	0.20%	0.38%	0.0%	0.0%	0.17%	0.0%	0.0%	0.30%	0.37%	0.33%	0.61%	0.19%	0.67%	0.29%	0.26%	0.26%	0.0%	1.56%	0.0%	0.12%	0.09%	0.0%	0.38%	0.30%	0.40%	0.0%	0.18%	0.0%					
32	"15. ""Партия СЛОН"""	52	0	1	1	0	3	1	0	2	5	3	0	3	1	1	1	1	1	3	0	0	0	0	4	2	3	0	1	0	0	0	2	2	0	1	3	2	2	2	1					
		0.19%	0.0%	0.13%	0.08%	0.0%	0.28%	0.08%	0.0%	0.21%	0.69%	0.30%	0.0%	0.30%	0.38%	0.12%	0.19%	0.17%	1.09%	0.49%	0.0%	0.0%	0.0%	0.0%	0.38%	0.26%	0.29%	0.0%	0.13%	0.0%	0.0%	0.0%	0.25%	0.19%	0.0%	0.12%	0.30%	0.81%	0.27%	0.18%	0.28%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3590	31	100	175	119	120	135	5	160	86	160	118	128	21	156	57	86	13	82	24	33	125	99	150	99	126	201	97	17	10	68	122	97	0	59	130	26	130	161	64					
		13.66%	16.75%	13.47%	14.12%	13.93%	11.58%	11.39%	5.81%	16.87%	11.99%	16.11%	14.73%	13.16%	8.07%	18.84%	11.24%	15.32%	14.28%	13.39%	7.29%	12.35%	14.07%	12.19%	14.34%	13.36%	12.28%	17.96%	13.07%	13.6%	15.62%	13.73%	15.52%	9.63%	0.0%	7.47%	13.27%	10.61%	18.03%	14.63%	18.39%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	74	0	5	2	1	2	6	0	1	0	2	2	1	1	3	0	2	0	1	1	0	0	4	0	5	4	3	1	0	0	1	5	3	0	7	3	2	3	2	1					
		0.28%	0.0%	0.67%	0.16%	0.11%	0.19%	0.50%	0.0%	0.10%	0.0%	0.20%	0.24%	0.10%	0.38%	0.36%	0.0%	0.35%	0.0%	0.16%	0.30%	0.0%	0.0%	0.49%	0.0%	0.67%	0.38%	0.26%	0.13%	0.0%	0.0%	0.20%	0.63%	0.29%	0.0%	0.88%	0.30%	0.81%	0.41%	0.18%	0.28%					
35	"18. ""ЛДПР"""	3858	34	115	210	156	187	226	18	144	126	139	86	117	35	124	56	71	16	108	73	30	136	104	125	98	146	121	92	24	0	68	117	121	1	143	155	21	103	177	35					
		14.68%	18.37%	15.49%	16.94%	18.26%	18.05%	19.07%	20.93%	15.18%	17.57%	13.99%	10.73%	12.03%	13.46%	14.97%	11.04%	12.65%	17.58%	17.64%	22.18%	11.23%	15.31%	12.80%	11.95%	13.22%	14.23%	10.81%	12.39%	19.2%	0.0%	13.73%	14.88%	12.01%	3.33%	18.12%	15.83%	8.57%	14.28%	16.09%	10.05%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	377	4	19	9	9	14	10	0	10	10	14	16	12	1	16	9	7	1	8	3	4	15	15	19	16	11	20	20	0	1	1	16	16	1	12	2	8	10	14	4					
		1.43%	2.16%	2.56%	0.72%	1.05%	1.35%	0.84%	0.0%	1.05%	1.39%	1.40%	1.99%	1.23%	0.38%	1.93%	1.77%	1.24%	1.09%	1.30%	0.91%	1.49%	1.68%	1.84%	1.81%	2.15%	1.07%	1.78%	2.69%	0.0%	1.56%	0.20%	2.03%	1.58%	3.33%	1.52%	0.20%	3.26%	1.38%	1.27%	1.14%					
37	"20. ""Политическая партия ""Единая Россия"""	7066	39	209	308	214	303	327	21	234	201	239	223	255	86	209	144	178	15	155	82	66	211	235	292	199	289	281	224	33	10	146	206	302	4	252	228	78	166	313	89					
		26.89%	21.08%	28.16%	24.85%	25.05%	29.24%	27.59%	24.41%	24.68%	28.03%	24.06%	27.84%	26.23%	33.07%	25.24%	28.40%	31.72%	16.48%	25.32%	24.92%	24.71%	23.76%	28.94%	27.91%	26.85%	28.16%	25.11%	30.18%	26.4%	15.62%	29.49%	26.20%	29.99%	13.33%	31.93%	23.28%	31.83%	23.02%	28.45%	25.57%					
38	"21. ""Российская Конституционно-демократическая партия"""	77	1	2	5	1	2	5	0	5	0	2	2	5	0	5	2	0	0	1	0	3	4	1	2	2	6	1	0	0	0	3	3	5	0	2	2	3	0	2	0					
		0.29%	0.54%	0.26%	0.40%	0.11%	0.19%	0.42%	0.0%	0.52%	0.0%	0.20%	0.24%	0.51%	0.0%	0.60%	0.39%	0.0%	0.0%	0.16%	0.0%	1.12%	0.45%	0.12%	0.19%	0.26%	0.58%	0.08%	0.0%	0.0%	0.0%	0.60%	0.38%	0.49%	0.0%	0.25%	0.20%	1.22%	0.0%	0.18%	0.0%					
39	"22. ""Развитие предпринимательства"""	67	0	0	4	2	0	4	0	1	0	5	3	1	0	1	1	1	1	0	2	2	3	3	2	4	2	3	3	1	0	1	3	7	0	0	0	2	2	2	1					
		0.25%	0.0%	0.0%	0.32%	0.23%	0.0%	0.33%	0.0%	0.10%	0.0%	0.50%	0.37%	0.10%	0.0%	0.12%	0.19%	0.17%	1.09%	0.0%	0.60%	0.74%	0.33%	0.36%	0.19%	0.53%	0.19%	0.26%	0.40%	0.8%	0.0%	0.20%	0.38%	0.69%	0.0%	0.0%	0.0%	0.81%	0.27%	0.18%	0.28%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4421	22	89	175	119	140	169	5	134	98	169	134	183	50	134	87	99	11	89	43	69	167	155	206	147	182	233	144	15	26	101	130	212	6	117	204	46	110	145	56					
		16.82%	11.89%	11.99%	14.12%	13.93%	13.51%	14.26%	5.81%	14.13%	13.66%	17.01%	16.72%	18.82%	19.23%	16.18%	17.15%	17.64%	12.08%	14.54%	13.06%	25.84%	18.80%	19.08%	19.69%	19.83%	17.73%	20.82%	19.40%	12.0%	40.62%	20.40%	16.53%	21.05%	20.0%	14.82%	20.83%	18.77%	15.25%	13.18%	16.09%					
																																														
41	Против всех	1789	13	70	85	60	73	77	19	63	45	68	56	79	20	42	40	22	9	38	25	14	84	63	71	50	70	59	42	9	3	19	45	93	1	53	66	7	46	75	15					
		6.80%	7.02%	9.43%	6.86%	7.02%	7.04%	6.49%	22.09%	6.64%	6.27%	6.84%	6.99%	8.12%	7.69%	5.07%	7.88%	3.92%	9.89%	6.20%	7.59%	5.24%	9.45%	7.75%	6.78%	6.74%	6.82%	5.27%	5.66%	7.2%	4.68%	3.83%	5.72%	9.23%	3.33%	6.71%	6.74%	2.85%	6.38%	6.81%	4.31%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
