Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Хабаровская (ОИК 69)																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №784	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	144	6	9	4	3	7	11	2	4	6	7	10	16	20	3	3	1	1	6	9	6	5	5									
		1.06%	1.69%	1.61%	1.41%	1.41%	1.06%	1.54%	0.51%	1.97%	1.60%	2.24%	0.80%	0.82%	1.31%	0.54%	0.85%	0.45%	0.20%	1.01%	1.27%	0.99%	1.02%	0.68%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	415	7	23	15	7	23	33	21	14	5	10	25	31	20	18	11	9	18	21	31	20	27	26									
		3.06%	1.98%	4.12%	5.28%	3.29%	3.48%	4.62%	5.40%	6.90%	1.33%	3.21%	1.99%	1.58%	1.31%	3.21%	3.13%	4.07%	3.65%	3.54%	4.37%	3.31%	5.51%	3.52%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	297	5	18	11	4	20	24	5	4	7	8	20	21	17	16	5	5	15	22	15	15	18	22									
		2.19%	1.41%	3.23%	3.87%	1.88%	3.03%	3.36%	1.29%	1.97%	1.86%	2.56%	1.59%	1.07%	1.12%	2.86%	1.42%	2.26%	3.04%	3.71%	2.11%	2.48%	3.67%	2.98%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6204	164	196	104	101	271	195	140	68	163	112	777	1243	912	214	227	94	182	187	225	197	142	290									
		45.75%	46.33%	35.13%	36.62%	47.42%	40.99%	27.27%	35.99%	33.50%	43.35%	35.90%	61.96%	63.42%	59.92%	38.21%	64.67%	42.53%	36.92%	31.53%	31.69%	32.56%	28.98%	39.30%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	117	3	3	2	4	3	5	2	3	9	6	6	21	11	9	3	1	2	7	7	7	1	2									
		0.86%	0.85%	0.54%	0.70%	1.88%	0.45%	0.70%	0.51%	1.48%	2.39%	1.92%	0.48%	1.07%	0.72%	1.61%	0.85%	0.45%	0.41%	1.18%	0.99%	1.16%	0.20%	0.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	0	1	0	0	0	1	0	0	0	1	5	5	5	3	0	0	2	0	3	0	0	1									
		0.20%	0.00%	0.18%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.32%	0.40%	0.26%	0.33%	0.54%	0.00%	0.00%	0.41%	0.00%	0.42%	0.00%	0.00%	0.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3385	116	132	68	47	185	201	113	53	110	75	256	381	323	184	69	62	134	166	211	157	141	201									
		24.96%	32.77%	23.66%	23.94%	22.07%	27.99%	28.11%	29.05%	26.11%	29.26%	24.04%	20.41%	19.44%	21.22%	32.86%	19.66%	28.05%	27.18%	27.99%	29.72%	25.95%	28.78%	27.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	106	2	5	4	3	3	3	4	0	7	2	6	7	9	3	3	1	6	4	9	10	7	8									
		0.78%	0.56%	0.90%	1.41%	1.41%	0.45%	0.42%	1.03%	0.00%	1.86%	0.64%	0.48%	0.36%	0.59%	0.54%	0.85%	0.45%	1.22%	0.67%	1.27%	1.65%	1.43%	1.08%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	80	0	4	0	0	3	0	1	2	1	6	9	8	6	4	0	0	4	7	10	6	3	6									
		0.59%	0.00%	0.72%	0.00%	0.00%	0.45%	0.00%	0.26%	0.99%	0.27%	1.92%	0.72%	0.41%	0.39%	0.71%	0.00%	0.00%	0.81%	1.18%	1.41%	0.99%	0.61%	0.81%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	0	0	0	0	2	0	0	0	3	0	2	2	9	0	5	0	0	1	1	1	0	2									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.80%	0.00%	0.16%	0.10%	0.59%	0.00%	1.42%	0.00%	0.00%	0.17%	0.14%	0.17%	0.00%	0.27%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	140	2	7	2	3	7	5	4	5	6	5	12	24	15	7	0	6	1	5	8	1	3	12									
		1.03%	0.56%	1.25%	0.70%	1.41%	1.06%	0.70%	1.03%	2.46%	1.60%	1.60%	0.96%	1.22%	0.99%	1.25%	0.00%	2.71%	0.20%	0.84%	1.13%	0.17%	0.61%	1.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1810	28	113	60	28	100	183	68	37	37	55	80	114	87	71	19	26	109	126	114	139	100	116									
		13.35%	7.91%	20.25%	21.13%	13.15%	15.13%	25.59%	17.48%	18.23%	9.84%	17.63%	6.38%	5.82%	5.72%	12.68%	5.41%	11.76%	22.11%	21.25%	16.06%	22.98%	20.41%	15.72%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	1	1	1	1	1	5	0	3	3	0	5	11	6	1	0	2	2	2	3	2	2	5									
		0.42%	0.28%	0.18%	0.35%	0.47%	0.15%	0.70%	0.00%	1.48%	0.80%	0.00%	0.40%	0.56%	0.39%	0.18%	0.00%	0.90%	0.41%	0.34%	0.42%	0.33%	0.41%	0.68%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	382	9	24	5	5	21	36	21	5	8	17	25	30	41	13	3	6	8	23	27	17	21	17									
		2.82%	2.54%	4.30%	1.76%	2.35%	3.18%	5.03%	5.40%	2.46%	2.13%	5.45%	1.99%	1.53%	2.69%	2.32%	0.85%	2.71%	1.62%	3.88%	3.80%	2.81%	4.29%	2.30%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
