Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Каларская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615									
		0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.66%	6.25%	0.00%	1.61%	0.00%	2.60%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0									
		0.13%	0.00%	0.00%	0.60%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	14	1	1	0	0	1	1	0	4	3	1	0	0	2	0	0									
		0.61%	0.54%	0.50%	0.00%	0.00%	0.60%	1.85%	0.00%	1.69%	1.59%	0.66%	0.00%	0.00%	0.81%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	422	43	42	33	20	22	8	26	29	42	35	1	18	58	35	10									
		18.44%	23.24%	21.11%	19.76%	17.39%	13.17%	14.81%	19.55%	12.24%	22.22%	23.03%	2.08%	11.04%	23.39%	22.58%	12.99%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	1	2	2	1	1	1	11	4	0	2	0	0	1	1	0									
		1.18%	0.54%	1.01%	1.20%	0.87%	0.60%	1.85%	8.27%	1.69%	0.00%	1.32%	0.00%	0.00%	0.40%	0.65%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	97	9	10	17	2	15	4	0	10	5	3	0	7	7	6	2									
		4.24%	4.86%	5.03%	10.18%	1.74%	8.98%	7.41%	0.00%	4.22%	2.65%	1.97%	0.00%	4.29%	2.82%	3.87%	2.60%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
