Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Усть-Майская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	14	0	0	0	0	1	1	1	1	3	0	0	0	0	0	0	2	1	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	202	5	9	3	10	15	14	14	16	7	15	16	16	4	11	2	20	3	18	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	80	0	3	0	16	11	2	2	11	3	5	4	1	0	7	3	4	0	8	0					
		1.51%	0.00%	1.30%	0.00%	3.09%	2.59%	0.64%	0.48%	2.68%	1.14%	1.42%	0.95%	0.46%	0.00%	2.19%	6.25%	0.64%	0.00%	2.48%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	28	0	0	0	2	2	1	5	1	0	4	4	0	0	2	0	4	0	3	0					
		0.53%	0.00%	0.00%	0.00%	0.39%	0.47%	0.32%	1.20%	0.24%	0.00%	1.13%	0.95%	0.00%	0.00%	0.63%	0.00%	0.64%	0.00%	0.93%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0					
		0.06%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	565	3	18	8	69	68	34	59	69	64	14	39	11	7	32	4	41	3	16	6					
		10.63%	2.94%	7.79%	9.30%	13.35%	16.04%	10.93%	14.18%	16.79%	24.33%	3.97%	9.24%	5.09%	10.29%	10.00%	8.33%	6.60%	2.83%	4.95%	7.79%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	28	1	0	0	0	2	1	2	5	1	2	4	1	0	6	1	2	0	0	0					
		0.53%	0.98%	0.00%	0.00%	0.00%	0.47%	0.32%	0.48%	1.22%	0.38%	0.57%	0.95%	0.46%	0.00%	1.88%	2.08%	0.32%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	4	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	429	4	25	2	21	41	33	29	36	15	49	42	20	6	15	2	42	13	20	14					
		8.07%	3.92%	10.82%	2.33%	4.06%	9.67%	10.61%	6.97%	8.76%	5.70%	13.88%	9.95%	9.26%	8.82%	4.69%	4.17%	6.76%	12.26%	6.19%	18.18%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	359	3	24	2	42	39	26	31	31	19	22	32	9	2	15	4	40	2	15	1					
		6.75%	2.94%	10.39%	2.33%	8.12%	9.20%	8.36%	7.45%	7.54%	7.22%	6.23%	7.58%	4.17%	2.94%	4.69%	8.33%	6.44%	1.89%	4.64%	1.30%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	24	0	1	1	0	2	1	1	2	0	0	3	2	2	3	1	3	1	1	0					
		0.45%	0.00%	0.43%	1.16%	0.00%	0.47%	0.32%	0.24%	0.49%	0.00%	0.00%	0.71%	0.93%	2.94%	0.94%	2.08%	0.48%	0.94%	0.31%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3709	91	156	72	358	250	212	282	248	158	245	289	170	51	236	33	467	87	255	49					
		69.78%	89.22%	67.53%	83.72%	69.25%	58.96%	68.17%	67.79%	60.34%	60.08%	69.41%	68.48%	78.70%	75.00%	73.75%	68.75%	75.20%	82.08%	78.95%	63.64%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	41	0	2	0	3	5	0	3	4	1	2	2	0	0	2	0	10	0	2	5					
		0.77%	0.00%	0.87%	0.00%	0.58%	1.18%	0.00%	0.72%	0.97%	0.38%	0.57%	0.47%	0.00%	0.00%	0.63%	0.00%	1.61%	0.00%	0.62%	6.49%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
