Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Данковская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	390	11	4	2	25	23	28	25	19	1	6	5	6	28	4	6	5	9	14	6	21	5	8	3	9	19	9	9	9	10	0	2	20	2	8	19	4	6									
		2.14%	2.59%	0.97%	0.75%	2.52%	1.99%	2.48%	2.61%	1.90%	1.22%	1.07%	2.11%	1.21%	3.47%	3.48%	1.62%	3.36%	1.78%	3.15%	0.92%	2.86%	1.11%	2.07%	1.02%	2.13%	3.29%	1.47%	2.54%	2.06%	2.86%	0.00%	0.75%	2.25%	1.11%	2.24%	6.07%	1.34%	1.68%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	492	9	14	8	23	25	33	34	34	2	18	6	12	31	3	11	17	10	7	16	21	11	16	1	13	5	9	6	12	10	4	4	16	5	10	10	12	14									
		2.70%	2.12%	3.38%	3.02%	2.32%	2.17%	2.92%	3.55%	3.39%	2.44%	3.21%	2.53%	2.43%	3.84%	2.61%	2.96%	11.41%	1.97%	1.57%	2.45%	2.86%	2.44%	4.15%	0.34%	3.07%	0.87%	1.47%	1.69%	2.75%	2.86%	2.12%	1.50%	1.80%	2.78%	2.80%	3.19%	4.01%	3.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	480	13	11	5	39	38	38	32	39	2	26	3	6	30	5	8	0	15	10	11	20	7	11	2	6	14	10	3	3	11	0	7	23	5	4	10	5	8									
		2.63%	3.07%	2.66%	1.89%	3.93%	3.30%	3.37%	3.34%	3.89%	2.44%	4.64%	1.27%	1.21%	3.72%	4.35%	2.16%	0.00%	2.96%	2.25%	1.68%	2.72%	1.56%	2.85%	0.68%	1.42%	2.42%	1.63%	0.85%	0.69%	3.14%	0.00%	2.62%	2.58%	2.78%	1.12%	3.19%	1.67%	2.24%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11076	248	221	163	506	604	612	447	533	48	299	111	306	368	54	225	74	328	320	422	541	293	207	241	289	440	461	236	314	221	147	199	649	130	182	212	210	215									
		60.76%	58.49%	53.38%	61.51%	51.01%	52.39%	54.21%	46.71%	53.19%	58.54%	53.39%	46.84%	61.94%	45.60%	46.96%	60.65%	49.66%	64.69%	71.91%	64.53%	73.61%	65.11%	53.63%	82.25%	68.32%	76.12%	75.20%	66.48%	71.85%	63.14%	77.78%	74.53%	72.92%	72.22%	50.98%	67.73%	70.23%	60.22%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	69	0	3	2	3	2	3	5	5	0	2	2	2	11	1	1	1	5	1	2	1	0	0	2	0	0	1	1	2	1	0	1	4	2	0	1	0	2									
		0.38%	0.00%	0.72%	0.75%	0.30%	0.17%	0.27%	0.52%	0.50%	0.00%	0.36%	0.84%	0.40%	1.36%	0.87%	0.27%	0.67%	0.99%	0.22%	0.31%	0.14%	0.00%	0.00%	0.68%	0.00%	0.00%	0.16%	0.28%	0.46%	0.29%	0.00%	0.37%	0.45%	1.11%	0.00%	0.32%	0.00%	0.56%									
24	"6. Политическая партия ""Гражданская Платформа"""	42	2	1	0	1	1	2	0	2	0	1	0	1	3	0	1	1	2	0	2	3	1	1	2	0	0	2	3	0	0	0	1	5	1	2	0	0	1									
		0.23%	0.47%	0.24%	0.00%	0.10%	0.09%	0.18%	0.00%	0.20%	0.00%	0.18%	0.00%	0.20%	0.37%	0.00%	0.27%	0.67%	0.39%	0.00%	0.31%	0.41%	0.22%	0.26%	0.68%	0.00%	0.00%	0.33%	0.85%	0.00%	0.00%	0.00%	0.37%	0.56%	0.56%	0.56%	0.00%	0.00%	0.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2096	61	61	27	114	137	126	142	127	4	65	42	60	116	16	47	28	67	34	93	43	53	53	18	54	52	49	36	34	58	20	18	87	17	41	25	31	40									
		11.50%	14.39%	14.73%	10.19%	11.49%	11.88%	11.16%	14.84%	12.67%	4.88%	11.61%	17.72%	12.15%	14.37%	13.91%	12.67%	18.79%	13.21%	7.64%	14.22%	5.85%	11.78%	13.73%	6.14%	12.77%	8.99%	7.99%	10.14%	7.78%	16.57%	10.58%	6.74%	9.78%	9.44%	11.48%	7.99%	10.37%	11.20%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	78	0	8	2	18	8	6	4	3	0	3	3	3	3	0	3	0	1	1	0	1	2	1	0	0	0	1	1	0	3	0	1	0	1	0	0	0	1									
		0.43%	0.00%	1.93%	0.75%	1.81%	0.69%	0.53%	0.42%	0.30%	0.00%	0.54%	1.27%	0.61%	0.37%	0.00%	0.81%	0.00%	0.20%	0.22%	0.00%	0.14%	0.44%	0.26%	0.00%	0.00%	0.00%	0.16%	0.28%	0.00%	0.86%	0.00%	0.37%	0.00%	0.56%	0.00%	0.00%	0.00%	0.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	76	3	2	1	6	5	12	8	3	1	4	3	0	2	2	2	0	0	3	3	1	2	2	1	1	0	0	0	1	1	0	0	5	0	0	0	2	0									
		0.42%	0.71%	0.48%	0.38%	0.60%	0.43%	1.06%	0.84%	0.30%	1.22%	0.71%	1.27%	0.00%	0.25%	1.74%	0.54%	0.00%	0.00%	0.67%	0.46%	0.14%	0.44%	0.52%	0.34%	0.24%	0.00%	0.00%	0.00%	0.23%	0.29%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.67%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	1	0	0	1	3	0	1	1	0	1	0	0	1	0	0	1	1	2	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0									
		0.10%	0.24%	0.00%	0.00%	0.10%	0.26%	0.00%	0.10%	0.10%	0.00%	0.18%	0.00%	0.00%	0.12%	0.00%	0.00%	0.67%	0.20%	0.45%	0.31%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	113	0	4	3	9	11	12	6	11	0	8	2	4	13	0	2	2	2	2	0	1	3	1	0	0	2	1	1	1	1	0	0	2	0	2	4	2	1									
		0.62%	0.00%	0.97%	1.13%	0.91%	0.95%	1.06%	0.63%	1.10%	0.00%	1.43%	0.84%	0.81%	1.61%	0.00%	0.54%	1.34%	0.39%	0.45%	0.00%	0.14%	0.67%	0.26%	0.00%	0.00%	0.35%	0.16%	0.28%	0.23%	0.29%	0.00%	0.00%	0.22%	0.00%	0.56%	1.28%	0.67%	0.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2211	43	59	31	155	184	170	169	161	13	90	38	65	118	25	45	13	45	32	75	49	46	74	15	26	33	37	39	24	26	11	25	62	17	97	22	23	54									
		12.13%	10.14%	14.25%	11.70%	15.63%	15.96%	15.06%	17.66%	16.07%	15.85%	16.07%	16.03%	13.16%	14.62%	21.74%	12.13%	8.72%	8.88%	7.19%	11.47%	6.67%	10.22%	19.17%	5.12%	6.15%	5.71%	6.04%	10.99%	5.49%	7.43%	5.82%	9.36%	6.97%	9.44%	27.17%	7.03%	7.69%	15.13%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	2	0	3	5	10	6	3	3	0	2	4	2	6	0	2	2	2	0	1	0	2	2	0	2	2	3	4	1	1	0	0	4	0	0	0	1	1									
		0.42%	0.47%	0.00%	1.13%	0.50%	0.87%	0.53%	0.31%	0.30%	0.00%	0.36%	1.69%	0.40%	0.74%	0.00%	0.54%	1.34%	0.39%	0.00%	0.15%	0.00%	0.44%	0.52%	0.00%	0.47%	0.35%	0.49%	1.13%	0.23%	0.29%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.33%	0.28%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	590	12	15	13	59	75	64	41	38	8	26	10	14	41	2	9	2	8	16	11	5	18	6	5	12	3	12	10	10	5	2	0	9	0	9	6	7	7									
		3.24%	2.83%	3.62%	4.91%	5.95%	6.50%	5.67%	4.28%	3.79%	9.76%	4.64%	4.22%	2.83%	5.08%	1.74%	2.43%	1.34%	1.58%	3.60%	1.68%	0.68%	4.00%	1.55%	1.71%	2.84%	0.52%	1.96%	2.82%	2.29%	1.43%	1.06%	0.00%	1.01%	0.00%	2.52%	1.92%	2.34%	1.96%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
