Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Красноборская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №459	УИК №460	УИК №461									
		0.23%	0.00%	0.37%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	1.75%	1.14%	0.35%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	373	1	63	45	15	12	14	4	11	9	8	8	31	16	10	17	8	90	1	7	3									
		8.46%	1.41%	7.71%	6.86%	7.28%	12.00%	6.45%	4.26%	5.50%	4.37%	6.25%	7.21%	8.01%	8.84%	11.63%	14.91%	9.09%	15.63%	2.27%	8.54%	6.98%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
