Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Сковородинская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824									
		1.06%	0.00%	1.11%	1.17%	1.14%	0.81%	0.40%	2.73%	1.36%	0.53%	1.20%	1.47%	0.39%	0.00%	0.00%	0.46%	0.00%	0.78%	0.96%	0.27%	0.99%	4.92%	1.54%	1.02%	6.06%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	200	4	7	11	15	10	6	15	15	11	7	11	5	4	1	11	6	4	10	17	5	2	18	1	4									
		2.94%	2.27%	1.56%	3.21%	2.85%	2.69%	2.38%	4.10%	3.40%	2.93%	8.43%	2.03%	1.95%	4.17%	0.91%	5.07%	5.17%	1.55%	3.18%	2.33%	4.95%	3.28%	5.54%	0.51%	4.04%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	143	7	5	6	9	9	5	10	12	8	3	9	5	2	5	9	1	8	3	16	5	1	1	2	2									
		2.10%	3.98%	1.11%	1.75%	1.71%	2.42%	1.98%	2.73%	2.72%	2.13%	3.61%	1.66%	1.95%	2.08%	4.55%	4.15%	0.86%	3.10%	0.96%	2.19%	4.95%	1.64%	0.31%	1.02%	2.02%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2303	61	160	81	169	120	68	104	124	148	31	163	71	39	57	44	52	98	111	222	40	30	146	119	45									
		33.83%	34.66%	35.63%	23.62%	32.13%	32.26%	26.98%	28.42%	28.12%	39.47%	37.35%	30.02%	27.63%	40.63%	51.82%	20.28%	44.83%	37.98%	35.35%	30.41%	39.60%	49.18%	44.92%	60.41%	45.45%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	44	0	3	1	2	2	1	4	1	3	1	11	2	3	3	2	0	1	0	1	0	0	2	1	0									
		0.65%	0.00%	0.67%	0.29%	0.38%	0.54%	0.40%	1.09%	0.23%	0.80%	1.20%	2.03%	0.78%	3.13%	2.73%	0.92%	0.00%	0.39%	0.00%	0.14%	0.00%	0.00%	0.62%	0.51%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.19%	0.27%	0.00%	0.55%	0.23%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.99%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2480	64	192	120	172	105	116	119	152	123	27	236	119	28	32	96	41	104	105	324	25	17	92	48	23									
		36.43%	36.36%	42.76%	34.99%	32.70%	28.23%	46.03%	32.51%	34.47%	32.80%	32.53%	43.46%	46.30%	29.17%	29.09%	44.24%	35.34%	40.31%	33.44%	44.38%	24.75%	27.87%	28.31%	24.37%	23.23%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	0	1	2	4	1	5	0	3	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0									
		0.32%	0.00%	0.22%	0.58%	0.76%	0.27%	1.98%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.64%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	3	3	0	1	3	2	1	1	1	0	3	1	1	0	1	0	0	0	3	1	0	2	1	1									
		0.43%	1.70%	0.67%	0.00%	0.19%	0.81%	0.79%	0.27%	0.23%	0.27%	0.00%	0.55%	0.39%	1.04%	0.00%	0.46%	0.00%	0.00%	0.00%	0.41%	0.99%	0.00%	0.62%	0.51%	1.01%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	1	1	4	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1									
		0.18%	0.00%	0.00%	0.29%	0.19%	1.08%	0.00%	0.00%	0.45%	0.27%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	1.01%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	1	2	2	3	1	0	2	3	6	0	5	1	0	0	1	2	0	0	2	1	0	3	0	3									
		0.56%	0.57%	0.45%	0.58%	0.57%	0.27%	0.00%	0.55%	0.68%	1.60%	0.00%	0.92%	0.39%	0.00%	0.00%	0.46%	1.72%	0.00%	0.00%	0.27%	0.99%	0.00%	0.92%	0.00%	3.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1106	26	58	103	112	84	34	82	94	50	12	77	25	19	8	28	9	25	68	101	15	8	40	16	12									
		16.25%	14.77%	12.92%	30.03%	21.29%	22.58%	13.49%	22.40%	21.32%	13.33%	14.46%	14.18%	9.73%	19.79%	7.27%	12.90%	7.76%	9.69%	21.66%	13.84%	14.85%	13.11%	12.31%	8.12%	12.12%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	0	2	2	3	2	1	3	1	3	1	2	1	0	0	1	0	1	0	2	0	0	1	2	2									
		0.44%	0.00%	0.45%	0.58%	0.57%	0.54%	0.40%	0.82%	0.23%	0.80%	1.20%	0.37%	0.39%	0.00%	0.00%	0.46%	0.00%	0.39%	0.00%	0.27%	0.00%	0.00%	0.31%	1.02%	2.02%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	193	6	6	6	12	17	7	11	17	14	0	10	19	0	2	6	1	7	9	32	3	0	4	4	0									
		2.84%	3.41%	1.34%	1.75%	2.28%	4.57%	2.78%	3.01%	3.85%	3.73%	0.00%	1.84%	7.39%	0.00%	1.82%	2.76%	0.86%	2.71%	2.87%	4.38%	2.97%	0.00%	1.23%	2.03%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
