Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
"Наименование Избирательной комиссии:    Архангельск, Ломоносовская"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1035	УИК №1036					
		16.69%	18.77%	19.94%	14.97%	17.22%	17.52%	13.65%	17.60%	24.09%	19.49%	17.38%	18.78%	18.44%	16.44%	16.10%	15.31%	16.14%	15.56%	15.20%	15.07%	15.38%	16.37%	12.10%	14.55%	14.03%	13.68%	10.64%	12.90%	22.58%	10.00%	13.04%	42.11%	15.79%	10.53%	31.58%	45.45%	21.05%	10.53%	33.33%	21.43%	20.00%	21.43%	30.00%	7.14%	0.00%	14.29%	42.86%	33.33%	57.14%	20.00%	37.50%	50.00%	30.00%	16.67%	42.86%	23.08%	15.38%	21.43%	11.11%	46.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	457	13	19	24	15	15	20	17	28	11	18	22	12	23	18	19	19	18	23	18	12	12	18	19	29	1	1	0	2	0	0	0	0	1	1	0	0	2	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
		1.55%	1.05%	1.75%	1.78%	1.25%	1.51%	1.82%	1.34%	2.20%	1.09%	1.68%	2.01%	1.04%	2.21%	1.87%	1.48%	1.47%	1.50%	1.64%	1.34%	0.84%	1.07%	1.14%	2.08%	2.38%	1.05%	1.06%	0.00%	3.23%	0.00%	0.00%	0.00%	0.00%	5.26%	5.26%	0.00%	0.00%	10.53%	0.00%	0.00%	20.00%	7.14%	0.00%	0.00%	0.00%	7.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	22.22%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7409	300	288	342	333	223	296	285	291	260	270	282	240	256	249	332	294	303	363	349	342	269	527	227	332	16	20	15	4	2	10	3	5	6	5	1	6	3	6	3	3	5	6	4	5	3	2	3	2	0	2	1	3	1	2	0	5	2	1	1					
		25.19%	24.27%	26.59%	25.35%	27.70%	22.46%	26.93%	22.49%	22.91%	25.72%	25.23%	25.71%	20.78%	24.62%	25.86%	25.80%	22.70%	25.21%	25.91%	26.04%	24.02%	24.06%	33.40%	24.84%	27.24%	16.84%	21.28%	24.19%	6.45%	6.67%	43.48%	15.79%	26.32%	31.58%	26.32%	4.55%	31.58%	15.79%	33.33%	21.43%	20.00%	35.71%	30.00%	28.57%	35.71%	21.43%	14.29%	20.00%	14.29%	0.00%	25.00%	10.00%	30.00%	8.33%	14.29%	0.00%	38.46%	14.29%	11.11%	6.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2761	92	91	161	112	90	114	109	65	85	120	131	91	101	82	124	128	121	131	131	124	93	188	98	139	2	7	3	1	5	1	0	1	0	2	1	0	0	0	0	1	2	2	0	0	2	0	2	1	0	1	2	1	0	0	0	1	1	0	1					
		9.39%	7.44%	8.40%	11.93%	9.32%	9.06%	10.37%	8.60%	5.12%	8.41%	11.21%	11.94%	7.88%	9.71%	8.52%	9.63%	9.88%	10.07%	9.35%	9.78%	8.71%	8.32%	11.91%	10.72%	11.40%	2.11%	7.45%	4.84%	1.61%	16.67%	4.35%	0.00%	5.26%	0.00%	10.53%	4.55%	0.00%	0.00%	0.00%	0.00%	6.67%	14.29%	10.00%	0.00%	0.00%	14.29%	0.00%	13.33%	7.14%	0.00%	12.50%	20.00%	10.00%	0.00%	0.00%	0.00%	7.69%	7.14%	0.00%	6.67%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6677	286	206	318	281	251	247	309	281	225	222	211	306	236	229	266	313	283	294	291	341	264	301	206	281	43	35	15	31	9	5	4	4	4	2	6	5	5	5	5	2	1	3	4	2	3	1	2	0	1	0	2	1	9	1	7	3	5	1	3					
		22.70%	23.14%	19.02%	23.57%	23.38%	25.28%	22.47%	24.39%	22.13%	22.26%	20.75%	19.23%	26.49%	22.69%	23.78%	20.67%	24.17%	23.54%	20.99%	21.72%	23.95%	23.61%	19.07%	22.54%	23.05%	45.26%	37.23%	24.19%	50.00%	30.00%	21.74%	21.05%	21.05%	21.05%	10.53%	27.27%	26.32%	26.32%	27.78%	35.71%	13.33%	7.14%	15.00%	28.57%	14.29%	21.43%	7.14%	13.33%	0.00%	10.00%	0.00%	20.00%	10.00%	75.00%	7.14%	53.85%	23.08%	35.71%	11.11%	20.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	335	17	21	12	7	8	12	14	16	13	8	19	10	12	5	21	10	20	11	13	14	20	18	12	6	0	1	0	0	2	0	1	0	1	0	0	0	0	0	2	2	1	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0					
		1.14%	1.38%	1.94%	0.89%	0.58%	0.81%	1.09%	1.10%	1.26%	1.29%	0.75%	1.73%	0.87%	1.15%	0.52%	1.63%	0.77%	1.66%	0.79%	0.97%	0.98%	1.79%	1.14%	1.31%	0.49%	0.00%	1.06%	0.00%	0.00%	6.67%	0.00%	5.26%	0.00%	5.26%	0.00%	0.00%	0.00%	0.00%	0.00%	14.29%	13.33%	7.14%	5.00%	14.29%	0.00%	0.00%	0.00%	6.67%	7.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	7.14%	0.00%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
