Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																		
Дата голосования: 02.12.2007																																																																																		
																																																																																		
"Наименование Избирательной комиссии:    Архангельск, Ломоносовская"																																																																																		
																																																																																		
Сводная таблица результатов выборов																																																																																		
																																																																																		
		Сумма	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1051	УИК №1052					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	990	40	40	40	40	40	40	40	70	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	475	24	19	19	27	20	9	29	54	14	14	30	20	15	8	22	17	26	19	14	16	17	11	13	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	418	11	23	29	19	26	22	12	18	14	23	19	11	17	7	34	10	8	9	20	15	15	19	8	10	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	515	16	21	21	13	20	31	11	16	26	26	10	20	25	32	18	23	14	21	26	24	23	29	27	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																		
18	1.Политическая партия «Аграрная партия России»	1130	62	37	22	40	48	47	55	58	28	44	50	39	42	32	48	48	58	53	65	45	35	53	50	40	3	6	3	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	1	1	0	0	2					
		3.55%	4.48%	3.67%	1.93%	3.03%	3.66%	3.79%	4.04%	4.22%	3.03%	2.99%	3.14%	3.19%	3.08%	3.91%	3.55%	3.21%	3.90%	3.59%	4.69%	4.11%	2.64%	3.63%	4.80%	4.00%	2.65%	4.35%	5.56%	0.00%	4.76%	5.00%	4.55%	0.00%	0.00%	4.55%	0.00%	4.35%	5.26%	0.00%	0.00%	5.26%	0.00%	0.00%	10.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.33%	0.00%	0.00%	0.00%	8.33%	0.00%	25.00%	11.11%	11.11%	0.00%	0.00%	8.70%					
19	2.Всероссийская политическая партия «Гражданская Сила»	884	39	45	27	45	34	47	33	41	28	55	36	15	40	20	42	44	43	38	33	15	27	42	28	38	0	0	2	0	1	1	0	0	0	0	3	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	3	0	1	1	0	4	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0					
		2.78%	2.82%	4.46%	2.36%	3.41%	2.59%	3.79%	2.42%	2.98%	3.03%	3.75%	2.26%	1.23%	2.94%	2.44%	3.10%	2.94%	2.89%	2.58%	2.38%	1.37%	2.03%	2.88%	2.69%	3.80%	0.00%	0.00%	3.70%	0.00%	4.76%	5.00%	0.00%	0.00%	0.00%	0.00%	15.79%	0.00%	0.00%	0.00%	0.00%	5.26%	5.00%	4.76%	5.26%	4.76%	0.00%	5.56%	0.00%	0.00%	0.00%	0.00%	20.00%	0.00%	5.56%	6.67%	0.00%	26.67%	6.67%	0.00%	5.88%	12.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	33.33%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	58	1	2	3	2	1	4	2	4	0	0	6	2	2	0	3	2	3	2	1	2	3	3	2	4	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.18%	0.07%	0.20%	0.26%	0.15%	0.08%	0.32%	0.15%	0.29%	0.00%	0.00%	0.38%	0.16%	0.15%	0.00%	0.22%	0.13%	0.20%	0.14%	0.07%	0.18%	0.23%	0.21%	0.19%	0.40%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.55%	0.00%	0.00%	0.00%	5.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.35%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4180	189	112	147	187	102	152	128	115	107	172	195	130	148	89	206	245	215	212	238	182	229	288	128	158	2	30	7	2	2	2	4	2	1	5	1	2	3	3	2	3	2	4	0	0	0	0	1	1	0	0	0	2	2	3	1	0	0	4	1	1	1	3	2	0	0	0	1	0	0	1	1	0	2	2	0					
		13.15%	13.65%	11.11%	12.87%	14.16%	7.78%	12.25%	9.40%	8.37%	11.57%	11.72%	12.24%	10.64%	10.87%	10.87%	15.21%	16.37%	14.44%	14.37%	17.18%	16.61%	17.24%	19.73%	12.30%	15.80%	1.77%	21.74%	12.96%	4.00%	9.52%	10.00%	18.18%	9.09%	5.00%	22.73%	5.26%	8.70%	15.79%	15.79%	11.11%	15.79%	10.00%	19.05%	0.00%	0.00%	0.00%	0.00%	5.88%	5.88%	0.00%	0.00%	0.00%	13.33%	11.11%	20.00%	6.67%	0.00%	0.00%	26.67%	5.88%	6.25%	10.00%	30.00%	15.38%	0.00%	0.00%	0.00%	7.69%	0.00%	0.00%	8.33%	11.11%	0.00%	25.00%	7.14%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	733	27	28	18	33	20	29	22	36	27	50	33	53	31	20	18	35	37	22	24	22	39	57	24	21	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		2.31%	1.95%	2.78%	1.58%	2.50%	1.53%	2.34%	1.62%	2.62%	2.92%	3.41%	2.07%	4.34%	2.28%	2.44%	1.33%	2.34%	2.48%	1.49%	1.73%	2.01%	2.94%	3.90%	2.31%	2.10%	0.88%	0.00%	0.00%	0.00%	4.76%	0.00%	0.00%	0.00%	0.00%	4.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	9.52%	0.00%	0.00%	0.00%	11.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	153	6	6	7	6	3	4	6	8	4	15	7	8	3	6	10	5	2	7	4	2	2	6	5	8	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0					
		0.48%	0.43%	0.60%	0.61%	0.45%	0.23%	0.32%	0.44%	0.58%	0.43%	1.02%	0.44%	0.65%	0.22%	0.73%	0.74%	0.33%	0.13%	0.47%	0.29%	0.18%	0.15%	0.41%	0.48%	0.80%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.26%	0.00%	0.00%	5.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.26%	0.00%	17.65%	5.88%	0.00%	5.88%	0.00%	0.00%	0.00%	6.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	15.38%	0.00%	0.00%	0.00%	0.00%	3.57%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3370	130	104	116	154	153	125	158	178	107	178	190	129	170	69	130	123	124	133	155	95	143	117	138	108	7	7	7	10	0	3	3	8	3	4	0	2	2	2	0	6	1	2	1	4	4	0	1	3	4	7	3	2	0	2	2	2	4	4	2	1	3	3	3	2	0	1	5	1	3	2	1	1	1	1	3					
		10.60%	9.39%	10.32%	10.16%	11.66%	11.67%	10.07%	11.60%	12.95%	11.57%	12.13%	11.93%	10.56%	12.48%	8.42%	9.60%	8.22%	8.33%	9.02%	11.19%	8.67%	10.77%	8.01%	13.26%	10.80%	6.19%	5.07%	12.96%	20.00%	0.00%	15.00%	13.64%	36.36%	15.00%	18.18%	0.00%	8.70%	10.53%	10.53%	0.00%	31.58%	5.00%	9.52%	5.26%	19.05%	21.05%	0.00%	5.88%	17.65%	22.22%	41.18%	20.00%	13.33%	0.00%	13.33%	13.33%	13.33%	26.67%	26.67%	11.76%	6.25%	30.00%	30.00%	23.08%	16.67%	0.00%	8.33%	38.46%	8.33%	23.08%	16.67%	11.11%	11.11%	12.50%	3.57%	13.04%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4155	180	90	145	146	142	165	205	159	104	188	244	137	177	111	206	210	187	223	187	165	184	184	107	133	19	24	4	2	1	1	2	3	5	3	6	4	4	1	8	2	6	2	2	3	3	3	1	2	4	4	3	3	1	3	6	5	2	2	2	4	2	1	1	1	0	6	2	3	1	3	0	1	2	2	1					
		13.07%	12.99%	8.93%	12.70%	11.05%	10.83%	13.30%	15.05%	11.57%	11.24%	12.81%	15.32%	11.21%	12.99%	13.55%	15.21%	14.03%	12.56%	15.12%	13.50%	15.05%	13.86%	12.60%	10.28%	13.30%	16.81%	17.39%	7.41%	4.00%	4.76%	5.00%	9.09%	13.64%	25.00%	13.64%	31.58%	17.39%	21.05%	5.26%	44.44%	10.53%	30.00%	9.52%	10.53%	14.29%	15.79%	16.67%	5.88%	11.76%	22.22%	23.53%	20.00%	20.00%	5.56%	20.00%	40.00%	33.33%	13.33%	13.33%	11.76%	25.00%	20.00%	10.00%	7.69%	8.33%	0.00%	50.00%	15.38%	25.00%	7.69%	25.00%	0.00%	11.11%	25.00%	7.14%	4.35%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	509	20	10	16	19	20	26	16	17	14	38	24	22	25	12	17	24	23	28	22	19	18	23	18	13	1	0	0	1	0	1	0	0	0	1	2	2	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	5	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0					
		1.60%	1.44%	0.99%	1.40%	1.44%	1.53%	2.10%	1.17%	1.24%	1.51%	2.59%	1.51%	1.80%	1.84%	1.47%	1.26%	1.60%	1.54%	1.90%	1.59%	1.73%	1.36%	1.58%	1.73%	1.30%	0.88%	0.00%	0.00%	2.00%	0.00%	5.00%	0.00%	0.00%	0.00%	4.55%	10.53%	8.70%	5.26%	0.00%	0.00%	0.00%	0.00%	4.76%	0.00%	0.00%	10.53%	5.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	27.78%	0.00%	6.67%	6.67%	6.67%	0.00%	5.88%	0.00%	0.00%	0.00%	7.69%	8.33%	0.00%	0.00%	0.00%	0.00%	7.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14878	659	518	597	619	716	570	681	698	443	635	725	631	655	413	595	682	686	657	600	498	557	585	491	411	80	68	29	34	11	11	12	9	9	6	6	10	6	10	7	6	6	8	11	13	8	6	8	9	10	5	6	8	4	4	3	3	5	5	9	6	4	3	6	6	14	5	5	7	6	3	6	2	3	20	15					
		46.79%	47.58%	51.39%	52.28%	46.86%	54.61%	45.93%	50.00%	50.80%	47.89%	43.26%	45.51%	51.64%	48.09%	50.43%	43.94%	45.56%	46.07%	44.54%	43.32%	45.44%	41.94%	40.07%	47.17%	41.10%	70.80%	49.28%	53.70%	68.00%	52.38%	55.00%	54.55%	40.91%	45.00%	27.27%	31.58%	43.48%	31.58%	52.63%	38.89%	31.58%	30.00%	38.10%	57.89%	61.90%	42.11%	33.33%	47.06%	52.94%	55.56%	29.41%	40.00%	53.33%	22.22%	26.67%	20.00%	20.00%	33.33%	33.33%	52.94%	37.50%	40.00%	30.00%	46.15%	50.00%	10.00%	41.67%	38.46%	58.33%	46.15%	25.00%	66.67%	22.22%	37.50%	71.43%	65.22%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1475	58	46	35	53	65	59	45	54	54	74	68	50	55	41	73	71	90	84	50	39	83	91	45	59	0	2	0	0	2	0	0	0	2	0	0	2	1	1	1	0	2	1	2	0	1	1	3	1	0	0	0	0	3	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0					
		4.64%	4.19%	4.56%	3.06%	4.01%	4.96%	4.75%	3.30%	3.93%	5.84%	5.04%	4.27%	4.09%	4.04%	5.01%	5.39%	4.74%	6.04%	5.69%	3.61%	3.56%	6.25%	6.23%	4.32%	5.90%	0.00%	1.45%	0.00%	0.00%	9.52%	0.00%	0.00%	0.00%	10.00%	0.00%	0.00%	8.70%	5.26%	5.26%	5.56%	0.00%	10.00%	4.76%	10.53%	0.00%	5.26%	5.56%	17.65%	5.88%	0.00%	0.00%	0.00%	0.00%	16.67%	0.00%	6.67%	0.00%	6.67%	0.00%	5.88%	6.25%	0.00%	0.00%	0.00%	8.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	11.11%	0.00%	7.14%	0.00%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
