Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Буйская городская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52									
		1.03%	0.97%	1.09%	0.37%	0.79%	1.10%	3.43%	1.20%	1.00%	0.92%	0.48%	0.38%	0.28%	1.58%	0.57%	0.81%	1.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.22%	0.18%	0.00%	0.16%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	10	1	7	6	6	6	4	5	3	5	3	3	3	1	0	2									
		0.87%	1.94%	0.22%	1.28%	1.18%	0.95%	1.21%	0.60%	0.83%	0.69%	1.19%	0.56%	0.85%	0.79%	0.19%	0.00%	1.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1550	118	117	121	130	145	105	152	107	75	84	112	72	80	78	35	19									
		20.64%	22.87%	25.43%	22.16%	25.64%	22.87%	21.21%	22.89%	17.83%	17.20%	20.05%	21.01%	20.34%	21.11%	14.80%	14.23%	9.79%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	2	1	1	3	2	1	1	2	2	2	2	0	2	1	1	2									
		0.33%	0.39%	0.22%	0.18%	0.59%	0.32%	0.20%	0.15%	0.33%	0.46%	0.48%	0.38%	0.00%	0.53%	0.19%	0.41%	1.03%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1047	89	59	74	85	113	47	128	108	68	52	87	24	37	47	17	12									
		13.94%	17.25%	12.83%	13.55%	16.77%	17.82%	9.49%	19.28%	18.00%	15.60%	12.41%	16.32%	6.78%	9.76%	8.92%	6.91%	6.19%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
