Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Артемовская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109					
18	1.Политическая партия «Аграрная партия России»	926	22	10	3	7	11	30	13	15	22	16	25	21	23	15	16	20	31	41	24	29	31	11	8	4	41	30	19	11	28	21	7	11	38	1	21	18	32	15	9	28	15	23	18	12	21	4	20	13	9	2	2	2	4	3					
		1.89%	1.72%	1.17%	0.27%	1.23%	0.74%	2.07%	2.25%	1.20%	1.81%	2.72%	2.20%	2.33%	2.02%	2.14%	2.14%	1.94%	2.58%	2.77%	3.08%	3.52%	3.74%	1.49%	1.54%	1.09%	3.19%	2.65%	2.59%	2.02%	1.93%	1.98%	0.68%	1.90%	2.64%	0.48%	1.29%	2.09%	2.25%	1.99%	1.51%	3.06%	1.56%	1.37%	1.97%	1.12%	1.82%	0.93%	1.38%	1.75%	1.87%	0.87%	0.83%	0.46%	1.29%	0.80%					
19	2.Всероссийская политическая партия «Гражданская Сила»	413	22	1	1	4	6	11	5	7	21	8	15	10	20	6	6	12	8	24	7	11	4	3	2	4	26	11	4	4	9	13	3	1	16	4	8	11	14	1	0	9	9	10	0	4	5	4	18	4	0	0	0	4	3	0					
		0.84%	1.72%	0.12%	0.09%	0.70%	0.40%	0.76%	0.87%	0.56%	1.73%	1.36%	1.32%	1.11%	1.76%	0.86%	0.80%	1.17%	0.67%	1.62%	0.90%	1.33%	0.48%	0.41%	0.39%	1.09%	2.02%	0.97%	0.54%	0.73%	0.62%	1.22%	0.29%	0.17%	1.11%	1.91%	0.49%	1.28%	0.98%	0.13%	0.00%	0.98%	0.93%	0.60%	0.00%	0.37%	0.43%	0.93%	1.24%	0.54%	0.00%	0.00%	0.00%	0.93%	0.96%	0.00%					
20	3.Политическая партия «Демократическая партия России»	50	2	1	0	2	0	2	0	0	1	1	3	1	3	0	1	0	0	1	0	1	2	0	1	1	0	3	1	1	0	0	1	0	4	1	2	0	0	0	1	2	0	0	3	1	1	1	0	1	0	0	0	1	0	3					
		0.10%	0.16%	0.12%	0.00%	0.35%	0.00%	0.14%	0.00%	0.00%	0.08%	0.17%	0.26%	0.11%	0.26%	0.00%	0.13%	0.00%	0.00%	0.07%	0.00%	0.12%	0.24%	0.00%	0.19%	0.27%	0.00%	0.27%	0.14%	0.18%	0.00%	0.00%	0.10%	0.00%	0.28%	0.48%	0.12%	0.00%	0.00%	0.00%	0.17%	0.22%	0.00%	0.00%	0.33%	0.09%	0.09%	0.23%	0.00%	0.13%	0.00%	0.00%	0.00%	0.23%	0.00%	0.80%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4744	74	102	82	64	133	139	56	125	137	55	119	112	185	78	51	129	185	157	114	100	117	57	35	32	166	136	94	40	113	122	78	55	159	20	118	83	165	58	32	76	92	149	78	84	86	32	139	58	6	18	8	15	13	13					
		9.70%	5.80%	11.89%	7.28%	11.21%	8.96%	9.61%	9.71%	9.96%	11.28%	9.34%	10.48%	12.44%	16.26%	11.14%	6.82%	12.54%	15.40%	10.62%	14.63%	12.12%	14.13%	7.72%	6.74%	8.74%	12.91%	12.02%	12.79%	7.34%	7.80%	11.48%	7.60%	9.48%	11.03%	9.57%	7.27%	9.63%	11.60%	7.71%	5.37%	8.30%	9.54%	8.88%	8.54%	7.84%	7.47%	7.41%	9.61%	7.83%	1.25%	7.83%	3.32%	3.48%	4.18%	3.47%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	171	7	2	1	1	5	4	1	6	11	5	5	5	4	6	3	9	3	2	3	3	2	3	1	6	9	6	0	2	1	4	3	4	5	0	4	4	3	1	3	2	4	3	3	5	0	0	1	3	0	0	0	2	0	1					
		0.35%	0.55%	0.23%	0.09%	0.18%	0.34%	0.28%	0.17%	0.48%	0.91%	0.85%	0.44%	0.56%	0.35%	0.86%	0.40%	0.87%	0.25%	0.14%	0.39%	0.36%	0.24%	0.41%	0.19%	1.64%	0.70%	0.53%	0.00%	0.37%	0.07%	0.38%	0.29%	0.69%	0.35%	0.00%	0.25%	0.46%	0.21%	0.13%	0.50%	0.22%	0.41%	0.18%	0.33%	0.47%	0.00%	0.00%	0.07%	0.40%	0.00%	0.00%	0.00%	0.46%	0.00%	0.27%					
23	6.Политическая партия «Партия социальной справедливости»	107	3	1	2	2	0	5	0	2	2	1	4	0	1	0	2	1	0	5	4	2	2	1	0	0	3	5	1	2	1	1	0	2	6	2	6	5	5	3	1	2	1	4	0	2	3	1	5	3	1	0	0	2	0	0					
		0.22%	0.24%	0.12%	0.18%	0.35%	0.00%	0.35%	0.00%	0.16%	0.16%	0.17%	0.35%	0.00%	0.09%	0.00%	0.27%	0.10%	0.00%	0.34%	0.51%	0.24%	0.24%	0.14%	0.00%	0.00%	0.23%	0.44%	0.14%	0.37%	0.07%	0.09%	0.00%	0.34%	0.42%	0.96%	0.37%	0.58%	0.35%	0.40%	0.17%	0.22%	0.10%	0.24%	0.00%	0.19%	0.26%	0.23%	0.35%	0.40%	0.21%	0.00%	0.00%	0.46%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4816	198	72	86	57	73	186	51	124	140	52	96	128	150	71	61	115	119	102	90	77	85	57	38	44	107	124	93	46	151	123	90	68	179	32	128	104	146	60	66	81	80	161	50	113	119	35	150	60	5	15	5	63	39	51					
		9.85%	15.52%	8.39%	7.63%	9.98%	4.92%	12.86%	8.84%	9.88%	11.52%	8.83%	8.46%	14.22%	13.18%	10.14%	8.16%	11.18%	9.91%	6.90%	11.55%	9.33%	10.27%	7.72%	7.32%	12.02%	8.32%	10.96%	12.65%	8.44%	10.42%	11.57%	8.77%	11.72%	12.41%	15.31%	7.89%	12.06%	10.27%	7.98%	11.07%	8.84%	8.30%	9.59%	5.48%	10.55%	10.33%	8.10%	10.37%	8.10%	1.04%	6.52%	2.07%	14.62%	12.54%	13.60%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4183	80	50	35	39	65	173	46	107	178	49	82	92	131	61	74	91	123	130	83	66	80	50	40	46	132	122	66	20	124	98	57	52	142	13	136	126	198	65	40	53	98	131	74	102	82	30	133	55	14	7	9	10	5	18					
		8.56%	6.27%	5.83%	3.11%	6.83%	4.38%	11.96%	7.97%	8.53%	14.65%	8.32%	7.22%	10.22%	11.51%	8.71%	9.89%	8.84%	10.24%	8.79%	10.65%	8.00%	9.66%	6.78%	7.71%	12.57%	10.26%	10.79%	8.98%	3.67%	8.56%	9.22%	5.56%	8.97%	9.85%	6.22%	8.38%	14.62%	13.92%	8.64%	6.71%	5.79%	10.17%	7.81%	8.11%	9.52%	7.12%	6.94%	9.19%	7.42%	2.91%	3.04%	3.73%	2.32%	1.61%	4.80%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	529	17	2	0	7	0	17	11	11	17	6	15	14	22	13	5	14	15	12	15	13	14	3	4	7	12	17	7	9	13	23	10	7	15	2	10	6	13	12	3	4	14	19	11	10	10	5	19	7	6	1	0	1	3	6					
		1.08%	1.33%	0.23%	0.00%	1.23%	0.00%	1.18%	1.91%	0.88%	1.40%	1.02%	1.32%	1.56%	1.93%	1.86%	0.67%	1.36%	1.25%	0.81%	1.93%	1.58%	1.69%	0.41%	0.77%	1.91%	0.93%	1.50%	0.95%	1.65%	0.90%	2.16%	0.97%	1.21%	1.04%	0.96%	0.62%	0.70%	0.91%	1.60%	0.50%	0.44%	1.45%	1.13%	1.20%	0.93%	0.87%	1.16%	1.31%	0.94%	1.25%	0.43%	0.00%	0.23%	0.96%	1.60%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	31661	830	613	914	378	1188	844	384	843	655	383	740	486	550	431	503	619	691	890	408	498	464	538	385	213	749	638	443	404	983	637	754	374	835	131	1170	474	805	517	432	643	626	1128	607	708	790	310	921	534	410	181	186	324	224	275					
		64.76%	65.05%	71.45%	81.10%	66.20%	80.00%	58.37%	66.55%	67.17%	53.91%	65.03%	65.20%	54.00%	48.33%	61.57%	67.25%	60.16%	57.54%	60.18%	52.37%	60.36%	56.04%	72.90%	74.18%	58.20%	58.24%	56.41%	60.27%	74.13%	67.84%	59.92%	73.49%	64.48%	57.91%	62.68%	72.09%	54.99%	56.61%	68.75%	72.48%	70.20%	64.94%	67.22%	66.48%	66.11%	68.58%	71.76%	63.65%	72.06%	85.24%	78.70%	77.18%	75.17%	72.03%	73.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	622	13	0	3	4	3	23	9	9	22	11	24	17	30	14	11	15	17	41	23	14	11	8	2	6	22	20	1	2	17	13	14	5	23	1	10	16	20	10	3	6	17	18	9	16	17	1	18	2	1	2	2	4	1	1					
		1.27%	1.02%	0.00%	0.27%	0.70%	0.20%	1.59%	1.56%	0.72%	1.81%	1.87%	2.11%	1.89%	2.64%	2.00%	1.47%	1.46%	1.42%	2.77%	2.95%	1.70%	1.33%	1.08%	0.39%	1.64%	1.71%	1.77%	0.14%	0.37%	1.17%	1.22%	1.36%	0.86%	1.60%	0.48%	0.62%	1.86%	1.41%	1.33%	0.50%	0.66%	1.76%	1.07%	0.99%	1.49%	1.48%	0.23%	1.24%	0.27%	0.21%	0.87%	0.83%	0.93%	0.32%	0.27%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
