Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Курского района																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	741	5	20	5	5	5	5	5	5	5	5	5	15	5	10	8	5	37	15	7	75	45	30	60	5	5	5	5	5	20	5	5	5	5	10	15	10	5	5	20	5	5	14	5	5	5	25	25	5	5	10	10	5	5	5	5	10	5	10	30	15	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	569	1	18	1	2	0	4	3	1	0	3	5	13	3	6	6	5	36	9	6	72	45	18	56	2	3	4	5	2	18	1	2	0	5	7	15	7	1	5	17	0	2	8	4	2	5	20	23	0	3	10	6	3	0	1	0	6	0	8	29	14	15	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	254	3	5	2	1	0	0	2	3	3	3	0	1	0	1	3	16	5	4	4	11	21	5	16	3	3	4	6	3	4	2	3	2	2	1	0	5	4	3	2	2	4	6	5	1	4	7	1	2	3	21	5	1	3	2	2	5	7	3	2	7	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	172	4	2	4	3	5	1	2	4	5	2	0	2	2	4	2	0	1	6	1	3	0	12	4	3	2	1	0	3	2	4	3	5	0	3	0	3	4	0	3	5	3	6	1	3	0	5	2	5	2	0	4	2	5	4	5	4	5	2	1	1	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	2	1	0	0	0	2	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	437	2	17	2	2	1	1	3	0	3	5	2	13	9	14	9	4	21	7	10	14	21	2	25	7	3	1	13	5	30	1	5	1	10	4	11	5	5	4	13	2	3	3	3	3	3	10	11	0	1	11	10	2	5	2	4	11	2	4	11	14	16	1					
		1.73%	1.22%	2.70%	1.41%	0.93%	0.78%	0.46%	1.16%	0.00%	1.43%	2.07%	1.12%	1.88%	2.90%	2.11%	2.31%	1.57%	2.59%	0.96%	2.95%	1.28%	1.12%	0.51%	2.21%	3.17%	1.08%	0.43%	2.12%	1.47%	3.34%	0.63%	3.23%	0.61%	3.32%	1.12%	2.42%	1.56%	4.76%	1.01%	1.58%	0.96%	1.27%	0.42%	1.26%	2.13%	1.09%	1.64%	1.89%	0.00%	0.40%	1.63%	1.56%	0.94%	5.43%	1.28%	1.93%	2.65%	0.68%	1.27%	2.09%	2.19%	2.20%	1.18%					
19	2.Всероссийская политическая партия «Гражданская Сила»	124	0	4	1	1	0	3	4	0	1	0	1	5	4	4	4	0	3	2	1	12	9	1	4	0	1	0	1	1	4	0	3	1	1	4	3	0	0	0	3	1	1	2	0	0	1	1	6	0	0	4	2	1	1	0	2	2	1	2	4	3	3	1					
		0.49%	0.00%	0.63%	0.70%	0.47%	0.00%	1.37%	1.55%	0.00%	0.48%	0.00%	0.56%	0.72%	1.29%	0.60%	1.03%	0.00%	0.37%	0.27%	0.29%	1.10%	0.48%	0.26%	0.35%	0.00%	0.36%	0.00%	0.16%	0.29%	0.45%	0.00%	1.94%	0.61%	0.33%	1.12%	0.66%	0.00%	0.00%	0.00%	0.36%	0.48%	0.42%	0.28%	0.00%	0.00%	0.36%	0.16%	1.03%	0.00%	0.00%	0.59%	0.31%	0.47%	1.09%	0.00%	0.97%	0.48%	0.34%	0.63%	0.76%	0.47%	0.41%	1.18%					
20	3.Политическая партия «Демократическая партия России»	32	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	2	0	3	0	1	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	1	1	1	2	1	0	2	1	1					
		0.13%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.15%	0.00%	0.39%	0.12%	0.00%	0.59%	0.00%	0.16%	0.00%	0.09%	0.00%	0.00%	0.00%	0.33%	0.29%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.12%	0.00%	0.42%	0.00%	0.00%	2.13%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.48%	0.24%	0.68%	0.32%	0.00%	0.31%	0.14%	1.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2477	16	120	13	18	15	31	32	7	19	22	14	72	50	118	25	16	87	54	20	140	135	48	77	26	19	24	71	25	81	19	34	10	24	53	54	33	4	46	56	12	44	47	15	11	28	67	40	7	10	83	48	15	3	7	27	37	36	20	74	41	70	7					
		9.78%	9.76%	19.05%	9.15%	8.41%	11.72%	14.16%	12.40%	5.60%	9.05%	9.09%	7.87%	10.40%	16.13%	17.77%	6.43%	6.27%	10.71%	7.40%	5.90%	12.80%	7.22%	12.31%	6.80%	11.76%	6.81%	10.39%	11.60%	7.35%	9.02%	12.03%	21.94%	6.13%	7.97%	14.80%	11.87%	10.28%	3.81%	11.56%	6.80%	5.77%	18.64%	6.58%	6.28%	7.80%	10.22%	11.02%	6.88%	9.72%	4.02%	12.28%	7.48%	7.04%	3.26%	4.49%	13.04%	8.92%	12.16%	6.33%	14.07%	6.41%	9.64%	8.24%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	53	0	2	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	7	2	3	9	0	0	0	0	1	3	0	8	0	0	0	0	1	0	0	0	0	2	0	0	3	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0					
		0.21%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.29%	0.32%	0.00%	0.00%	0.00%	0.12%	0.96%	0.59%	0.27%	0.48%	0.00%	0.00%	0.00%	0.00%	0.43%	0.49%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.42%	0.42%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.14%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	46	2	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	3	1	1	4	4	0	2	0	1	1	5	1	1	0	0	0	0	1	0	0	0	2	1	0	1	1	2	0	0	0	0	0	2	2	1	0	0	0	0	0	0	1	0	0	0	0					
		0.18%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.29%	0.32%	0.00%	0.26%	0.39%	0.37%	0.14%	0.29%	0.37%	0.21%	0.00%	0.18%	0.00%	0.36%	0.43%	0.82%	0.29%	0.11%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.50%	0.12%	0.00%	0.42%	0.14%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.30%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2628	14	55	13	20	9	21	22	7	15	21	29	107	46	52	48	21	46	73	36	149	312	49	212	9	26	16	69	35	104	30	17	11	26	29	25	25	11	55	67	17	18	41	23	10	31	56	45	5	10	74	56	13	5	11	9	30	10	44	54	60	73	1					
		10.38%	8.54%	8.73%	9.15%	9.35%	7.03%	9.59%	8.53%	5.60%	7.14%	8.68%	16.29%	15.46%	14.84%	7.83%	12.34%	8.24%	5.67%	10.00%	10.62%	13.62%	16.68%	12.56%	18.73%	4.07%	9.32%	6.93%	11.27%	10.29%	11.58%	18.99%	10.97%	6.75%	8.64%	8.10%	5.49%	7.79%	10.48%	13.82%	8.14%	8.17%	7.63%	5.74%	9.62%	7.09%	11.31%	9.21%	7.75%	6.94%	4.02%	10.95%	8.72%	6.10%	5.43%	7.05%	4.35%	7.23%	3.38%	13.92%	10.27%	9.38%	10.06%	1.18%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2760	23	49	10	16	18	17	31	14	21	24	10	78	42	51	42	35	143	79	35	115	130	50	149	23	42	22	59	22	82	20	13	23	32	41	68	30	20	30	103	15	24	72	22	14	18	76	70	13	39	84	69	14	3	12	18	48	48	33	65	59	124	8					
		10.90%	14.02%	7.78%	7.04%	7.48%	14.06%	7.76%	12.02%	11.20%	10.00%	9.92%	5.62%	11.27%	13.55%	7.68%	10.80%	13.73%	17.61%	10.82%	10.32%	10.51%	6.95%	12.82%	13.16%	10.41%	15.05%	9.52%	9.64%	6.47%	9.13%	12.66%	8.39%	14.11%	10.63%	11.45%	14.95%	9.35%	19.05%	7.54%	12.52%	7.21%	10.17%	10.08%	9.21%	9.93%	6.57%	12.50%	12.05%	18.06%	15.66%	12.43%	10.75%	6.57%	3.26%	7.69%	8.70%	11.57%	16.22%	10.44%	12.36%	9.22%	17.08%	9.41%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	224	4	4	0	1	4	0	4	1	4	0	2	5	2	9	1	1	8	8	3	19	16	10	21	0	0	1	4	2	6	1	2	0	1	4	3	3	0	2	6	1	3	1	1	2	3	8	3	0	1	9	8	0	1	0	0	3	1	2	5	3	7	0					
		0.88%	2.44%	0.63%	0.00%	0.47%	3.13%	0.00%	1.55%	0.80%	1.90%	0.00%	1.12%	0.72%	0.65%	1.36%	0.26%	0.39%	0.99%	1.10%	0.88%	1.74%	0.86%	2.56%	1.86%	0.00%	0.00%	0.43%	0.65%	0.59%	0.67%	0.63%	1.29%	0.00%	0.33%	1.12%	0.66%	0.93%	0.00%	0.50%	0.73%	0.48%	1.27%	0.14%	0.42%	1.42%	1.09%	1.32%	0.52%	0.00%	0.40%	1.33%	1.25%	0.00%	1.09%	0.00%	0.00%	0.72%	0.34%	0.63%	0.95%	0.47%	0.96%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16111	103	373	99	156	76	141	159	92	145	164	117	403	151	400	251	174	487	492	220	610	1196	219	617	155	184	158	377	246	561	85	77	117	204	219	280	216	60	250	561	156	134	540	166	94	184	375	392	47	182	399	439	165	74	122	142	278	194	199	302	449	418	65					
		63.63%	62.80%	59.21%	69.72%	72.90%	59.38%	64.38%	61.63%	73.60%	69.05%	67.77%	65.73%	58.24%	48.71%	60.24%	64.52%	68.24%	59.98%	67.40%	64.90%	55.76%	63.92%	56.15%	54.51%	70.14%	65.95%	68.40%	61.60%	72.35%	62.47%	53.80%	49.68%	71.78%	67.77%	61.17%	61.54%	67.29%	57.14%	62.81%	68.17%	75.00%	56.78%	75.63%	69.46%	66.67%	67.15%	61.68%	67.47%	65.28%	73.09%	59.02%	68.38%	77.46%	80.43%	78.21%	68.60%	66.99%	65.54%	62.97%	57.41%	70.16%	57.58%	76.47%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	142	0	1	1	0	2	1	1	1	0	1	2	0	2	1	1	2	4	4	4	13	13	7	6	0	1	0	2	0	11	1	2	0	1	1	6	0	0	3	3	1	2	1	1	0	1	6	5	0	1	3	1	0	0	0	0	1	0	1	5	9	6	0					
		0.56%	0.00%	0.16%	0.70%	0.00%	1.56%	0.46%	0.39%	0.80%	0.00%	0.41%	1.12%	0.00%	0.65%	0.15%	0.26%	0.78%	0.49%	0.55%	1.18%	1.19%	0.69%	1.79%	0.53%	0.00%	0.36%	0.00%	0.33%	0.00%	1.22%	0.63%	1.29%	0.00%	0.33%	0.28%	1.32%	0.00%	0.00%	0.75%	0.36%	0.48%	0.85%	0.14%	0.42%	0.00%	0.36%	0.99%	0.86%	0.00%	0.40%	0.44%	0.16%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.32%	0.95%	1.41%	0.83%	0.00%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
