Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																										
Дата голосования: 07.12.2003 0:00:00																																																																										
																																																																										
Наименование Избирательной комиссии:    Куйтунская																																																																										
																																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																										
																																																																										
		Сумма	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862					
		0.46%	0.57%	0.25%	0.34%	0.31%	0.0%	2.51%	0.86%	0.0%	0.0%	0.72%	0.43%	0.0%	0.0%	2.59%	0.0%	0.60%	2.70%	0.0%	1.0%	0.0%	0.0%	2.04%	0.0%	0.0%	2.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.82%	0.0%	0.0%	0.25%	1.39%	0.0%	0.94%	0.0%	0.0%	0.0%	0.74%	0.0%	1.01%	2.19%	0.0%	2.94%	1.0%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.36%	1.78%	0.0%	2.17%					
23	"6. ""Объединенная Российская партия ""Русь"""	34	0	0	1	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	2	1	1	0	0	3	0	0	0	0	0	1	0	1	0	0	5	1	0	1	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0					
		0.27%	0.0%	0.0%	0.34%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.87%	0.0%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	1.02%	1.05%	0.0%	0.0%	2.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.82%	0.0%	0.0%	1.27%	0.27%	0.0%	0.31%	0.0%	0.96%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.21%	0.0%	0.27%	0.52%	1.12%	0.36%	0.0%	0.64%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	51	0	2	3	4	0	0	2	0	1	4	0	0	0	0	0	1	0	0	1	0	6	0	2	0	0	1	1	1	0	0	0	0	3	0	0	0	1	1	0	2	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	1	2	0	0	1	0	2	0					
		0.41%	0.0%	0.50%	1.03%	1.26%	0.0%	0.0%	0.86%	0.0%	0.42%	1.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.5%	0.0%	1.79%	0.0%	2.10%	0.0%	0.0%	0.68%	0.54%	2.94%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.25%	0.27%	0.0%	0.63%	0.0%	0.0%	0.57%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	1.20%	0.22%	0.0%	0.21%	0.65%	0.54%	0.0%	0.0%	0.36%	0.0%	1.29%	0.0%					
25	"8. ""Народно-республиканская партия России"""	31	0	1	2	0	0	0	0	1	0	0	1	3	0	0	1	0	0	1	2	2	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	2	0					
		0.25%	0.0%	0.25%	0.68%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.43%	3.40%	0.0%	0.0%	1.17%	0.0%	0.0%	1.23%	1.0%	2.46%	0.59%	0.0%	1.05%	4.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.55%	0.0%	0.31%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.77%	0.71%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	24	0	1	0	1	1	0	0	0	3	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0					
		0.19%	0.0%	0.25%	0.0%	0.31%	0.78%	0.0%	0.0%	0.0%	1.27%	0.0%	0.0%	1.13%	0.0%	0.0%	0.0%	1.21%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	1.47%	0.0%	0.0%	0.55%	0.0%	0.31%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	3.37%	0.0%	0.0%	0.64%	0.0%					
27	"10. ""Аграрная партия России"""	794	23	12	11	10	17	12	7	6	10	14	16	6	2	7	9	15	7	5	20	3	27	2	3	2	25	11	5	0	0	1	0	6	15	9	2	0	51	24	1	25	42	9	41	16	2	2	2	5	4	30	12	15	0	12	8	13	5	1	43	36	32	18	0	10	4	4	7					
		6.45%	6.64%	3.03%	3.79%	3.17%	13.28%	7.54%	3.03%	3.75%	4.23%	5.10%	7.01%	6.81%	2.35%	9.09%	10.58%	9.09%	9.45%	6.17%	10.0%	3.70%	8.05%	2.04%	3.15%	4.87%	10.54%	7.53%	2.73%	0.0%	0.0%	0.51%	0.0%	4.10%	2.75%	7.43%	2.94%	0.0%	13.04%	6.68%	2.94%	7.88%	12.20%	8.65%	23.42%	2.96%	2.85%	2.02%	2.19%	6.32%	5.88%	30.0%	4.54%	13.88%	0.0%	7.10%	5.75%	7.83%	1.11%	1.20%	9.18%	23.68%	8.69%	9.52%	0.0%	3.63%	7.14%	2.59%	7.60%					
28	"11. ""Истинные патриоты России"""	11	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	1.13%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.25%	0.55%	0.0%	0.0%	0.0%	0.96%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	343	13	17	9	10	5	2	7	5	11	11	1	4	1	1	7	4	8	2	3	6	3	3	1	3	9	3	4	0	7	4	0	1	7	24	4	5	17	8	2	5	12	4	5	11	3	0	1	0	1	3	4	2	1	2	2	0	15	0	11	0	4	11	1	8	1	3	1					
		2.78%	3.75%	4.30%	3.10%	3.17%	3.90%	1.25%	3.03%	3.12%	4.66%	4.01%	0.43%	4.54%	1.17%	1.29%	8.23%	2.42%	10.81%	2.46%	1.5%	7.40%	0.89%	3.06%	1.05%	7.31%	3.79%	2.05%	2.18%	0.0%	4.48%	2.06%	0.0%	0.68%	1.28%	19.83%	5.88%	7.57%	4.34%	2.22%	5.88%	1.57%	3.48%	3.84%	2.85%	2.03%	4.28%	0.0%	1.09%	0.0%	1.47%	3.0%	1.51%	1.85%	0.85%	1.18%	1.43%	0.0%	3.33%	0.0%	2.35%	0.0%	1.08%	5.82%	1.12%	2.90%	1.78%	1.94%	1.08%					
30	"13. ""Демократическая партия России"""	43	1	1	0	2	1	1	0	0	3	1	0	2	1	0	2	2	1	0	0	1	3	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	2	2	0	1	4	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0					
		0.34%	0.28%	0.25%	0.0%	0.63%	0.78%	0.62%	0.0%	0.0%	1.27%	0.36%	0.0%	2.27%	1.17%	0.0%	2.35%	1.21%	1.35%	0.0%	0.0%	1.23%	0.89%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.51%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.51%	0.55%	0.0%	0.31%	1.16%	0.0%	0.57%	0.55%	0.0%	1.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.36%	0.0%	0.64%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	26	2	1	1	0	0	1	0	0	1	2	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0					
		0.21%	0.57%	0.25%	0.34%	0.0%	0.0%	0.62%	0.0%	0.0%	0.42%	0.72%	0.0%	0.0%	1.17%	0.0%	1.17%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	1.02%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.82%	0.0%	1.51%	0.25%	0.27%	0.0%	0.0%	0.0%	0.96%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	1.78%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	17	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.13%	0.28%	0.25%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	1.13%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	1.51%	0.0%	0.27%	2.94%	0.63%	0.58%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	367	5	10	4	5	3	7	9	4	4	10	9	2	1	4	1	0	1	1	5	1	6	2	8	1	4	2	13	0	0	6	1	2	23	2	1	2	4	23	0	4	22	3	4	23	0	0	1	2	1	8	5	3	0	1	3	0	13	1	22	8	22	9	3	12	1	6	4					
		2.98%	1.44%	2.53%	1.37%	1.58%	2.34%	4.40%	3.89%	2.5%	1.69%	3.64%	3.94%	2.27%	1.17%	5.19%	1.17%	0.0%	1.35%	1.23%	2.5%	1.23%	1.79%	2.04%	8.42%	2.43%	1.68%	1.36%	7.10%	0.0%	0.0%	3.09%	3.57%	1.36%	4.22%	1.65%	1.47%	3.03%	1.02%	6.40%	0.0%	1.26%	6.39%	2.88%	2.28%	4.25%	0.0%	0.0%	1.09%	2.53%	1.47%	8.0%	1.89%	2.77%	0.0%	0.59%	2.15%	0.0%	2.88%	1.20%	4.70%	5.26%	5.97%	4.76%	3.37%	4.36%	1.78%	3.89%	4.34%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	59	1	3	2	0	0	2	0	1	6	0	1	0	0	0	0	1	0	0	0	1	1	0	2	0	0	6	1	0	0	0	0	1	2	2	1	0	1	2	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	1	3	0	1	0	2	1	0	1	2					
		0.47%	0.28%	0.75%	0.68%	0.0%	0.0%	1.25%	0.0%	0.62%	2.54%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	1.23%	0.29%	0.0%	2.10%	0.0%	0.0%	4.10%	0.54%	0.0%	0.0%	0.0%	0.0%	0.68%	0.36%	1.65%	1.47%	0.0%	0.25%	0.55%	0.0%	0.31%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	2.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.11%	1.20%	0.64%	0.0%	0.27%	0.0%	2.24%	0.36%	0.0%	0.64%	2.17%					
35	"18. ""ЛДПР"""	1859	41	59	27	38	19	23	41	16	43	34	33	3	4	9	4	19	22	18	31	21	41	7	13	10	51	26	30	7	28	26	0	25	75	31	8	9	61	46	6	37	53	17	19	104	13	22	16	17	15	23	58	12	21	27	16	43	80	9	41	15	69	25	25	34	6	14	23					
		15.11%	11.84%	14.93%	9.31%	12.06%	14.84%	14.46%	17.74%	10.0%	18.22%	12.40%	14.47%	3.40%	4.70%	11.68%	4.70%	11.51%	29.72%	22.22%	15.5%	25.92%	12.23%	7.14%	13.68%	24.39%	21.51%	17.80%	16.39%	20.58%	17.94%	13.40%	0.0%	17.12%	13.76%	25.61%	11.76%	13.63%	15.60%	12.81%	17.64%	11.67%	15.40%	16.34%	10.85%	19.25%	18.57%	22.22%	17.58%	21.51%	22.05%	23.0%	21.96%	11.11%	17.94%	15.97%	11.51%	25.90%	17.77%	10.84%	8.76%	9.86%	18.75%	13.22%	28.08%	12.36%	10.71%	9.09%	25.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	219	4	5	5	7	3	2	3	3	4	9	2	2	0	5	1	1	1	0	2	2	1	1	1	0	3	0	2	0	1	1	1	3	8	1	0	1	4	9	0	10	2	2	8	17	1	0	4	2	1	4	3	0	1	0	5	2	16	1	9	3	12	6	1	8	0	3	0					
		1.78%	1.15%	1.26%	1.72%	2.22%	2.34%	1.25%	1.29%	1.87%	1.69%	3.28%	0.87%	2.27%	0.0%	6.49%	1.17%	0.60%	1.35%	0.0%	1.0%	2.46%	0.29%	1.02%	1.05%	0.0%	1.26%	0.0%	1.09%	0.0%	0.64%	0.51%	3.57%	2.05%	1.46%	0.82%	0.0%	1.51%	1.02%	2.50%	0.0%	3.15%	0.58%	1.92%	4.57%	3.14%	1.42%	0.0%	4.39%	2.53%	1.47%	4.0%	1.13%	0.0%	0.85%	0.0%	3.59%	1.20%	3.55%	1.20%	1.92%	1.97%	3.26%	3.17%	1.12%	2.90%	0.0%	1.94%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	4565	120	125	113	102	31	50	98	51	71	94	70	27	31	17	21	70	22	24	63	9	117	60	44	7	87	63	84	16	63	125	26	61	256	23	10	29	154	94	9	141	134	46	54	196	30	51	27	17	23	15	102	32	58	74	57	67	244	48	192	29	95	56	29	87	24	79	21					
