Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																								
Дата голосования: 02.12.2007																																																																								
																																																																								
Наименование Избирательной комиссии:    Называевская																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	725	20	29	28	20	25	20	10	20	20	5	5	5	5	20	5	5	30	10	20	5	5	5	25	5	5	5	20	5	5	5	20	5	5	5	20	5	5	20	6	35	5	5	8	20	5	5	5	25	0	5	5	5	9	5	20	5	5	20	5	5	5	20	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	430	13	27	27	11	22	7	6	19	11	1	0	0	0	11	0	0	30	8	20	0	3	5	20	0	0	5	16	2	0	2	6	0	0	0	1	0	0	0	0	29	0	0	8	20	5	5	5	23	0	3	1	0	9	3	6	0	1	8	0	0	2	20	5	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	175	4	16	9	9	18	1	3	8	4	1	1	1	2	1	1	1	3	1	3	2	3	1	2	1	1	1	3	1	1	1	1	1	1	1	2	5	1	3	1	4	1	2	0	3	1	2	5	1	1	1	1	1	8	1	2	2	1	2	2	1	1	2	8	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	295	7	2	1	9	3	13	4	1	9	4	5	5	5	9	5	5	0	2	0	5	2	0	5	5	5	0	4	3	5	3	14	5	5	5	19	5	5	20	6	6	5	5	0	0	0	0	0	2	0	2	4	5	0	2	14	5	4	12	5	5	3	0	0	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	1	3	3	1	3	1	0	2	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
18	1.Политическая партия «Аграрная партия России»	412	10	13	20	10	20	6	5	13	10	3	3	3	3	22	0	2	9	5	20	1	4	10	7	1	1	5	8	3	0	0	10	2	11	6	12	2	6	19	10	21	4	1	0	1	2	0	0	21	0	5	1	1	1	7	6	0	0	8	5	8	5	5	14	0	1					
		2.68%	1.54%	1.42%	1.70%	1.35%	2.69%	1.35%	1.41%	1.68%	1.76%	3.61%	2.33%	4.23%	3.95%	3.75%	0.00%	2.60%	2.79%	2.86%	5.22%	1.08%	2.99%	7.81%	2.62%	4.55%	1.33%	3.09%	2.78%	4.11%	0.00%	0.00%	2.22%	2.47%	6.51%	5.41%	3.31%	3.51%	14.29%	6.51%	17.54%	2.74%	6.15%	1.12%	0.00%	0.41%	3.13%	0.00%	0.00%	5.75%	0.00%	5.49%	1.67%	2.00%	0.80%	6.09%	2.08%	0.00%	0.00%	2.95%	2.91%	6.96%	4.07%	1.42%	5.34%	0.00%	1.43%					
19	2.Всероссийская политическая партия «Гражданская Сила»	52	2	7	10	1	1	2	4	0	1	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1					
		0.34%	0.31%	0.76%	0.85%	0.14%	0.13%	0.45%	1.13%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.57%	0.26%	0.00%	0.00%	0.00%	0.37%	0.00%	1.33%	0.00%	1.39%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	1.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.00%	0.87%	0.35%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	1.43%					
20	3.Политическая партия «Демократическая партия России»	35	2	1	5	0	1	0	0	2	4	0	0	0	3	0	0	0	0	0	1	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0					
		0.23%	0.31%	0.11%	0.43%	0.00%	0.13%	0.00%	0.00%	0.26%	0.70%	0.00%	0.00%	0.00%	3.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	4.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.34%	1.75%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1723	86	129	128	97	70	47	28	97	47	11	3	3	5	48	3	13	19	12	73	15	19	6	19	6	2	7	33	5	3	0	37	2	7	1	22	5	9	26	14	88	3	4	6	23	6	11	9	29	2	12	11	1	11	10	87	9	0	52	8	16	50	41	72	3	2					
		11.21%	13.25%	14.08%	10.88%	13.11%	9.41%	10.54%	7.89%	12.50%	8.27%	13.25%	2.33%	4.23%	6.58%	8.18%	12.00%	16.88%	5.88%	6.86%	19.06%	16.13%	14.18%	4.69%	7.12%	27.27%	2.67%	4.32%	11.46%	6.85%	5.56%	0.00%	8.22%	2.47%	4.14%	0.90%	6.06%	8.77%	21.43%	8.90%	24.56%	11.49%	4.62%	4.49%	8.11%	9.39%	9.38%	15.28%	10.00%	7.95%	8.33%	13.19%	18.33%	2.00%	8.80%	8.70%	30.21%	18.00%	0.00%	19.19%	4.65%	13.91%	40.65%	11.68%	27.48%	4.62%	2.86%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	60	4	6	8	4	4	0	0	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	3	0	0	1	3	1	0	0	3	0	0	1	0	1	0	0	2	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	2	0	0	1	2	0	0					
		0.39%	0.62%	0.66%	0.68%	0.54%	0.54%	0.00%	0.00%	0.13%	0.53%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	1.04%	0.00%	0.00%	3.33%	0.67%	1.23%	0.00%	0.00%	0.83%	0.00%	0.00%	0.34%	0.00%	0.13%	0.00%	0.00%	2.70%	0.41%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.37%	1.16%	0.00%	0.00%	0.28%	0.76%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	19	1	2	2	1	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.12%	0.15%	0.22%	0.17%	0.14%	0.13%	0.00%	0.00%	0.13%	0.18%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.35%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1152	59	90	120	61	69	36	36	60	60	2	5	1	9	43	0	1	27	8	30	0	0	17	10	1	0	19	9	8	11	3	37	8	18	4	33	1	0	24	0	75	2	3	4	17	0	0	5	23	0	9	6	8	0	3	6	4	1	7	6	8	4	23	11	6	1					
		7.49%	9.09%	9.83%	10.20%	8.24%	9.27%	8.07%	10.14%	7.73%	10.56%	2.41%	3.88%	1.41%	11.84%	7.33%	0.00%	1.30%	8.36%	4.57%	7.83%	0.00%	0.00%	13.28%	3.75%	4.55%	0.00%	11.73%	3.13%	10.96%	20.37%	10.00%	8.22%	9.88%	10.65%	3.60%	9.09%	1.75%	0.00%	8.22%	0.00%	9.79%	3.08%	3.37%	5.41%	6.94%	0.00%	0.00%	5.56%	6.30%	0.00%	9.89%	10.00%	16.00%	0.00%	2.61%	2.08%	8.00%	1.49%	2.58%	3.49%	6.96%	3.25%	6.55%	4.20%	9.23%	1.43%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	445	16	40	27	34	26	22	14	23	20	3	0	0	5	8	0	0	14	1	9	4	1	1	8	0	0	1	12	5	1	0	10	1	2	8	7	1	0	6	0	39	0	2	2	5	0	0	0	23	0	1	1	0	1	0	7	0	0	5	8	0	1	7	5	5	3					
		2.89%	2.47%	4.37%	2.30%	4.59%	3.49%	4.93%	3.94%	2.96%	3.52%	3.61%	0.00%	0.00%	6.58%	1.36%	0.00%	0.00%	4.33%	0.57%	2.35%	4.30%	0.75%	0.78%	2.99%	0.00%	0.00%	0.62%	4.17%	6.85%	1.85%	0.00%	2.22%	1.23%	1.18%	7.21%	1.93%	1.75%	0.00%	2.05%	0.00%	5.09%	0.00%	2.25%	2.70%	2.04%	0.00%	0.00%	0.00%	6.30%	0.00%	1.10%	1.67%	0.00%	0.80%	0.00%	2.43%	0.00%	0.00%	1.85%	4.65%	0.00%	0.81%	1.99%	1.91%	7.69%	4.29%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	87	3	2	4	7	6	2	2	2	3	0	0	0	0	4	0	0	1	0	3	0	2	0	0	0	0	2	1	1	3	0	5	0	0	0	1	1	0	0	0	15	0	1	0	3	0	1	0	3	0	0	2	0	0	0	0	0	0	3	1	0	1	1	0	0	1					
		0.57%	0.46%	0.22%	0.34%	0.95%	0.81%	0.45%	0.56%	0.26%	0.53%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.31%	0.00%	0.78%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%	1.23%	0.35%	1.37%	5.56%	0.00%	1.11%	0.00%	0.00%	0.00%	0.28%	1.75%	0.00%	0.00%	0.00%	1.96%	0.00%	1.12%	0.00%	1.22%	0.00%	1.39%	0.00%	0.82%	0.00%	0.00%	3.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.58%	0.00%	0.81%	0.28%	0.00%	0.00%	1.43%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11157	454	613	820	512	530	325	262	573	409	64	118	61	51	457	22	60	245	144	237	69	100	89	220	14	67	124	212	51	36	26	344	66	130	91	276	47	25	213	31	510	53	73	59	188	56	58	76	254	22	62	37	40	111	92	169	36	66	195	141	80	61	272	154	46	58					
		72.56%	69.95%	66.92%	69.73%	69.19%	71.24%	72.87%	73.80%	73.84%	72.01%	77.11%	91.47%	85.92%	67.11%	77.85%	88.00%	77.92%	75.85%	82.29%	61.88%	74.19%	74.63%	69.53%	82.40%	63.64%	89.33%	76.54%	73.61%	69.86%	66.67%	86.67%	76.44%	81.48%	76.92%	81.98%	76.03%	82.46%	59.52%	72.95%	54.39%	66.58%	81.54%	82.02%	79.73%	76.73%	87.50%	80.56%	84.44%	69.59%	91.67%	68.13%	61.67%	80.00%	88.80%	80.00%	58.68%	72.00%	98.51%	71.96%	81.98%	69.57%	49.59%	77.49%	58.78%	70.77%	82.86%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	42	3	6	8	1	0	3	0	1	3	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0					
		0.27%	0.46%	0.66%	0.68%	0.14%	0.00%	0.67%	0.00%	0.13%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.31%	0.00%	0.00%	0.00%	0.75%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.34%	0.00%	0.13%	0.00%	0.00%	1.35%	0.41%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
