Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
Наименование Избирательной комиссии:    Орехово-Зуевская городская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2645	46	41	40	36	50	50	56	45	43	43	54	44	42	46	47	48	51	58	42	45	46	46	43	33	36	47	54	49	44	44	46	43	12	57	35	54	51	46	38	42	56	35	48	57	62	48	59	49	53	43	54	54	57	22	64	20	38	33					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2033	30	35	24	33	35	30	31	35	29	33	52	44	31	46	41	37	39	58	36	34	33	42	21	15	30	47	53	36	35	32	27	23	0	53	25	47	36	33	28	36	46	29	32	44	62	32	22	40	38	16	36	50	53	22	56	18	34	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1632	8	6	21	26	24	18	23	35	21	61	15	9	8	4	13	11	5	52	14	6	101	57	17	4	6	9	24	14	14	21	37	88	12	8	13	16	9	15	7	15	17	16	11	8	25	33	51	27	23	28	25	62	16	302	85	9	13	14					
14	Число погашенных неиспользованных открепительных удостоверений	612	16	6	16	3	15	20	25	10	14	10	2	0	11	0	6	11	12	0	6	11	13	4	22	18	6	0	1	13	9	12	19	20	12	4	10	7	15	13	10	6	10	6	16	13	0	16	37	9	15	27	18	4	4	0	8	2	4	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	3	0	1	1	0	2	0	1	1	2	3	0	4	1	0	3	1	2	0	1	1	2	1	0	1	0	1	4	2	0	3	2	0	1	1	1	2	0	1	0	0	1	2	3	3	1	2	1	1	1	2	0	0	1	1	0	1	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
18	1.Политическая партия «Аграрная партия России»	1462	29	27	34	30	15	21	31	18	23	28	31	37	17	19	28	30	23	38	26	21	23	32	25	12	27	19	26	25	28	48	35	36	2	24	19	40	34	23	18	12	26	21	28	31	51	38	31	28	21	8	10	22	31	14	31	15	8	14					
		2.73%	3.22%	3.51%	4.06%	3.85%	1.69%	2.17%	2.79%	1.99%	2.30%	2.76%	2.81%	3.90%	2.08%	1.97%	2.67%	2.86%	2.37%	3.28%	2.93%	2.82%	2.16%	3.39%	2.89%	2.03%	3.84%	2.07%	2.72%	2.76%	2.58%	5.02%	3.75%	3.59%	0.41%	2.37%	2.32%	3.68%	3.13%	2.36%	2.33%	1.41%	2.31%	2.39%	2.76%	2.70%	3.72%	3.38%	2.65%	2.86%	2.28%	1.54%	1.12%	2.10%	3.85%	2.05%	2.38%	2.77%	1.68%	2.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	597	15	4	13	10	6	6	10	6	9	6	11	17	21	10	12	7	8	13	10	11	13	12	6	8	4	3	5	6	8	15	13	8	3	13	22	17	14	12	9	14	12	9	13	16	21	13	21	11	8	4	8	7	6	11	9	8	7	3					
		1.12%	1.67%	0.52%	1.55%	1.28%	0.68%	0.62%	0.90%	0.67%	0.90%	0.59%	0.99%	1.79%	2.57%	1.04%	1.14%	0.67%	0.82%	1.12%	1.13%	1.48%	1.22%	1.27%	0.69%	1.36%	0.57%	0.33%	0.52%	0.66%	0.74%	1.57%	1.39%	0.80%	0.61%	1.28%	2.68%	1.57%	1.29%	1.23%	1.17%	1.65%	1.07%	1.03%	1.28%	1.39%	1.53%	1.16%	1.80%	1.12%	0.87%	0.77%	0.89%	0.67%	0.74%	1.61%	0.69%	1.48%	1.47%	0.48%					
20	3.Политическая партия «Демократическая партия России»	71	0	2	0	3	2	0	1	0	2	1	1	0	0	0	1	0	0	1	1	1	8	2	0	0	1	3	1	1	0	0	1	1	3	3	0	2	1	1	2	1	1	0	3	3	3	0	3	0	1	2	0	4	3	0	0	1	0	0					
		0.13%	0.00%	0.26%	0.00%	0.39%	0.23%	0.00%	0.09%	0.00%	0.20%	0.10%	0.09%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.09%	0.11%	0.13%	0.75%	0.21%	0.00%	0.00%	0.14%	0.33%	0.10%	0.11%	0.00%	0.00%	0.11%	0.10%	0.61%	0.30%	0.00%	0.18%	0.09%	0.10%	0.26%	0.12%	0.09%	0.00%	0.30%	0.26%	0.22%	0.00%	0.26%	0.00%	0.11%	0.39%	0.00%	0.38%	0.37%	0.00%	0.00%	0.18%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9044	191	135	217	153	165	204	238	181	139	169	263	147	136	174	195	181	158	207	155	132	171	145	143	90	115	135	125	128	172	162	178	151	7	191	172	169	197	161	126	159	186	111	213	163	235	145	181	201	139	49	130	147	155	89	209	74	74	106					
		16.91%	21.22%	17.53%	25.89%	19.64%	18.60%	21.07%	21.42%	20.09%	13.89%	16.65%	23.82%	15.51%	16.67%	18.03%	18.59%	17.27%	16.29%	17.84%	17.47%	17.72%	16.03%	15.34%	16.51%	15.25%	16.34%	14.74%	13.09%	14.13%	15.85%	16.93%	19.08%	15.05%	1.43%	18.85%	20.98%	15.56%	18.16%	16.55%	16.34%	18.71%	16.52%	12.66%	20.96%	14.20%	17.14%	12.89%	15.50%	20.53%	15.11%	9.46%	14.54%	14.03%	19.23%	13.03%	16.06%	13.68%	15.51%	17.04%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	475	11	5	1	3	5	5	6	6	13	7	6	8	12	8	4	10	6	16	15	5	9	12	8	4	1	10	7	12	8	10	5	6	0	10	12	14	7	12	7	6	10	8	5	10	20	10	7	7	7	8	6	5	6	5	20	5	8	16					
		0.89%	1.22%	0.65%	0.12%	0.39%	0.56%	0.52%	0.54%	0.67%	1.30%	0.69%	0.54%	0.84%	1.47%	0.83%	0.38%	0.95%	0.62%	1.38%	1.69%	0.67%	0.84%	1.27%	0.92%	0.68%	0.14%	1.09%	0.73%	1.32%	0.74%	1.04%	0.54%	0.60%	0.00%	0.99%	1.46%	1.29%	0.65%	1.23%	0.91%	0.71%	0.89%	0.91%	0.49%	0.87%	1.46%	0.89%	0.60%	0.72%	0.76%	1.54%	0.67%	0.48%	0.74%	0.73%	1.54%	0.92%	1.68%	2.57%					
23	6.Политическая партия «Партия социальной справедливости»	149	2	5	4	0	1	0	0	3	0	2	3	2	3	2	6	2	3	5	2	4	4	2	5	3	0	2	5	2	3	4	1	1	0	2	3	1	2	1	1	2	2	0	5	1	4	5	4	4	4	1	3	6	7	3	2	1	1	3					
		0.28%	0.22%	0.65%	0.48%	0.00%	0.11%	0.00%	0.00%	0.33%	0.00%	0.20%	0.27%	0.21%	0.37%	0.21%	0.57%	0.19%	0.31%	0.43%	0.23%	0.54%	0.37%	0.21%	0.58%	0.51%	0.00%	0.22%	0.52%	0.22%	0.28%	0.42%	0.11%	0.10%	0.00%	0.20%	0.37%	0.09%	0.18%	0.10%	0.13%	0.24%	0.18%	0.00%	0.49%	0.09%	0.29%	0.44%	0.34%	0.41%	0.43%	0.19%	0.34%	0.57%	0.87%	0.44%	0.15%	0.18%	0.21%	0.48%					
24	7.Политическая партия «Либерально-демократическая партия России»	4269	81	69	58	54	70	81	88	74	82	107	75	78	65	71	89	80	73	75	67	89	70	78	93	50	50	95	83	67	95	73	66	89	15	81	70	82	106	80	38	67	97	73	69	89	96	75	95	74	62	69	81	91	60	52	91	38	27	56					
		7.98%	9.00%	8.96%	6.92%	6.93%	7.89%	8.37%	7.92%	8.21%	8.19%	10.54%	6.79%	8.23%	7.97%	7.36%	8.48%	7.63%	7.53%	6.47%	7.55%	11.95%	6.56%	8.25%	10.74%	8.47%	7.10%	10.37%	8.69%	7.40%	8.76%	7.63%	7.07%	8.87%	3.05%	7.99%	8.54%	7.55%	9.77%	8.22%	4.93%	7.88%	8.61%	8.32%	6.79%	7.75%	7.00%	6.67%	8.13%	7.56%	6.74%	13.32%	9.06%	8.68%	7.44%	7.61%	6.99%	7.02%	5.66%	9.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3443	86	57	47	50	52	74	68	54	59	56	62	66	63	72	97	81	75	83	58	50	65	73	60	43	46	50	45	50	55	59	51	52	2	54	48	74	77	57	53	53	73	50	65	68	101	94	85	75	71	22	65	49	32	39	74	46	21	36					
		6.44%	9.56%	7.40%	5.61%	6.42%	5.86%	7.64%	6.12%	5.99%	5.89%	5.52%	5.62%	6.96%	7.72%	7.46%	9.25%	7.73%	7.73%	7.16%	6.54%	6.71%	6.09%	7.72%	6.93%	7.29%	6.53%	5.46%	4.71%	5.52%	5.07%	6.17%	5.47%	5.18%	0.41%	5.33%	5.85%	6.81%	7.10%	5.86%	6.87%	6.24%	6.48%	5.70%	6.40%	5.92%	7.37%	8.36%	7.28%	7.66%	7.72%	4.25%	7.27%	4.68%	3.97%	5.71%	5.69%	8.50%	4.40%	5.79%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	513	15	7	4	15	5	7	12	10	8	7	10	2	8	3	9	6	15	16	3	10	9	7	4	6	7	7	7	7	7	13	9	5	3	15	10	13	7	11	7	7	7	4	6	11	12	12	17	12	8	4	11	16	13	9	21	5	6	6					
		0.96%	1.67%	0.91%	0.48%	1.93%	0.56%	0.72%	1.08%	1.11%	0.80%	0.69%	0.91%	0.21%	0.98%	0.31%	0.86%	0.57%	1.55%	1.38%	0.34%	1.34%	0.84%	0.74%	0.46%	1.02%	0.99%	0.76%	0.73%	0.77%	0.65%	1.36%	0.96%	0.50%	0.61%	1.48%	1.22%	1.20%	0.65%	1.13%	0.91%	0.82%	0.62%	0.46%	0.59%	0.96%	0.88%	1.07%	1.46%	1.23%	0.87%	0.77%	1.23%	1.53%	1.61%	1.32%	1.61%	0.92%	1.26%	0.96%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	31775	439	433	426	445	536	539	607	518	637	603	616	568	456	583	577	616	586	658	523	404	675	549	501	364	431	562	632	562	680	547	549	621	429	579	416	635	602	588	493	505	677	583	571	721	776	693	695	539	570	335	547	633	470	442	816	337	316	364					
		59.39%	48.78%	56.23%	50.84%	57.12%	60.43%	55.68%	54.64%	57.49%	63.64%	59.41%	55.80%	59.92%	55.88%	60.41%	55.00%	58.78%	60.41%	56.72%	58.96%	54.23%	63.26%	58.10%	57.85%	61.69%	61.22%	61.35%	66.18%	62.03%	62.67%	57.16%	58.84%	61.91%	87.37%	57.16%	50.73%	58.47%	55.48%	60.43%	63.94%	59.41%	60.12%	66.48%	56.20%	62.80%	56.60%	61.60%	59.50%	55.06%	61.96%	64.67%	61.19%	60.40%	58.31%	64.71%	62.72%	62.29%	66.25%	58.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	923	18	19	19	7	15	17	27	13	21	12	17	19	15	8	17	19	9	30	14	11	12	26	13	6	10	21	9	13	21	12	13	15	2	27	27	25	23	16	13	13	24	8	27	23	31	25	16	20	14	6	13	18	14	2	18	7	5	8					
		1.73%	2.00%	2.47%	2.27%	0.90%	1.69%	1.76%	2.43%	1.44%	2.10%	1.18%	1.54%	2.00%	1.84%	0.83%	1.62%	1.81%	0.93%	2.59%	1.58%	1.48%	1.12%	2.75%	1.50%	1.02%	1.42%	2.29%	0.94%	1.43%	1.94%	1.25%	1.39%	1.50%	0.41%	2.67%	3.29%	2.30%	2.12%	1.64%	1.69%	1.53%	2.13%	0.91%	2.66%	2.00%	2.26%	2.22%	1.37%	2.04%	1.52%	1.16%	1.45%	1.72%	1.74%	0.29%	1.38%	1.29%	1.05%	1.29%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
