Выборы Президента Российской Федерации																																																																							
																																																																							
Наименование Избирательной комиссии:    Киреевская																																																																							
																																																																							
Итоги голосования 																																																																							
																																																																							
		Сумма	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151					
11	Число полученных открепительных  удостоверений	683	10	20	25	15	15	25	20	35	10	15	10	10	10	10	10	0	10	20	10	10	10	10	5	10	10	15	10	15	15	5	15	15	10	10	10	25	10	5	5	15	15	15	5	5	5	5	5	5	10	10	8	5	5	5	5	5	5	10	5	5	5	10	5	10					
12	Число выданных открепительных удостоверений	372	6	11	15	8	8	17	13	17	10	12	4	6	7	5	3	0	3	10	2	2	0	7	3	10	9	13	10	8	6	0	12	7	8	3	9	15	9	2	3	10	12	3	1	4	0	1	2	0	3	3	7	4	0	0	1	2	1	5	5	0	0	5	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	221	4	9	4	3	6	6	2	6	2	10	0	7	2	7	2	19	2	1	0	2	2	1	1	3	2	2	3	2	5	13	0	2	3	2	1	3	7	5	0	3	0	7	1	1	1	1	2	2	2	4	5	3	1	2	2	0	6	7	1	4	4	2	5	4					
14	Число неиспользованных открепительных удостоверений	311	4	9	10	7	7	8	7	18	0	3	6	4	3	5	7	0	7	10	8	8	10	3	2	0	1	2	0	7	9	5	3	8	2	7	1	10	1	3	2	5	3	12	4	1	5	4	3	5	7	7	1	1	5	5	4	3	4	5	0	5	5	5	0	5					
15	"Число открепительных удостоверений, выданных в ТИК"	12	0	4	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																							
18	. Глазьев Сергей Юрьевич	1457	10	61	32	31	25	73	47	36	34	29	24	39	42	20	18	7	15	22	41	28	30	35	16	21	32	35	30	42	28	10	22	23	26	4	27	30	28	15	1	64	60	35	15	0	12	6	4	0	4	10	6	9	6	14	5	4	10	17	32	5	2	31	12	5					
		4.14%	2.77%	6.03%	3.21%	3.32%	4.24%	6.68%	4.42%	3.45%	4.75%	4.71%	3.91%	6.15%	6.10%	4.78%	5.31%	4.86%	2.82%	4.25%	6.56%	4.42%	4.39%	5.90%	4.73%	3.32%	4.56%	4.62%	3.43%	4.95%	4.67%	9.01%	2.32%	2.41%	2.69%	1.77%	3.69%	3.69%	3.05%	4.97%	0.49%	8.76%	7.52%	5.93%	6.82%	0.00%	2.75%	2.40%	2.86%	0.00%	1.03%	2.65%	1.41%	2.72%	2.51%	5.36%	2.19%	2.90%	2.51%	1.91%	6.37%	1.39%	0.74%	5.18%	6.06%	1.75%					
19	. Малышкин Олег Александрович	776	7	28	22	26	20	27	33	30	15	11	18	7	9	6	10	5	5	14	14	19	11	7	3	15	14	16	30	14	15	4	24	19	22	3	4	30	23	4	1	15	13	12	3	1	13	4	2	3	13	12	13	2	5	5	4	1	6	27	2	10	2	12	3	8					
		2.21%	1.94%	2.77%	2.21%	2.79%	3.40%	2.47%	3.10%	2.88%	2.09%	1.79%	2.93%	1.10%	1.31%	1.44%	2.95%	3.47%	0.94%	2.70%	2.24%	3.00%	1.61%	1.18%	0.89%	2.37%	2.00%	2.11%	3.43%	1.65%	2.50%	3.60%	2.53%	1.99%	2.28%	1.33%	0.55%	3.69%	2.50%	1.32%	0.49%	2.05%	1.63%	2.03%	1.36%	0.62%	2.98%	1.60%	1.43%	1.79%	3.35%	3.17%	3.05%	0.60%	2.09%	1.92%	1.75%	0.72%	1.50%	3.03%	0.40%	2.79%	0.74%	2.00%	1.52%	2.81%					
20	. Миронов Сергей Михайлович	206	1	10	11	3	6	5	12	4	2	2	8	1	3	4	1	2	1	3	6	1	5	3	1	9	6	3	9	2	1	1	3	3	8	0	4	3	4	1	1	4	4	4	4	0	4	4	0	0	1	1	4	1	2	5	1	1	0	5	0	1	1	4	0	2					
		0.59%	0.28%	0.99%	1.10%	0.32%	1.02%	0.46%	1.13%	0.38%	0.28%	0.32%	1.30%	0.16%	0.44%	0.96%	0.29%	1.39%	0.19%	0.58%	0.96%	0.16%	0.73%	0.51%	0.30%	1.42%	0.86%	0.40%	1.03%	0.24%	0.17%	0.90%	0.32%	0.31%	0.83%	0.00%	0.55%	0.37%	0.44%	0.33%	0.49%	0.55%	0.50%	0.68%	1.82%	0.00%	0.92%	1.60%	0.00%	0.00%	0.26%	0.26%	0.94%	0.30%	0.84%	1.92%	0.44%	0.72%	0.00%	0.56%	0.00%	0.28%	0.37%	0.67%	0.00%	0.70%					
21	. Путин Владимир Владимирович	22270	226	612	644	623	340	727	633	680	413	389	366	379	446	276	230	104	347	313	379	428	396	355	194	364	415	442	554	527	314	73	617	610	614	185	457	451	521	191	147	444	452	302	129	118	300	173	98	125	275	260	319	239	149	169	172	76	306	617	297	279	211	417	146	215					
		63.35%	62.60%	60.47%	64.59%	66.77%	57.72%	66.51%	59.55%	65.26%	57.68%	63.15%	59.61%	59.78%	64.73%	66.03%	67.85%	72.22%	65.35%	60.42%	60.64%	67.51%	57.89%	59.87%	57.40%	57.50%	59.20%	58.31%	63.39%	62.15%	52.33%	65.77%	64.95%	64.01%	63.63%	81.86%	62.52%	55.54%	56.69%	63.25%	72.41%	60.74%	56.64%	51.19%	58.64%	73.29%	68.81%	69.20%	70.00%	74.40%	70.88%	68.78%	74.88%	72.21%	62.34%	64.75%	75.44%	55.07%	76.69%	69.25%	59.16%	77.72%	78.44%	69.62%	73.74%	75.44%					
22	. Хакамада Ирина Муцуовна	857	9	21	41	19	23	43	38	40	20	16	13	20	12	7	9	2	11	5	22	12	14	10	5	24	22	19	27	32	12	4	24	15	20	3	25	17	26	9	1	14	18	13	1	3	3	6	5	8	4	4	8	10	2	3	5	1	6	13	8	7	1	9	10	3					
		2.44%	2.49%	2.08%	4.11%	2.04%	3.90%	3.93%	3.57%	3.84%	2.79%	2.60%	2.12%	3.15%	1.74%	1.67%	2.65%	1.39%	2.07%	0.97%	3.52%	1.89%	2.05%	1.69%	1.48%	3.79%	3.14%	2.51%	3.09%	3.77%	2.00%	3.60%	2.53%	1.57%	2.07%	1.33%	3.42%	2.09%	2.83%	2.98%	0.49%	1.92%	2.26%	2.20%	0.45%	1.86%	0.69%	2.40%	3.57%	4.76%	1.03%	1.06%	1.88%	3.02%	0.84%	1.15%	2.19%	0.72%	1.50%	1.46%	1.59%	1.95%	0.37%	1.50%	5.05%	1.05%					
23	. Харитонов Николай Михайлович	7737	72	216	200	196	141	169	247	198	199	151	151	150	142	80	67	22	134	140	138	104	198	160	101	156	169	193	162	178	183	17	220	240	204	26	170	244	252	62	45	153	213	181	49	34	101	47	26	26	79	65	65	48	59	55	39	42	51	143	132	49	41	87	16	39					
		22.01%	19.94%	21.34%	20.06%	21.01%	23.94%	15.46%	23.24%	19.00%	27.79%	24.51%	24.59%	23.66%	20.61%	19.14%	19.76%	15.28%	25.24%	27.03%	22.08%	16.40%	28.95%	26.98%	29.88%	24.64%	24.11%	25.46%	18.54%	20.99%	30.50%	15.32%	23.16%	25.18%	21.14%	11.50%	23.26%	30.05%	27.42%	20.53%	22.17%	20.93%	26.69%	30.68%	22.27%	21.12%	23.17%	18.80%	18.57%	15.48%	20.36%	17.20%	15.26%	14.50%	24.69%	21.07%	17.11%	30.43%	12.78%	16.05%	26.29%	13.65%	15.24%	14.52%	8.08%	13.68%					
																																																																							
24	Против всех	1551	36	57	39	27	28	41	49	46	29	14	29	36	33	21	3	2	18	15	24	40	22	21	12	34	39	46	56	42	44	1	33	39	35	3	32	32	51	17	4	33	33	38	17	1	3	3	5	4	10	20	11	15	16	3	2	11	14	65	31	5	11	26	11	13					
		4.41%	9.97%	5.63%	3.91%	2.89%	4.75%	3.75%	4.61%	4.41%	4.05%	2.27%	4.72%	5.68%	4.79%	5.02%	0.88%	1.39%	3.39%	2.90%	3.84%	6.31%	3.22%	3.54%	3.55%	5.37%	5.56%	6.07%	6.41%	4.95%	7.33%	0.90%	3.47%	4.09%	3.63%	1.33%	4.38%	3.94%	5.55%	5.63%	1.97%	4.51%	4.14%	6.44%	7.73%	0.62%	0.69%	1.20%	3.57%	2.38%	2.58%	5.29%	2.58%	4.53%	6.69%	1.15%	0.88%	7.97%	3.51%	7.30%	6.18%	1.39%	4.09%	4.34%	5.56%	4.56%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
