Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Лазаревская г.Сочи																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426	УИК №4427	УИК №4428	УИК №4429	УИК №4430	УИК №4431	УИК №4432	УИК №4433	УИК №4434	УИК №4435	УИК №4436	УИК №4437	УИК №4438	УИК №4439	УИК №4440	УИК №4441	УИК №4442	УИК №4443	УИК №4444	УИК №4445	УИК №4446	УИК №4447	УИК №4448	УИК №4449	УИК №4450	УИК №4451	УИК №4452	УИК №4453					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	975	5	5	10	5	30	5	30	5	25	5	40	5	30	25	30	35	25	30	30	10	5	25	30	10	10	30	30	10	20	25	10	20	20	20	30	5	35	30	20	10	35	20	20	20	20	5	5	20	5	20	5	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	281	1	1	7	2	8	1	8	4	4	0	11	0	13	7	11	20	7	5	7	2	3	4	6	10	0	0	9	7	7	8	1	6	2	1	8	1	2	2	2	3	12	7	14	5	13	3	2	0	0	6	3	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1090	2	1	0	8	4	2	39	23	2	0	24	111	18	6	7	48	6	9	20	1	9	0	5	55	14	3	3	23	4	1	2	1	1	1	2	1	11	124	39	5	413	3	4	4	11	3	1	0	8	1	2	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	694	4	4	3	3	22	4	22	1	21	5	29	5	17	18	19	15	18	25	23	8	2	21	24	0	10	30	21	3	13	17	9	14	18	19	22	4	33	28	18	7	23	13	6	15	7	2	3	20	5	14	2	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	684	1	3	7	1	8	3	13	8	13	1	43	17	34	22	24	30	12	13	23	1	11	15	5	15	3	12	21	18	16	10	3	11	3	7	14	4	11	19	9	6	51	8	30	29	23	2	1	11	4	8	10	11	6					
		1.95%	0.58%	1.80%	1.86%	0.40%	1.40%	0.87%	1.56%	2.67%	2.43%	1.10%	3.28%	3.02%	2.82%	2.98%	2.13%	2.51%	1.78%	1.87%	2.14%	0.24%	1.69%	3.00%	0.63%	2.58%	0.69%	2.49%	2.57%	3.83%	3.53%	1.99%	0.48%	1.68%	0.66%	1.42%	1.25%	0.99%	1.12%	1.83%	1.87%	1.52%	2.41%	1.62%	2.38%	2.45%	1.79%	0.61%	0.17%	1.25%	2.00%	1.47%	1.73%	1.91%	5.61%					
19	2.Всероссийская политическая партия «Гражданская Сила»	351	2	1	0	1	1	1	7	5	0	0	2	8	20	9	18	6	9	4	13	4	5	5	3	6	3	3	11	7	1	3	2	14	3	6	11	2	12	15	7	2	25	6	19	13	22	6	1	3	4	5	4	10	1					
		1.00%	1.16%	0.60%	0.00%	0.40%	0.18%	0.29%	0.84%	1.67%	0.00%	0.00%	0.15%	1.42%	1.66%	1.22%	1.60%	0.50%	1.33%	0.58%	1.21%	0.97%	0.77%	1.00%	0.38%	1.03%	0.69%	0.62%	1.35%	1.49%	0.22%	0.60%	0.32%	2.14%	0.66%	1.22%	0.98%	0.50%	1.23%	1.44%	1.46%	0.51%	1.18%	1.21%	1.51%	1.10%	1.71%	1.83%	0.17%	0.34%	2.00%	0.92%	0.69%	1.74%	0.93%					
20	3.Политическая партия «Демократическая партия России»	59	0	0	1	1	1	1	0	0	1	0	2	1	3	1	4	1	1	1	1	0	1	2	2	0	2	0	2	1	1	0	0	1	1	1	0	0	1	0	1	1	7	0	3	2	3	2	0	1	0	1	2	0	1					
		0.17%	0.00%	0.00%	0.27%	0.40%	0.18%	0.29%	0.00%	0.00%	0.19%	0.00%	0.15%	0.18%	0.25%	0.14%	0.36%	0.08%	0.15%	0.14%	0.09%	0.00%	0.15%	0.40%	0.25%	0.00%	0.46%	0.00%	0.24%	0.21%	0.22%	0.00%	0.00%	0.15%	0.22%	0.20%	0.00%	0.00%	0.10%	0.00%	0.21%	0.25%	0.33%	0.00%	0.24%	0.17%	0.23%	0.61%	0.00%	0.11%	0.00%	0.18%	0.35%	0.00%	0.93%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3652	19	22	137	22	52	45	75	30	93	15	126	83	133	106	93	142	58	47	108	41	57	34	55	125	41	79	119	66	48	49	35	96	46	29	72	27	68	139	40	27	297	41	116	97	106	25	37	76	9	39	48	50	12					
		10.41%	11.05%	13.17%	36.44%	8.76%	9.11%	13.04%	8.98%	10.00%	17.42%	16.48%	9.61%	14.77%	11.05%	14.36%	8.27%	11.87%	8.58%	6.77%	10.06%	9.98%	8.77%	6.80%	6.91%	21.48%	9.47%	16.42%	14.57%	14.04%	10.60%	9.76%	5.64%	14.66%	10.13%	5.88%	6.42%	6.73%	6.95%	13.37%	8.32%	6.85%	14.02%	8.28%	9.21%	8.21%	8.25%	7.62%	6.46%	8.63%	4.50%	7.16%	8.32%	8.68%	11.21%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	296	2	0	1	1	0	1	8	23	7	0	28	8	14	3	31	9	4	5	8	5	10	2	6	6	0	0	3	4	8	10	0	2	3	0	5	4	3	5	0	1	17	7	10	7	10	3	6	4	1	0	1	0	0					
		0.84%	1.16%	0.00%	0.27%	0.40%	0.00%	0.29%	0.96%	7.67%	1.31%	0.00%	2.14%	1.42%	1.16%	0.41%	2.76%	0.75%	0.59%	0.72%	0.74%	1.22%	1.54%	0.40%	0.75%	1.03%	0.00%	0.00%	0.37%	0.85%	1.77%	1.99%	0.00%	0.31%	0.66%	0.00%	0.45%	0.99%	0.31%	0.48%	0.00%	0.25%	0.80%	1.41%	0.79%	0.59%	0.78%	0.91%	1.05%	0.45%	0.50%	0.00%	0.17%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	72	0	0	1	0	0	1	1	2	0	0	2	0	1	2	1	0	2	3	3	0	2	3	3	2	1	4	1	2	1	1	1	0	2	3	1	1	2	3	0	0	5	1	1	1	5	0	0	2	0	0	4	0	1					
		0.21%	0.00%	0.00%	0.27%	0.00%	0.00%	0.29%	0.12%	0.67%	0.00%	0.00%	0.15%	0.00%	0.08%	0.27%	0.09%	0.00%	0.30%	0.43%	0.28%	0.00%	0.31%	0.60%	0.38%	0.34%	0.23%	0.83%	0.12%	0.43%	0.22%	0.20%	0.16%	0.00%	0.44%	0.61%	0.09%	0.25%	0.20%	0.29%	0.00%	0.00%	0.24%	0.20%	0.08%	0.08%	0.39%	0.00%	0.00%	0.23%	0.00%	0.00%	0.69%	0.00%	0.93%					
24	7.Политическая партия «Либерально-демократическая партия России»	2809	10	7	7	24	18	20	74	18	51	1	156	46	116	72	105	123	68	90	106	54	56	57	63	58	23	6	69	43	32	38	11	24	22	13	40	16	70	73	37	31	183	51	131	118	138	36	21	25	28	56	29	36	9					
		8.01%	5.81%	4.19%	1.86%	9.56%	3.15%	5.80%	8.86%	6.00%	9.55%	1.10%	11.90%	8.19%	9.63%	9.76%	9.33%	10.28%	10.06%	12.97%	9.87%	13.14%	8.62%	11.40%	7.91%	9.97%	5.31%	1.25%	8.45%	9.15%	7.06%	7.57%	1.77%	3.66%	4.85%	2.64%	3.57%	3.99%	7.16%	7.02%	7.69%	7.87%	8.64%	10.30%	10.40%	9.98%	10.74%	10.98%	3.66%	2.84%	14.00%	10.28%	5.03%	6.25%	8.41%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3746	10	19	32	43	48	53	120	19	50	40	125	67	126	71	108	127	70	70	109	35	46	49	48	72	54	28	86	62	46	73	20	72	47	74	119	29	118	142	61	24	269	41	171	164	143	26	15	111	7	55	69	57	6					
		10.68%	5.81%	11.38%	8.51%	17.13%	8.41%	15.36%	14.37%	6.33%	9.36%	43.96%	9.53%	11.92%	10.47%	9.62%	9.60%	10.62%	10.36%	10.09%	10.15%	8.52%	7.08%	9.80%	6.03%	12.37%	12.47%	5.82%	10.53%	13.19%	10.15%	14.54%	3.22%	10.99%	10.35%	15.01%	10.61%	7.23%	12.07%	13.65%	12.68%	6.09%	12.69%	8.28%	13.57%	13.87%	11.13%	7.93%	2.62%	12.60%	3.50%	10.09%	11.96%	9.90%	5.61%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	293	0	0	8	2	1	1	4	0	3	0	13	4	14	5	7	10	6	5	14	4	5	6	6	4	3	4	10	2	7	6	3	5	3	4	6	2	12	7	7	7	17	4	7	15	11	2	5	10	5	4	0	1	2					
		0.84%	0.00%	0.00%	2.13%	0.80%	0.18%	0.29%	0.48%	0.00%	0.56%	0.00%	0.99%	0.71%	1.16%	0.68%	0.62%	0.84%	0.89%	0.72%	1.30%	0.97%	0.77%	1.20%	0.75%	0.69%	0.69%	0.83%	1.22%	0.43%	1.55%	1.20%	0.48%	0.76%	0.66%	0.81%	0.53%	0.50%	1.23%	0.67%	1.46%	1.78%	0.80%	0.81%	0.56%	1.27%	0.86%	0.61%	0.87%	1.14%	2.50%	0.73%	0.00%	0.17%	1.87%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21748	126	112	153	148	342	209	507	185	300	32	753	306	702	413	692	694	409	444	632	255	445	309	575	282	284	314	474	246	276	294	534	394	304	338	785	305	644	615	309	280	1183	319	734	702	759	213	472	592	132	363	395	398	65					
		61.99%	73.26%	67.07%	40.69%	58.96%	59.89%	60.58%	60.72%	61.67%	56.18%	35.16%	57.44%	54.45%	58.31%	55.96%	61.51%	58.03%	60.50%	63.98%	58.85%	62.04%	68.46%	61.80%	72.24%	48.45%	65.59%	65.28%	58.02%	52.34%	60.93%	58.57%	85.99%	60.15%	66.96%	68.56%	69.96%	76.06%	65.85%	59.13%	64.24%	71.07%	55.83%	64.44%	58.25%	59.39%	59.07%	64.94%	82.37%	67.20%	66.00%	66.61%	68.46%	69.10%	60.75%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	484	1	2	9	3	4	1	11	4	5	0	22	13	29	13	16	28	10	8	21	3	7	14	10	8	5	6	8	3	7	6	7	13	3	6	4	0	14	12	7	4	56	2	14	11	30	8	2	6	0	2	1	4	1					
		1.38%	0.58%	1.20%	2.39%	1.20%	0.70%	0.29%	1.32%	1.33%	0.94%	0.00%	1.68%	2.31%	2.41%	1.76%	1.42%	2.34%	1.48%	1.15%	1.96%	0.73%	1.08%	2.80%	1.26%	1.37%	1.15%	1.25%	0.98%	0.64%	1.55%	1.20%	1.13%	1.98%	0.66%	1.22%	0.36%	0.00%	1.43%	1.15%	1.46%	1.02%	2.64%	0.40%	1.11%	0.93%	2.33%	2.44%	0.35%	0.68%	0.00%	0.37%	0.17%	0.69%	0.93%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
