Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Киреевская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	853	12	10	19	21	19	8	27	26	21	20	14	9	10	11	19	0	13	18	17	15	12	16	15	11	5	10	18	18	35	33	18	30	30	3	25	20	10	12	5	5	3	3	3	3	4	7	8	4	18	10	22	20	29	4	14	8	8	18	8	3	8	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	840	12	10	19	21	19	8	22	24	20	20	14	9	10	11	19	0	13	18	15	15	12	16	15	11	5	10	18	18	35	33	18	30	30	3	25	20	10	12	4	5	3	3	3	3	4	6	8	4	18	10	22	20	29	3	14	8	8	18	8	3	8	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	385	9	7	11	7	8	7	14	11	13	2	20	5	11	6	19	6	5	4	1	4	3	2	4	4	3	8	2	5	6	7	7	11	20	4	5	8	8	6	4	3	3	3	6	3	2	3	1	1	1	10	5	6	3	3	8	10	5	3	5	4	4	6					
14	Число погашенных неиспользованных открепительных удостоверений	13	0	0	0	0	0	0	5	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	90	4	4	13	6	3	2	9	9	5	3	6	7	1	0	2	0	2	0	3	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	667	11	10	19	17	11	7	22	21	27	11	11	10	14	16	9	0	14	5	7	7	9	12	13	13	5	16	16	18	22	17	10	23	36	2	19	23	21	14	5	1	10	3	2	13	1	1	4	5	16	14	9	6	3	2	4	3	0	2	8	2	4	11					
		1.84%	3.11%	1.50%	2.79%	1.86%	1.21%	1.25%	1.95%	2.05%	2.60%	1.49%	1.73%	1.64%	2.01%	1.94%	1.47%	0.00%	1.57%	0.72%	1.17%	1.42%	1.55%	1.52%	1.95%	2.06%	1.62%	2.14%	2.40%	2.45%	2.48%	1.78%	1.77%	1.43%	2.27%	0.91%	2.38%	2.83%	3.87%	1.84%	2.09%	0.29%	3.13%	1.57%	1.07%	2.80%	0.58%	0.68%	1.98%	1.11%	2.64%	2.62%	2.26%	1.47%	0.99%	0.87%	1.29%	1.08%	0.00%	0.68%	0.90%	0.73%	2.86%	2.17%					
19	2.Всероссийская политическая партия «Гражданская Сила»	202	3	6	3	9	7	7	7	6	8	4	1	4	7	8	6	1	0	1	1	1	5	4	3	1	1	7	3	6	8	6	4	3	8	0	2	7	4	3	0	1	0	0	10	0	4	0	1	2	1	0	1	1	1	4	2	0	3	2	0	0	0	4					
		0.56%	0.85%	0.90%	0.44%	0.99%	0.77%	1.25%	0.62%	0.59%	0.77%	0.54%	0.16%	0.65%	1.00%	0.97%	0.98%	0.37%	0.00%	0.14%	0.17%	0.20%	0.86%	0.51%	0.45%	0.16%	0.32%	0.94%	0.45%	0.82%	0.90%	0.63%	0.71%	0.19%	0.51%	0.00%	0.25%	0.86%	0.74%	0.39%	0.00%	0.29%	0.00%	0.00%	5.35%	0.00%	2.34%	0.00%	0.50%	0.44%	0.16%	0.00%	0.25%	0.25%	0.33%	1.74%	0.65%	0.00%	1.55%	0.68%	0.00%	0.00%	0.00%	0.79%					
20	3.Политическая партия «Демократическая партия России»	40	0	0	0	0	1	1	0	2	1	0	1	1	0	0	0	0	0	0	0	2	2	2	1	0	1	1	1	2	0	2	0	2	3	0	2	2	3	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0					
		0.11%	0.00%	0.00%	0.00%	0.00%	0.11%	0.18%	0.00%	0.20%	0.10%	0.00%	0.16%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.34%	0.25%	0.15%	0.00%	0.32%	0.13%	0.15%	0.27%	0.00%	0.21%	0.00%	0.12%	0.19%	0.00%	0.25%	0.25%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.68%	0.00%	0.00%	0.16%	0.19%	0.25%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4828	38	66	89	129	109	105	126	142	141	124	93	108	96	95	94	31	173	86	82	100	94	89	143	93	34	129	134	134	116	153	95	186	154	13	135	178	111	74	22	24	13	10	31	37	14	10	14	49	60	37	24	38	13	19	22	34	18	32	108	31	25	51					
		13.32%	10.73%	9.91%	13.07%	14.14%	12.02%	18.75%	11.19%	13.89%	13.56%	16.82%	14.62%	17.68%	13.75%	11.52%	15.38%	11.61%	19.46%	12.45%	13.71%	20.24%	16.18%	11.28%	21.44%	14.76%	11.00%	17.27%	20.09%	18.26%	13.08%	15.99%	16.84%	11.57%	9.73%	5.91%	16.94%	21.92%	20.44%	9.74%	9.21%	7.06%	4.08%	5.24%	16.58%	7.96%	8.19%	6.85%	6.93%	10.84%	9.88%	6.93%	6.02%	9.34%	4.30%	8.26%	7.10%	12.27%	9.28%	10.81%	12.18%	11.27%	17.86%	10.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	173	6	3	5	10	5	6	7	3	7	10	6	3	0	4	4	1	11	6	0	0	1	1	4	1	1	3	8	5	6	4	0	1	7	0	6	3	1	0	2	0	2	0	1	1	0	0	1	3	0	3	0	0	0	9	0	1	0	0	1	0	0	0					
		0.48%	1.69%	0.45%	0.73%	1.10%	0.55%	1.07%	0.62%	0.29%	0.67%	1.36%	0.94%	0.49%	0.00%	0.48%	0.65%	0.37%	1.24%	0.87%	0.00%	0.00%	0.17%	0.13%	0.60%	0.16%	0.32%	0.40%	1.20%	0.68%	0.68%	0.42%	0.00%	0.06%	0.44%	0.00%	0.75%	0.37%	0.18%	0.00%	0.84%	0.00%	0.63%	0.00%	0.53%	0.22%	0.00%	0.00%	0.50%	0.66%	0.00%	0.56%	0.00%	0.00%	0.00%	3.91%	0.00%	0.36%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	70	1	1	0	4	2	1	3	3	1	2	1	1	1	0	0	2	0	1	1	0	1	0	3	4	0	6	0	0	1	5	3	1	0	0	1	1	1	0	0	1	0	1	1	0	0	2	1	2	1	0	1	1	1	0	0	0	0	0	4	0	0	2					
		0.19%	0.28%	0.15%	0.00%	0.44%	0.22%	0.18%	0.27%	0.29%	0.10%	0.27%	0.16%	0.16%	0.14%	0.00%	0.00%	0.75%	0.00%	0.14%	0.17%	0.00%	0.17%	0.00%	0.45%	0.63%	0.00%	0.80%	0.00%	0.00%	0.11%	0.52%	0.53%	0.06%	0.00%	0.00%	0.13%	0.12%	0.18%	0.00%	0.00%	0.29%	0.00%	0.52%	0.53%	0.00%	0.00%	1.37%	0.50%	0.44%	0.16%	0.00%	0.25%	0.25%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.40%					
24	7.Политическая партия «Либерально-демократическая партия России»	2154	20	65	58	49	56	42	73	64	76	45	35	47	33	52	34	22	34	34	29	40	37	43	39	40	11	46	43	53	63	53	25	85	102	9	57	41	29	68	9	8	13	7	7	22	11	4	10	26	20	24	33	25	15	9	14	11	12	23	42	20	6	31					
		5.94%	5.65%	9.76%	8.52%	5.37%	6.17%	7.50%	6.48%	6.26%	7.31%	6.11%	5.50%	7.69%	4.73%	6.30%	5.56%	8.24%	3.82%	4.92%	4.85%	8.10%	6.37%	5.45%	5.85%	6.35%	3.56%	6.16%	6.45%	7.22%	7.10%	5.54%	4.43%	5.29%	6.44%	4.09%	7.15%	5.05%	5.34%	8.95%	3.77%	2.35%	4.08%	3.66%	3.74%	4.73%	6.43%	2.74%	4.95%	5.75%	3.29%	4.49%	8.27%	6.14%	4.97%	3.91%	4.52%	3.97%	6.19%	7.77%	4.74%	7.27%	4.29%	6.13%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2779	27	64	60	114	92	35	148	126	117	89	68	53	71	56	57	16	76	103	31	28	35	41	49	65	37	53	58	68	76	122	37	90	82	8	56	51	36	31	11	16	6	10	7	32	7	4	5	20	35	20	16	24	19	8	13	8	7	10	40	8	5	22					
		7.66%	7.63%	9.61%	8.81%	12.50%	10.14%	6.25%	13.14%	12.33%	11.25%	12.08%	10.69%	8.67%	10.17%	6.79%	9.33%	5.99%	8.55%	14.91%	5.18%	5.67%	6.02%	5.20%	7.35%	10.32%	11.97%	7.10%	8.70%	9.26%	8.57%	12.75%	6.56%	5.60%	5.18%	3.64%	7.03%	6.28%	6.63%	4.08%	4.60%	4.71%	1.88%	5.24%	3.74%	6.88%	4.09%	2.74%	2.48%	4.42%	5.77%	3.75%	4.01%	5.90%	6.29%	3.48%	4.19%	2.89%	3.61%	3.38%	4.51%	2.91%	3.57%	4.35%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	556	7	9	12	19	19	8	20	20	17	19	10	10	14	16	10	4	13	18	10	12	15	12	8	14	9	10	4	4	5	10	8	14	5	2	7	13	6	2	0	6	2	1	4	2	0	2	1	4	13	5	4	3	1	2	3	0	1	0	60	5	1	21					
		1.53%	1.98%	1.35%	1.76%	2.08%	2.09%	1.43%	1.78%	1.96%	1.63%	2.58%	1.57%	1.64%	2.01%	1.94%	1.64%	1.50%	1.46%	2.60%	1.67%	2.43%	2.58%	1.52%	1.20%	2.22%	2.91%	1.34%	0.60%	0.54%	0.56%	1.04%	1.42%	0.87%	0.32%	0.91%	0.88%	1.60%	1.10%	0.26%	0.00%	1.76%	0.63%	0.52%	2.14%	0.43%	0.00%	1.37%	0.50%	0.88%	2.14%	0.94%	1.00%	0.74%	0.33%	0.87%	0.97%	0.00%	0.52%	0.00%	6.76%	1.82%	0.71%	4.15%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	24067	233	419	417	524	592	326	698	616	627	415	393	364	447	562	387	177	562	424	428	295	375	578	390	390	199	465	393	430	570	569	374	1107	1161	184	490	474	322	556	185	278	273	158	117	358	133	119	165	338	443	428	307	302	246	172	245	220	152	225	608	207	97	358					
		66.38%	65.82%	62.91%	61.23%	57.46%	65.27%	58.21%	61.99%	60.27%	60.29%	56.31%	61.79%	59.57%	64.04%	68.12%	63.34%	66.29%	63.22%	61.36%	71.57%	59.72%	64.54%	73.26%	58.47%	61.90%	64.40%	62.25%	58.92%	58.58%	64.26%	59.46%	66.31%	68.84%	73.34%	83.64%	61.48%	58.37%	59.30%	73.16%	77.41%	81.76%	85.58%	82.72%	62.57%	76.99%	77.78%	81.51%	81.68%	74.78%	72.98%	80.15%	76.94%	74.20%	81.46%	74.78%	79.03%	79.42%	78.35%	76.01%	68.55%	75.27%	69.29%	70.75%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	335	3	12	10	26	5	14	13	15	9	11	11	6	5	11	5	0	1	5	7	6	5	1	9	5	3	9	7	9	12	8	4	18	4	1	12	8	7	4	3	2	0	1	4	0	1	0	0	0	5	2	0	4	1	2	1	0	1	1	3	2	1	0					
		0.92%	0.85%	1.80%	1.47%	2.85%	0.55%	2.50%	1.15%	1.47%	0.87%	1.49%	1.73%	0.98%	0.72%	1.33%	0.82%	0.00%	0.11%	0.72%	1.17%	1.21%	0.86%	0.13%	1.35%	0.79%	0.97%	1.20%	1.05%	1.23%	1.35%	0.84%	0.71%	1.12%	0.25%	0.45%	1.51%	0.99%	1.29%	0.53%	1.26%	0.59%	0.00%	0.52%	2.14%	0.00%	0.58%	0.00%	0.00%	0.00%	0.82%	0.37%	0.00%	0.98%	0.33%	0.87%	0.32%	0.00%	0.52%	0.34%	0.34%	0.73%	0.71%	0.00%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
