Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
"Наименование Избирательной комиссии:    Пенза, Железнодорожная"																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №728									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1396	32	15	15	32	37	39	37	44	25	37	39	30	35	15	15	20	20	30	15	27	29	15	20	42	27	52	27	32	37	15	28	15	15	15	32	20	30	30	35	37	35	55	42	20	40	15	15	15	15	32									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1109	23	12	12	28	32	36	30	31	20	32	28	21	26	11	11	20	18	28	13	21	24	14	17	36	21	38	14	24	29	13	24	10	13	10	29	14	20	18	32	25	28	54	34	16	31	8	11	13	11	25									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1003	18	10	19	4	6	9	11	14	15	20	20	202	15	9	17	29	2	11	7	5	17	9	14	1	30	19	21	5	16	11	6	2	20	8	14	7	14	9	10	7	12	18	12	124	13	4	14	51	42	30									
14	Число погашенных неиспользованных открепительных удостоверений	287	9	3	3	4	5	3	7	13	5	5	11	9	9	4	4	0	2	2	2	6	5	1	3	6	6	14	13	8	8	2	4	5	2	5	3	6	10	12	3	12	7	1	8	4	9	7	4	2	4	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	106	1	4	1	0	0	0	4	3	0	4	2	1	3	2	1	3	2	1	2	2	1	1	5	2	4	2	2	0	2	3	4	1	2	0	2	1	1	0	2	2	8	3	2	4	5	2	1	3	1	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	562	10	2	13	14	9	15	15	16	8	13	16	14	10	5	11	8	10	16	10	5	11	13	12	6	16	13	11	8	5	12	12	12	6	13	6	7	6	8	28	9	19	9	14	18	18	4	11	10	13	12									
		1.38%	0.88%	0.50%	2.08%	1.34%	0.70%	1.32%	1.55%	1.92%	0.83%	1.55%	1.36%	1.76%	2.16%	0.60%	1.22%	0.82%	0.99%	2.49%	0.95%	0.52%	1.38%	1.78%	1.69%	0.68%	1.60%	1.44%	1.46%	0.69%	0.51%	1.54%	1.62%	1.83%	1.01%	2.31%	0.77%	1.57%	1.20%	1.54%	3.32%	1.18%	2.69%	0.96%	1.65%	2.05%	2.31%	1.18%	1.48%	1.24%	1.79%	1.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1060	13	11	9	31	14	42	23	23	33	20	16	21	12	12	26	19	19	21	14	15	23	21	22	36	27	31	23	20	10	15	29	15	16	27	30	22	22	11	20	21	17	16	33	11	38	5	26	20	31	28									
		2.60%	1.15%	2.73%	1.44%	2.97%	1.09%	3.69%	2.38%	2.76%	3.41%	2.38%	1.36%	2.64%	2.59%	1.45%	2.88%	1.95%	1.87%	3.27%	1.33%	1.57%	2.89%	2.87%	3.11%	4.05%	2.71%	3.43%	3.06%	1.74%	1.01%	1.92%	3.91%	2.29%	2.68%	4.80%	3.87%	4.93%	4.41%	2.11%	2.37%	2.76%	2.41%	1.71%	3.89%	1.25%	4.88%	1.47%	3.51%	2.48%	4.27%	3.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	725	12	10	2	14	5	26	23	12	16	25	25	12	13	7	11	7	10	16	22	8	16	14	23	16	12	21	18	19	17	12	17	11	15	8	6	4	7	9	12	15	14	27	28	19	12	5	21	22	13	16									
		1.78%	1.06%	2.48%	0.32%	1.34%	0.39%	2.28%	2.38%	1.44%	1.65%	2.98%	2.13%	1.51%	2.81%	0.85%	1.22%	0.72%	0.99%	2.49%	2.10%	0.84%	2.01%	1.91%	3.25%	1.80%	1.20%	2.32%	2.39%	1.65%	1.72%	1.54%	2.29%	1.68%	2.51%	1.42%	0.77%	0.90%	1.40%	1.73%	1.42%	1.97%	1.98%	2.89%	3.30%	2.16%	1.54%	1.47%	2.83%	2.73%	1.79%	1.93%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19732	795	201	408	433	749	512	320	310	401	306	802	337	173	652	603	603	669	235	675	659	464	345	322	351	532	323	309	618	371	361	266	297	267	325	398	198	217	292	357	379	274	339	315	381	279	158	250	309	288	304									
		48.47%	70.35%	49.88%	65.18%	41.51%	58.52%	44.99%	33.09%	37.26%	41.47%	36.47%	68.26%	42.44%	37.37%	78.74%	66.78%	61.91%	65.98%	36.55%	64.35%	69.01%	58.36%	47.13%	45.48%	39.53%	53.31%	35.69%	41.09%	53.65%	37.55%	46.28%	35.90%	45.27%	44.72%	57.73%	51.35%	44.39%	43.49%	56.05%	42.35%	49.74%	38.81%	36.33%	37.15%	43.39%	35.82%	46.61%	33.74%	38.29%	39.67%	36.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	299	6	2	1	7	2	12	8	12	11	6	10	7	4	4	3	6	9	6	3	2	3	3	8	7	6	12	2	8	5	4	9	5	3	0	3	4	3	2	6	7	11	17	7	6	6	4	5	7	8	7									
		0.73%	0.53%	0.50%	0.16%	0.67%	0.16%	1.05%	0.83%	1.44%	1.14%	0.72%	0.85%	0.88%	0.86%	0.48%	0.33%	0.62%	0.89%	0.93%	0.29%	0.21%	0.38%	0.41%	1.13%	0.79%	0.60%	1.33%	0.27%	0.69%	0.51%	0.51%	1.21%	0.76%	0.50%	0.00%	0.39%	0.90%	0.60%	0.38%	0.71%	0.92%	1.56%	1.82%	0.83%	0.68%	0.77%	1.18%	0.67%	0.87%	1.10%	0.84%									
24	"6. Политическая партия ""Гражданская Платформа"""	62	5	1	0	0	0	2	1	0	0	4	1	3	3	1	0	4	2	1	2	0	1	1	1	1	1	0	1	1	1	4	2	0	1	0	1	0	4	3	1	0	1	1	2	1	1	0	0	1	1	0									
		0.15%	0.44%	0.25%	0.00%	0.00%	0.00%	0.18%	0.10%	0.00%	0.00%	0.48%	0.09%	0.38%	0.65%	0.12%	0.00%	0.41%	0.20%	0.16%	0.19%	0.00%	0.13%	0.14%	0.14%	0.11%	0.10%	0.00%	0.13%	0.09%	0.10%	0.51%	0.27%	0.00%	0.17%	0.00%	0.13%	0.00%	0.80%	0.58%	0.12%	0.00%	0.14%	0.11%	0.24%	0.11%	0.13%	0.00%	0.00%	0.12%	0.14%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5604	118	57	45	109	120	127	145	133	122	119	71	121	56	40	72	100	107	100	111	109	113	129	116	136	133	167	141	123	160	121	136	133	108	59	128	73	103	64	159	90	108	147	125	141	137	57	84	142	111	178									
		13.76%	10.44%	14.14%	7.19%	10.45%	9.38%	11.16%	14.99%	15.99%	12.62%	14.18%	6.04%	15.24%	12.10%	4.83%	7.97%	10.27%	10.55%	15.55%	10.58%	11.41%	14.21%	17.62%	16.38%	15.32%	13.33%	18.45%	18.75%	10.68%	16.19%	15.51%	18.35%	20.27%	18.09%	10.48%	16.52%	16.37%	20.64%	12.28%	18.86%	11.81%	15.30%	15.76%	14.74%	16.06%	17.59%	16.81%	11.34%	17.60%	15.29%	21.42%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	346	3	1	0	17	8	12	12	6	12	6	3	4	6	5	4	2	9	7	9	5	5	7	7	5	9	3	8	11	11	5	8	4	6	6	2	4	5	5	12	5	10	17	10	13	9	3	6	8	6	5									
		0.85%	0.27%	0.25%	0.00%	1.63%	0.63%	1.05%	1.24%	0.72%	1.24%	0.72%	0.26%	0.50%	1.30%	0.60%	0.44%	0.21%	0.89%	1.09%	0.86%	0.52%	0.63%	0.96%	0.99%	0.56%	0.90%	0.33%	1.06%	0.95%	1.11%	0.64%	1.08%	0.61%	1.01%	1.07%	0.26%	0.90%	1.00%	0.96%	1.42%	0.66%	1.42%	1.82%	1.18%	1.48%	1.16%	0.88%	0.81%	0.99%	0.83%	0.60%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	422	3	2	4	15	14	13	7	9	9	12	7	6	9	0	2	8	8	6	5	4	3	5	7	9	10	3	12	9	11	14	7	5	4	3	8	6	3	1	15	11	34	37	7	9	10	13	8	5	7	3									
		1.04%	0.27%	0.50%	0.64%	1.44%	1.09%	1.14%	0.72%	1.08%	0.93%	1.43%	0.60%	0.76%	1.94%	0.00%	0.22%	0.82%	0.79%	0.93%	0.48%	0.42%	0.38%	0.68%	0.99%	1.01%	1.00%	0.33%	1.60%	0.78%	1.11%	1.79%	0.94%	0.76%	0.67%	0.53%	1.03%	1.35%	0.60%	0.19%	1.78%	1.44%	4.82%	3.97%	0.83%	1.03%	1.28%	3.83%	1.08%	0.62%	0.96%	0.36%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	40	1	1	0	1	1	0	3	1	2	1	0	0	1	0	0	2	0	0	0	2	0	2	3	2	3	2	0	0	1	1	1	0	1	0	1	1	0	0	0	3	0	0	0	1	1	0	0	1	0	0									
		0.10%	0.09%	0.25%	0.00%	0.10%	0.08%	0.00%	0.31%	0.12%	0.21%	0.12%	0.00%	0.00%	0.22%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.21%	0.00%	0.27%	0.42%	0.23%	0.30%	0.22%	0.00%	0.00%	0.10%	0.13%	0.13%	0.00%	0.17%	0.00%	0.13%	0.22%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.11%	0.13%	0.00%	0.00%	0.12%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	758	10	4	14	30	25	26	37	17	23	16	18	24	18	6	8	9	9	9	12	16	7	9	12	13	17	18	14	10	26	17	5	9	6	2	4	7	9	7	19	6	28	17	17	20	15	17	25	38	22	11									
		1.86%	0.88%	0.99%	2.24%	2.88%	1.95%	2.28%	3.83%	2.04%	2.38%	1.91%	1.53%	3.02%	3.89%	0.72%	0.89%	0.92%	0.89%	1.40%	1.14%	1.68%	0.88%	1.23%	1.69%	1.46%	1.70%	1.99%	1.86%	0.87%	2.63%	2.18%	0.67%	1.37%	1.01%	0.36%	0.52%	1.57%	1.80%	1.34%	2.25%	0.79%	3.97%	1.82%	2.00%	2.28%	1.93%	5.01%	3.37%	4.71%	3.03%	1.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	7140	105	72	100	231	222	205	236	195	186	211	144	158	102	67	118	136	111	127	135	100	87	123	127	185	131	193	131	169	168	120	152	104	123	83	130	95	90	94	113	133	123	191	190	148	176	45	241	181	141	192									
		17.54%	9.29%	17.87%	15.97%	22.15%	17.34%	18.01%	24.41%	23.44%	19.23%	25.15%	12.26%	19.90%	22.03%	8.09%	13.07%	13.96%	10.95%	19.75%	12.87%	10.47%	10.94%	16.80%	17.94%	20.83%	13.13%	21.33%	17.42%	14.67%	17.00%	15.38%	20.51%	15.85%	20.60%	14.74%	16.77%	21.30%	18.04%	18.04%	13.40%	17.45%	17.42%	20.47%	22.41%	16.86%	22.59%	13.27%	32.52%	22.43%	19.42%	23.10%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	120	2	1	1	1	1	4	8	2	1	4	3	3	1	4	5	1	3	3	2	3	3	0	3	3	3	5	4	2	1	1	1	2	3	3	1	0	2	0	4	0	4	5	4	2	1	0	0	1	5	4									
		0.29%	0.18%	0.25%	0.16%	0.10%	0.08%	0.35%	0.83%	0.24%	0.10%	0.48%	0.26%	0.38%	0.22%	0.48%	0.55%	0.10%	0.30%	0.47%	0.19%	0.31%	0.38%	0.00%	0.42%	0.34%	0.30%	0.55%	0.53%	0.17%	0.10%	0.13%	0.13%	0.30%	0.50%	0.53%	0.13%	0.00%	0.40%	0.00%	0.47%	0.00%	0.57%	0.54%	0.47%	0.23%	0.13%	0.00%	0.00%	0.12%	0.69%	0.48%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3088	39	31	29	127	97	120	103	81	112	89	40	72	47	25	35	56	40	83	34	18	44	54	35	101	75	91	65	93	107	88	75	45	25	25	46	22	15	21	80	75	54	91	86	91	56	24	53	50	62	61									
		7.58%	3.45%	7.69%	4.63%	12.18%	7.58%	10.54%	10.65%	9.74%	11.58%	10.61%	3.40%	9.07%	10.15%	3.02%	3.88%	5.75%	3.94%	12.91%	3.24%	1.88%	5.53%	7.38%	4.94%	11.37%	7.52%	10.06%	8.64%	8.07%	10.83%	11.28%	10.12%	6.86%	4.19%	4.44%	5.94%	4.93%	3.01%	4.03%	9.49%	9.84%	7.65%	9.75%	10.14%	10.36%	7.19%	7.08%	7.15%	6.20%	8.54%	7.34%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
