Выборы Президента Российской Федерации																																																																
																																																																
Наименование Избирательной комиссии:    Элистинская																																																																
																																																																
Итоги голосования 																																																																
																																																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57					
11	Число полученных открепительных  удостоверений	1489	40	30	30	40	20	30	30	30	30	0	30	30	30	30	30	0	30	30	30	30	40	40	40	20	30	30	30	30	0	40	30	30	40	30	40	30	30	30	30	30	30	20	20	20	20	20	30	30	20	0	30	10	10	10	20	20	9					
12	Число выданных открепительных удостоверений	563	11	16	14	17	6	19	8	12	14	0	5	5	18	16	13	0	17	9	3	12	12	15	9	6	8	3	16	8	0	23	11	16	11	20	16	17	13	10	18	4	16	13	6	4	7	4	8	15	3	0	13	1	1	0	6	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	560	12	13	12	21	3	10	5	9	11	0	11	15	8	6	16	13	21	6	2	8	7	6	14	1	11	10	17	11	4	11	13	5	4	4	5	3	11	4	6	5	6	3	3	3	11	5	14	6	2	23	5	7	104	1	2	6	5					
14	Число неиспользованных открепительных удостоверений	926	29	14	16	23	14	11	22	18	16	0	25	25	12	14	17	0	13	21	27	18	28	25	31	14	22	27	14	22	0	17	19	14	29	10	24	13	17	20	12	26	14	7	14	16	13	16	22	15	17	0	17	9	9	10	14	5	9					
15	"Число открепительных удостоверений, выданных в ТИК"	11	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	. Глазьев Сергей Юрьевич	1500	41	23	31	28	16	42	31	34	36	2	26	33	34	21	16	3	37	19	17	24	34	63	24	19	31	42	26	50	2	51	24	34	43	29	33	34	37	19	33	30	36	26	28	30	22	7	30	46	13	4	33	2	5	1	19	26	0					
		3.21%	3.63%	2.71%	2.72%	2.35%	3.48%	3.61%	3.32%	3.34%	3.31%	1.43%	2.64%	4.11%	4.23%	2.51%	2.27%	3.37%	3.58%	2.51%	2.96%	3.05%	3.05%	4.96%	2.40%	4.19%	3.34%	3.99%	2.83%	4.66%	5.26%	4.04%	2.33%	3.24%	3.84%	3.44%	3.06%	3.74%	3.39%	2.36%	3.36%	2.71%	2.54%	3.31%	4.25%	4.18%	2.67%	1.46%	3.63%	4.71%	2.22%	1.07%	3.01%	1.47%	1.97%	0.83%	2.68%	2.51%	0.00%					
19	. Малышкин Олег Александрович	420	14	5	8	8	2	8	11	16	11	1	2	6	11	5	6	1	8	6	7	7	9	4	3	8	4	14	5	7	0	11	7	2	11	6	9	3	10	5	32	5	15	23	12	10	2	6	8	6	7	0	12	8	1	0	3	7	2					
		0.90%	1.24%	0.59%	0.70%	0.67%	0.43%	0.69%	1.18%	1.57%	1.01%	0.71%	0.20%	0.75%	1.37%	0.60%	0.85%	1.12%	0.77%	0.79%	1.22%	0.89%	0.81%	0.31%	0.30%	1.77%	0.43%	1.33%	0.54%	0.65%	0.00%	0.87%	0.68%	0.19%	0.98%	0.71%	0.83%	0.33%	0.92%	0.62%	3.26%	0.45%	1.06%	2.93%	1.82%	1.39%	0.24%	1.25%	0.97%	0.61%	1.20%	0.00%	1.09%	5.88%	0.39%	0.00%	0.42%	0.68%	1.08%					
20	. Миронов Сергей Михайлович	169	5	5	6	5	1	8	4	3	3	1	2	2	2	4	5	0	6	2	1	2	1	5	0	1	2	4	4	2	0	1	3	2	3	4	5	3	3	1	4	4	5	3	1	10	3	3	5	3	2	1	4	0	1	0	6	1	2					
		0.36%	0.44%	0.59%	0.53%	0.42%	0.22%	0.69%	0.43%	0.29%	0.28%	0.71%	0.20%	0.25%	0.25%	0.48%	0.71%	0.00%	0.58%	0.26%	0.17%	0.25%	0.09%	0.39%	0.00%	0.22%	0.22%	0.38%	0.44%	0.19%	0.00%	0.08%	0.29%	0.19%	0.27%	0.47%	0.46%	0.33%	0.27%	0.12%	0.41%	0.36%	0.35%	0.38%	0.15%	1.39%	0.36%	0.62%	0.61%	0.31%	0.34%	0.27%	0.36%	0.00%	0.39%	0.00%	0.85%	0.10%	1.08%					
21	. Путин Владимир Владимирович	35440	837	653	875	987	353	878	674	745	798	127	845	619	534	619	536	73	811	568	406	597	875	967	811	370	654	763	676	772	30	924	791	799	875	605	764	676	818	637	719	938	1127	555	467	492	659	366	567	683	404	305	819	101	192	109	568	871	156					
		75.72%	74.01%	76.91%	76.82%	82.66%	76.74%	75.43%	72.09%	73.18%	73.35%	90.71%	85.87%	77.18%	66.50%	74.04%	75.92%	82.02%	78.51%	75.13%	70.61%	75.86%	78.48%	76.14%	80.94%	81.68%	70.47%	72.46%	73.56%	72.01%	78.95%	73.16%	76.80%	76.24%	78.19%	71.77%	70.87%	74.29%	74.91%	79.03%	73.22%	84.81%	79.37%	70.70%	70.86%	68.52%	79.88%	76.25%	68.64%	69.98%	69.06%	81.77%	74.66%	74.26%	75.59%	90.83%	80.11%	83.99%	84.32%					
22	. Хакамада Ирина Муцуовна	3228	98	48	92	49	26	73	77	65	78	3	37	46	85	81	50	8	58	43	35	47	53	95	71	19	88	92	65	72	1	128	102	96	57	96	124	106	98	33	41	18	39	22	35	48	52	33	94	83	53	20	98	4	17	2	33	36	5					
		6.90%	8.66%	5.65%	8.08%	4.10%	5.65%	6.27%	8.24%	6.39%	7.17%	2.14%	3.76%	5.74%	10.59%	9.69%	7.08%	8.99%	5.61%	5.69%	6.09%	5.97%	4.75%	7.48%	7.09%	4.19%	9.48%	8.74%	7.07%	6.72%	2.63%	10.13%	9.90%	9.16%	5.09%	11.39%	11.50%	11.65%	8.97%	4.09%	4.18%	1.63%	2.75%	2.80%	5.31%	6.69%	6.30%	6.88%	11.38%	8.50%	9.06%	5.36%	8.93%	2.94%	6.69%	1.67%	4.65%	3.47%	2.70%					
23	. Харитонов Николай Михайлович	4936	107	94	99	95	55	120	111	123	128	3	63	86	112	87	82	1	81	102	97	93	104	120	65	26	112	112	116	140	4	120	74	75	105	85	113	66	106	100	135	100	179	137	102	113	75	55	102	140	96	41	97	11	6	5	57	85	18					
		10.55%	9.46%	11.07%	8.69%	7.96%	11.96%	10.31%	11.87%	12.08%	11.76%	2.14%	6.40%	10.72%	13.95%	10.41%	11.61%	1.12%	7.84%	13.49%	16.87%	11.82%	9.33%	9.45%	6.49%	5.74%	12.07%	10.64%	12.62%	13.06%	10.53%	9.50%	7.18%	7.16%	9.38%	10.08%	10.48%	7.25%	9.71%	12.41%	13.75%	9.04%	12.61%	17.45%	15.48%	15.74%	9.09%	11.46%	12.35%	14.34%	16.41%	10.99%	8.84%	8.09%	2.36%	4.17%	8.04%	8.20%	9.73%					
																																																																
24	Против всех	828	21	17	19	8	6	25	20	21	29	3	9	6	15	16	7	3	8	15	8	9	22	15	26	8	31	19	22	21	0	24	26	29	20	13	26	20	18	9	14	6	16	12	11	11	11	8	18	10	10	2	27	8	20	3	20	6	1					
		1.77%	1.86%	2.00%	1.67%	0.67%	1.30%	2.15%	2.14%	2.06%	2.67%	2.14%	0.91%	0.75%	1.87%	1.91%	0.99%	3.37%	0.77%	1.98%	1.39%	1.14%	1.97%	1.18%	2.59%	1.77%	3.34%	1.80%	2.39%	1.96%	0.00%	1.90%	2.52%	2.77%	1.79%	1.54%	2.41%	2.20%	1.65%	1.12%	1.43%	0.54%	1.13%	1.53%	1.67%	1.53%	1.33%	1.67%	2.18%	1.02%	1.71%	0.54%	2.46%	5.88%	7.87%	2.50%	2.82%	0.58%	0.54%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
