Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Грачевская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	69	8	3	8	9	3	0	2	0	1	2	2	1	1	5	14	3	0	2	1	0	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	43	1	1	3	3	6	0	2	0	2	1	0	4	1	7	1	1	0	1	1	1	7									
14	Число погашенных неиспользованных открепительных удостоверений	161	4	7	7	6	9	0	14	1	19	10	8	15	3	7	4	0	9	17	6	4	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	3	0	3	0	0	0	0	0	0	0	0	1	0	0	0	5	3	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	98	3	1	12	6	3	1	6	2	9	2	2	9	1	12	1	4	2	12	2	0	8									
		0.85%	0.43%	0.28%	1.48%	0.68%	0.39%	1.54%	0.82%	2.02%	1.07%	0.38%	0.43%	1.02%	0.44%	1.32%	0.43%	2.27%	0.36%	1.26%	0.77%	0.00%	0.84%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	336	18	11	30	28	19	2	27	2	21	16	15	31	9	22	14	5	6	23	11	4	22									
		2.93%	2.57%	3.10%	3.71%	3.16%	2.49%	3.08%	3.68%	2.02%	2.50%	3.07%	3.21%	3.50%	4.00%	2.41%	6.06%	2.84%	1.08%	2.42%	4.25%	4.49%	2.31%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	191	15	8	10	19	14	1	9	1	8	14	10	25	9	13	3	2	3	14	5	0	8									
		1.66%	2.14%	2.25%	1.24%	2.14%	1.83%	1.54%	1.23%	1.01%	0.95%	2.68%	2.14%	2.82%	4.00%	1.43%	1.30%	1.14%	0.54%	1.47%	1.93%	0.00%	0.84%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6324	295	165	414	481	420	44	360	58	468	266	247	539	138	440	128	73	423	576	142	62	585									
		55.11%	42.08%	46.48%	51.17%	54.29%	55.05%	67.69%	49.11%	58.59%	55.71%	50.96%	52.78%	60.90%	61.33%	48.25%	55.41%	41.48%	76.49%	60.57%	54.83%	69.66%	61.39%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	71	5	1	7	13	4	0	2	1	3	4	7	5	1	3	1	0	2	2	0	0	10									
		0.62%	0.71%	0.28%	0.87%	1.47%	0.52%	0.00%	0.27%	1.01%	0.36%	0.77%	1.50%	0.56%	0.44%	0.33%	0.43%	0.00%	0.36%	0.21%	0.00%	0.00%	1.05%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	4	0	1	1	1	0	3	0	0	0	1	3	0	0	0	0	0	0	0	0	2									
		0.14%	0.57%	0.00%	0.12%	0.11%	0.13%	0.00%	0.41%	0.00%	0.00%	0.00%	0.21%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1787	117	52	161	153	140	8	125	19	122	98	77	87	20	148	24	44	55	137	38	7	155									
		15.57%	16.69%	14.65%	19.90%	17.27%	18.35%	12.31%	17.05%	19.19%	14.52%	18.77%	16.45%	9.83%	8.89%	16.23%	10.39%	25.00%	9.95%	14.41%	14.67%	7.87%	16.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	33	0	0	5	5	4	2	2	0	2	0	0	0	0	1	1	0	3	4	0	1	3									
		0.29%	0.00%	0.00%	0.62%	0.56%	0.52%	3.08%	0.27%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.11%	0.43%	0.00%	0.54%	0.42%	0.00%	1.12%	0.31%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	73	4	0	9	12	11	0	5	1	5	0	3	4	1	5	1	5	0	1	1	1	4									
		0.64%	0.57%	0.00%	1.11%	1.35%	1.44%	0.00%	0.68%	1.01%	0.60%	0.00%	0.64%	0.45%	0.44%	0.55%	0.43%	2.84%	0.00%	0.11%	0.39%	1.12%	0.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	3	0	0	2	0	0	1	0	0	0	0	3	0	1	4	0	0	0	0									
		0.12%	0.00%	0.00%	0.37%	0.00%	0.00%	3.08%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.57%	0.72%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	1	1	0	6	2	0	3	0	2	2	0	2	0	2	0	1	4	7	0	0	11									
		0.38%	0.14%	0.28%	0.00%	0.68%	0.26%	0.00%	0.41%	0.00%	0.24%	0.38%	0.00%	0.23%	0.00%	0.22%	0.00%	0.57%	0.72%	0.74%	0.00%	0.00%	1.15%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1705	180	92	116	94	90	2	137	13	140	79	77	134	27	186	41	25	29	108	49	9	77									
		14.86%	25.68%	25.92%	14.34%	10.61%	11.80%	3.08%	18.69%	13.13%	16.67%	15.13%	16.45%	15.14%	12.00%	20.39%	17.75%	14.20%	5.24%	11.36%	18.92%	10.11%	8.08%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	2	1	4	5	4	1	5	0	0	4	3	2	1	6	0	0	0	4	0	0	2									
		0.38%	0.29%	0.28%	0.49%	0.56%	0.52%	1.54%	0.68%	0.00%	0.00%	0.77%	0.64%	0.23%	0.44%	0.66%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.21%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	439	26	11	25	39	39	2	28	1	36	25	13	18	8	35	9	7	7	50	6	3	51									
		3.83%	3.71%	3.10%	3.09%	4.40%	5.11%	3.08%	3.82%	1.01%	4.29%	4.79%	2.78%	2.03%	3.56%	3.84%	3.90%	3.98%	1.27%	5.26%	2.32%	3.37%	5.35%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
