Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Знаменская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК  152	УИК  153	УИК  154	УИК  155	УИК  156	УИК  157	УИК  158	УИК  159	УИК  160	УИК  161	УИК  162	УИК  163	УИК  164	УИК  165	УИК  166	УИК  167	УИК  168	УИК  169	УИК  170	УИК  171	УИК  172	УИК  173	УИК  174	УИК  175	УИК  176	УИК  177					
25	"8. ""Народно-республиканская партия России"""	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	23	15	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0					
		0.31%	2.10%	0.17%	0.0%	0.0%	0.0%	0.45%	0.39%	0.0%	0.0%	0.22%	0.0%	0.0%	0.34%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.63%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	398	16	26	15	26	31	13	22	12	8	41	9	10	6	2	11	5	17	3	6	27	12	9	41	5	16	9					
		5.42%	2.25%	4.49%	2.10%	4.35%	10.80%	5.93%	8.76%	8.27%	7.27%	9.17%	5.23%	4.52%	2.07%	1.86%	3.79%	1.60%	4.68%	3.33%	5.76%	11.34%	10.0%	9.0%	8.13%	3.18%	14.95%	8.57%					
28	"11. ""Истинные патриоты России"""	12	2	0	0	0	0	0	0	0	1	2	0	2	1	1	0	0	2	0	1	0	0	0	0	0	0	0					
		0.16%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.44%	0.0%	0.90%	0.34%	0.93%	0.0%	0.0%	0.55%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	63	10	3	7	4	6	0	2	0	0	4	5	0	2	0	5	1	2	0	1	2	0	0	4	3	2	0					
		0.85%	1.40%	0.51%	0.98%	0.67%	2.09%	0.0%	0.79%	0.0%	0.0%	0.89%	2.90%	0.0%	0.69%	0.0%	1.72%	0.32%	0.55%	0.0%	0.96%	0.84%	0.0%	0.0%	0.79%	1.91%	1.86%	0.0%					
30	"13. ""Демократическая партия России"""	14	1	0	1	0	0	0	1	1	1	1	1	2	0	0	0	0	0	0	0	2	0	0	1	0	2	0					
		0.19%	0.14%	0.0%	0.14%	0.0%	0.0%	0.0%	0.39%	0.68%	0.90%	0.22%	0.58%	0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.0%	0.19%	0.0%	1.86%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	17	2	1	2	0	2	0	1	0	0	2	0	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0					
		0.23%	0.28%	0.17%	0.28%	0.0%	0.69%	0.0%	0.39%	0.0%	0.0%	0.44%	0.0%	0.90%	0.34%	0.0%	0.68%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	6	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0					
		0.08%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.22%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.83%	0.0%	0.19%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	291	41	18	32	16	17	3	7	5	3	12	3	7	20	4	9	14	20	2	2	11	12	2	29	0	2	0					
		3.96%	5.76%	3.10%	4.50%	2.68%	5.92%	1.36%	2.78%	3.44%	2.72%	2.68%	1.74%	3.16%	6.92%	3.73%	3.10%	4.50%	5.50%	2.22%	1.92%	4.62%	10.0%	2.0%	5.75%	0.0%	1.86%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	39	5	0	2	0	0	0	1	1	2	0	4	1	5	0	3	5	0	0	1	0	1	1	5	2	0	0					
		0.53%	0.70%	0.0%	0.28%	0.0%	0.0%	0.0%	0.39%	0.68%	1.81%	0.0%	2.32%	0.45%	1.73%	0.0%	1.03%	1.60%	0.0%	0.0%	0.96%	0.0%	0.83%	1.0%	0.99%	1.27%	0.0%	0.0%					
35	"18. ""ЛДПР"""	798	67	61	105	86	18	41	32	18	11	31	10	25	13	6	27	22	49	8	19	27	8	18	52	7	16	21					
		10.87%	9.42%	10.53%	14.76%	14.40%	6.27%	18.72%	12.74%	12.41%	10.0%	6.93%	5.81%	11.31%	4.49%	5.60%	9.31%	7.07%	13.49%	8.88%	18.26%	11.34%	6.66%	18.0%	10.31%	4.45%	14.95%	20.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	78	0	6	8	1	3	4	4	0	0	5	3	4	5	0	5	1	7	0	0	5	2	2	6	5	2	0					
		1.06%	0.0%	1.03%	1.12%	0.16%	1.04%	1.82%	1.59%	0.0%	0.0%	1.11%	1.74%	1.80%	1.73%	0.0%	1.72%	0.32%	1.92%	0.0%	0.0%	2.10%	1.66%	2.0%	1.19%	3.18%	1.86%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	3377	363	279	335	284	140	88	107	57	49	194	86	115	147	54	147	153	149	48	33	104	49	40	202	66	42	46					
		46.03%	51.05%	48.18%	47.11%	47.57%	48.78%	40.18%	42.62%	39.31%	44.54%	43.40%	50.0%	52.03%	50.86%	50.46%	50.68%	49.19%	41.04%	53.33%	31.73%	43.69%	40.83%	40.0%	40.07%	42.03%	39.25%	43.80%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	1	0	3	0	0	1	1	0	1	1	1	1	1	0	2	1	1	0	2	0	0	0	3	0	0	0					
		0.27%	0.14%	0.0%	0.42%	0.0%	0.0%	0.45%	0.39%	0.0%	0.90%	0.22%	0.58%	0.45%	0.34%	0.0%	0.68%	0.32%	0.27%	0.0%	1.92%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	18	2	3	4	0	0	1	0	0	0	1	2	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0					
		0.24%	0.28%	0.51%	0.56%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.22%	1.16%	0.45%	0.0%	0.0%	0.34%	0.0%	0.27%	0.0%	0.96%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1320	116	97	109	121	28	35	37	35	26	107	29	23	50	32	45	81	72	20	19	21	22	14	91	56	13	21					
		17.99%	16.31%	16.75%	15.33%	20.26%	9.75%	15.98%	14.74%	24.13%	23.63%	23.93%	16.86%	10.40%	17.30%	29.90%	15.51%	26.04%	19.83%	22.22%	18.26%	8.82%	18.33%	14.0%	18.05%	35.66%	12.14%	20.0%					
																																	
41	Против всех	163	19	13	21	12	5	5	6	6	0	5	0	5	5	0	11	4	9	0	6	5	2	6	14	1	2	1					
		2.22%	2.67%	2.24%	2.95%	2.01%	1.74%	2.28%	2.39%	4.13%	0.0%	1.11%	0.0%	2.26%	1.73%	0.0%	3.79%	1.28%	2.47%	0.0%	5.76%	2.10%	1.66%	6.0%	2.77%	0.63%	1.86%	0.95%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
