Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Бокситогорская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №8323									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10360	599	564	209	564	355	598	39	505	398	381	409	402	542	394	383	329	228	390	101	195	193	108	115	436	147	93	245	215	210	219	125	228	124	153	164									
		49.12%	43.09%	40.93%	43.00%	41.56%	44.32%	44.20%	43.33%	52.28%	43.74%	41.87%	44.95%	47.35%	49.68%	41.13%	41.95%	61.73%	60.48%	54.39%	58.38%	74.71%	60.69%	70.59%	56.37%	58.99%	51.22%	50.27%	55.30%	71.91%	66.46%	62.57%	79.62%	53.90%	64.25%	69.55%	42.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	107	9	14	2	6	5	5	0	6	9	3	8	2	6	3	3	2	2	1	1	1	3	0	0	5	2	0	0	2	1	0	1	1	0	1	3									
		0.51%	0.65%	1.02%	0.41%	0.44%	0.62%	0.37%	0.00%	0.62%	0.99%	0.33%	0.88%	0.24%	0.55%	0.31%	0.33%	0.38%	0.53%	0.14%	0.58%	0.38%	0.94%	0.00%	0.00%	0.68%	0.70%	0.00%	0.00%	0.67%	0.32%	0.00%	0.64%	0.24%	0.00%	0.45%	0.79%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	2	2	0	2	3	1	1	0	1	0	0	1	1	4	1	1	1	0	0	0	0	0	1	4	0	0	0	0	4	0	1	0	0	2	2									
		0.17%	0.14%	0.15%	0.00%	0.15%	0.37%	0.07%	1.11%	0.00%	0.11%	0.00%	0.00%	0.12%	0.09%	0.42%	0.11%	0.19%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.54%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.64%	0.00%	0.00%	0.91%	0.52%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2293	134	128	41	127	79	136	12	110	107	118	90	98	120	110	106	88	51	82	23	15	34	10	29	88	28	42	57	32	25	34	9	56	21	13	40									
		10.87%	9.64%	9.29%	8.44%	9.36%	9.86%	10.05%	13.33%	11.39%	11.76%	12.97%	9.89%	11.54%	10.99%	11.48%	11.61%	16.51%	13.53%	11.44%	13.29%	5.75%	10.69%	6.54%	14.22%	11.91%	9.76%	22.70%	12.87%	10.70%	7.91%	9.71%	5.73%	13.24%	10.88%	5.91%	10.47%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	144	13	13	2	6	10	13	0	7	6	5	4	5	7	8	6	1	0	1	1	0	4	1	0	2	0	0	5	0	1	0	3	1	0	2	17									
		0.68%	0.94%	0.94%	0.41%	0.44%	1.25%	0.96%	0.00%	0.72%	0.66%	0.55%	0.44%	0.59%	0.64%	0.84%	0.66%	0.19%	0.00%	0.14%	0.58%	0.00%	1.26%	0.65%	0.00%	0.27%	0.00%	0.00%	1.13%	0.00%	0.32%	0.00%	1.91%	0.24%	0.00%	0.91%	4.45%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	427	30	24	9	32	19	20	0	17	23	28	36	32	32	36	26	2	1	5	2	7	2	0	2	6	5	0	5	5	1	0	0	3	0	4	13									
		2.02%	2.16%	1.74%	1.85%	2.36%	2.37%	1.48%	0.00%	1.76%	2.53%	3.08%	3.96%	3.77%	2.93%	3.76%	2.85%	0.38%	0.27%	0.70%	1.16%	2.68%	0.63%	0.00%	0.98%	0.81%	1.74%	0.00%	1.13%	1.67%	0.32%	0.00%	0.00%	0.71%	0.00%	1.82%	3.40%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	3	0	0	1	0	3	0	3	0	1	0	0	1	2	2	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.22%	0.00%	0.00%	0.07%	0.00%	0.22%	0.00%	0.31%	0.00%	0.11%	0.00%	0.00%	0.09%	0.21%	0.22%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	254	10	11	6	18	8	16	1	5	9	8	11	11	17	9	9	2	1	8	3	0	2	2	0	1	1	0	4	1	1	2	3	1	1	2	70									
		1.20%	0.72%	0.80%	1.23%	1.33%	0.99%	1.18%	1.11%	0.52%	0.99%	0.88%	1.21%	1.30%	1.56%	0.94%	0.99%	0.38%	0.27%	1.12%	1.73%	0.00%	0.63%	1.31%	0.00%	0.14%	0.35%	0.00%	0.90%	0.33%	0.32%	0.57%	1.91%	0.24%	0.52%	0.91%	18.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1935	147	158	51	172	81	144	12	61	68	53	59	58	70	76	62	40	35	89	17	4	30	16	20	56	43	27	50	18	35	54	8	49	23	14	35									
		9.17%	10.58%	11.47%	10.49%	12.68%	10.11%	10.64%	13.33%	6.31%	7.47%	5.82%	6.48%	6.83%	6.42%	7.93%	6.79%	7.50%	9.28%	12.41%	9.83%	1.53%	9.43%	10.46%	9.80%	7.58%	14.98%	14.59%	11.29%	6.02%	11.08%	15.43%	5.10%	11.58%	11.92%	6.36%	9.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	7	9	0	1	1	5	0	7	4	2	6	1	2	3	0	1	0	4	1	1	1	0	0	3	1	0	2	0	0	1	1	0	0	0	1									
		0.31%	0.50%	0.65%	0.00%	0.07%	0.12%	0.37%	0.00%	0.72%	0.44%	0.22%	0.66%	0.12%	0.18%	0.31%	0.00%	0.19%	0.00%	0.56%	0.58%	0.38%	0.31%	0.00%	0.00%	0.41%	0.35%	0.00%	0.45%	0.00%	0.00%	0.29%	0.64%	0.00%	0.00%	0.00%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3683	311	318	114	299	167	296	15	174	211	212	210	169	203	223	230	38	20	64	16	30	24	6	22	82	36	11	42	16	12	22	1	53	9	14	13									
		17.46%	22.37%	23.08%	23.46%	22.03%	20.85%	21.88%	16.67%	18.01%	23.19%	23.30%	23.08%	19.91%	18.61%	23.28%	25.19%	7.13%	5.31%	8.93%	9.25%	11.49%	7.55%	3.92%	10.78%	11.10%	12.54%	5.95%	9.48%	5.35%	3.80%	6.29%	0.64%	12.53%	4.66%	6.36%	3.40%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
