10	Число действительных избирательных бюллетеней	117851	855	1714	843	1400	1535	1185	1348	1469	1499	1626	1052	1107	965	827	1621	1954	1401	1698	1583	1820	1642	1695	2096	2272	1448	1510	1505	1383	913	1006	1228	1235	877	1954	1838	1863	1292	1590	1749	1770	1410	1647	1358	1424	1503	1420	1419	1245	1862	1827	1612	1319	1438	1361	1635	1557	1462	1340	1342	1641	1700	1638	1379	1115	1731	1068	1262	1150	1254	1391	1080	1413	1426	1408	1499	1349	1432	1460	1608	879	262	990	305	414	448									
11	Число полученных открепительных  удостоверений	3763	30	55	35	50	40	50	35	40	40	37	35	31	45	33	45	35	53	40	46	60	41	41	50	50	40	45	57	40	40	30	45	42	30	45	45	46	45	36	50	55	45	51	46	50	35	45	50	60	45	45	52	50	52	45	56	52	51	51	50	55	55	55	50	45	50	35	65	40	40	60	45	70	60	70	45	50	50	52	71	31	10	20	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3733	30	51	33	50	40	50	34	40	40	37	35	31	45	33	45	35	52	40	46	60	41	41	50	49	40	45	57	39	40	30	45	41	30	45	45	46	45	36	50	52	44	50	45	50	33	45	50	60	45	44	51	50	52	45	56	52	50	51	50	55	55	55	48	45	50	35	65	40	40	60	44	69	60	70	45	48	50	52	71	31	8	20	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	4272	97	30	23	20	26	24	58	34	14	48	80	29	27	19	231	35	44	37	194	24	20	27	43	67	31	53	34	42	19	15	33	24	38	50	19	21	61	72	72	278	57	92	70	61	21	25	22	24	55	36	42	100	84	24	21	29	36	28	52	53	80	47	88	47	41	27	60	44	13	33	48	36	23	41	24	95	43	32	86	40	6	37	45	70	121									
14	Число неиспользованных открепительных удостоверений	30	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	1	1	1	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	2	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	442	2	4	5	5	9	5	8	2	7	2	2	1	5	3	8	4	5	7	4	5	9	4	9	5	4	1	9	1	2	3	8	6	6	12	6	8	8	6	2	6	9	5	2	7	5	2	2	5	6	3	6	3	5	12	3	9	7	2	6	8	11	9	5	7	1	2	1	4	8	15	7	3	3	13	3	3	6	13	8	2	0	3	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																
19	Жириновский Владимир Вольфович	7359	44	74	39	44	79	55	61	70	29	53	30	47	57	66	82	156	80	81	95	182	120	102	210	36	65	82	90	105	80	48	50	72	76	117	80	186	77	76	115	97	21	92	136	142	136	60	137	92	188	186	5	99	104	80	100	40	63	94	100	58	73	104	78	98	187	88	95	79	55	111	90	88	118	104	148	87	95	120	121	47	18	62	13	17	22									
		6.18%	5.06%	4.26%	4.57%	3.12%	5.04%	4.59%	4.43%	4.69%	1.93%	3.24%	2.80%	4.17%	5.86%	7.82%	5.02%	7.92%	5.61%	4.70%	5.93%	9.89%	7.23%	5.98%	9.94%	1.58%	4.45%	5.39%	5.91%	7.51%	8.71%	4.75%	4.04%	5.73%	8.58%	5.96%	4.31%	9.83%	5.88%	4.76%	6.46%	5.47%	1.49%	5.55%	9.96%	9.94%	9.05%	4.18%	9.65%	7.29%	10.06%	10.12%	0.31%	7.43%	7.08%	5.86%	6.05%	2.53%	4.28%	6.98%	7.40%	3.51%	4.28%	6.30%	5.57%	8.77%	10.80%	8.13%	7.45%	6.67%	4.37%	7.92%	8.24%	6.11%	8.19%	7.29%	9.86%	6.36%	6.54%	8.11%	7.46%	4.87%	6.69%	6.20%	3.94%	4.04%	4.87%									
20	Зюганов Геннадий Андреевич	22199	182	329	163	229	244	224	292	321	435	196	205	201	186	124	295	370	266	290	277	347	393	201	309	135	278	279	351	207	130	213	215	220	173	449	535	391	295	303	309	282	362	263	256	284	286	226	260	204	285	357	371	245	257	236	264	286	295	241	289	523	551	278	262	203	195	204	259	117	181	265	240	244	302	232	270	292	266	315	302	156	61	174	51	58	87									
		18.64%	20.94%	18.94%	19.09%	16.24%	15.58%	18.70%	21.22%	21.53%	28.98%	11.99%	19.14%	17.82%	19.12%	14.69%	18.05%	18.78%	18.65%	16.82%	17.28%	18.85%	23.67%	11.79%	14.63%	5.94%	19.04%	18.36%	23.03%	14.80%	14.16%	21.07%	17.37%	17.52%	19.53%	22.86%	28.86%	20.67%	22.54%	18.97%	17.37%	15.91%	25.67%	15.87%	18.75%	19.87%	19.03%	15.75%	18.32%	16.16%	15.26%	19.42%	23.01%	18.39%	17.51%	17.28%	15.98%	18.10%	20.05%	17.89%	21.38%	31.64%	32.30%	16.85%	18.71%	18.16%	11.27%	18.84%	20.31%	9.88%	14.37%	18.92%	21.98%	16.93%	20.97%	16.27%	17.99%	21.33%	18.32%	21.30%	18.62%	16.15%	22.68%	17.40%	15.45%	13.78%	19.25%									
21	Миронов Сергей Михайлович	4457	30	102	28	45	71	34	66	57	49	41	49	54	56	53	100	118	54	68	91	36	14	44	53	24	107	89	55	49	70	23	22	42	46	40	10	27	51	77	54	49	32	71	72	71	71	59	69	56	86	75	4	148	74	65	54	42	10	45	30	35	9	50	43	44	65	55	62	52	34	67	51	60	59	84	32	66	48	64	84	43	4	29	12	12	11									
		3.74%	3.45%	5.87%	3.28%	3.19%	4.53%	2.84%	4.80%	3.82%	3.26%	2.51%	4.58%	4.79%	5.76%	6.28%	6.12%	5.99%	3.79%	3.94%	5.68%	1.96%	0.84%	2.58%	2.51%	1.06%	7.33%	5.86%	3.61%	3.50%	7.63%	2.27%	1.78%	3.34%	5.19%	2.04%	0.54%	1.43%	3.90%	4.82%	3.04%	2.77%	2.27%	4.28%	5.27%	4.97%	4.72%	4.11%	4.86%	4.44%	4.60%	4.08%	0.25%	11.11%	5.04%	4.76%	3.27%	2.66%	0.68%	3.34%	2.22%	2.12%	0.53%	3.03%	3.07%	3.94%	3.76%	5.08%	4.86%	4.39%	2.70%	4.78%	4.67%	4.16%	4.10%	5.89%	2.13%	4.82%	3.31%	4.33%	5.18%	4.45%	1.49%	2.90%	3.64%	2.85%	2.43%									
22	Прохоров Михаил Дмитриевич	8171	77	116	98	97	172	99	176	160	22	28	133	205	81	73	186	57	167	194	145	95	36	49	47	77	45	87	161	38	46	33	124	81	104	78	7	43	156	49	174	162	101	131	27	29	32	133	35	135	52	32	242	108	115	199	112	162	22	108	43	17	23	103	101	97	36	99	98	93	72	137	107	127	155	112	18	165	134	166	245	114	21	76	22	23	14									
		6.86%	8.86%	6.68%	11.48%	6.88%	10.98%	8.26%	12.79%	10.73%	1.47%	1.71%	12.42%	18.17%	8.32%	8.65%	11.38%	2.89%	11.71%	11.25%	9.05%	5.16%	2.17%	2.87%	2.23%	3.39%	3.08%	5.72%	10.56%	2.72%	5.01%	3.26%	10.02%	6.45%	11.74%	3.97%	0.38%	2.27%	11.92%	3.07%	9.78%	9.14%	7.16%	7.91%	1.98%	2.03%	2.13%	9.27%	2.47%	10.70%	2.78%	1.74%	15.01%	8.11%	7.83%	14.57%	6.78%	10.25%	1.50%	8.02%	3.18%	1.03%	1.35%	6.24%	7.21%	8.68%	2.08%	9.14%	7.69%	7.85%	5.71%	9.78%	9.80%	8.81%	10.76%	7.85%	1.20%	12.05%	9.23%	11.22%	15.10%	11.80%	7.81%	7.60%	6.67%	5.46%	3.10%									
23	Путин Владимир Владимирович	75665	522	1093	515	985	969	773	753	861	964	1308	635	600	585	511	958	1253	834	1065	975	1160	1079	1299	1477	2000	953	973	848	984	587	689	817	820	478	1270	1206	1216	713	1085	1097	1180	894	1090	867	898	978	942	918	758	1251	1177	990	719	888	781	1105	1027	1072	852	880	1008	1044	1103	895	673	1248	622	748	809	912	811	592	894	792	876	1031	739	889	795	856	519	158	649	207	304	314									
		63.55%	60.07%	62.92%	60.30%	69.86%	61.88%	64.52%	54.72%	57.75%	64.22%	80.00%	59.29%	53.19%	60.12%	60.55%	58.63%	63.60%	58.49%	61.77%	60.82%	63.01%	65.00%	76.19%	69.93%	88.03%	65.27%	64.01%	55.64%	70.34%	63.94%	68.15%	65.99%	65.29%	53.95%	64.66%	65.05%	64.27%	54.47%	67.94%	61.66%	66.59%	63.40%	65.78%	63.52%	62.84%	65.07%	65.64%	64.69%	60.06%	66.97%	64.04%	61.41%	53.98%	60.49%	57.17%	66.89%	65.00%	72.88%	63.25%	65.09%	60.98%	61.20%	66.85%	63.93%	60.20%	72.10%	57.43%	58.67%	68.33%	72.38%	57.89%	54.21%	62.04%	55.00%	61.43%	68.69%	53.98%	61.23%	53.75%	52.77%	53.73%	58.74%	64.90%	62.73%	72.21%	69.47%									
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
																																																																																																
