18	Богданов Андрей Владимирович	1595	20	27	24	16	11	17	11	25	17	9	26	29	15	15	27	21	7	25	47	19	43	64	20	23	33	29	16	10	11	25	6	21	25	14	17	12	27	1	16	24	12	23	11	13	25	27	35	26	30	27	23	19	18	18	25	17	14	13	12	10	17	19	7	28	19	21	18	17	28	26	11	6	29	35	13	9	24	5	4	5	4	7					
		1.23%	1.65%	1.71%	2.56%	1.05%	0.58%	1.09%	0.57%	1.33%	0.85%	0.71%	3.48%	1.31%	0.81%	0.74%	1.39%	1.14%	0.34%	1.22%	2.34%	0.93%	1.94%	3.03%	1.00%	1.19%	1.76%	1.34%	0.90%	1.01%	0.85%	1.65%	0.75%	2.74%	1.77%	0.65%	0.98%	0.90%	1.73%	0.05%	1.06%	1.63%	0.69%	1.20%	0.70%	0.82%	1.05%	1.12%	1.48%	1.12%	1.80%	1.31%	1.02%	1.22%	1.03%	1.02%	1.64%	0.91%	1.32%	1.11%	0.99%	0.83%	1.24%	1.53%	0.53%	1.83%	1.19%	1.19%	1.40%	1.06%	1.70%	2.01%	0.87%	0.42%	1.99%	2.44%	0.99%	0.70%	1.14%	1.27%	0.62%	2.05%	0.67%	1.56%					
19	Жириновский Владимир Вольфович	7277	83	76	57	58	145	94	81	95	107	35	49	87	161	135	124	162	78	136	121	129	64	148	109	124	136	138	90	79	81	111	68	82	107	40	98	5	143	2	49	96	100	46	68	32	109	117	160	35	82	158	172	118	86	81	95	98	42	51	43	101	43	121	42	114	109	157	92	117	124	78	55	69	121	113	60	102	38	30	36	23	26	30					
		5.61%	6.87%	4.81%	6.08%	3.79%	7.70%	6.03%	4.22%	5.05%	5.36%	2.76%	6.55%	3.94%	8.71%	6.65%	6.39%	8.76%	3.84%	6.64%	6.03%	6.30%	2.89%	7.00%	5.45%	6.41%	7.27%	6.36%	5.08%	7.98%	6.25%	7.34%	8.52%	10.70%	7.57%	1.86%	5.67%	0.37%	9.15%	0.10%	3.25%	6.54%	5.78%	2.40%	4.30%	2.01%	4.56%	4.86%	6.76%	1.50%	4.91%	7.68%	7.65%	7.57%	4.91%	4.60%	6.23%	5.25%	3.97%	4.36%	3.58%	8.34%	3.14%	9.73%	3.19%	7.47%	6.80%	8.89%	7.15%	7.31%	7.52%	6.03%	4.36%	4.88%	8.34%	7.89%	4.61%	7.92%	1.81%	7.59%	5.54%	9.43%	4.33%	6.67%					
20	Зюганов Геннадий Андреевич	20100	258	263	173	145	143	347	166	402	371	300	120	349	327	432	380	166	288	245	289	187	215	295	226	164	281	299	213	149	126	179	162	141	282	249	309	375	219	640	287	370	298	272	345	416	198	296	271	382	257	206	231	177	223	240	304	202	158	204	198	218	321	279	315	206	303	176	199	223	202	169	220	206	327	292	250	206	265	42	84	42	62	83					
		15.50%	21.34%	16.64%	18.44%	9.48%	7.59%	22.27%	8.65%	21.36%	18.58%	23.68%	16.04%	15.81%	17.69%	21.28%	19.58%	8.97%	14.17%	11.96%	14.41%	9.13%	9.71%	13.96%	11.30%	8.48%	15.03%	13.78%	12.01%	15.05%	9.72%	11.83%	20.30%	18.41%	19.94%	11.58%	17.88%	28.03%	14.02%	33.23%	19.04%	25.19%	17.22%	14.18%	21.82%	26.11%	8.28%	12.29%	11.44%	16.39%	15.39%	10.01%	10.28%	11.36%	12.72%	13.62%	19.95%	10.81%	14.92%	17.42%	16.49%	18.00%	23.45%	22.45%	23.90%	13.49%	18.90%	9.97%	15.46%	13.93%	12.26%	13.06%	17.43%	14.58%	22.54%	20.38%	19.22%	15.99%	12.61%	10.63%	12.92%	17.21%	10.33%	18.44%					
21	Медведев Дмитрий Анатольевич	99228	832	1198	667	1307	1575	1075	1655	1349	1483	901	553	1722	1325	1443	1388	1476	1659	1622	1527	1687	1827	1606	1635	1580	1402	1677	1454	752	1075	1176	542	512	978	1804	1302	917	1173	1130	1138	891	1311	1554	1145	1131	2037	1953	1896	1865	1287	1651	1802	1244	1399	1404	1085	1551	826	886	946	882	964	801	949	1149	1136	1412	962	1237	1269	970	953	1114	952	953	978	969	1770	316	522	166	499	317					
		76.50%	68.82%	75.77%	71.11%	85.48%	83.64%	68.99%	86.29%	71.68%	74.26%	71.11%	73.93%	78.02%	71.70%	71.08%	71.51%	79.78%	81.60%	79.20%	76.12%	82.33%	82.52%	76.01%	81.75%	81.74%	74.97%	77.28%	82.01%	75.96%	82.95%	77.73%	67.92%	66.84%	69.17%	83.87%	75.35%	68.54%	75.10%	58.67%	75.51%	60.65%	75.74%	81.02%	72.42%	70.99%	85.19%	81.07%	80.07%	80.01%	77.07%	80.26%	80.16%	79.85%	79.81%	79.68%	71.19%	83.03%	77.99%	75.66%	78.77%	72.83%	70.42%	64.44%	72.00%	75.25%	70.87%	79.95%	74.75%	77.26%	77.00%	74.96%	75.52%	78.84%	65.61%	66.50%	75.17%	75.23%	84.21%	80.00%	80.31%	68.03%	83.17%	70.44%					
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
