Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Порецкая																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	1	1	1	0	1	0	6	1	1	0	1	0	3	0	0	0	1	2									
		0.25%	0.00%	0.24%	0.39%	0.42%	0.00%	0.58%	0.00%	0.86%	0.38%	0.24%	0.00%	0.19%	0.00%	0.62%	0.00%	0.00%	0.00%	0.26%	0.79%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	1	0	0	0	0	2	0	3	0	0	2	5	10	3	2	1	0	0	2									
		0.41%	0.40%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.43%	0.00%	0.00%	0.36%	0.97%	1.38%	0.62%	0.30%	0.30%	0.00%	0.00%	0.79%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	971	23	48	20	25	67	27	15	81	23	41	83	63	121	68	137	29	32	33	35									
		12.99%	9.16%	11.48%	7.87%	10.46%	18.51%	15.70%	11.36%	11.59%	8.68%	9.72%	14.98%	12.21%	16.71%	14.14%	20.36%	8.84%	9.17%	8.64%	13.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	0	2	0	2	2	1	0	0	0	1	1	3	2	1	1	0	1	0	3									
		0.27%	0.00%	0.48%	0.00%	0.84%	0.55%	0.58%	0.00%	0.00%	0.00%	0.24%	0.18%	0.58%	0.28%	0.21%	0.15%	0.00%	0.29%	0.00%	1.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	479	19	7	3	10	30	10	1	50	3	12	50	54	72	49	72	5	3	11	18									
		6.41%	7.57%	1.67%	1.18%	4.18%	8.29%	5.81%	0.76%	7.15%	1.13%	2.84%	9.03%	10.47%	9.94%	10.19%	10.70%	1.52%	0.86%	2.88%	7.11%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
