Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Малгобекская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №48									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	657	17	46	37	82	41	37	45	44	32	36	15	10	12	19	46	14	24	35	35	27	3									
		3.27%	3.01%	2.99%	2.96%	7.68%	3.00%	3.10%	3.14%	3.01%	2.44%	3.16%	2.99%	3.04%	3.08%	2.94%	3.10%	3.02%	2.96%	3.22%	3.20%	3.05%	3.37%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	28	1	2	1	1	2	1	2	2	1	1	1	1	0	1	1	1	1	1	1	1	5									
		0.14%	0.18%	0.13%	0.08%	0.09%	0.15%	0.08%	0.14%	0.14%	0.08%	0.09%	0.20%	0.30%	0.00%	0.15%	0.07%	0.22%	0.12%	0.09%	0.09%	0.11%	5.62%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	26	1	2	2	1	2	1	1	2	1	2	1	1	1	1	3	0	1	1	1	1	0									
		0.13%	0.18%	0.13%	0.16%	0.09%	0.15%	0.08%	0.07%	0.14%	0.08%	0.18%	0.20%	0.30%	0.26%	0.15%	0.20%	0.00%	0.12%	0.09%	0.09%	0.11%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14745	415	1133	913	785	1004	875	1052	1073	962	836	366	238	284	473	1094	331	593	799	803	653	63									
		73.32%	73.45%	73.52%	73.16%	73.50%	73.50%	73.28%	73.41%	73.34%	73.49%	73.27%	72.91%	72.34%	72.82%	73.11%	73.67%	71.34%	73.21%	73.51%	73.47%	73.70%	70.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	1	2	2	2	1	1	1	2	2	1	1	1	1	1	2	29	2	1	1	1	3									
		0.29%	0.18%	0.13%	0.16%	0.19%	0.07%	0.08%	0.07%	0.14%	0.15%	0.09%	0.20%	0.30%	0.26%	0.15%	0.13%	6.25%	0.25%	0.09%	0.09%	0.11%	3.37%									
24	"6. Политическая партия ""Гражданская Платформа"""	41	1	2	2	2	3	2	3	3	2	3	2	1	1	2	4	0	2	2	2	2	0									
		0.20%	0.18%	0.13%	0.16%	0.19%	0.22%	0.17%	0.21%	0.21%	0.15%	0.26%	0.40%	0.30%	0.26%	0.31%	0.27%	0.00%	0.25%	0.18%	0.18%	0.23%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	356	10	28	23	20	25	22	26	27	23	21	9	6	7	12	28	0	14	19	20	16	0									
		1.77%	1.77%	1.82%	1.84%	1.87%	1.83%	1.84%	1.81%	1.85%	1.76%	1.84%	1.79%	1.82%	1.79%	1.85%	1.89%	0.00%	1.73%	1.75%	1.83%	1.81%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	2	3	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	0									
		0.07%	0.00%	0.13%	0.24%	0.00%	0.07%	0.00%	0.07%	0.00%	0.08%	0.09%	0.20%	0.00%	0.00%	0.15%	0.07%	0.00%	0.00%	0.09%	0.09%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	356	9	27	24	19	24	20	26	25	22	20	9	7	7	12	26	8	16	18	19	15	3									
		1.77%	1.59%	1.75%	1.92%	1.78%	1.76%	1.68%	1.81%	1.71%	1.68%	1.75%	1.79%	2.13%	1.79%	1.85%	1.75%	1.72%	1.98%	1.66%	1.74%	1.69%	3.37%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	100	4	8	7	6	8	7	8	8	7	3	3	2	2	3	4	0	3	6	6	5	0									
		0.50%	0.71%	0.52%	0.56%	0.56%	0.59%	0.59%	0.56%	0.55%	0.53%	0.26%	0.60%	0.61%	0.51%	0.46%	0.27%	0.00%	0.37%	0.55%	0.55%	0.56%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	0									
		0.10%	0.18%	0.13%	0.08%	0.09%	0.07%	0.08%	0.07%	0.14%	0.08%	0.09%	0.20%	0.30%	0.26%	0.15%	0.07%	0.00%	0.12%	0.09%	0.09%	0.11%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1227	35	96	78	36	85	77	89	91	82	73	31	20	25	40	93	29	51	68	68	55	5									
		6.10%	6.19%	6.23%	6.25%	3.37%	6.22%	6.45%	6.21%	6.22%	6.26%	6.40%	6.18%	6.08%	6.41%	6.18%	6.26%	6.25%	6.30%	6.26%	6.22%	6.21%	5.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	465	13	35	29	25	31	28	33	34	41	26	11	8	9	16	32	5	19	25	25	20	0									
		2.31%	2.30%	2.27%	2.32%	2.34%	2.27%	2.35%	2.30%	2.32%	3.13%	2.28%	2.19%	2.43%	2.31%	2.47%	2.15%	1.08%	2.35%	2.30%	2.29%	2.26%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2016	57	156	126	88	138	122	145	150	132	117	51	33	40	65	150	47	83	110	110	89	7									
		10.02%	10.09%	10.12%	10.10%	8.24%	10.10%	10.22%	10.12%	10.25%	10.08%	10.25%	10.16%	10.03%	10.26%	10.05%	10.10%	10.13%	10.25%	10.12%	10.06%	10.05%	7.87%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
