Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																		
Дата голосования: 18.09.2016																																																																		
																																																																		
Наименование Избирательной комиссии:    Калачинская																																																																		
																																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																																		
																																																																		
		Сумма	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	395	10	5	3	3	5	10	3	3	10	3	8	3	8	5	10	3	5	3	8	5	10	3	10	3	5	3	10	8	8	3	10	3	5	8	10	3	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	111	4	0	0	0	0	3	0	0	3	0	1	1	8	0	1	0	1	0	1	5	5	3	2	1	2	1	6	2	3	0	1	1	0	0	0	1	2	7	2	2	3	4	1	1	2	0	0	7	3	10	5	3	2	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	63	1	0	2	2	0	2	0	2	1	0	0	1	2	1	1	1	1	1	1	0	0	1	4	1	1	1	1	0	0	0	0	0	0	0	2	0	1	3	0	0	1	0	2	0	2	0	1	0	10	9	3	1	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	284	6	5	3	3	5	7	3	3	7	3	7	2	0	5	9	3	4	3	7	0	5	0	8	2	3	2	4	6	5	3	9	2	5	8	10	2	8	3	8	8	7	6	9	9	8	10	10	3	7	0	5	7	8	9	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	2	0	1	2	1	2	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	179	8	1	1	2	3	6	1	0	7	1	2	1	1	0	2	0	1	0	1	0	2	1	9	0	1	0	3	3	7	0	5	0	0	2	2	0	6	8	5	5	9	13	3	3	7	5	3	4	8	5	3	10	6	2	1									
		1.28%	1.44%	0.63%	1.16%	4.08%	5.08%	1.24%	1.85%	0.00%	2.13%	1.32%	0.89%	2.63%	0.42%	0.00%	0.54%	0.00%	0.51%	0.00%	0.45%	0.00%	0.83%	4.17%	1.82%	0.00%	0.71%	0.00%	0.67%	1.35%	2.36%	0.00%	1.89%	0.00%	0.00%	1.27%	0.63%	0.00%	2.26%	1.67%	1.39%	1.13%	2.18%	3.42%	0.80%	1.33%	1.79%	1.15%	0.68%	0.79%	1.65%	0.78%	0.61%	2.24%	2.01%	0.53%	1.49%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	786	25	13	6	5	5	33	5	3	13	7	15	1	17	2	16	0	11	1	17	6	9	0	21	1	7	1	29	6	15	0	25	4	9	15	13	0	16	29	23	34	24	28	23	7	20	17	20	29	24	32	27	31	15	28	3									
		5.63%	4.51%	8.23%	6.98%	10.20%	8.47%	6.82%	9.26%	7.14%	3.96%	9.21%	6.67%	2.63%	7.20%	1.72%	4.35%	0.00%	5.61%	2.50%	7.73%	6.90%	3.72%	0.00%	4.24%	1.45%	4.96%	1.23%	6.49%	2.70%	5.05%	0.00%	9.43%	8.00%	8.26%	9.49%	4.09%	0.00%	6.04%	6.07%	6.37%	7.66%	5.83%	7.37%	6.13%	3.11%	5.10%	3.91%	4.51%	5.73%	4.95%	5.02%	5.45%	6.95%	5.02%	7.39%	4.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	248	9	0	2	0	0	9	0	3	4	0	1	1	3	2	6	1	3	0	1	4	4	0	6	1	2	3	13	2	6	0	6	0	1	3	5	0	4	10	6	7	7	12	4	2	13	15	4	8	11	7	9	10	11	6	1									
		1.78%	1.62%	0.00%	2.33%	0.00%	0.00%	1.86%	0.00%	7.14%	1.22%	0.00%	0.44%	2.63%	1.27%	1.72%	1.63%	3.70%	1.53%	0.00%	0.45%	4.60%	1.65%	0.00%	1.21%	1.45%	1.42%	3.70%	2.91%	0.90%	2.02%	0.00%	2.26%	0.00%	0.92%	1.90%	1.57%	0.00%	1.51%	2.09%	1.66%	1.58%	1.70%	3.16%	1.07%	0.89%	3.32%	3.45%	0.90%	1.58%	2.27%	1.10%	1.82%	2.24%	3.68%	1.58%	1.49%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4832	195	44	47	12	18	160	27	9	137	25	99	22	85	45	129	10	73	21	111	41	137	19	184	28	52	42	153	122	110	17	107	25	51	52	121	24	68	110	95	139	126	141	120	69	129	147	130	145	133	203	152	121	89	144	17									
		34.61%	35.20%	27.85%	54.65%	24.49%	30.51%	33.06%	50.00%	21.43%	41.77%	32.89%	44.00%	57.89%	36.02%	38.79%	35.05%	37.04%	37.24%	52.50%	50.45%	47.13%	56.61%	79.17%	37.17%	40.58%	36.88%	51.85%	34.23%	54.95%	37.04%	62.96%	40.38%	50.00%	46.79%	32.91%	38.05%	48.00%	25.66%	23.01%	26.32%	31.31%	30.58%	37.11%	32.00%	30.67%	32.91%	33.79%	29.35%	28.66%	27.42%	31.82%	30.71%	27.13%	29.77%	37.99%	25.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	70	1	0	1	1	0	3	1	1	0	0	2	1	3	1	0	0	1	0	3	0	0	1	2	1	0	0	3	2	1	1	3	0	1	2	1	0	2	1	2	2	2	3	0	0	2	3	3	0	5	1	5	1	1	0	0									
		0.50%	0.18%	0.00%	1.16%	2.04%	0.00%	0.62%	1.85%	2.38%	0.00%	0.00%	0.89%	2.63%	1.27%	0.86%	0.00%	0.00%	0.51%	0.00%	1.36%	0.00%	0.00%	4.17%	0.40%	1.45%	0.00%	0.00%	0.67%	0.90%	0.34%	3.70%	1.13%	0.00%	0.92%	1.27%	0.31%	0.00%	0.75%	0.21%	0.55%	0.45%	0.49%	0.79%	0.00%	0.00%	0.51%	0.69%	0.68%	0.00%	1.03%	0.16%	1.01%	0.22%	0.33%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	0	2	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	2	1	0	1	1	0	1	1	0	1	2	1	0	0	0	2	2	1	0	0	1									
		0.21%	0.00%	1.27%	0.00%	2.04%	1.69%	0.00%	0.00%	2.38%	0.30%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.38%	2.00%	0.00%	0.00%	0.63%	2.00%	0.00%	0.21%	0.28%	0.00%	0.24%	0.26%	0.00%	0.44%	0.51%	0.23%	0.00%	0.00%	0.00%	0.31%	0.40%	0.22%	0.00%	0.00%	1.49%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2796	86	38	9	11	8	79	5	9	60	18	46	7	64	40	85	7	39	9	26	5	43	1	84	23	32	12	70	45	47	3	43	6	17	15	37	5	68	89	81	104	95	55	87	43	88	87	81	107	104	132	128	102	100	91	20									
		20.02%	15.52%	24.05%	10.47%	22.45%	13.56%	16.32%	9.26%	21.43%	18.29%	23.68%	20.44%	18.42%	27.12%	34.48%	23.10%	25.93%	19.90%	22.50%	11.82%	5.75%	17.77%	4.17%	16.97%	33.33%	22.70%	14.81%	15.66%	20.27%	15.82%	11.11%	16.23%	12.00%	15.60%	9.49%	11.64%	10.00%	25.66%	18.62%	22.44%	23.42%	23.06%	14.47%	23.20%	19.11%	22.45%	20.00%	18.28%	21.15%	21.44%	20.69%	25.86%	22.87%	33.44%	24.01%	29.85%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	78	2	3	1	0	0	4	0	0	3	0	2	0	0	2	3	0	0	0	2	0	0	0	1	0	1	0	2	0	1	0	1	0	0	3	1	0	0	7	1	2	0	9	4	1	3	1	2	10	1	1	2	1	0	1	0									
		0.56%	0.36%	1.90%	1.16%	0.00%	0.00%	0.83%	0.00%	0.00%	0.91%	0.00%	0.89%	0.00%	0.00%	1.72%	0.82%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.20%	0.00%	0.71%	0.00%	0.45%	0.00%	0.34%	0.00%	0.38%	0.00%	0.00%	1.90%	0.31%	0.00%	0.00%	1.46%	0.28%	0.45%	0.00%	2.37%	1.07%	0.44%	0.77%	0.23%	0.45%	1.98%	0.21%	0.16%	0.40%	0.22%	0.00%	0.26%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	469	30	5	0	2	1	13	1	2	8	2	2	3	12	3	9	1	6	0	2	1	5	0	21	4	2	1	5	6	29	0	5	0	0	1	54	2	11	18	12	8	18	9	10	13	9	8	13	21	11	16	25	11	6	8	4									
		3.36%	5.42%	3.16%	0.00%	4.08%	1.69%	2.69%	1.85%	4.76%	2.44%	2.63%	0.89%	7.89%	5.08%	2.59%	2.45%	3.70%	3.06%	0.00%	0.91%	1.15%	2.07%	0.00%	4.24%	5.80%	1.42%	1.23%	1.12%	2.70%	9.76%	0.00%	1.89%	0.00%	0.00%	0.63%	16.98%	4.00%	4.15%	3.77%	3.32%	1.80%	4.37%	2.37%	2.67%	5.78%	2.30%	1.84%	2.93%	4.15%	2.27%	2.51%	5.05%	2.47%	2.01%	2.11%	5.97%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	2	0	0	1	0	1	0	0	0	1	0	0	2	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	1	1	2	1	1	2	0	1	2	0	0									
		0.22%	0.36%	0.00%	0.00%	2.04%	0.00%	0.21%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.85%	0.86%	0.27%	0.00%	0.00%	0.00%	0.45%	0.00%	0.41%	4.17%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.34%	0.00%	0.38%	0.00%	0.92%	0.00%	0.31%	2.00%	0.00%	0.00%	0.00%	0.23%	0.24%	0.00%	0.00%	0.00%	0.26%	0.23%	0.45%	0.20%	0.21%	0.31%	0.00%	0.22%	0.67%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	149	5	1	1	2	0	2	0	1	3	0	1	0	1	0	3	0	2	1	3	1	1	1	7	0	0	2	1	1	6	0	3	0	1	0	0	1	2	7	9	7	4	11	5	3	4	4	4	4	3	14	5	3	6	3	0									
		1.07%	0.90%	0.63%	1.16%	4.08%	0.00%	0.41%	0.00%	2.38%	0.91%	0.00%	0.44%	0.00%	0.42%	0.00%	0.82%	0.00%	1.02%	2.50%	1.36%	1.15%	0.41%	4.17%	1.41%	0.00%	0.00%	2.47%	0.22%	0.45%	2.02%	0.00%	1.13%	0.00%	0.92%	0.00%	0.00%	2.00%	0.75%	1.46%	2.49%	1.58%	0.97%	2.89%	1.33%	1.33%	1.02%	0.92%	0.90%	0.79%	0.62%	2.19%	1.01%	0.67%	2.01%	0.79%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3351	147	45	15	10	19	149	11	11	75	18	41	2	27	11	84	5	52	6	39	22	34	0	130	8	35	11	134	25	45	5	51	11	14	53	66	10	74	159	101	108	100	69	106	66	95	108	145	137	154	170	103	115	40	67	13									
		23.99%	26.53%	28.48%	17.44%	20.41%	32.20%	30.79%	20.37%	26.19%	22.87%	23.68%	18.22%	5.26%	11.44%	9.48%	22.83%	18.52%	26.53%	15.00%	17.73%	25.29%	14.05%	0.00%	26.26%	11.59%	24.82%	13.58%	29.98%	11.26%	15.15%	18.52%	19.25%	22.00%	12.84%	33.54%	20.75%	20.00%	27.92%	33.26%	27.98%	24.32%	24.27%	18.16%	28.27%	29.33%	24.23%	24.83%	32.73%	27.08%	31.75%	26.65%	20.81%	25.78%	13.38%	17.68%	19.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	54	2	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	0	3	0	0	3	5	1	1	0	2	1	0	2	1	2	1	1	1	1	0	4	0	1	1	3	0	5	1	1	0	1	4	0	0									
		0.39%	0.36%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.41%	0.00%	0.61%	0.00%	0.00%	3.70%	1.12%	0.45%	0.34%	0.00%	0.75%	2.00%	0.00%	1.27%	0.31%	4.00%	0.38%	0.21%	0.28%	0.23%	0.00%	1.05%	0.00%	0.44%	0.26%	0.69%	0.00%	0.99%	0.21%	0.16%	0.00%	0.22%	1.34%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	414	17	2	0	0	1	6	2	0	4	1	7	0	7	3	10	0	3	0	9	3	2	0	14	0	1	2	13	1	11	0	7	1	3	3	5	0	9	24	10	13	10	14	6	8	7	25	21	15	18	30	18	22	7	17	2									
		2.96%	3.07%	1.27%	0.00%	0.00%	1.69%	1.24%	3.70%	0.00%	1.22%	1.32%	3.11%	0.00%	2.97%	2.59%	2.72%	0.00%	1.53%	0.00%	4.09%	3.45%	0.83%	0.00%	2.83%	0.00%	0.71%	2.47%	2.91%	0.45%	3.70%	0.00%	2.64%	2.00%	2.75%	1.90%	1.57%	0.00%	3.40%	5.02%	2.77%	2.93%	2.43%	3.68%	1.60%	3.56%	1.79%	5.75%	4.74%	2.96%	3.71%	4.70%	3.64%	4.93%	2.34%	4.49%	2.99%									
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
