Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Кущевская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	510	15	15	15	20	20	20	10	5	5	35	10	10	10	20	5	5	20	15	5	10	5	5	15	15	10	5	5	10	5	5	5	5	5	5	5	5	5	5	5	10	15	20	5	5	5	5	5	5	5	20	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	150	3	3	3	2	2	3	2	2	5	29	3	6	2	8	0	2	4	3	1	6	0	2	6	10	3	0	0	3	0	0	0	0	1	3	1	2	0	1	1	2	4	5	1	2	0	0	0	1	0	7	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	159	5	77	5	5	0	1	6	5	0	6	1	0	2	5	1	1	5	0	3	0	1	0	1	7	2	0	0	1	0	1	2	0	0	0	0	0	0	0	0	2	1	6	0	0	0	2	0	0	1	3	0	1					
14	Число погашенных открепительных удостоверений	360	12	12	12	18	18	17	8	3	0	6	7	4	8	12	5	3	16	12	4	4	5	3	9	5	7	5	5	7	5	5	5	5	4	2	4	3	5	4	4	8	11	15	4	3	5	5	5	4	5	13	4	5					
15	Число открепительных удостоверений выданных ТИК	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	"1. ""ЕДИНЕНИЕ"""	292	6	10	9	12	6	9	5	0	2	11	11	8	3	13	0	6	13	14	1	8	4	2	3	13	2	0	0	4	2	2	6	1	2	5	0	1	2	4	7	4	16	12	1	3	4	8	1	9	3	10	8	6					
		1.04%	0.68%	0.82%	0.79%	1.01%	0.52%	0.79%	0.95%	0.0%	0.75%	1.03%	1.75%	1.08%	0.45%	0.81%	0.0%	1.01%	0.89%	1.43%	0.64%	1.34%	1.80%	0.71%	0.45%	1.25%	0.38%	0.0%	0.0%	0.98%	2.56%	1.14%	6.59%	1.09%	1.92%	1.24%	0.0%	0.62%	1.69%	3.27%	3.57%	0.77%	1.60%	0.85%	0.62%	1.97%	2.32%	5.88%	0.84%	2.91%	1.80%	0.67%	1.02%	1.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	244	12	10	7	8	7	5	7	4	4	11	2	5	5	3	1	1	18	5	1	6	0	2	10	13	4	0	0	3	1	3	3	0	0	6	12	1	0	0	4	6	5	17	3	2	3	1	0	3	0	5	10	5					
		0.87%	1.37%	0.82%	0.61%	0.67%	0.60%	0.44%	1.34%	2.64%	1.50%	1.03%	0.31%	0.68%	0.76%	0.18%	0.84%	0.16%	1.24%	0.51%	0.64%	1.00%	0.0%	0.71%	1.51%	1.25%	0.76%	0.0%	0.0%	0.73%	1.28%	1.72%	3.29%	0.0%	0.0%	1.48%	4.24%	0.62%	0.0%	0.0%	2.04%	1.16%	0.50%	1.21%	1.87%	1.31%	1.74%	0.73%	0.0%	0.97%	0.0%	0.33%	1.27%	1.42%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	499	11	25	15	24	20	26	10	5	4	11	11	8	16	13	2	15	33	17	0	7	2	8	15	26	8	1	3	10	0	2	8	1	3	7	1	4	3	3	3	6	20	26	3	2	9	7	1	6	8	21	8	1					
		1.77%	1.26%	2.06%	1.32%	2.02%	1.73%	2.28%	1.91%	3.31%	1.50%	1.03%	1.75%	1.08%	2.44%	0.81%	1.69%	2.54%	2.28%	1.74%	0.0%	1.17%	0.90%	2.85%	2.26%	2.51%	1.52%	1.21%	3.37%	2.46%	0.0%	1.14%	8.79%	1.09%	2.88%	1.73%	0.35%	2.5%	2.54%	2.45%	1.53%	1.16%	2.01%	1.85%	1.87%	1.31%	5.23%	5.14%	0.84%	1.94%	4.81%	1.42%	1.02%	0.28%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	394	18	33	27	15	19	23	7	2	3	21	7	6	5	11	0	4	19	22	4	11	2	1	6	9	4	0	0	5	0	2	1	3	1	7	3	2	0	0	2	11	22	28	0	0	6	3	1	1	2	4	4	7					
		1.40%	2.06%	2.72%	2.38%	1.26%	1.64%	2.02%	1.34%	1.32%	1.12%	1.98%	1.11%	0.81%	0.76%	0.68%	0.0%	0.67%	1.31%	2.25%	2.58%	1.84%	0.90%	0.35%	0.90%	0.87%	0.76%	0.0%	0.0%	1.23%	0.0%	1.14%	1.09%	3.29%	0.96%	1.73%	1.06%	1.25%	0.0%	0.0%	1.02%	2.12%	2.21%	1.99%	0.0%	0.0%	3.48%	2.20%	0.84%	0.32%	1.20%	0.27%	0.51%	1.98%					
22	"5. ""За Русь Святую"""	137	4	3	7	5	8	3	5	0	6	6	3	2	0	3	1	2	13	10	0	2	2	2	5	10	1	4	0	0	0	0	1	3	0	1	0	0	0	0	1	4	5	5	0	4	0	0	0	2	0	2	0	2					
		0.48%	0.45%	0.24%	0.61%	0.42%	0.69%	0.26%	0.95%	0.0%	2.25%	0.56%	0.47%	0.27%	0.0%	0.18%	0.84%	0.33%	0.89%	1.02%	0.0%	0.33%	0.90%	0.71%	0.75%	0.96%	0.19%	4.87%	0.0%	0.0%	0.0%	0.0%	1.09%	3.29%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.51%	0.77%	0.50%	0.35%	0.0%	2.63%	0.0%	0.0%	0.0%	0.64%	0.0%	0.13%	0.0%	0.56%					
23	"6. ""Объединенная Российская партия ""Русь"""	76	1	3	0	2	2	2	1	0	2	3	1	0	2	2	1	1	4	4	1	0	0	0	3	0	4	0	0	1	0	0	1	0	0	1	0	2	0	3	0	3	2	4	2	0	2	1	0	0	2	5	4	4					
		0.27%	0.11%	0.24%	0.0%	0.16%	0.17%	0.17%	0.19%	0.0%	0.75%	0.28%	0.15%	0.0%	0.30%	0.12%	0.84%	0.16%	0.27%	0.40%	0.64%	0.0%	0.0%	0.0%	0.45%	0.0%	0.76%	0.0%	0.0%	0.24%	0.0%	0.0%	1.09%	0.0%	0.0%	0.24%	0.0%	1.25%	0.0%	2.45%	0.0%	0.58%	0.20%	0.28%	1.25%	0.0%	1.16%	0.73%	0.0%	0.0%	1.20%	0.33%	0.51%	1.13%					
24	"7. ""Новый курс - Автомобильная Россия"""	160	10	9	8	10	8	9	3	1	0	2	3	2	3	5	2	0	11	2	0	1	1	2	2	5	0	0	0	2	1	2	0	0	0	3	1	0	0	1	1	3	10	11	1	0	0	1	0	2	1	7	7	7					
		0.57%	1.14%	0.74%	0.70%	0.84%	0.69%	0.79%	0.57%	0.66%	0.0%	0.18%	0.47%	0.27%	0.45%	0.31%	1.69%	0.0%	0.76%	0.20%	0.0%	0.16%	0.45%	0.71%	0.30%	0.48%	0.0%	0.0%	0.0%	0.49%	1.28%	1.14%	0.0%	0.0%	0.0%	0.74%	0.35%	0.0%	0.0%	0.81%	0.51%	0.58%	1.00%	0.78%	0.62%	0.0%	0.0%	0.73%	0.0%	0.64%	0.60%	0.47%	0.89%	1.98%					
25	"8. ""Народно-республиканская партия России"""	60	1	1	1	2	1	3	3	3	5	5	4	1	4	3	0	3	6	1	0	3	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0					
		0.21%	0.11%	0.08%	0.08%	0.16%	0.08%	0.26%	0.57%	1.98%	1.87%	0.47%	0.63%	0.13%	0.61%	0.18%	0.0%	0.50%	0.41%	0.10%	0.0%	0.50%	0.0%	0.0%	0.30%	0.29%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.10%	0.0%	0.62%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	90	1	5	4	10	1	2	0	1	1	15	4	0	1	0	0	2	1	12	0	2	0	1	2	1	1	0	0	1	0	0	1	0	3	2	0	0	0	0	0	0	2	5	0	1	0	0	0	1	2	4	0	1					
		0.32%	0.11%	0.41%	0.35%	0.84%	0.08%	0.17%	0.0%	0.66%	0.37%	1.41%	0.63%	0.0%	0.15%	0.0%	0.0%	0.33%	0.06%	1.22%	0.0%	0.33%	0.0%	0.35%	0.30%	0.09%	0.19%	0.0%	0.0%	0.24%	0.0%	0.0%	1.09%	0.0%	2.88%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.35%	0.0%	0.65%	0.0%	0.0%	0.0%	0.32%	1.20%	0.27%	0.0%	0.28%					
27	"10. ""Аграрная партия России"""	1349	38	39	36	39	31	38	17	2	13	18	43	63	24	109	2	29	36	22	7	33	16	23	66	76	48	8	12	16	6	8	4	14	1	19	19	3	8	2	18	52	33	68	8	1	3	10	9	14	8	72	37	28					
		4.81%	4.35%	3.22%	3.18%	3.29%	2.68%	3.34%	3.25%	1.32%	4.88%	1.70%	6.84%	8.57%	3.66%	6.82%	1.69%	4.91%	2.48%	2.25%	4.51%	5.54%	7.20%	8.21%	9.96%	7.35%	9.17%	9.75%	13.48%	3.94%	7.69%	4.59%	4.39%	15.38%	0.96%	4.71%	6.71%	1.87%	6.77%	1.63%	9.18%	10.05%	3.31%	4.84%	5.0%	0.65%	1.74%	7.35%	7.56%	4.53%	4.81%	4.87%	4.72%	7.95%					
28	"11. ""Истинные патриоты России"""	46	1	0	2	0	1	0	1	0	0	0	0	2	1	1	0	5	1	0	0	0	1	0	1	4	5	4	2	0	0	0	0	5	0	0	0	0	0	2	0	0	2	1	0	0	0	2	0	0	0	0	0	2					
		0.16%	0.11%	0.0%	0.17%	0.0%	0.08%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.27%	0.15%	0.06%	0.0%	0.84%	0.06%	0.0%	0.0%	0.0%	0.45%	0.0%	0.15%	0.38%	0.95%	4.87%	2.24%	0.0%	0.0%	0.0%	0.0%	5.49%	0.0%	0.0%	0.0%	0.0%	0.0%	1.63%	0.0%	0.0%	0.20%	0.07%	0.0%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	249	9	10	10	14	15	1	4	0	3	26	5	0	2	11	0	0	23	1	5	4	3	5	3	8	2	0	0	3	0	5	2	1	1	5	0	2	0	0	2	0	17	8	0	5	4	1	0	3	5	5	12	4					
		0.88%	1.03%	0.82%	0.88%	1.18%	1.30%	0.08%	0.76%	0.0%	1.12%	2.45%	0.79%	0.0%	0.30%	0.68%	0.0%	0.0%	1.59%	0.10%	3.22%	0.67%	1.35%	1.78%	0.45%	0.77%	0.38%	0.0%	0.0%	0.73%	0.0%	2.87%	2.19%	1.09%	0.96%	1.24%	0.0%	1.25%	0.0%	0.0%	1.02%	0.0%	1.70%	0.57%	0.0%	3.28%	2.32%	0.73%	0.0%	0.97%	3.01%	0.33%	1.53%	1.13%					
30	"13. ""Демократическая партия России"""	79	2	5	3	7	4	5	1	0	0	4	1	1	2	4	0	1	2	5	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	3	2	0	0	1	0	3	3	3	2	1	0	0	0	4	0	3	1	0					
		0.28%	0.22%	0.41%	0.26%	0.59%	0.34%	0.44%	0.19%	0.0%	0.0%	0.37%	0.15%	0.13%	0.30%	0.25%	0.0%	0.16%	0.13%	0.51%	0.0%	0.16%	0.0%	0.35%	0.15%	0.09%	0.19%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.70%	0.0%	0.0%	0.81%	0.0%	0.58%	0.30%	0.21%	1.25%	0.65%	0.0%	0.0%	0.0%	1.29%	0.0%	0.20%	0.12%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	50	1	2	0	1	0	3	2	0	0	2	1	1	0	1	0	2	1	0	1	0	1	1	0	2	2	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	6	0	0	0	0	1	0	2	2	3	5	1					
		0.17%	0.11%	0.16%	0.0%	0.08%	0.0%	0.26%	0.38%	0.0%	0.0%	0.18%	0.15%	0.13%	0.0%	0.06%	0.0%	0.33%	0.06%	0.0%	0.64%	0.0%	0.45%	0.35%	0.0%	0.19%	0.38%	1.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	1.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.64%	1.20%	0.20%	0.63%	0.28%					
32	"15. ""Партия СЛОН"""	22	0	1	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	1					
		0.07%	0.0%	0.08%	0.08%	0.0%	0.08%	0.08%	0.19%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.84%	0.16%	0.0%	0.10%	0.0%	0.0%	0.0%	0.35%	0.0%	0.19%	0.19%	0.0%	0.0%	0.49%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.28%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2249	16	100	105	151	111	104	52	3	23	165	11	37	48	134	8	14	156	61	10	24	18	15	43	92	39	10	3	44	11	9	1	5	11	46	22	7	8	8	11	36	105	109	3	2	9	7	1	18	12	115	54	42					
		8.02%	1.83%	8.25%	9.28%	12.76%	9.62%	9.15%	9.96%	1.98%	8.64%	15.59%	1.75%	5.03%	7.32%	8.39%	6.77%	2.37%	10.78%	6.24%	6.45%	4.03%	8.10%	5.35%	6.49%	8.90%	7.45%	12.19%	3.37%	10.83%	14.10%	5.17%	1.09%	5.49%	10.57%	11.41%	7.77%	4.37%	6.77%	6.55%	5.61%	6.96%	10.55%	7.76%	1.87%	1.31%	5.23%	5.14%	0.84%	5.82%	7.22%	7.79%	6.89%	11.93%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	67	3	8	1	0	0	3	1	2	1	3	0	9	2	0	0	5	3	0	0	1	2	2	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	2	0	0	1	2	0	1	3	0	0	0	0	4	2	0					
		0.23%	0.34%	0.66%	0.08%	0.0%	0.0%	0.26%	0.19%	1.32%	0.37%	0.28%	0.0%	1.22%	0.30%	0.0%	0.0%	0.84%	0.20%	0.0%	0.0%	0.16%	0.90%	0.71%	0.15%	0.09%	0.0%	0.0%	0.0%	0.24%	0.0%	0.57%	1.09%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	1.63%	0.0%	0.0%	0.10%	0.14%	0.0%	0.65%	1.74%	0.0%	0.0%	0.0%	0.0%	0.27%	0.25%	0.0%					
35	"18. ""ЛДПР"""	3719	131	151	168	188	144	141	81	15	35	198	84	64	87	158	27	84	172	82	9	66	15	26	185	118	78	11	7	46	2	28	7	9	13	48	42	31	3	10	23	48	140	193	49	29	42	18	7	11	26	195	103	71					
		13.26%	15.02%	12.46%	14.85%	15.89%	12.48%	12.41%	15.51%	9.93%	13.15%	18.71%	13.37%	8.70%	13.28%	9.89%	22.88%	14.23%	11.89%	8.39%	5.80%	11.09%	6.75%	9.28%	27.94%	11.42%	14.91%	13.41%	7.86%	11.33%	2.56%	16.09%	7.69%	9.89%	12.5%	11.91%	14.84%	19.37%	2.54%	8.19%	11.73%	9.28%	14.07%	13.75%	30.62%	19.07%	24.41%	13.23%	5.88%	3.55%	15.66%	13.21%	13.15%	20.17%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	493	23	13	20	30	22	13	7	1	8	14	10	20	5	31	3	3	30	18	1	5	6	0	9	16	10	1	1	15	5	4	2	2	2	5	0	1	7	3	3	9	24	26	0	7	1	2	1	7	6	27	12	2					
		1.75%	2.63%	1.07%	1.76%	2.53%	1.90%	1.14%	1.34%	0.66%	3.00%	1.32%	1.59%	2.72%	0.76%	1.94%	2.54%	0.50%	2.07%	1.84%	0.64%	0.84%	2.70%	0.0%	1.35%	1.54%	1.91%	1.21%	1.12%	3.69%	6.41%	2.29%	2.19%	2.19%	1.92%	1.24%	0.0%	0.62%	5.93%	2.45%	1.53%	1.74%	2.41%	1.85%	0.0%	4.60%	0.58%	1.47%	0.84%	2.26%	3.61%	1.82%	1.53%	0.56%					
37	"20. ""Политическая партия ""Единая Россия"""	9385	303	424	375	335	371	418	180	32	103	323	113	269	263	631	37	281	521	464	93	231	43	107	154	334	118	15	11	99	30	23	27	14	32	93	101	47	16	44	57	163	296	515	32	35	56	30	74	113	39	573	260	67					
		33.47%	34.74%	35.01%	33.15%	28.31%	32.17%	36.79%	34.48%	21.19%	38.72%	30.52%	17.99%	36.59%	40.15%	39.53%	31.35%	47.62%	36.03%	47.49%	60.0%	38.82%	19.36%	38.21%	23.26%	32.33%	22.56%	18.29%	12.35%	24.38%	38.46%	13.21%	29.67%	15.38%	30.76%	23.07%	35.68%	29.37%	13.55%	36.06%	29.08%	31.52%	29.74%	36.70%	20.0%	23.02%	32.55%	22.05%	62.18%	36.56%	23.49%	38.82%	33.20%	19.03%					
38	"21. ""Российская Конституционно-демократическая партия"""	45	2	1	2	1	0	1	1	1	0	1	2	3	1	1	0	0	4	3	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	0	2	1	5	0	1					
		0.16%	0.22%	0.08%	0.17%	0.08%	0.0%	0.08%	0.19%	0.66%	0.0%	0.09%	0.31%	0.40%	0.15%	0.06%	0.0%	0.0%	0.27%	0.30%	0.0%	0.0%	0.90%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.20%	0.0%	0.0%	0.65%	0.58%	0.0%	0.0%	0.64%	0.60%	0.33%	0.0%	0.28%					
39	"22. ""Развитие предпринимательства"""	64	3	5	1	2	3	4	2	1	0	1	0	1	5	3	0	0	3	1	0	0	2	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	2	8	0	0	0	0	0	5	0	3	1	2					
		0.22%	0.34%	0.41%	0.08%	0.16%	0.26%	0.35%	0.38%	0.66%	0.0%	0.09%	0.0%	0.13%	0.76%	0.18%	0.0%	0.0%	0.20%	0.10%	0.0%	0.0%	0.90%	0.0%	0.15%	0.0%	0.0%	0.0%	2.24%	0.24%	1.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.20%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	1.61%	0.0%	0.20%	0.12%	0.56%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6941	238	295	278	268	332	284	108	70	47	121	275	200	136	390	19	111	320	184	19	178	94	67	106	218	160	26	42	138	17	74	22	32	34	134	60	48	66	25	49	147	246	307	44	39	22	33	22	89	45	352	227	83					
		24.75%	27.29%	24.36%	24.58%	22.65%	28.79%	25.0%	20.68%	46.35%	17.66%	11.43%	43.78%	27.21%	20.76%	24.43%	16.10%	18.81%	22.13%	18.83%	12.25%	29.91%	42.34%	23.92%	16.01%	21.10%	30.59%	31.70%	47.19%	33.99%	21.79%	42.52%	24.17%	35.16%	32.69%	33.25%	21.20%	30.0%	55.93%	20.49%	25.0%	28.43%	24.72%	21.88%	27.5%	25.65%	12.79%	24.26%	18.48%	28.80%	27.10%	23.84%	28.99%	23.57%					
																																																											
41	Против всех	996	29	48	36	38	36	33	17	8	5	85	23	23	24	45	14	16	41	34	2	11	7	10	39	61	25	1	6	6	1	8	4	0	0	11	13	11	5	11	12	16	30	46	10	9	3	5	2	12	4	40	9	11					
		3.55%	3.32%	3.96%	3.18%	3.21%	3.12%	2.90%	3.25%	5.29%	1.87%	8.03%	3.66%	3.12%	3.66%	2.81%	11.86%	2.71%	2.83%	3.48%	1.29%	1.84%	3.15%	3.57%	5.89%	5.90%	4.78%	1.21%	6.74%	1.47%	1.28%	4.59%	4.39%	0.0%	0.0%	2.72%	4.59%	6.87%	4.23%	9.01%	6.12%	3.09%	3.01%	3.27%	6.25%	5.92%	1.74%	3.67%	1.68%	3.88%	2.40%	2.71%	1.14%	3.12%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
