Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Выборгская № 14																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	317	4	6	11	9	10	8	8	8	10	3	11	6	8	13	18	14	9	11	12	9	8	4	3	6	10	6	12	7	4	5	16	6	7	8	4	2	6	4	6	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	260	4	9	3	3	1	4	4	6	8	3	6	5	1	3	22	13	3	3	6	6	7	6	5	4	7	6	6	10	0	5	10	8	18	5	8	7	10	2	12	11					
14	Число погашенных открепительных удостоверений	1678	56	42	39	37	35	50	47	40	52	41	43	47	40	45	52	56	58	49	42	39	49	45	50	55	41	45	36	44	44	19	35	37	47	24	19	21	20	39	41	57					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	"1. ""ЕДИНЕНИЕ"""	280	17	6	5	10	2	5	6	11	5	4	6	7	8	5	5	9	7	9	6	6	7	2	13	10	7	9	7	5	6	2	2	5	10	7	4	3	3	5	26	8					
		0.81%	1.68%	0.71%	0.61%	1.22%	0.25%	0.54%	0.73%	1.26%	0.47%	0.61%	0.57%	0.78%	1.10%	0.46%	0.36%	0.72%	0.55%	0.79%	0.64%	0.68%	0.60%	0.28%	1.53%	1.04%	0.78%	1.27%	0.82%	0.61%	0.66%	0.56%	0.20%	0.80%	1.02%	1.32%	0.96%	0.80%	0.78%	0.68%	2.36%	0.90%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3167	115	66	58	72	54	77	62	64	67	45	111	65	74	114	178	183	184	100	81	95	127	59	92	91	61	66	77	63	92	59	105	44	101	25	35	27	19	40	63	56					
		9.23%	11.40%	7.89%	7.09%	8.80%	6.96%	8.37%	7.58%	7.33%	6.42%	6.89%	10.55%	7.31%	10.19%	10.53%	12.92%	14.78%	14.70%	8.84%	8.68%	10.78%	10.95%	8.55%	10.83%	9.49%	6.86%	9.32%	9.03%	7.79%	10.24%	16.57%	10.54%	7.11%	10.39%	4.71%	8.45%	7.23%	5.0%	5.49%	5.72%	6.32%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	966	29	29	18	29	41	23	22	21	36	18	26	32	20	38	22	25	13	42	27	28	30	28	30	30	31	23	24	9	36	8	19	28	28	12	4	8	20	21	19	19					
		2.81%	2.87%	3.46%	2.20%	3.54%	5.29%	2.50%	2.69%	2.40%	3.45%	2.75%	2.47%	3.60%	2.75%	3.51%	1.59%	2.01%	1.03%	3.71%	2.89%	3.17%	2.58%	4.05%	3.53%	3.13%	3.48%	3.24%	2.81%	1.11%	4.00%	2.24%	1.90%	4.53%	2.88%	2.26%	0.96%	2.14%	5.26%	2.88%	1.72%	2.14%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2754	63	45	49	53	56	72	49	56	72	58	130	83	52	125	139	105	109	115	87	84	111	64	79	54	55	53	83	57	77	45	99	41	101	22	43	19	35	23	34	57					
		8.03%	6.25%	5.38%	5.99%	6.47%	7.22%	7.83%	5.99%	6.42%	6.90%	8.88%	12.35%	9.34%	7.16%	11.55%	10.09%	8.48%	8.71%	10.17%	9.32%	9.53%	9.57%	9.27%	9.30%	5.63%	6.18%	7.48%	9.74%	7.05%	8.57%	12.64%	9.93%	6.63%	10.39%	4.15%	10.38%	5.09%	9.21%	3.15%	3.09%	6.43%					
22	"5. ""За Русь Святую"""	176	2	6	5	5	5	2	4	3	5	2	9	3	2	6	4	4	4	10	2	7	5	1	3	8	3	7	3	5	6	4	3	1	5	2	1	5	7	2	5	10					
		0.51%	0.19%	0.71%	0.61%	0.61%	0.64%	0.21%	0.48%	0.34%	0.47%	0.30%	0.85%	0.33%	0.27%	0.55%	0.29%	0.32%	0.31%	0.88%	0.21%	0.79%	0.43%	0.14%	0.35%	0.83%	0.33%	0.98%	0.35%	0.61%	0.66%	1.12%	0.30%	0.16%	0.51%	0.37%	0.24%	1.34%	1.84%	0.27%	0.45%	1.12%					
23	"6. ""Объединенная Российская партия ""Русь"""	75	3	3	3	0	1	1	3	4	2	0	2	2	1	0	1	0	3	3	1	1	1	0	2	1	0	4	1	2	4	0	0	1	3	0	0	2	0	4	11	5					
		0.21%	0.29%	0.35%	0.36%	0.0%	0.12%	0.10%	0.36%	0.45%	0.19%	0.0%	0.19%	0.22%	0.13%	0.0%	0.07%	0.0%	0.23%	0.26%	0.10%	0.11%	0.08%	0.0%	0.23%	0.10%	0.0%	0.56%	0.11%	0.24%	0.44%	0.0%	0.0%	0.16%	0.30%	0.0%	0.0%	0.53%	0.0%	0.54%	1.0%	0.56%					
24	"7. ""Новый курс - Автомобильная Россия"""	255	10	13	5	3	5	2	5	2	4	4	7	7	6	7	12	15	5	14	5	3	9	2	5	3	9	5	12	5	9	2	7	3	12	2	2	4	2	4	16	8					
		0.74%	0.99%	1.55%	0.61%	0.36%	0.64%	0.21%	0.61%	0.22%	0.38%	0.61%	0.66%	0.78%	0.82%	0.64%	0.87%	1.21%	0.39%	1.23%	0.53%	0.34%	0.77%	0.28%	0.58%	0.31%	1.01%	0.70%	1.40%	0.61%	1.00%	0.56%	0.70%	0.48%	1.23%	0.37%	0.48%	1.07%	0.52%	0.54%	1.45%	0.90%					
25	"8. ""Народно-республиканская партия России"""	30	1	0	1	0	0	2	0	0	1	0	1	0	0	2	0	2	4	0	0	2	1	0	2	1	1	1	2	0	0	0	0	0	1	1	0	0	0	0	2	2					
		0.08%	0.09%	0.0%	0.12%	0.0%	0.0%	0.21%	0.0%	0.0%	0.09%	0.0%	0.09%	0.0%	0.0%	0.18%	0.0%	0.16%	0.31%	0.0%	0.0%	0.22%	0.08%	0.0%	0.23%	0.10%	0.11%	0.14%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.18%	0.0%	0.0%	0.0%	0.0%	0.18%	0.22%					
26	"9. ""Российская экологическая партия ""Зеленые"""	191	7	8	5	5	6	5	7	1	2	2	7	6	1	6	7	4	11	5	7	3	6	2	7	3	3	7	4	8	6	2	8	6	4	0	1	0	2	4	10	3					
		0.55%	0.69%	0.95%	0.61%	0.61%	0.77%	0.54%	0.85%	0.11%	0.19%	0.30%	0.66%	0.67%	0.13%	0.55%	0.50%	0.32%	0.87%	0.44%	0.75%	0.34%	0.51%	0.28%	0.82%	0.31%	0.33%	0.98%	0.46%	0.99%	0.66%	0.56%	0.80%	0.97%	0.41%	0.0%	0.24%	0.0%	0.52%	0.54%	0.90%	0.33%					
27	"10. ""Аграрная партия России"""	513	20	13	9	12	18	18	11	4	17	9	21	15	17	13	14	11	18	16	16	9	19	8	11	12	11	15	14	7	15	2	24	5	7	11	5	9	5	23	19	10					
		1.49%	1.98%	1.55%	1.10%	1.46%	2.32%	1.95%	1.34%	0.45%	1.63%	1.37%	1.99%	1.68%	2.34%	1.20%	1.01%	0.88%	1.43%	1.41%	1.71%	1.02%	1.63%	1.15%	1.29%	1.25%	1.23%	2.11%	1.64%	0.86%	1.67%	0.56%	2.40%	0.80%	0.72%	2.07%	1.20%	2.41%	1.31%	3.15%	1.72%	1.12%					
28	"11. ""Истинные патриоты России"""	31	2	0	0	1	0	1	1	1	2	1	0	0	0	0	2	2	2	0	0	0	1	0	0	0	1	0	1	1	0	2	2	0	0	1	0	0	0	0	3	4					
		0.09%	0.19%	0.0%	0.0%	0.12%	0.0%	0.10%	0.12%	0.11%	0.19%	0.15%	0.0%	0.0%	0.0%	0.0%	0.14%	0.16%	0.15%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.11%	0.0%	0.11%	0.12%	0.0%	0.56%	0.20%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.27%	0.45%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	499	14	13	15	9	15	12	11	8	15	14	25	17	0	9	18	21	19	7	10	21	22	0	12	12	14	9	15	9	18	5	13	13	16	17	3	3	11	18	6	10					
		1.45%	1.38%	1.55%	1.83%	1.10%	1.93%	1.30%	1.34%	0.91%	1.43%	2.14%	2.37%	1.91%	0.0%	0.83%	1.30%	1.69%	1.51%	0.61%	1.07%	2.38%	1.89%	0.0%	1.41%	1.25%	1.57%	1.27%	1.76%	1.11%	2.00%	1.40%	1.30%	2.10%	1.64%	3.20%	0.72%	0.80%	2.89%	2.47%	0.54%	1.12%					
30	"13. ""Демократическая партия России"""	52	2	2	2	1	2	1	0	3	1	1	0	0	0	0	3	0	2	0	1	1	0	5	1	5	1	0	1	1	1	2	2	1	3	0	0	0	1	1	5	0					
		0.15%	0.19%	0.23%	0.24%	0.12%	0.25%	0.10%	0.0%	0.34%	0.09%	0.15%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.15%	0.0%	0.10%	0.11%	0.0%	0.72%	0.11%	0.52%	0.11%	0.0%	0.11%	0.12%	0.11%	0.56%	0.20%	0.16%	0.30%	0.0%	0.0%	0.0%	0.26%	0.13%	0.45%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	57	5	2	1	2	3	0	2	0	1	2	3	0	0	0	1	2	3	2	2	0	0	0	0	1	1	2	1	3	1	0	2	0	3	0	2	0	0	3	4	3					
		0.16%	0.49%	0.23%	0.12%	0.24%	0.38%	0.0%	0.24%	0.0%	0.09%	0.30%	0.28%	0.0%	0.0%	0.0%	0.07%	0.16%	0.23%	0.17%	0.21%	0.0%	0.0%	0.0%	0.0%	0.10%	0.11%	0.28%	0.11%	0.37%	0.11%	0.0%	0.20%	0.0%	0.30%	0.0%	0.48%	0.0%	0.0%	0.41%	0.36%	0.33%					
32	"15. ""Партия СЛОН"""	49	2	1	0	3	0	0	2	0	0	0	1	1	0	3	0	2	0	1	1	1	3	1	2	4	0	0	2	5	0	0	0	1	0	1	0	0	2	1	6	3					
		0.14%	0.19%	0.11%	0.0%	0.36%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.09%	0.11%	0.0%	0.27%	0.0%	0.16%	0.0%	0.08%	0.10%	0.11%	0.25%	0.14%	0.23%	0.41%	0.0%	0.0%	0.23%	0.61%	0.0%	0.0%	0.0%	0.16%	0.0%	0.18%	0.0%	0.0%	0.52%	0.13%	0.54%	0.33%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5567	141	105	129	140	109	155	114	153	176	97	165	150	121	188	257	195	189	164	157	119	192	128	128	148	166	139	130	152	118	53	180	93	183	79	92	73	70	79	205	135					
		16.23%	13.98%	12.55%	15.77%	17.11%	14.06%	16.86%	13.95%	17.54%	16.89%	14.85%	15.68%	16.89%	16.66%	17.37%	18.66%	15.75%	15.10%	14.51%	16.82%	13.50%	16.56%	18.55%	15.07%	15.44%	18.67%	19.63%	15.25%	18.81%	13.14%	14.88%	18.07%	15.04%	18.82%	14.90%	22.22%	19.57%	18.42%	10.85%	18.63%	15.23%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	38	1	1	2	0	0	1	1	0	2	0	0	0	4	0	2	0	0	2	0	0	0	0	3	0	0	0	1	0	0	0	2	0	1	4	2	0	0	2	7	0					
		0.11%	0.09%	0.11%	0.24%	0.0%	0.0%	0.10%	0.12%	0.0%	0.19%	0.0%	0.0%	0.0%	0.55%	0.0%	0.14%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.20%	0.0%	0.10%	0.75%	0.48%	0.0%	0.0%	0.27%	0.63%	0.0%					
35	"18. ""ЛДПР"""	2820	83	80	82	67	66	72	85	81	78	63	63	53	55	78	89	89	88	72	71	67	90	71	69	96	86	51	51	78	70	17	67	60	53	44	29	64	20	72	147	103					
		8.22%	8.23%	9.56%	10.02%	8.19%	8.51%	7.83%	10.40%	9.28%	7.48%	9.64%	5.98%	5.96%	7.57%	7.20%	6.46%	7.18%	7.03%	6.37%	7.60%	7.60%	7.76%	10.28%	8.12%	10.02%	9.67%	7.20%	5.98%	9.65%	7.79%	4.77%	6.72%	9.70%	5.45%	8.30%	7.00%	17.15%	5.26%	9.89%	13.36%	11.62%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1712	52	47	39	49	36	49	44	38	60	41	55	39	40	34	69	53	52	83	36	59	53	40	40	43	40	37	44	39	32	25	54	28	60	22	23	22	12	30	46	47					
		4.99%	5.15%	5.62%	4.76%	5.99%	4.64%	5.33%	5.38%	4.35%	5.75%	6.27%	5.22%	4.39%	5.50%	3.14%	5.01%	4.28%	4.15%	7.34%	3.85%	6.69%	4.57%	5.79%	4.71%	4.48%	4.49%	5.22%	5.16%	4.82%	3.56%	7.02%	5.42%	4.53%	6.17%	4.15%	5.55%	5.89%	3.15%	4.12%	4.18%	5.30%					
37	"20. ""Политическая партия ""Единая Россия"""	10450	309	277	268	256	252	290	294	292	345	213	292	277	196	291	350	386	369	306	307	243	356	215	250	299	291	199	264	254	287	83	285	213	256	189	122	92	136	281	302	263					
		30.48%	30.65%	33.13%	32.76%	31.29%	32.51%	31.55%	35.98%	33.48%	33.10%	32.61%	27.75%	31.19%	26.99%	26.89%	25.41%	31.17%	29.49%	27.07%	32.90%	27.58%	30.71%	31.15%	29.44%	31.21%	32.73%	28.10%	30.98%	31.43%	31.95%	23.31%	28.61%	34.46%	26.33%	35.66%	29.46%	24.66%	35.78%	38.59%	27.45%	29.68%					
38	"21. ""Российская Конституционно-демократическая партия"""	39	1	4	0	1	0	0	0	1	2	0	1	0	0	3	3	3	1	2	0	2	0	1	1	2	0	1	1	0	1	1	1	1	0	2	0	0	0	2	1	0					
		0.11%	0.09%	0.47%	0.0%	0.12%	0.0%	0.0%	0.0%	0.11%	0.19%	0.0%	0.09%	0.0%	0.0%	0.27%	0.21%	0.24%	0.07%	0.17%	0.0%	0.22%	0.0%	0.14%	0.11%	0.20%	0.0%	0.14%	0.11%	0.0%	0.11%	0.28%	0.10%	0.16%	0.0%	0.37%	0.0%	0.0%	0.0%	0.27%	0.09%	0.0%					
39	"22. ""Развитие предпринимательства"""	507	19	12	14	13	11	14	8	15	15	5	22	14	7	24	27	17	17	27	9	13	21	6	11	15	8	16	10	9	12	6	25	6	12	7	5	1	9	5	9	11					
		1.47%	1.88%	1.43%	1.71%	1.58%	1.41%	1.52%	0.97%	1.72%	1.43%	0.76%	2.09%	1.57%	0.96%	2.21%	1.96%	1.37%	1.35%	2.38%	0.96%	1.47%	1.81%	0.86%	1.29%	1.56%	0.89%	2.25%	1.17%	1.11%	1.33%	1.68%	2.51%	0.97%	1.23%	1.32%	1.20%	0.26%	2.36%	0.68%	0.81%	1.24%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2647	71	65	85	61	57	77	53	75	89	56	65	81	73	102	119	58	101	112	78	81	62	40	58	79	61	48	76	51	69	31	66	33	87	48	27	22	15	56	89	70					
		7.72%	7.04%	7.77%	10.39%	7.45%	7.35%	8.37%	6.48%	8.60%	8.54%	8.57%	6.17%	9.12%	10.05%	9.42%	8.64%	4.68%	8.07%	9.91%	8.36%	9.19%	5.34%	5.79%	6.83%	8.24%	6.86%	6.77%	8.92%	6.31%	7.68%	8.70%	6.62%	5.33%	8.95%	9.05%	6.52%	5.89%	3.94%	7.69%	8.09%	7.90%					
																																															
41	Против всех	1202	35	36	22	24	31	33	30	33	40	12	37	30	45	26	50	45	44	34	25	24	36	16	26	37	33	14	22	40	30	7	25	33	24	25	10	16	10	34	55	53					
		3.50%	3.47%	4.30%	2.68%	2.93%	4.0%	3.59%	3.67%	3.78%	3.83%	1.83%	3.51%	3.37%	6.19%	2.40%	3.63%	3.63%	3.51%	3.00%	2.67%	2.72%	3.10%	2.31%	3.06%	3.86%	3.71%	1.97%	2.58%	4.95%	3.34%	1.96%	2.51%	5.33%	2.46%	4.71%	2.41%	4.28%	2.63%	4.67%	5.0%	5.98%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
