Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																			
Дата голосования: 02.12.2007																																																																			
																																																																			
Наименование Избирательной комиссии:    Миллеровская районная																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №246	УИК №247	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №2480	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1495	10	50	50	60	60	15	50	50	60	50	42	60	60	50	60	50	15	15	10	15	10	14	10	10	50	10	15	10	15	13	15	10	50	10	50	15	60	10	10	11	15	10	10	10	10	10	10	15	10	60	10	10	10	15	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	651	0	12	22	17	18	13	23	30	41	20	9	33	30	10	44	13	14	11	4	14	0	9	8	9	7	0	9	4	12	13	4	1	12	8	11	8	33	5	3	1	8	1	0	10	1	8	4	12	2	29	3	4	4	5	4	2	1	9	8	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	530	3	0	3	12	5	228	7	5	9	9	9	13	7	7	13	73	4	1	2	4	1	8	3	4	2	0	2	1	3	0	3	3	4	2	3	1	9	2	5	3	4	1	0	13	1	3	3	5	2	3	1	1	1	7	2	0	3	3	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	844	10	38	28	43	42	2	27	20	19	30	33	27	30	40	16	37	1	4	6	1	10	5	2	1	43	10	6	6	3	0	11	9	38	2	39	7	27	5	7	10	7	9	10	0	9	2	6	3	8	31	7	6	6	10	6	8	9	1	2	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	1.Политическая партия «Аграрная партия России»	434	1	11	8	12	5	8	9	10	25	15	5	7	11	10	17	19	14	1	2	3	7	1	13	0	7	0	7	3	2	6	6	3	21	5	19	8	29	0	0	1	10	1	3	1	10	1	8	5	1	30	6	10	3	8	0	0	0	4	2	0					
		1.07%	1.28%	0.83%	0.49%	0.77%	0.29%	1.49%	0.67%	0.75%	1.38%	1.26%	0.59%	0.41%	0.88%	0.91%	1.07%	1.35%	3.15%	0.19%	1.30%	0.52%	1.58%	0.19%	2.58%	0.00%	0.63%	0.00%	1.18%	1.43%	0.32%	1.21%	1.26%	1.32%	2.31%	1.67%	2.72%	1.68%	1.46%	0.00%	0.00%	0.42%	2.44%	0.69%	0.65%	0.21%	2.11%	0.26%	1.39%	0.93%	0.93%	1.86%	2.21%	2.47%	2.08%	1.50%	0.00%	0.00%	0.00%	1.24%	0.70%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	75	0	3	3	2	4	0	1	5	10	6	1	3	0	3	11	6	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	1	1	0	0	1	0	2	0	0	0	0	0	1	0	0					
		0.18%	0.00%	0.23%	0.18%	0.13%	0.23%	0.00%	0.07%	0.38%	0.55%	0.51%	0.12%	0.18%	0.00%	0.27%	0.70%	0.43%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.18%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.26%	0.17%	0.00%	0.00%	0.06%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	72	0	1	2	0	0	0	1	0	2	5	0	3	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.18%	0.00%	0.08%	0.12%	0.00%	0.00%	0.00%	0.07%	0.00%	0.11%	0.42%	0.00%	0.18%	0.00%	0.18%	0.13%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	2.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3237	5	54	154	154	228	47	115	116	258	124	78	105	63	183	118	135	22	70	9	8	20	20	28	22	56	5	76	17	8	34	27	7	70	8	51	46	106	14	10	14	49	4	82	46	33	53	12	42	11	94	15	10	0	31	18	0	1	9	29	13					
		7.96%	6.41%	4.08%	9.35%	9.87%	13.18%	8.74%	8.61%	8.72%	14.25%	10.45%	9.15%	6.16%	5.05%	16.65%	7.46%	9.62%	4.94%	13.59%	5.84%	1.38%	4.50%	3.79%	5.57%	9.02%	5.05%	2.78%	12.82%	8.10%	1.27%	6.87%	5.66%	3.07%	7.68%	2.67%	7.30%	9.68%	5.33%	8.38%	4.35%	5.91%	11.95%	2.76%	17.67%	9.50%	6.96%	13.70%	2.09%	7.85%	10.19%	5.83%	5.54%	2.47%	0.00%	5.79%	7.66%	0.00%	0.75%	2.80%	10.18%	5.94%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	166	0	3	9	9	5	0	2	5	13	5	13	27	3	2	12	9	0	1	0	0	0	1	0	2	3	0	4	0	4	2	0	1	0	0	2	3	14	0	0	0	0	0	3	1	0	1	1	2	0	3	0	0	0	1	0	0	0	0	0	0					
		0.41%	0.00%	0.23%	0.55%	0.58%	0.29%	0.00%	0.15%	0.38%	0.72%	0.42%	1.53%	1.58%	0.24%	0.18%	0.76%	0.64%	0.00%	0.19%	0.00%	0.00%	0.00%	0.19%	0.00%	0.82%	0.27%	0.00%	0.67%	0.00%	0.63%	0.40%	0.00%	0.44%	0.00%	0.00%	0.29%	0.63%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.21%	0.00%	0.26%	0.17%	0.37%	0.00%	0.19%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	99	0	0	2	0	2	2	1	3	6	0	1	62	2	3	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0					
		0.24%	0.00%	0.00%	0.12%	0.00%	0.12%	0.37%	0.07%	0.23%	0.33%	0.00%	0.12%	3.64%	0.16%	0.27%	0.19%	0.07%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.11%	0.00%	0.14%	0.21%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1549	2	37	57	82	32	21	59	101	104	65	35	83	41	68	54	79	34	5	8	6	7	21	15	7	29	2	2	9	8	32	20	6	30	3	20	10	75	14	0	7	10	5	11	14	20	9	11	24	4	56	14	13	1	28	0	2	5	7	14	11					
		3.81%	2.56%	2.80%	3.46%	5.26%	1.85%	3.90%	4.42%	7.59%	5.75%	5.48%	4.11%	4.87%	3.29%	6.19%	3.41%	5.63%	7.64%	0.97%	5.19%	1.03%	1.58%	3.98%	2.98%	2.87%	2.61%	1.11%	0.34%	4.29%	1.27%	6.46%	4.19%	2.63%	3.29%	1.00%	2.86%	2.11%	3.77%	8.38%	0.00%	2.95%	2.44%	3.45%	2.37%	2.89%	4.22%	2.33%	1.91%	4.49%	3.70%	3.47%	5.17%	3.21%	0.69%	5.23%	0.00%	1.52%	3.76%	2.17%	4.91%	5.02%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1099	1	65	77	19	22	15	27	7	150	98	30	1	41	2	49	72	19	12	4	6	5	13	7	8	13	1	15	12	2	13	14	2	31	4	17	10	43	5	0	3	0	3	6	12	8	3	7	12	1	58	9	6	1	7	3	3	3	11	11	0					
		2.70%	1.28%	4.91%	4.68%	1.22%	1.27%	2.79%	2.02%	0.53%	8.29%	8.26%	3.52%	0.06%	3.29%	0.18%	3.10%	5.13%	4.27%	2.33%	2.60%	1.03%	1.13%	2.46%	1.39%	3.28%	1.17%	0.56%	2.53%	5.71%	0.32%	2.63%	2.94%	0.88%	3.40%	1.33%	2.43%	2.11%	2.16%	2.99%	0.00%	1.27%	0.00%	2.07%	1.29%	2.48%	1.69%	0.78%	1.22%	2.24%	0.93%	3.60%	3.32%	1.48%	0.69%	1.31%	1.28%	2.27%	2.26%	3.42%	3.86%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	143	0	0	3	4	3	2	3	12	5	0	2	5	3	5	15	9	3	4	0	1	0	5	0	1	4	0	2	0	0	2	2	0	4	0	1	1	8	0	0	0	0	2	4	1	0	1	5	3	2	5	1	6	0	2	1	0	0	0	1	0					
		0.35%	0.00%	0.00%	0.18%	0.26%	0.17%	0.37%	0.22%	0.90%	0.28%	0.00%	0.23%	0.29%	0.24%	0.45%	0.95%	0.64%	0.67%	0.78%	0.00%	0.17%	0.00%	0.95%	0.00%	0.41%	0.36%	0.00%	0.34%	0.00%	0.00%	0.40%	0.42%	0.00%	0.44%	0.00%	0.14%	0.21%	0.40%	0.00%	0.00%	0.00%	0.00%	1.38%	0.86%	0.21%	0.00%	0.26%	0.87%	0.56%	1.85%	0.31%	0.37%	1.48%	0.00%	0.37%	0.43%	0.00%	0.00%	0.00%	0.35%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	33526	69	1145	1318	1262	1414	439	1112	1066	1212	857	683	1402	1076	817	1281	1059	350	418	131	556	403	452	440	201	993	172	482	169	607	403	405	208	750	279	585	394	1650	134	220	210	340	130	351	401	403	315	527	440	88	1362	225	358	139	452	211	127	124	288	226	195					
		82.48%	88.46%	86.55%	80.02%	80.90%	81.73%	81.60%	83.23%	80.15%	66.96%	72.20%	80.16%	82.28%	86.22%	74.34%	80.97%	75.48%	78.65%	81.17%	85.06%	95.86%	90.77%	85.61%	87.48%	82.38%	89.46%	95.56%	81.28%	80.48%	96.04%	81.41%	84.91%	91.23%	82.33%	93.00%	83.69%	82.95%	82.99%	80.24%	95.65%	88.61%	82.93%	89.66%	75.65%	82.85%	85.02%	81.40%	91.65%	82.24%	81.48%	84.44%	83.03%	88.40%	96.53%	84.49%	89.79%	96.21%	93.23%	89.44%	79.30%	89.04%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	136	0	3	9	8	9	4	6	5	12	8	1	6	6	3	11	3	0	1	0	0	2	1	0	2	3	0	1	0	1	1	3	1	1	1	0	1	6	0	0	0	0	0	0	2	0	2	0	3	0	4	1	0	0	2	1	0	0	1	1	0					
		0.33%	0.00%	0.23%	0.55%	0.51%	0.52%	0.74%	0.45%	0.38%	0.66%	0.67%	0.12%	0.35%	0.48%	0.27%	0.70%	0.21%	0.00%	0.19%	0.00%	0.00%	0.45%	0.19%	0.00%	0.82%	0.27%	0.00%	0.17%	0.00%	0.16%	0.20%	0.63%	0.44%	0.11%	0.33%	0.00%	0.21%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.52%	0.00%	0.56%	0.00%	0.25%	0.37%	0.00%	0.00%	0.37%	0.43%	0.00%	0.00%	0.31%	0.35%	0.00%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
