Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Шиловская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082					
		0.58%	0.30%	0.76%	1.36%	0.54%	0.00%	0.56%	0.00%	0.00%	0.00%	0.44%	0.56%	0.00%	2.13%	0.00%	0.57%	0.00%	0.00%	0.91%	0.00%	0.75%	0.00%	0.00%	0.28%	0.90%	0.00%	0.56%	0.28%	0.00%	0.97%	0.97%	2.94%	0.51%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.56%	0.00%	0.00%	0.00%	0.43%	0.62%	0.57%	0.52%	0.63%	0.92%	0.72%	0.22%	0.51%	0.89%	0.47%	0.98%	1.27%	1.33%					
20	3.Политическая партия «Демократическая партия России»	53	0	0	3	3	0	1	0	0	1	13	0	0	2	0	1	0	0	0	1	0	1	0	2	0	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	5	4	0	1	1	1	1	0	0	2	2	0					
		0.25%	0.00%	0.00%	0.68%	1.61%	0.00%	0.19%	0.00%	0.00%	0.30%	2.84%	0.00%	0.00%	0.85%	0.00%	0.57%	0.00%	0.00%	0.00%	0.51%	0.00%	0.33%	0.00%	0.56%	0.00%	0.85%	0.56%	0.28%	1.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.32%	0.35%	0.00%	0.31%	0.14%	0.22%	0.17%	0.00%	0.00%	0.98%	0.19%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2892	34	18	31	13	22	67	19	0	47	39	41	5	28	44	16	20	25	2	14	5	19	20	21	73	16	17	61	2	49	7	2	2	40	20	39	29	38	22	41	14	2	8	161	176	157	289	231	30	151	112	108	53	25	14	160	193					
		13.41%	10.33%	13.74%	7.03%	6.99%	10.19%	12.55%	13.01%	0.00%	14.33%	8.53%	23.16%	5.43%	11.91%	13.88%	9.20%	19.80%	8.31%	1.82%	7.07%	3.73%	6.29%	8.40%	5.85%	13.18%	13.56%	9.60%	17.38%	2.99%	11.92%	6.80%	2.94%	1.01%	8.97%	9.90%	18.48%	17.06%	12.50%	11.52%	11.48%	15.22%	3.77%	10.00%	9.81%	12.05%	10.01%	25.22%	24.29%	9.20%	21.60%	24.51%	18.40%	11.80%	11.68%	6.83%	15.59%	17.11%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	57	0	0	1	0	1	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0	3	1	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	3	2	7	1	3	0	3	0	2	0	1	0	5	2					
		0.26%	0.00%	0.00%	0.23%	0.00%	0.46%	0.75%	0.00%	0.00%	0.00%	2.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.84%	0.18%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.14%	0.45%	0.09%	0.32%	0.00%	0.43%	0.00%	0.34%	0.00%	0.47%	0.00%	0.49%	0.18%					
23	6.Политическая партия «Партия социальной справедливости»	49	0	0	2	2	0	0	0	0	1	3	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	1	0	1	0	0	1	0	0	7	0	0	0	0	0	0	0	2	1	2	3	2	0	2	2	3	1	0	0	3	5					
		0.23%	0.00%	0.00%	0.45%	1.08%	0.00%	0.00%	0.00%	0.00%	0.30%	0.66%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.33%	0.00%	0.00%	0.36%	0.00%	0.00%	0.28%	0.00%	0.24%	0.00%	0.00%	0.51%	0.00%	0.00%	3.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.07%	0.13%	0.26%	0.21%	0.00%	0.29%	0.44%	0.51%	0.22%	0.00%	0.00%	0.29%	0.44%					
24	7.Политическая партия «Либерально-демократическая партия России»	1717	17	8	62	14	13	59	24	10	39	47	15	8	16	26	16	7	42	12	12	19	31	18	24	69	16	10	27	13	61	9	6	9	33	15	16	8	23	12	32	6	4	6	87	68	53	108	56	23	55	31	57	28	23	20	78	116					
		7.96%	5.17%	6.11%	14.06%	7.53%	6.02%	11.05%	16.44%	19.23%	11.89%	10.28%	8.47%	8.70%	6.81%	8.20%	9.20%	6.93%	13.95%	10.91%	6.06%	14.18%	10.26%	7.56%	6.69%	12.45%	13.56%	5.65%	7.69%	19.40%	14.84%	8.74%	8.82%	4.55%	7.40%	7.43%	7.58%	4.71%	7.57%	6.28%	8.96%	6.52%	7.55%	7.50%	5.30%	4.66%	3.38%	9.42%	5.89%	7.06%	7.87%	6.78%	9.71%	6.24%	10.75%	9.76%	7.60%	10.28%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2198	23	8	46	16	18	60	17	10	22	66	25	15	58	46	29	14	18	14	14	16	49	16	72	83	19	19	55	13	36	2	8	10	45	4	10	5	28	14	51	4	7	4	124	100	129	130	89	42	80	47	55	39	26	24	118	106					
		10.19%	6.99%	6.11%	10.43%	8.60%	8.33%	11.24%	11.64%	19.23%	6.71%	14.44%	14.12%	16.30%	24.68%	14.51%	16.67%	13.86%	5.98%	12.73%	7.07%	11.94%	16.23%	6.72%	20.06%	14.98%	16.10%	10.73%	15.67%	19.40%	8.76%	1.94%	11.76%	5.05%	10.09%	1.98%	4.74%	2.94%	9.21%	7.33%	14.29%	4.35%	13.21%	5.00%	7.55%	6.85%	8.23%	11.34%	9.36%	12.88%	11.44%	10.28%	9.37%	8.69%	12.15%	11.71%	11.50%	9.40%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	192	1	0	1	0	2	6	0	0	3	2	0	1	2	1	1	0	3	0	0	1	0	0	3	3	3	2	4	0	0	0	0	3	3	4	1	0	3	2	3	0	0	2	13	11	12	12	13	8	16	5	8	2	1	3	13	15					
		0.89%	0.30%	0.00%	0.23%	0.00%	0.93%	1.12%	0.00%	0.00%	0.91%	0.44%	0.00%	1.09%	0.85%	0.32%	0.57%	0.00%	0.99%	0.00%	0.00%	0.75%	0.00%	0.00%	0.84%	0.54%	2.54%	1.13%	1.14%	0.00%	0.00%	0.00%	0.00%	1.52%	0.67%	1.98%	0.47%	0.00%	0.99%	1.05%	0.84%	0.00%	0.00%	2.50%	0.79%	0.75%	0.77%	1.05%	1.37%	2.45%	2.29%	1.09%	1.36%	0.45%	0.47%	1.46%	1.27%	1.33%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13421	232	87	282	128	151	316	86	31	198	256	92	59	114	186	79	58	205	77	151	85	190	177	227	281	57	117	184	35	236	81	50	166	308	151	122	126	194	138	215	65	39	59	1187	1037	1136	546	515	213	349	237	335	318	135	123	564	635					
		62.22%	70.52%	66.41%	63.95%	68.82%	69.91%	59.18%	58.90%	59.62%	60.37%	56.02%	51.98%	64.13%	48.51%	58.68%	45.40%	57.43%	68.11%	70.00%	76.26%	63.43%	62.91%	74.37%	63.23%	50.72%	48.31%	66.10%	52.42%	52.24%	57.42%	78.64%	73.53%	83.84%	69.06%	74.75%	57.82%	74.12%	63.82%	72.25%	60.22%	70.65%	73.58%	73.75%	72.29%	71.03%	72.45%	47.64%	54.15%	65.34%	49.93%	51.86%	57.07%	70.82%	63.08%	60.00%	54.97%	56.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	119	0	0	0	0	1	2	0	0	5	1	1	0	5	2	1	0	1	0	0	0	0	0	1	3	1	2	2	0	3	0	0	0	0	2	0	0	1	0	1	0	0	0	20	7	12	8	8	1	4	4	4	1	0	2	8	5					
		0.55%	0.00%	0.00%	0.00%	0.00%	0.46%	0.37%	0.00%	0.00%	1.52%	0.22%	0.56%	0.00%	2.13%	0.63%	0.57%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.54%	0.85%	1.13%	0.57%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.33%	0.00%	0.28%	0.00%	0.00%	0.00%	1.22%	0.48%	0.77%	0.70%	0.84%	0.31%	0.57%	0.88%	0.68%	0.22%	0.00%	0.98%	0.78%	0.44%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
