Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Шиловская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857					
		0.87%	1.64%	0.93%	0.85%	0.65%	0.53%	1.25%	1.52%	0.00%	0.32%	0.52%	0.00%	0.00%	0.79%	0.37%	0.65%	0.00%	1.89%	0.00%	0.33%	0.80%	0.51%	1.31%	0.92%	0.00%	1.08%	1.13%	1.85%	1.29%	0.00%	0.00%	1.96%	0.00%	0.00%	1.15%	1.32%	1.41%	1.23%	1.48%	0.00%	1.19%	0.65%	1.07%	0.70%	1.21%	1.24%	0.99%	1.29%	0.74%	0.47%	1.20%	0.54%	0.83%	0.35%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3851	28	18	45	20	33	72	47	6	67	50	63	11	50	56	27	16	34	5	35	28	28	43	104	20	19	86	11	68	7	8	31	70	19	26	22	38	38	61	11	261	223	249	237	224	68	186	184	151	63	40	37	263	244					
		19.65%	9.21%	16.67%	12.78%	12.99%	17.37%	15.03%	23.74%	13.33%	21.34%	13.05%	31.19%	12.36%	19.69%	20.66%	17.42%	24.62%	12.88%	4.81%	11.59%	11.20%	14.14%	14.10%	19.05%	17.70%	10.27%	24.29%	20.37%	17.57%	7.45%	11.27%	20.26%	17.99%	9.69%	14.94%	14.47%	13.43%	23.46%	22.59%	12.64%	18.21%	18.14%	17.76%	20.81%	30.03%	21.05%	26.31%	34.01%	27.86%	14.75%	23.95%	20.00%	27.23%	21.57%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	296	4	0	5	2	1	14	0	0	3	7	3	0	3	4	1	1	0	0	2	3	1	3	9	0	4	2	0	10	0	2	0	5	1	0	3	3	1	3	1	47	10	31	19	14	4	12	10	10	1	4	1	18	14					
		1.51%	1.32%	0.00%	1.42%	1.30%	0.53%	2.92%	0.00%	0.00%	0.96%	1.83%	1.49%	0.00%	1.18%	1.48%	0.65%	1.54%	0.00%	0.00%	0.66%	1.20%	0.51%	0.98%	1.65%	0.00%	2.16%	0.56%	0.00%	2.58%	0.00%	2.82%	0.00%	1.29%	0.51%	0.00%	1.97%	1.06%	0.62%	1.11%	1.15%	3.28%	0.81%	2.21%	1.67%	1.88%	1.24%	1.70%	1.85%	1.85%	0.23%	2.40%	0.54%	1.86%	1.24%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9854	183	65	176	90	106	203	85	27	147	183	70	42	149	138	66	32	143	75	195	118	107	137	268	61	128	138	33	178	73	39	83	231	147	104	94	170	77	115	57	775	678	839	609	264	154	289	184	210	231	71	82	404	531					
		50.29%	60.20%	60.19%	50.00%	58.44%	55.79%	42.38%	42.93%	60.00%	46.82%	47.78%	34.65%	47.19%	58.66%	50.92%	42.58%	49.23%	54.17%	72.12%	64.57%	47.20%	54.04%	44.92%	49.08%	53.98%	69.19%	38.98%	61.11%	45.99%	77.66%	54.93%	54.25%	59.38%	75.00%	59.77%	61.84%	60.07%	47.53%	42.59%	65.52%	54.08%	55.17%	59.84%	53.47%	35.39%	47.68%	40.88%	34.01%	38.75%	54.10%	42.51%	44.32%	41.82%	46.95%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	107	3	0	6	1	0	4	1	0	1	2	1	0	3	0	2	0	1	0	0	2	2	3	0	1	0	2	0	1	0	1	2	0	1	1	0	5	0	3	0	6	7	3	7	5	4	1	3	2	3	1	4	8	4					
		0.55%	0.99%	0.00%	1.70%	0.65%	0.00%	0.84%	0.51%	0.00%	0.32%	0.52%	0.50%	0.00%	1.18%	0.00%	1.29%	0.00%	0.38%	0.00%	0.00%	0.80%	1.01%	0.98%	0.00%	0.88%	0.00%	0.56%	0.00%	0.26%	0.00%	1.41%	1.31%	0.00%	0.51%	0.57%	0.00%	1.77%	0.00%	1.11%	0.00%	0.42%	0.57%	0.21%	0.61%	0.67%	1.24%	0.14%	0.55%	0.37%	0.70%	0.60%	2.16%	0.83%	0.35%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
