Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Мишкинская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №659	УИК №661	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №677	УИК №678	УИК №679	УИК №680									
14	Число погашенных неиспользованных открепительных удостоверений	75	14	10	0	3	0	3	0	0	5	0	0	10	0	0	0	7	0	0	0	0	2	6	8	7	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	3	0	1	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	85	0	3	3	3	1	7	3	8	0	2	2	0	5	5	2	16	2	4	2	1	1	3	3	2	1	2	0	3	1									
		1.20%	0.00%	1.42%	0.84%	0.70%	0.53%	1.82%	1.20%	1.66%	0.00%	1.05%	0.57%	0.00%	3.11%	2.07%	1.45%	2.56%	0.83%	1.02%	2.44%	0.38%	0.61%	2.91%	2.46%	1.43%	0.90%	1.16%	0.00%	2.04%	0.72%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	290	13	13	11	12	3	9	13	25	5	10	16	11	5	6	5	38	8	20	3	9	13	7	0	8	5	6	2	9	5									
		4.10%	2.70%	6.16%	3.08%	2.82%	1.60%	2.34%	5.18%	5.19%	6.33%	5.26%	4.53%	3.09%	3.11%	2.49%	3.62%	6.08%	3.32%	5.12%	3.66%	3.38%	7.93%	6.80%	0.00%	5.71%	4.50%	3.49%	3.08%	6.12%	3.60%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	130	13	0	13	8	0	11	0	0	0	5	0	7	2	3	0	15	7	17	0	0	6	0	6	1	2	6	1	5	2									
		1.84%	2.70%	0.00%	3.64%	1.88%	0.00%	2.86%	0.00%	0.00%	0.00%	2.63%	0.00%	1.97%	1.24%	1.24%	0.00%	2.40%	2.90%	4.35%	0.00%	0.00%	3.66%	0.00%	4.92%	0.71%	1.80%	3.49%	1.54%	3.40%	1.44%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3037	172	64	129	173	103	131	108	203	33	77	158	172	58	132	75	277	105	186	43	138	67	50	44	77	61	73	26	42	60									
		42.98%	35.76%	30.33%	36.13%	40.61%	54.79%	34.11%	43.03%	42.12%	41.77%	40.53%	44.76%	48.31%	36.02%	54.77%	54.35%	44.32%	43.57%	47.57%	52.44%	51.88%	40.85%	48.54%	36.07%	55.00%	54.95%	42.44%	40.00%	28.57%	43.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	1	0	0	2	1	0	1	2	0	0	2	1	1	1	0	5	2	1	0	0	3	0	0	0	0	0	0	0	0									
		0.33%	0.21%	0.00%	0.00%	0.47%	0.53%	0.00%	0.40%	0.41%	0.00%	0.00%	0.57%	0.28%	0.62%	0.41%	0.00%	0.80%	0.83%	0.26%	0.00%	0.00%	1.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1460	124	43	58	99	38	80	61	100	24	44	79	59	46	60	25	113	58	79	16	59	29	10	13	21	21	30	5	39	27									
		20.66%	25.78%	20.38%	16.25%	23.24%	20.21%	20.83%	24.30%	20.75%	30.38%	23.16%	22.38%	16.57%	28.57%	24.90%	18.12%	18.08%	24.07%	20.20%	19.51%	22.18%	17.68%	9.71%	10.66%	15.00%	18.92%	17.44%	7.69%	26.53%	19.42%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	2	0	2	4	1	3	0	3	0	0	1	0	0	0	0	2	3	0	0	2	0	0	0	0	1	0	0	0	0									
		0.34%	0.42%	0.00%	0.56%	0.94%	0.53%	0.78%	0.00%	0.62%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.32%	1.24%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	4	2	1	2	0	4	2	3	1	0	0	0	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0									
		0.35%	0.83%	0.95%	0.28%	0.47%	0.00%	1.04%	0.80%	0.62%	1.27%	0.00%	0.00%	0.00%	0.62%	0.00%	0.72%	0.16%	0.00%	0.00%	1.22%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	1	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1									
		0.14%	0.00%	0.00%	0.28%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.72%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	5	5	1	2	1	2	0	1	1	0	1	0	2	0	0	4	0	1	1	0	1	0	0	1	0	2	4	1	1									
		0.52%	1.04%	2.37%	0.28%	0.47%	0.53%	0.52%	0.00%	0.21%	1.27%	0.00%	0.28%	0.00%	1.24%	0.00%	0.00%	0.64%	0.00%	0.26%	1.22%	0.00%	0.61%	0.00%	0.00%	0.71%	0.00%	1.16%	6.15%	0.68%	0.72%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1268	78	47	69	55	21	61	35	50	13	44	69	81	27	20	25	134	35	61	7	37	34	27	53	26	19	40	22	43	35									
		17.95%	16.22%	22.27%	19.33%	12.91%	11.17%	15.89%	13.94%	10.37%	16.46%	23.16%	19.55%	22.75%	16.77%	8.30%	18.12%	21.44%	14.52%	15.60%	8.54%	13.91%	20.73%	26.21%	43.44%	18.57%	17.12%	23.26%	33.85%	29.25%	25.18%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	1	3	3	2	2	3	0	3	0	0	0	1	1	0	0	2	0	2	1	2	0	1	1	1	0	2	0	0	1									
		0.45%	0.21%	1.42%	0.84%	0.47%	1.06%	0.78%	0.00%	0.62%	0.00%	0.00%	0.00%	0.28%	0.62%	0.00%	0.00%	0.32%	0.00%	0.51%	1.22%	0.75%	0.00%	0.97%	0.82%	0.71%	0.00%	1.16%	0.00%	0.00%	0.72%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	490	45	25	58	51	6	64	24	68	2	3	12	21	10	5	4	18	16	14	6	6	7	4	2	0	1	9	3	4	2									
		6.93%	9.36%	11.85%	16.25%	11.97%	3.19%	16.67%	9.56%	14.11%	2.53%	1.58%	3.40%	5.90%	6.21%	2.07%	2.90%	2.88%	6.64%	3.58%	7.32%	2.26%	4.27%	3.88%	1.64%	0.00%	0.90%	5.23%	4.62%	2.72%	1.44%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
