Выборы Президента Российской Федерации																																																																										
																																																																										
Наименование Избирательной комиссии:    Канашская																																																																										
																																																																										
Итоги голосования 																																																																										
																																																																										
		Сумма	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	156	1	6	2	1	5	1	0	0	1	2	4	0	3	2	0	7	2	2	4	9	0	1	6	1	2	5	2	1	4	1	2	3	2	1	2	0	2	2	0	6	2	0	5	0	0	4	2	4	2	2	5	4	5	4	9	1	1	0	3	0	0	0	2	0	0	1	5					
14	Число неиспользованных открепительных удостоверений	225	0	6	18	0	0	0	0	4	0	0	0	1	9	10	10	31	0	0	6	0	0	0	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	17	2	9	8	7	0	6	10	4	0	0	2	0	7	0	0	0	0	0	0	10	3	0	0	9	0	17					
15	"Число открепительных удостоверений, выданных в ТИК"	10	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																										
18	. Глазьев Сергей Юрьевич	281	13	8	11	5	5	3	1	3	2	6	5	0	7	6	0	20	3	0	6	2	0	0	8	1	2	1	2	0	3	1	1	3	3	3	3	1	1	1	1	8	14	2	15	3	2	17	5	1	0	10	3	3	5	5	3	4	4	0	5	0	1	2	4	7	8	1	8					
		1.36%	2.68%	1.53%	2.30%	2.70%	2.45%	0.93%	0.66%	2.86%	1.43%	2.14%	2.16%	0.00%	1.88%	2.24%	0.00%	1.41%	1.04%	0.00%	1.27%	0.52%	0.00%	0.00%	1.51%	0.61%	1.40%	0.24%	0.71%	0.00%	1.15%	0.63%	0.52%	1.65%	1.56%	1.56%	0.66%	0.53%	0.53%	0.57%	0.47%	1.32%	2.18%	1.55%	2.08%	0.92%	0.90%	2.15%	2.06%	0.37%	0.00%	2.34%	1.06%	0.55%	2.05%	2.70%	1.01%	2.02%	1.02%	0.00%	1.05%	0.00%	0.26%	1.06%	1.33%	2.35%	1.93%	0.59%	1.59%					
19	. Малышкин Олег Александрович	358	12	7	18	1	6	7	2	0	2	7	4	3	5	3	0	17	5	1	3	6	1	0	12	2	1	5	3	0	6	2	2	3	3	5	4	1	4	4	11	6	16	5	12	14	1	10	2	2	2	10	9	8	1	6	7	6	9	5	11	4	3	5	6	6	3	2	9					
		1.73%	2.47%	1.34%	3.77%	0.54%	2.94%	2.18%	1.32%	0.00%	1.43%	2.49%	1.73%	3.30%	1.34%	1.12%	0.00%	1.20%	1.73%	0.75%	0.63%	1.55%	1.20%	0.00%	2.26%	1.21%	0.70%	1.19%	1.06%	0.00%	2.30%	1.27%	1.04%	1.65%	1.56%	2.60%	0.88%	0.53%	2.13%	2.27%	5.16%	0.99%	2.50%	3.88%	1.66%	4.28%	0.45%	1.27%	0.82%	0.74%	1.53%	2.34%	3.18%	1.45%	0.41%	3.24%	2.36%	3.03%	2.28%	2.91%	2.31%	2.48%	0.78%	2.65%	1.99%	2.01%	0.72%	1.18%	1.79%					
20	. Миронов Сергей Михайлович	128	5	1	4	0	2	1	0	1	4	0	0	0	2	3	2	8	3	0	4	1	0	1	2	0	2	3	3	0	2	0	0	3	1	2	1	1	3	0	0	2	2	1	4	3	1	7	0	2	0	3	1	5	0	0	2	1	0	2	5	1	3	0	2	2	4	0	10					
		0.62%	1.03%	0.19%	0.84%	0.00%	0.98%	0.31%	0.00%	0.95%	2.86%	0.00%	0.00%	0.00%	0.54%	1.12%	1.01%	0.56%	1.04%	0.00%	0.84%	0.26%	0.00%	0.84%	0.38%	0.00%	1.40%	0.71%	1.06%	0.00%	0.77%	0.00%	0.00%	1.65%	0.52%	1.04%	0.22%	0.53%	1.60%	0.00%	0.00%	0.33%	0.31%	0.78%	0.55%	0.92%	0.45%	0.89%	0.00%	0.74%	0.00%	0.70%	0.35%	0.91%	0.00%	0.00%	0.68%	0.51%	0.00%	1.16%	1.05%	0.62%	0.78%	0.00%	0.66%	0.67%	0.96%	0.00%	1.99%					
21	. Путин Владимир Владимирович	14470	318	342	373	112	159	222	111	69	93	212	169	78	237	208	154	992	208	117	398	251	57	89	310	109	92	210	165	52	170	113	151	146	112	123	355	141	123	97	155	476	477	81	547	233	183	552	189	211	89	186	142	381	166	112	210	144	274	94	325	115	313	150	248	244	312	109	314					
		69.97%	65.57%	65.27%	78.03%	60.54%	77.94%	69.16%	73.03%	65.71%	66.43%	75.44%	73.16%	85.71%	63.71%	77.61%	77.78%	69.81%	71.97%	87.31%	83.97%	65.03%	68.67%	74.79%	58.49%	66.06%	64.34%	50.00%	58.30%	67.53%	65.13%	71.52%	78.24%	80.22%	58.33%	64.06%	78.37%	74.21%	65.43%	55.11%	72.77%	78.68%	74.41%	62.79%	75.87%	71.25%	82.81%	69.87%	77.78%	78.15%	67.94%	43.56%	50.18%	69.27%	68.03%	60.54%	70.95%	72.73%	69.54%	54.65%	68.13%	71.43%	81.72%	79.37%	82.39%	81.88%	75.18%	64.50%	62.43%					
22	. Хакамада Ирина Муцуовна	256	7	12	4	2	1	5	0	1	1	5	3	1	6	4	0	13	4	0	5	4	0	3	9	3	4	5	5	3	6	1	3	0	3	4	5	1	2	3	0	7	10	2	8	8	1	10	6	1	0	5	3	5	0	1	7	2	8	0	7	2	1	2	6	4	2	3	7					
		1.24%	1.44%	2.29%	0.84%	1.08%	0.49%	1.56%	0.00%	0.95%	0.71%	1.78%	1.30%	1.10%	1.61%	1.49%	0.00%	0.91%	1.38%	0.00%	1.05%	1.04%	0.00%	2.52%	1.70%	1.82%	2.80%	1.19%	1.77%	3.90%	2.30%	0.63%	1.55%	0.00%	1.56%	2.08%	1.10%	0.53%	1.06%	1.70%	0.00%	1.16%	1.56%	1.55%	1.11%	2.45%	0.45%	1.27%	2.47%	0.37%	0.00%	1.17%	1.06%	0.91%	0.00%	0.54%	2.36%	1.01%	2.03%	0.00%	1.47%	1.24%	0.26%	1.06%	1.99%	1.34%	0.48%	1.78%	1.39%					
23	. Харитонов Николай Михайлович	4556	119	134	48	60	25	70	33	28	31	43	45	7	102	33	29	316	54	11	46	114	20	26	170	47	36	178	95	18	66	40	33	22	68	47	70	41	50	67	42	92	101	33	110	62	32	180	38	41	32	191	116	130	64	56	61	37	86	62	108	32	56	23	33	29	78	46	143					
		22.03%	24.54%	25.57%	10.04%	32.43%	12.25%	21.81%	21.71%	26.67%	22.14%	15.30%	19.48%	7.69%	27.42%	12.31%	14.65%	22.24%	18.69%	8.21%	9.70%	29.53%	24.10%	21.85%	32.08%	28.48%	25.17%	42.38%	33.57%	23.38%	25.29%	25.32%	17.10%	12.09%	35.42%	24.48%	15.45%	21.58%	26.60%	38.07%	19.72%	15.21%	15.76%	25.58%	15.26%	18.96%	14.48%	22.78%	15.64%	15.19%	24.43%	44.73%	40.99%	23.64%	26.23%	30.27%	20.61%	18.69%	21.83%	36.05%	22.64%	19.88%	14.62%	12.17%	10.96%	9.73%	18.80%	27.22%	28.43%					
																																																																										
24	Против всех	230	3	15	2	3	2	10	2	1	1	2	4	2	5	5	1	22	0	0	3	2	2	0	6	2	1	4	3	1	5	0	0	2	1	4	4	2	2	3	3	4	5	2	9	1	1	4	1	2	3	8	2	8	1	4	1	0	4	3	11	0	1	4	1	2	7	4	7					
		1.11%	0.62%	2.86%	0.42%	1.62%	0.98%	3.12%	1.32%	0.95%	0.71%	0.71%	1.73%	2.20%	1.34%	1.87%	0.51%	1.55%	0.00%	0.00%	0.63%	0.52%	2.41%	0.00%	1.13%	1.21%	0.70%	0.95%	1.06%	1.30%	1.92%	0.00%	0.00%	1.10%	0.52%	2.08%	0.88%	1.05%	1.06%	1.70%	1.41%	0.66%	0.78%	1.55%	1.25%	0.31%	0.45%	0.51%	0.41%	0.74%	2.29%	1.87%	0.71%	1.45%	0.41%	2.16%	0.34%	0.00%	1.02%	1.74%	2.31%	0.00%	0.26%	2.12%	0.33%	0.67%	1.69%	2.37%	1.39%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
