7	Число избирательных бюллетеней в переносных ящиках для голосования	4330	29	45	56	107	78	10	96	66	77	200	64	42	105	111	30	90	127	162	9	115	88	78	59	12	108	19	38	31	109	119	34	17	237	84	95	61	270	35	2	0	71	12	146	76	25	90	106	92	11	314	16	59	17	93	26	0	12	3	40	6					
8	Число бюллетеней в стационарных ящиках для голосования	38353	52	1457	1543	1414	1832	297	1399	1278	1984	1023	753	1756	1017	1052	1893	1363	393	575	162	454	268	475	453	227	1021	149	569	185	546	379	494	214	686	203	776	432	1934	140	236	245	456	130	275	404	517	300	463	465	106	1535	244	317	130	441	206	134	120	318	232	231					
9	Число недействительных избирательных бюллетеней	128	0	2	1	14	12	0	0	8	0	8	9	0	10	5	0	10	5	0	0	5	2	0	0	0	0	0	7	0	0	2	0	0	5	0	5	1	0	0	0	3	0	0	3	7	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0					
10	Число действительных избирательных бюллетеней	42555	81	1500	1598	1507	1898	307	1495	1336	2061	1215	808	1798	1112	1158	1923	1443	515	737	171	564	354	553	512	239	1129	168	600	216	655	496	528	231	918	287	866	492	2204	175	238	242	527	142	418	473	542	390	568	557	117	1849	260	375	147	534	232	134	132	319	272	237					
11	Число полученных открепительных  удостоверений	1490	10	40	40	40	40	20	40	40	40	40	30	40	40	40	50	40	20	20	20	20	20	20	20	20	30	20	20	20	20	20	20	20	30	20	30	20	30	20	20	20	20	10	20	20	20	20	20	20	10	40	20	20	20	20	20	10	10	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	364	0	8	18	10	11	10	23	24	23	7	3	20	11	3	42	14	7	2	0	4	0	3	4	5	7	0	2	2	4	5	1	1	6	6	3	1	20	3	1	1	5	0	0	5	0	3	3	4	3	9	0	5	2	3	0	1	0	3	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	266	8	0	5	5	7	15	4	9	15	4	6	7	8	6	12	34	3	1	3	3	2	5	5	5	6	3	3	2	3	1	1	2	1	2	3	3	13	1	2	0	4	0	0	1	0	3	2	2	1	12	2	4	0	6	2	2	2	4	1	0					
14	Число неиспользованных открепительных удостоверений	1126	10	32	22	30	29	10	17	16	17	33	27	20	29	37	8	26	13	18	20	16	20	17	16	15	23	20	18	18	16	15	19	19	24	14	27	19	10	17	19	19	15	10	20	15	20	17	17	16	7	31	20	15	18	17	20	9	10	17	18	19					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	10	0	2	0	0	0	0	0	3	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																			
18	Богданов Андрей Владимирович	212	0	2	1	5	8	1	5	12	24	7	5	6	4	0	35	9	0	4	2	2	1	2	5	1	2	2	3	1	0	2	0	4	7	0	10	3	0	0	1	1	1	1	2	5	3	0	2	4	0	9	1	1	0	3	0	2	0	0	0	1					
		0.50%	0.00%	0.13%	0.06%	0.33%	0.42%	0.33%	0.33%	0.89%	1.16%	0.57%	0.61%	0.33%	0.36%	0.00%	1.82%	0.62%	0.00%	0.54%	1.17%	0.35%	0.28%	0.36%	0.98%	0.42%	0.18%	1.19%	0.49%	0.46%	0.00%	0.40%	0.00%	1.73%	0.76%	0.00%	1.15%	0.61%	0.00%	0.00%	0.42%	0.41%	0.19%	0.70%	0.48%	1.04%	0.55%	0.00%	0.35%	0.72%	0.00%	0.49%	0.38%	0.27%	0.00%	0.56%	0.00%	1.49%	0.00%	0.00%	0.00%	0.42%					
19	Жириновский Владимир Вольфович	1594	2	18	20	106	13	9	79	66	86	55	42	55	57	20	132	54	16	30	9	3	10	25	20	17	42	3	3	8	13	19	29	12	35	5	30	6	94	10	10	11	5	4	20	18	25	9	20	16	4	78	7	14	0	44	10	4	4	17	7	14					
		3.73%	2.47%	1.20%	1.25%	6.97%	0.68%	2.93%	5.28%	4.91%	4.17%	4.50%	5.14%	3.06%	5.08%	1.72%	6.86%	3.72%	3.08%	4.07%	5.26%	0.53%	2.81%	4.52%	3.91%	7.11%	3.72%	1.79%	0.49%	3.70%	1.98%	3.82%	5.49%	5.19%	3.79%	1.74%	3.44%	1.22%	4.26%	5.71%	4.20%	4.49%	0.95%	2.82%	4.75%	3.75%	4.61%	2.31%	3.51%	2.87%	3.42%	4.22%	2.69%	3.72%	0.00%	8.24%	4.31%	2.99%	3.03%	5.30%	2.57%	5.91%					
20	Зюганов Геннадий Андреевич	4364	6	163	327	133	71	26	136	142	327	141	83	221	85	148	160	124	13	93	12	10	21	31	42	24	138	12	74	31	68	56	47	24	83	41	104	77	199	10	17	15	67	13	44	117	48	43	39	57	9	172	25	74	2	42	13	0	1	10	40	13					
		10.22%	7.41%	10.85%	20.45%	8.74%	3.72%	8.47%	9.10%	10.57%	15.87%	11.53%	10.16%	12.29%	7.58%	12.73%	8.32%	8.53%	2.50%	12.62%	7.02%	1.76%	5.90%	5.61%	8.20%	10.04%	12.22%	7.14%	12.19%	14.35%	10.38%	11.24%	8.90%	10.39%	8.99%	14.29%	11.94%	15.62%	9.03%	5.71%	7.14%	6.12%	12.71%	9.15%	10.45%	24.38%	8.86%	11.03%	6.85%	10.23%	7.69%	9.30%	9.62%	19.68%	1.36%	7.87%	5.60%	0.00%	0.76%	3.12%	14.71%	5.49%					
21	Медведев Дмитрий Анатольевич	36385	73	1317	1250	1263	1806	271	1275	1116	1624	1012	678	1516	966	990	1596	1256	486	610	148	549	322	495	445	197	947	151	520	176	574	419	452	191	793	241	722	406	1911	155	210	215	454	124	352	333	466	338	507	480	104	1590	227	286	145	445	209	128	127	292	225	209					
		85.24%	90.12%	87.68%	78.17%	83.04%	94.55%	88.27%	85.28%	83.04%	78.80%	82.75%	82.99%	84.32%	86.10%	85.12%	82.99%	86.44%	93.46%	82.77%	86.55%	96.49%	90.45%	89.51%	86.91%	82.43%	83.88%	89.88%	85.67%	81.48%	87.63%	84.14%	85.61%	82.68%	85.92%	83.97%	82.89%	82.35%	86.71%	88.57%	88.24%	87.76%	86.15%	87.32%	83.61%	69.38%	85.98%	86.67%	89.10%	86.18%	88.89%	85.99%	87.31%	76.06%	98.64%	83.33%	90.09%	95.52%	96.21%	90.97%	82.72%	88.19%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
