Выборы Президента Российской Федерации																																																																			
																																																																			
Наименование Избирательной комиссии:    Миллеровская																																																																			
																																																																			
Итоги голосования 																																																																			
																																																																			
		Сумма	УИК №246	УИК №247	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №2480	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554					
11	Число полученных открепительных  удостоверений	1450	2	49	48	59	66	9	46	42	76	42	33	74	59	45	59	42	16	23	6	17	12	18	16	10	32	7	19	7	21	17	17	7	32	10	28	16	69	8	8	8	17	4	15	25	19	14	20	19	4	60	7	12	4	17	8	4	4	9	7	6					
12	Число выданных открепительных удостоверений	266	0	9	2	8	8	9	7	27	29	6	3	12	8	3	19	5	4	2	0	0	0	0	2	1	2	0	1	0	0	1	5	0	1	0	0	0	10	0	4	0	4	3	0	25	2	1	2	3	1	25	4	0	1	3	0	1	0	0	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	130	0	0	3	1	6	3	6	2	8	4	14	4	4	5	21	5	4	0	2	2	0	1	1	1	2	0	0	0	0	1	0	0	1	0	0	0	2	0	0	2	2	1	4	2	0	3	0	1	0	4	0	0	0	2	1	2	3	0	0	0					
14	Число неиспользованных открепительных удостоверений	1184	2	40	46	51	58	0	39	15	47	36	30	62	51	42	40	37	12	21	6	17	12	18	14	9	30	7	18	7	21	16	12	7	31	10	28	16	59	8	4	8	13	1	15	0	17	13	18	16	3	35	3	12	3	14	8	3	4	9	6	4					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	1	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																			
18	. Глазьев Сергей Юрьевич	1376	2	49	45	42	209	17	52	38	88	45	25	55	52	49	65	41	14	11	6	10	10	13	11	5	27	4	6	0	19	22	10	2	26	4	14	22	54	0	2	0	7	0	15	18	14	7	21	7	4	55	9	12	4	9	10	0	2	6	2	8					
		3.59%	2.53%	4.26%	3.43%	2.66%	11.60%	6.09%	4.44%	2.87%	4.90%	4.23%	2.61%	3.57%	4.41%	4.81%	4.63%	4.55%	3.60%	1.99%	3.31%	1.89%	2.76%	2.34%	2.20%	1.80%	3.16%	2.00%	1.20%	0.00%	2.95%	4.38%	1.95%	0.81%	2.91%	1.33%	1.79%	4.54%	3.19%	0.00%	0.91%	0.00%	1.53%	0.00%	3.39%	2.75%	2.73%	1.87%	3.45%	1.28%	3.31%	3.63%	3.21%	2.84%	2.94%	1.84%	4.93%	0.00%	1.45%	1.95%	1.09%	3.57%					
19	. Малышкин Олег Александрович	1119	1	17	28	47	40	12	23	24	45	15	24	40	27	28	57	20	18	19	17	11	27	10	16	15	38	10	15	6	26	7	19	4	26	9	25	7	99	7	15	14	22	6	4	15	24	15	7	6	3	47	5	8	4	12	4	5	1	10	4	9					
		2.92%	1.27%	1.48%	2.13%	2.97%	2.22%	4.30%	1.96%	1.81%	2.51%	1.41%	2.51%	2.60%	2.29%	2.75%	4.06%	2.22%	4.63%	3.44%	9.39%	2.08%	7.46%	1.80%	3.19%	5.40%	4.45%	5.00%	2.99%	2.70%	4.04%	1.39%	3.71%	1.62%	2.91%	3.00%	3.20%	1.44%	5.85%	3.48%	6.82%	5.71%	4.80%	3.92%	0.90%	2.29%	4.69%	4.01%	1.15%	1.09%	2.48%	3.10%	1.79%	1.90%	2.94%	2.45%	1.97%	3.70%	0.72%	3.25%	2.17%	4.02%					
20	. Миронов Сергей Михайлович	235	1	5	5	8	6	1	2	5	7	10	3	11	8	5	8	6	3	7	3	5	3	3	8	6	9	0	0	4	6	3	6	2	7	2	6	2	17	1	3	0	3	2	5	3	0	1	3	2	0	6	1	3	1	3	1	1	0	1	0	2					
		0.61%	1.27%	0.44%	0.38%	0.51%	0.33%	0.36%	0.17%	0.38%	0.39%	0.94%	0.31%	0.71%	0.68%	0.49%	0.57%	0.67%	0.77%	1.27%	1.66%	0.94%	0.83%	0.54%	1.60%	2.16%	1.05%	0.00%	0.00%	1.80%	0.93%	0.60%	1.17%	0.81%	0.78%	0.67%	0.77%	0.41%	1.00%	0.50%	1.36%	0.00%	0.66%	1.31%	1.13%	0.46%	0.00%	0.27%	0.49%	0.36%	0.00%	0.40%	0.36%	0.71%	0.74%	0.61%	0.49%	0.74%	0.00%	0.32%	0.00%	0.89%					
21	. Путин Владимир Владимирович	23886	67	840	864	1078	830	166	755	912	1118	697	703	967	752	530	874	555	264	349	86	390	231	380	302	122	418	126	293	119	392	297	366	194	506	184	403	246	992	115	129	175	288	102	259	369	286	194	414	435	89	956	168	296	108	305	123	115	119	195	109	169					
		62.35%	84.81%	73.11%	65.85%	68.23%	46.09%	59.50%	64.47%	68.88%	62.25%	65.51%	73.46%	62.75%	63.78%	52.06%	62.30%	61.60%	67.87%	63.22%	47.51%	73.58%	63.81%	68.35%	60.28%	43.88%	48.95%	63.00%	58.48%	53.60%	60.87%	59.16%	71.48%	78.54%	56.54%	61.33%	51.60%	50.72%	58.63%	57.21%	58.64%	71.43%	62.88%	66.67%	58.60%	56.34%	55.86%	51.87%	68.09%	79.38%	73.55%	63.02%	60.00%	70.14%	79.41%	62.37%	60.59%	85.19%	86.23%	63.31%	59.24%	75.45%					
22	. Хакамада Ирина Муцуовна	798	0	31	29	37	40	6	28	34	55	19	17	36	34	38	42	26	2	14	5	10	6	9	9	2	14	5	15	9	9	2	9	2	14	3	16	2	24	0	5	2	11	2	3	11	6	14	8	7	0	30	4	6	0	13	4	2	1	4	5	7					
		2.08%	0.00%	2.70%	2.21%	2.34%	2.22%	2.15%	2.39%	2.57%	3.06%	1.79%	1.78%	2.34%	2.88%	3.73%	2.99%	2.89%	0.51%	2.54%	2.76%	1.89%	1.66%	1.62%	1.80%	0.72%	1.64%	2.50%	2.99%	4.05%	1.40%	0.40%	1.76%	0.81%	1.56%	1.00%	2.05%	0.41%	1.42%	0.00%	2.27%	0.82%	2.40%	1.31%	0.68%	1.68%	1.17%	3.74%	1.32%	1.28%	0.00%	1.98%	1.43%	1.42%	0.00%	2.66%	1.97%	1.48%	0.72%	1.30%	2.72%	3.12%					
23	. Харитонов Николай Михайлович	9629	7	190	302	315	634	63	277	265	404	242	163	369	261	345	238	206	81	138	62	81	82	133	148	122	331	52	164	77	151	159	98	38	299	96	298	194	455	71	62	45	117	38	136	154	169	126	145	80	25	350	87	85	18	136	55	10	14	82	60	24					
		25.13%	8.86%	16.54%	23.02%	19.94%	35.20%	22.58%	23.65%	20.02%	22.49%	22.74%	17.03%	23.95%	22.14%	33.89%	16.96%	22.86%	20.82%	25.00%	34.25%	15.28%	22.65%	23.92%	29.54%	43.88%	38.76%	26.00%	32.73%	34.68%	23.45%	31.67%	19.14%	15.38%	33.41%	32.00%	38.16%	40.00%	26.89%	35.32%	28.18%	18.37%	25.55%	24.84%	30.77%	23.51%	33.01%	33.69%	23.85%	14.60%	20.66%	23.07%	31.07%	20.14%	13.24%	27.81%	27.09%	7.41%	10.14%	26.62%	32.61%	10.71%					
																																																																			
24	Против всех	935	1	15	36	47	32	13	28	43	62	25	22	54	36	16	115	43	7	11	1	8	3	4	7	3	12	2	7	7	13	3	2	3	12	2	11	6	29	7	4	0	8	0	17	24	9	16	5	4	0	56	6	10	1	7	5	2	1	5	2	5					
		2.44%	1.27%	1.31%	2.74%	2.97%	1.78%	4.66%	2.39%	3.25%	3.45%	2.35%	2.30%	3.50%	3.05%	1.57%	8.20%	4.77%	1.80%	1.99%	0.55%	1.51%	0.83%	0.72%	1.40%	1.08%	1.41%	1.00%	1.40%	3.15%	2.02%	0.60%	0.39%	1.21%	1.34%	0.67%	1.41%	1.24%	1.71%	3.48%	1.82%	0.00%	1.75%	0.00%	3.85%	3.66%	1.76%	4.28%	0.82%	0.73%	0.00%	3.69%	2.14%	2.37%	0.74%	1.43%	2.46%	1.48%	0.72%	1.62%	1.09%	2.23%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
