Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																												
Дата голосования: 04.12.2011																																																																												
																																																																												
Наименование Избирательной комиссии:    Кукморская																																																																												
																																																																												
Сводная таблица результатов выборов																																																																												
																																																																												
		Сумма	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	338	2	7	0	6	7	65	27	7	15	3	12	5	2	1	13	8	4	1	1	3	1	3	1	3	9	8	2	5	4	2	0	1	6	18	2	1	2	0	4	1	1	2	0	1	0	5	2	1	0	2	3	4	2	1	3	5	9	0	6	5	3	1	4	0	3	5	2	3	3					
		0.88%	0.42%	1.04%	0.00%	0.45%	0.54%	5.25%	2.21%	0.36%	0.98%	0.17%	0.94%	0.28%	0.84%	0.70%	1.80%	1.28%	1.02%	0.17%	0.27%	0.45%	0.44%	1.28%	0.28%	0.87%	3.98%	3.10%	0.66%	1.06%	1.33%	0.29%	0.00%	0.24%	1.40%	4.35%	0.28%	0.10%	0.64%	0.00%	0.86%	0.54%	0.39%	0.52%	0.00%	0.20%	0.00%	0.43%	0.31%	0.36%	0.00%	0.30%	0.83%	0.85%	0.69%	0.81%	0.55%	0.91%	3.01%	0.00%	1.57%	0.71%	0.63%	0.29%	0.99%	0.00%	0.58%	2.13%	0.56%	0.57%	0.98%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	301	1	8	6	5	13	40	23	11	5	3	12	4	2	1	16	1	0	8	0	3	2	1	1	5	3	2	6	2	2	3	0	1	11	14	0	3	1	0	2	2	1	1	2	2	0	3	1	1	1	12	1	4	1	1	2	6	1	0	5	7	6	2	1	0	2	3	3	5	4					
		0.78%	0.21%	1.19%	1.43%	0.38%	1.00%	3.23%	1.88%	0.57%	0.33%	0.17%	0.94%	0.22%	0.84%	0.70%	2.22%	0.16%	0.00%	1.38%	0.00%	0.45%	0.88%	0.43%	0.28%	1.45%	1.33%	0.78%	1.99%	0.42%	0.67%	0.44%	0.00%	0.24%	2.56%	3.38%	0.00%	0.31%	0.32%	0.00%	0.43%	1.09%	0.39%	0.26%	0.67%	0.40%	0.00%	0.26%	0.16%	0.36%	0.45%	1.79%	0.28%	0.85%	0.34%	0.81%	0.36%	1.09%	0.33%	0.00%	1.31%	0.99%	1.25%	0.58%	0.25%	0.00%	0.38%	1.28%	0.84%	0.95%	1.31%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	0	2	2	0	1	0	3	1	0	3	0	8	0	0	1	3	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	1	2	3	0	0	0	0	0	1	0	2					
		0.12%	0.00%	0.30%	0.48%	0.00%	0.08%	0.00%	0.25%	0.05%	0.00%	0.17%	0.00%	0.44%	0.00%	0.00%	0.14%	0.48%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.29%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.18%	0.18%	0.00%	0.00%	0.26%	0.28%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.65%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1472	6	8	16	85	65	204	84	71	57	25	40	76	3	10	51	24	8	9	17	14	4	3	11	22	14	17	7	8	8	15	2	2	17	17	8	9	10	3	6	7	6	4	5	11	1	46	16	7	3	27	15	50	16	7	8	12	3	7	6	30	15	3	6	4	12	8	19	21	41					
		3.84%	1.27%	1.19%	3.80%	6.40%	5.02%	16.48%	6.86%	3.65%	3.71%	1.44%	3.15%	4.22%	1.26%	7.04%	7.06%	3.85%	2.05%	1.56%	4.67%	2.11%	1.75%	1.28%	3.06%	6.40%	6.19%	6.59%	2.33%	1.69%	2.67%	2.21%	1.31%	0.47%	3.96%	4.11%	1.12%	0.93%	3.22%	0.98%	1.29%	3.80%	2.35%	1.04%	1.68%	2.22%	0.40%	3.96%	2.52%	2.51%	1.36%	4.02%	4.17%	10.66%	5.52%	5.65%	1.46%	2.18%	1.00%	3.55%	1.57%	4.27%	3.13%	0.86%	1.48%	2.40%	2.31%	3.40%	5.29%	3.99%	13.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	81	0	1	0	0	3	20	5	7	0	2	0	4	0	0	8	1	4	0	0	2	1	0	1	1	0	0	1	0	2	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	1	1	0	0	2	1	0	0	0	1	1	0	1	1	0	0	0	0	1					
		0.21%	0.00%	0.15%	0.00%	0.00%	0.23%	1.62%	0.41%	0.36%	0.00%	0.11%	0.00%	0.22%	0.00%	0.00%	1.11%	0.16%	1.02%	0.00%	0.00%	0.30%	0.44%	0.00%	0.28%	0.29%	0.00%	0.00%	0.33%	0.00%	0.67%	0.00%	0.00%	0.00%	0.47%	0.24%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.30%	0.28%	0.21%	0.00%	0.00%	0.36%	0.18%	0.00%	0.00%	0.00%	0.14%	0.21%	0.00%	0.25%	0.60%	0.00%	0.00%	0.00%	0.00%	0.33%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	35989	462	640	397	1209	1203	895	1071	1837	1458	1706	1207	1697	232	130	630	586	375	560	346	636	220	227	345	309	199	229	282	457	283	658	150	419	390	360	706	952	294	304	451	174	247	375	290	482	246	1105	616	270	216	624	340	407	271	115	532	524	285	188	364	657	450	341	394	159	502	219	333	497	254					
		93.85%	98.09%	95.24%	94.30%	91.04%	92.97%	72.29%	87.50%	94.54%	94.98%	97.93%	94.96%	94.12%	97.07%	91.55%	87.26%	93.91%	95.91%	96.89%	95.05%	96.07%	96.49%	97.01%	96.10%	89.83%	88.05%	88.76%	93.69%	96.82%	94.33%	97.05%	98.04%	98.59%	90.91%	86.96%	98.60%	98.65%	94.53%	99.02%	97.20%	94.57%	96.86%	97.66%	97.64%	97.18%	99.60%	95.09%	97.01%	96.77%	98.18%	92.99%	94.44%	86.78%	93.45%	92.74%	96.90%	95.27%	95.32%	95.43%	95.04%	93.46%	93.95%	98.27%	97.04%	95.21%	96.54%	93.19%	92.76%	94.49%	83.01%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	29	0	1	0	0	2	0	0	3	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	1	2	0	1	1	0	0	0	1	0	1	0	1					
		0.08%	0.00%	0.15%	0.00%	0.00%	0.15%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.66%	0.00%	0.33%	0.00%	0.65%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.18%	0.18%	0.33%	1.02%	0.00%	0.14%	0.21%	0.00%	0.00%	0.00%	0.19%	0.00%	0.28%	0.00%	0.33%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
