Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Красногвардейская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664									
		2.55%	3.47%	3.55%	3.12%	2.31%	2.71%	2.08%	2.79%	3.95%	2.74%	2.41%	2.27%	2.40%	5.56%	1.64%	3.28%	2.20%	0.43%	3.89%	3.45%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	214	7	9	6	20	12	21	20	10	6	11	7	4	2	20	23	9	4	9	12	2									
		1.27%	1.21%	1.52%	0.72%	1.59%	1.80%	1.74%	2.66%	1.01%	0.78%	0.95%	0.79%	0.48%	1.23%	1.37%	1.71%	1.65%	0.43%	1.59%	1.59%	0.34%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10333	310	348	470	718	328	679	430	612	441	762	540	506	62	1007	738	347	768	258	498	511									
		61.32%	53.73%	58.78%	56.42%	57.17%	49.32%	56.40%	57.18%	62.01%	57.50%	65.69%	61.22%	60.60%	38.27%	68.88%	54.99%	63.67%	83.39%	45.58%	66.05%	86.76%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	63	6	6	3	7	3	5	5	1	1	4	3	1	0	1	10	4	1	1	1	0									
		0.37%	1.04%	1.01%	0.36%	0.56%	0.45%	0.42%	0.66%	0.10%	0.13%	0.34%	0.34%	0.12%	0.00%	0.07%	0.75%	0.73%	0.11%	0.18%	0.13%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	5	1	2	1	0	1	0	2	1	0	0	1	0	0	2	1	1	1	1	0									
		0.12%	0.87%	0.17%	0.24%	0.08%	0.00%	0.08%	0.00%	0.20%	0.13%	0.00%	0.00%	0.12%	0.00%	0.00%	0.15%	0.18%	0.11%	0.18%	0.13%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2242	97	83	124	172	113	187	128	135	136	153	116	123	24	147	194	64	54	98	71	23									
		13.30%	16.81%	14.02%	14.89%	13.69%	16.99%	15.53%	17.02%	13.68%	17.73%	13.19%	13.15%	14.73%	14.81%	10.05%	14.46%	11.74%	5.86%	17.31%	9.42%	3.90%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	55	5	3	8	9	1	7	3	1	3	5	1	2	0	2	3	0	1	0	1	0									
		0.33%	0.87%	0.51%	0.96%	0.72%	0.15%	0.58%	0.40%	0.10%	0.39%	0.43%	0.11%	0.24%	0.00%	0.14%	0.22%	0.00%	0.11%	0.00%	0.13%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	117	6	3	6	16	8	15	8	2	2	12	3	5	0	4	8	2	1	12	4	0									
		0.69%	1.04%	0.51%	0.72%	1.27%	1.20%	1.25%	1.06%	0.20%	0.26%	1.03%	0.34%	0.60%	0.00%	0.27%	0.60%	0.37%	0.11%	2.12%	0.53%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	4	1	1	0	3	1	0	0	4	3	0	0	0	2	4	0	3	0	0	0									
		0.15%	0.69%	0.17%	0.12%	0.00%	0.45%	0.08%	0.00%	0.00%	0.52%	0.26%	0.00%	0.00%	0.00%	0.14%	0.30%	0.00%	0.33%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	4	2	2	7	4	9	5	9	2	7	2	4	0	0	5	1	3	1	3	1									
		0.42%	0.69%	0.34%	0.24%	0.56%	0.60%	0.75%	0.66%	0.91%	0.26%	0.60%	0.23%	0.48%	0.00%	0.00%	0.37%	0.18%	0.33%	0.18%	0.40%	0.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2227	57	91	134	200	118	160	81	114	107	129	130	134	52	154	213	66	44	133	76	34									
		13.22%	9.88%	15.37%	16.09%	15.92%	17.74%	13.29%	10.77%	11.55%	13.95%	11.12%	14.74%	16.05%	32.10%	10.53%	15.87%	12.11%	4.78%	23.50%	10.08%	5.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	3	1	2	2	3	4	2	4	2	2	1	0	0	2	7	4	1	4	2	0									
		0.27%	0.52%	0.17%	0.24%	0.16%	0.45%	0.33%	0.27%	0.41%	0.26%	0.17%	0.11%	0.00%	0.00%	0.14%	0.52%	0.73%	0.11%	0.71%	0.27%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	528	15	3	32	45	25	54	28	30	16	21	34	20	3	41	54	18	31	12	32	14									
		3.13%	2.60%	0.51%	3.84%	3.58%	3.76%	4.49%	3.72%	3.04%	2.09%	1.81%	3.85%	2.40%	1.85%	2.80%	4.02%	3.30%	3.37%	2.12%	4.24%	2.38%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
