Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Пугачевская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	815	20	20	20	20	20	20	25	15	15	20	15	15	20	20	20	20	20	20	20	20	20	15	15	10	15	15	10	15	15	15	15	15	10	15	20	30	15	20	10	15	10	10	20	15	10	15	10	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	450	20	15	13	9	13	10	22	5	5	15	10	9	15	13	16	9	16	14	5	13	4	5	10	1	3	6	3	10	1	7	11	9	1	5	18	18	7	15	7	15	10	9	13	1	0	1	0	7	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	121	8	1	6	0	0	2	2	0	1	3	5	2	0	5	11	4	3	6	5	8	0	1	5	1	3	2	1	0	0	0	0	3	1	0	5	2	2	4	12	2	0	0	1	2	1	0	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	365	0	5	7	11	7	10	3	10	10	5	5	6	5	7	4	11	4	6	15	7	16	10	5	9	12	9	7	5	14	8	4	6	9	10	2	12	8	5	3	0	0	1	7	14	10	14	10	8	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	2	0	1	0	4	0	0	0	1	3	1	1	1	2	1	1	1	2	0	1	1	1	2	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0	0	1	0	1	0	0	0	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3521	97	135	110	105	106	80	110	76	39	183	92	75	99	78	149	134	103	140	107	100	103	83	88	13	36	26	13	65	42	43	57	40	8	39	52	155	76	81	26	73	28	53	65	41	9	27	16	28	17					
		16.73%	15.82%	20.93%	16.22%	17.74%	18.86%	17.06%	19.40%	23.17%	15.29%	21.61%	21.60%	19.53%	17.55%	12.46%	20.11%	19.76%	19.36%	18.02%	19.01%	18.42%	18.29%	25.30%	23.34%	10.66%	12.72%	9.77%	13.83%	21.52%	16.41%	13.40%	12.93%	11.53%	11.27%	11.61%	12.87%	18.26%	19.74%	14.16%	19.12%	11.66%	9.59%	18.34%	13.77%	13.76%	7.76%	9.78%	11.68%	8.41%	4.68%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2396	96	92	85	77	57	49	95	37	27	143	42	46	92	36	103	108	87	70	71	64	72	47	50	12	36	28	3	19	20	47	37	41	3	26	32	78	24	43	23	40	20	19	52	33	19	29	18	30	18					
		11.39%	15.66%	14.26%	12.54%	13.01%	10.14%	10.45%	16.75%	11.28%	10.59%	16.88%	9.86%	11.98%	16.31%	5.75%	13.90%	15.93%	16.35%	9.01%	12.61%	11.79%	12.79%	14.33%	13.26%	9.84%	12.72%	10.53%	3.19%	6.29%	7.81%	14.64%	8.39%	11.82%	4.23%	7.74%	7.92%	9.19%	6.23%	7.52%	16.91%	6.39%	6.85%	6.57%	11.02%	11.07%	16.38%	10.51%	13.14%	9.01%	4.96%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	196	6	5	2	8	5	10	6	2	3	14	12	4	6	6	6	6	4	10	0	1	6	7	5	2	0	2	3	4	2	2	2	1	0	2	0	7	2	4	1	4	1	1	6	1	1	3	1	2	8					
		0.93%	0.98%	0.78%	0.29%	1.35%	0.89%	2.13%	1.06%	0.61%	1.18%	1.65%	2.82%	1.04%	1.06%	0.96%	0.81%	0.88%	0.75%	1.29%	0.00%	0.18%	1.07%	2.13%	1.33%	1.64%	0.00%	0.75%	3.19%	1.32%	0.78%	0.62%	0.45%	0.29%	0.00%	0.60%	0.00%	0.82%	0.52%	0.70%	0.74%	0.64%	0.34%	0.35%	1.27%	0.34%	0.86%	1.09%	0.73%	0.60%	2.20%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3794	118	107	147	137	98	110	85	43	42	176	113	98	110	115	193	152	117	181	128	133	99	80	61	9	44	40	14	51	47	29	78	34	7	37	35	150	39	96	19	82	34	27	51	38	11	46	21	49	63					
		18.03%	19.25%	16.59%	21.68%	23.14%	17.44%	23.45%	14.99%	13.11%	16.47%	20.78%	26.53%	25.52%	19.50%	18.37%	26.05%	22.42%	21.99%	23.29%	22.74%	24.49%	17.58%	24.39%	16.18%	7.38%	15.55%	15.04%	14.89%	16.89%	18.36%	9.03%	17.69%	9.80%	9.86%	11.01%	8.66%	17.67%	10.13%	16.78%	13.97%	13.10%	11.64%	9.34%	10.81%	12.75%	9.48%	16.67%	15.33%	14.71%	17.36%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	233	6	10	8	8	12	8	11	2	3	16	7	3	7	4	10	10	7	17	8	14	12	1	7	0	0	0	0	2	0	2	5	0	0	1	0	6	7	3	1	6	2	0	1	1	1	1	0	2	1					
		1.11%	0.98%	1.55%	1.18%	1.35%	2.14%	1.71%	1.94%	0.61%	1.18%	1.89%	1.64%	0.78%	1.24%	0.64%	1.35%	1.47%	1.32%	2.19%	1.42%	2.58%	2.13%	0.30%	1.86%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.62%	1.13%	0.00%	0.00%	0.30%	0.00%	0.71%	1.82%	0.52%	0.74%	0.96%	0.68%	0.00%	0.21%	0.34%	0.86%	0.36%	0.00%	0.60%	0.28%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10578	276	287	305	246	280	202	254	157	139	302	149	151	240	378	270	260	209	347	240	218	263	104	161	84	165	167	59	156	142	196	259	221	50	230	285	437	230	333	65	410	204	188	290	179	75	170	81	212	252					
		50.26%	45.02%	44.50%	44.99%	41.55%	49.82%	43.07%	44.80%	47.87%	54.51%	35.66%	34.98%	39.32%	42.55%	60.38%	36.44%	38.35%	39.29%	44.66%	42.63%	40.15%	46.71%	31.71%	42.71%	68.85%	58.30%	62.78%	62.77%	51.66%	55.47%	61.06%	58.73%	63.69%	70.42%	68.45%	70.54%	51.47%	59.74%	58.22%	47.79%	65.50%	69.86%	65.05%	61.44%	60.07%	64.66%	61.59%	59.12%	63.66%	69.42%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	65	2	2	3	3	4	5	1	2	1	3	1	0	3	3	1	5	0	2	3	4	1	3	1	0	0	0	0	0	0	0	0	1	0	1	0	2	2	3	0	1	1	0	0	1	0	0	0	0	0					
		0.31%	0.33%	0.31%	0.44%	0.51%	0.71%	1.07%	0.18%	0.61%	0.39%	0.35%	0.23%	0.00%	0.53%	0.48%	0.13%	0.74%	0.00%	0.26%	0.53%	0.74%	0.18%	0.91%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.30%	0.00%	0.24%	0.52%	0.52%	0.00%	0.16%	0.34%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
