Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Сергиевская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	694	5	3	7	18	13	6	10	7	14	16	25	33	10	1	10	25	5	36	39	27	2	8	13	15	6	23	11	17	31	36	51	58	37	30	28	10	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	455	5	3	26	9	5	5	5	5	5	8	4	10	5	4	26	6	3	18	19	13	6	6	3	5	11	11	6	56	4	74	17	14	17	10	12	11	8					
14	Число погашенных неиспользованных открепительных удостоверений	148	5	7	8	2	0	1	1	3	3	4	5	0	0	9	10	0	2	0	7	11	3	0	0	5	4	0	14	8	9	9	2	0	3	5	2	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	500	2	4	15	2	9	6	8	12	5	2	10	13	5	4	11	6	2	22	22	23	0	4	6	6	7	15	29	23	15	41	34	40	32	25	26	5	9					
		1.90%	1.09%	2.02%	4.08%	0.67%	2.17%	2.08%	1.87%	4.84%	1.39%	0.48%	1.83%	2.65%	4.90%	2.86%	1.11%	2.76%	0.97%	1.35%	1.75%	1.77%	0.00%	2.20%	1.44%	0.72%	2.85%	1.87%	2.69%	2.53%	3.65%	2.30%	2.15%	2.10%	1.57%	2.00%	2.05%	1.08%	1.13%					
19	2.Всероссийская политическая партия «Гражданская Сила»	145	0	1	0	2	0	2	4	2	1	2	0	3	0	0	3	1	0	8	8	12	0	1	2	4	1	1	3	6	2	15	11	16	21	8	5	0	0					
		0.55%	0.00%	0.51%	0.00%	0.67%	0.00%	0.69%	0.93%	0.81%	0.28%	0.48%	0.00%	0.61%	0.00%	0.00%	0.30%	0.46%	0.00%	0.49%	0.64%	0.92%	0.00%	0.55%	0.48%	0.48%	0.41%	0.12%	0.28%	0.66%	0.49%	0.84%	0.69%	0.84%	1.03%	0.64%	0.39%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	28	0	0	0	0	1	0	0	3	1	0	1	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	2	0	3	2	1	3	2	3	0	1					
		0.11%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	1.21%	0.28%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.08%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.17%	0.13%	0.05%	0.15%	0.16%	0.24%	0.00%	0.13%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3260	14	16	24	27	23	14	45	20	20	42	95	55	4	13	39	24	20	184	161	138	13	27	41	70	22	71	159	128	38	291	283	328	404	156	165	41	45					
		12.41%	7.61%	8.08%	6.52%	9.00%	5.54%	4.84%	10.51%	8.06%	5.56%	10.10%	17.43%	11.22%	3.92%	9.29%	3.92%	11.06%	9.66%	11.32%	12.83%	10.60%	5.88%	14.84%	9.83%	8.36%	8.94%	8.85%	14.76%	14.07%	9.25%	16.34%	17.88%	17.19%	19.80%	12.51%	12.98%	8.89%	5.63%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	212	1	1	2	5	9	5	6	2	0	2	6	5	0	0	2	4	1	12	4	5	0	0	0	7	5	2	4	3	3	26	21	33	19	6	3	3	5					
		0.81%	0.54%	0.51%	0.54%	1.67%	2.17%	1.73%	1.40%	0.81%	0.00%	0.48%	1.10%	1.02%	0.00%	0.00%	0.20%	1.84%	0.48%	0.74%	0.32%	0.38%	0.00%	0.00%	0.00%	0.84%	2.03%	0.25%	0.37%	0.33%	0.73%	1.46%	1.33%	1.73%	0.93%	0.48%	0.24%	0.65%	0.63%					
23	6.Политическая партия «Партия социальной справедливости»	42	0	1	0	0	0	0	0	1	0	2	0	1	0	0	4	2	0	4	0	2	0	0	1	0	0	1	2	3	0	6	3	4	1	2	1	0	1					
		0.16%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.48%	0.00%	0.20%	0.00%	0.00%	0.40%	0.92%	0.00%	0.25%	0.00%	0.15%	0.00%	0.00%	0.24%	0.00%	0.00%	0.12%	0.19%	0.33%	0.00%	0.34%	0.19%	0.21%	0.05%	0.16%	0.08%	0.00%	0.13%					
24	7.Политическая партия «Либерально-демократическая партия России»	2329	19	9	22	18	22	18	68	25	10	24	34	27	15	13	59	16	11	147	119	122	13	13	48	62	26	39	91	69	55	159	160	215	198	130	137	37	79					
		8.86%	10.33%	4.55%	5.98%	6.00%	5.30%	6.23%	15.89%	10.08%	2.78%	5.77%	6.24%	5.51%	14.71%	9.29%	5.94%	7.37%	5.31%	9.05%	9.48%	9.37%	5.88%	7.14%	11.51%	7.41%	10.57%	4.86%	8.45%	7.58%	13.38%	8.93%	10.11%	11.27%	9.71%	10.43%	10.78%	8.03%	9.89%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1996	3	13	31	19	10	24	33	38	16	33	19	26	8	7	64	18	20	126	92	118	6	19	42	43	16	50	104	81	36	142	132	145	155	102	116	34	55					
		7.60%	1.63%	6.57%	8.42%	6.33%	2.41%	8.30%	7.71%	15.32%	4.44%	7.93%	3.49%	5.31%	7.84%	5.00%	6.44%	8.29%	9.66%	7.75%	7.33%	9.06%	2.71%	10.44%	10.07%	5.14%	6.50%	6.23%	9.66%	8.90%	8.76%	7.97%	8.34%	7.60%	7.60%	8.18%	9.13%	7.38%	6.88%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	152	1	1	3	3	2	0	2	1	3	0	3	2	0	1	5	3	2	7	10	8	2	1	2	2	1	4	0	8	1	15	6	15	10	8	7	5	8					
		0.58%	0.54%	0.51%	0.82%	1.00%	0.48%	0.00%	0.47%	0.40%	0.83%	0.00%	0.55%	0.41%	0.00%	0.71%	0.50%	1.38%	0.97%	0.43%	0.80%	0.61%	0.90%	0.55%	0.48%	0.24%	0.41%	0.50%	0.00%	0.88%	0.24%	0.84%	0.38%	0.79%	0.49%	0.64%	0.55%	1.08%	1.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17234	144	152	269	218	335	214	261	141	299	305	373	356	65	99	795	140	150	1074	815	848	185	115	265	637	166	615	672	569	254	1051	898	1083	1160	792	796	331	592					
		65.59%	78.26%	76.77%	73.10%	72.67%	80.72%	74.05%	60.98%	56.85%	83.06%	73.32%	68.44%	72.65%	63.73%	70.71%	79.98%	64.52%	72.46%	66.09%	64.94%	65.13%	83.71%	63.19%	63.55%	76.11%	67.48%	76.68%	62.40%	62.53%	61.80%	59.01%	56.73%	56.76%	56.86%	63.51%	62.63%	71.80%	74.09%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	124	0	0	2	2	1	2	0	0	0	1	1	1	0	2	1	2	0	12	6	8	0	0	5	3	0	3	5	8	2	14	11	10	10	5	6	0	1					
		0.47%	0.00%	0.00%	0.54%	0.67%	0.24%	0.69%	0.00%	0.00%	0.00%	0.24%	0.18%	0.20%	0.00%	1.43%	0.10%	0.92%	0.00%	0.74%	0.48%	0.61%	0.00%	0.00%	1.20%	0.36%	0.00%	0.37%	0.46%	0.88%	0.49%	0.79%	0.69%	0.52%	0.49%	0.40%	0.47%	0.00%	0.13%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
