Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
"Наименование Избирательной комиссии:    Томск, Советская"																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №781	УИК №8412									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	1	2	0	0	0	1	1	0	0	3	0	0	0	2	2	1	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	3	2	1	0	0	1	0	0	0	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	536	32	11	22	18	8	3	13	8	6	8	9	13	10	12	9	7	12	24	13	5	6	18	1	16	5	10	12	11	22	6	28	21	16	8	5	15	22	17	12	16	11	15									
		2.17%	4.04%	1.56%	3.36%	2.44%	1.25%	1.01%	1.91%	1.78%	0.89%	1.19%	1.28%	2.06%	1.95%	1.64%	1.31%	1.76%	1.92%	2.82%	2.78%	1.49%	0.99%	2.55%	1.00%	3.19%	1.86%	2.38%	1.57%	1.72%	2.74%	0.94%	3.50%	2.80%	1.93%	1.19%	1.39%	2.92%	3.23%	2.47%	2.71%	2.96%	3.07%	4.19%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	712	26	26	14	24	18	10	24	20	20	18	15	19	11	18	20	14	16	20	7	8	24	22	4	17	7	17	26	28	24	15	13	15	27	21	7	19	18	20	15	13	9	3									
		2.88%	3.28%	3.69%	2.14%	3.25%	2.82%	3.38%	3.52%	4.45%	2.95%	2.68%	2.13%	3.01%	2.15%	2.46%	2.91%	3.53%	2.56%	2.35%	1.50%	2.39%	3.99%	3.11%	4.00%	3.39%	2.60%	4.04%	3.40%	4.38%	2.99%	2.35%	1.63%	2.00%	3.26%	3.13%	1.94%	3.70%	2.64%	2.91%	3.39%	2.41%	2.51%	0.84%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	486	15	15	13	12	19	8	18	5	24	9	14	11	4	11	11	12	10	20	11	4	16	18	0	3	5	6	12	18	12	16	13	20	15	11	4	10	18	12	8	9	6	8									
		1.97%	1.89%	2.13%	1.99%	1.62%	2.97%	2.70%	2.64%	1.11%	3.55%	1.34%	1.99%	1.74%	0.78%	1.50%	1.60%	3.02%	1.60%	2.35%	2.36%	1.19%	2.66%	2.55%	0.00%	0.60%	1.86%	1.43%	1.57%	2.81%	1.49%	2.51%	1.63%	2.67%	1.81%	1.64%	1.11%	1.95%	2.64%	1.75%	1.81%	1.67%	1.68%	2.23%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8855	214	223	206	260	246	113	231	160	221	235	279	203	186	265	263	147	219	344	180	134	195	266	59	203	93	147	260	238	257	225	295	260	299	241	138	192	227	257	135	197	158	184									
		35.87%	26.99%	31.63%	31.50%	35.18%	38.50%	38.18%	33.87%	35.63%	32.64%	35.02%	39.57%	32.12%	36.33%	36.25%	38.23%	37.03%	34.98%	40.47%	38.54%	40.00%	32.39%	37.62%	59.00%	40.52%	34.57%	34.92%	34.03%	37.19%	31.97%	35.32%	36.92%	34.71%	36.07%	35.97%	38.23%	37.35%	33.28%	37.41%	30.47%	36.48%	44.13%	51.40%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	654	21	18	14	19	16	7	17	10	25	10	8	26	11	22	10	7	18	21	20	6	10	26	3	9	4	10	15	22	29	19	28	12	29	17	17	17	18	20	12	15	11	5									
		2.65%	2.65%	2.55%	2.14%	2.57%	2.50%	2.36%	2.49%	2.23%	3.69%	1.49%	1.13%	4.11%	2.15%	3.01%	1.45%	1.76%	2.88%	2.47%	4.28%	1.79%	1.66%	3.68%	3.00%	1.80%	1.49%	2.38%	1.96%	3.44%	3.61%	2.98%	3.50%	1.60%	3.50%	2.54%	4.71%	3.31%	2.64%	2.91%	2.71%	2.78%	3.07%	1.40%									
24	"6. Политическая партия ""Гражданская Платформа"""	51	1	2	0	0	1	0	2	0	2	1	1	0	2	5	2	0	0	2	2	1	0	2	0	1	0	0	1	1	0	1	3	5	0	2	0	0	1	4	1	3	0	2									
		0.21%	0.13%	0.28%	0.00%	0.00%	0.16%	0.00%	0.29%	0.00%	0.30%	0.15%	0.14%	0.00%	0.39%	0.68%	0.29%	0.00%	0.00%	0.24%	0.43%	0.30%	0.00%	0.28%	0.00%	0.20%	0.00%	0.00%	0.13%	0.16%	0.00%	0.16%	0.38%	0.67%	0.00%	0.30%	0.00%	0.00%	0.15%	0.58%	0.23%	0.56%	0.00%	0.56%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4326	122	123	90	147	123	62	138	105	132	147	143	117	125	137	135	86	119	161	73	57	104	123	16	85	53	65	133	84	126	102	108	112	125	110	68	95	105	121	63	99	69	18									
		17.53%	15.38%	17.45%	13.76%	19.89%	19.25%	20.95%	20.23%	23.39%	19.50%	21.91%	20.28%	18.51%	24.41%	18.74%	19.62%	21.66%	19.01%	18.94%	15.63%	17.01%	17.28%	17.40%	16.00%	16.97%	19.70%	15.44%	17.41%	13.13%	15.67%	16.01%	13.52%	14.95%	15.08%	16.42%	18.84%	18.48%	15.40%	17.61%	14.22%	18.33%	19.27%	5.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	426	25	24	15	7	6	4	8	3	8	6	10	17	3	20	4	5	19	15	8	7	7	11	4	6	4	6	10	13	18	8	13	16	10	19	5	5	18	8	13	5	7	6									
		1.73%	3.15%	3.40%	2.29%	0.95%	0.94%	1.35%	1.17%	0.67%	1.18%	0.89%	1.42%	2.69%	0.59%	2.74%	0.58%	1.26%	3.04%	1.76%	1.71%	2.09%	1.16%	1.56%	4.00%	1.20%	1.49%	1.43%	1.31%	2.03%	2.24%	1.26%	1.63%	2.14%	1.21%	2.84%	1.39%	0.97%	2.64%	1.16%	2.93%	0.93%	1.96%	1.68%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	628	26	29	18	11	10	4	16	8	9	17	22	19	11	19	10	5	3	23	9	5	18	18	1	11	2	13	31	15	18	14	29	19	19	22	7	7	36	25	15	16	10	8									
		2.54%	3.28%	4.11%	2.75%	1.49%	1.56%	1.35%	2.35%	1.78%	1.33%	2.53%	3.12%	3.01%	2.15%	2.60%	1.45%	1.26%	0.48%	2.71%	1.93%	1.49%	2.99%	2.55%	1.00%	2.20%	0.74%	3.09%	4.06%	2.34%	2.24%	2.20%	3.63%	2.54%	2.29%	3.28%	1.94%	1.36%	5.28%	3.64%	3.39%	2.96%	2.79%	2.23%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	2	0	0	1	0	3	0	1	2	0	0	2	1	0	0	1	1	2	0	1	0	2	0	1	0	0	2	0	3	0	1	2	1	0	1	3	1	2	0	0	1	0									
		0.15%	0.25%	0.00%	0.00%	0.14%	0.00%	1.01%	0.00%	0.22%	0.30%	0.00%	0.00%	0.32%	0.20%	0.00%	0.00%	0.25%	0.16%	0.24%	0.00%	0.30%	0.00%	0.28%	0.00%	0.20%	0.00%	0.00%	0.26%	0.00%	0.37%	0.00%	0.13%	0.27%	0.12%	0.00%	0.28%	0.58%	0.15%	0.29%	0.00%	0.00%	0.28%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1639	85	65	64	30	23	18	45	22	30	29	26	33	18	42	34	27	46	29	37	23	42	37	4	16	19	29	45	36	63	34	75	58	60	43	18	36	77	55	46	29	23	68									
		6.64%	10.72%	9.22%	9.79%	4.06%	3.60%	6.08%	6.60%	4.90%	4.43%	4.32%	3.69%	5.22%	3.52%	5.75%	4.94%	6.80%	7.35%	3.41%	7.92%	6.87%	6.98%	5.23%	4.00%	3.19%	7.06%	6.89%	5.89%	5.63%	7.84%	5.34%	9.39%	7.74%	7.24%	6.42%	4.99%	7.00%	11.29%	8.01%	10.38%	5.37%	6.42%	18.99%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3096	124	105	108	104	77	28	66	50	86	93	80	84	62	81	91	40	88	89	50	34	78	85	0	58	42	62	97	89	100	88	109	99	112	72	52	68	75	71	71	66	29	33									
		12.54%	15.64%	14.89%	16.51%	14.07%	12.05%	9.46%	9.68%	11.14%	12.70%	13.86%	11.35%	13.29%	12.11%	11.08%	13.23%	10.08%	14.06%	10.47%	10.71%	10.15%	12.96%	12.02%	0.00%	11.58%	15.61%	14.73%	12.70%	13.91%	12.44%	13.81%	13.64%	13.22%	13.51%	10.75%	14.40%	13.23%	10.99%	10.33%	16.03%	12.22%	8.10%	9.22%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	161	3	2	5	5	4	1	4	4	8	1	7	2	7	4	6	2	5	5	2	1	9	5	0	2	2	3	17	9	6	1	3	3	6	2	2	1	4	3	2	2	0	1									
		0.65%	0.38%	0.28%	0.76%	0.68%	0.63%	0.34%	0.59%	0.89%	1.18%	0.15%	0.99%	0.32%	1.37%	0.55%	0.87%	0.50%	0.80%	0.59%	0.43%	0.30%	1.50%	0.71%	0.00%	0.40%	0.74%	0.71%	2.23%	1.41%	0.75%	0.16%	0.38%	0.40%	0.72%	0.30%	0.55%	0.19%	0.59%	0.44%	0.45%	0.37%	0.00%	0.28%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2395	76	53	65	75	61	27	76	41	89	79	76	64	40	69	74	34	56	80	43	35	73	51	3	53	24	43	82	65	103	90	63	92	88	82	30	46	46	45	34	43	21	5									
		9.70%	9.58%	7.52%	9.94%	10.15%	9.55%	9.12%	11.14%	9.13%	13.15%	11.77%	10.78%	10.13%	7.81%	9.44%	10.76%	8.56%	8.95%	9.41%	9.21%	10.45%	12.13%	7.21%	3.00%	10.58%	8.92%	10.21%	10.73%	10.16%	12.81%	14.13%	7.88%	12.28%	10.62%	12.24%	8.31%	8.95%	6.74%	6.55%	7.67%	7.96%	5.87%	1.40%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
