Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Обская городская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412					
35	"18. ""ЛДПР"""	1564	123	126	140	169	30	179	105	134	242	138	146	32					
		14.36%	13.14%	16.21%	17.85%	16.93%	8.47%	14.20%	11.48%	11.92%	15.76%	12.11%	16.27%	18.93%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	145	18	6	4	8	8	13	15	3	20	22	23	5					
		1.33%	1.92%	0.77%	0.51%	0.80%	2.25%	1.03%	1.64%	0.26%	1.30%	1.93%	2.56%	2.95%					
37	"20. ""Политическая партия ""Единая Россия"""	2923	305	227	225	280	89	327	202	276	455	292	212	33					
		26.84%	32.58%	29.21%	28.69%	28.05%	25.14%	25.95%	22.10%	24.55%	29.64%	25.63%	23.63%	19.52%					
38	"21. ""Российская Конституционно-демократическая партия"""	27	4	5	1	1	2	1	2	1	4	4	2	0					
		0.24%	0.42%	0.64%	0.12%	0.10%	0.56%	0.07%	0.21%	0.08%	0.26%	0.35%	0.22%	0.0%					
39	"22. ""Развитие предпринимательства"""	27	1	4	1	1	1	3	2	3	4	4	2	1					
		0.24%	0.10%	0.51%	0.12%	0.10%	0.28%	0.23%	0.21%	0.26%	0.26%	0.35%	0.22%	0.59%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1652	145	103	87	160	40	209	194	184	180	192	137	21					
		15.17%	15.49%	13.25%	11.09%	16.03%	11.29%	16.58%	21.22%	16.37%	11.72%	16.85%	15.27%	12.42%					
																			
41	Против всех	1028	67	52	92	94	53	100	71	99	166	126	91	17					
		9.44%	7.15%	6.69%	11.73%	9.41%	14.97%	7.93%	7.76%	8.80%	10.81%	11.06%	10.14%	10.05%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
