Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Грибановская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	90	2	5	6	1	6	4	0	4	0	0	1	4	1	0	0	1	9	3	10	2	1	0	0	3	1	2	0	3	0	0	0	3	0	1	0	3	0	6	8									
		0.51%	0.20%	0.71%	0.75%	0.12%	0.96%	0.43%	0.00%	4.08%	0.00%	0.00%	0.76%	0.94%	0.87%	0.00%	0.00%	0.26%	1.40%	0.33%	1.75%	0.19%	0.25%	0.00%	0.00%	0.83%	1.32%	0.23%	0.00%	0.54%	0.00%	0.00%	0.00%	0.93%	0.00%	0.25%	0.00%	1.69%	0.00%	0.62%	0.58%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	0	1	1	0	0	0	2	0	1	0	0	0	1	0	0	2	1	2	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1									
		0.12%	0.00%	0.14%	0.13%	0.00%	0.00%	0.00%	0.41%	0.00%	0.20%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.51%	0.16%	0.22%	0.52%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.07%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1675	96	92	99	101	24	76	55	7	47	53	20	51	3	8	3	31	49	115	43	87	17	23	6	35	11	74	3	63	12	4	3	25	27	51	38	13	17	91	102									
		9.40%	9.47%	13.11%	12.44%	11.87%	3.85%	8.09%	11.41%	7.14%	9.55%	11.52%	15.27%	11.97%	2.61%	3.33%	4.62%	7.97%	7.61%	12.76%	7.52%	8.45%	4.23%	18.11%	8.57%	9.64%	14.47%	8.67%	4.00%	11.39%	7.19%	4.35%	3.75%	7.76%	13.37%	12.59%	10.53%	7.30%	9.94%	9.33%	7.41%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	45	1	1	2	3	3	6	5	1	1	0	0	0	0	0	0	1	0	2	3	1	1	0	0	2	0	1	0	0	0	0	0	1	0	0	2	0	0	1	7									
		0.25%	0.10%	0.14%	0.25%	0.35%	0.48%	0.64%	1.04%	1.02%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.22%	0.52%	0.10%	0.25%	0.00%	0.00%	0.55%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.55%	0.00%	0.00%	0.10%	0.51%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	4	3	0	3	2	7	1	0	2	0	0	2	0	0	0	1	2	2	3	2	0	0	0	1	0	0	1	0	0	0	1	1	0	2	0	0	0	1	1									
		0.24%	0.39%	0.43%	0.00%	0.35%	0.32%	0.74%	0.21%	0.00%	0.41%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.26%	0.31%	0.22%	0.52%	0.19%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	1.25%	0.31%	0.00%	0.49%	0.00%	0.00%	0.00%	0.10%	0.07%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	0	0	3	0	0	0	0	0	1	0	7	0	0	0	0	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1									
		0.12%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	5.34%	0.00%	0.00%	0.00%	0.00%	0.26%	0.47%	0.11%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.56%	0.00%	0.00%	0.07%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	55	2	0	5	3	2	3	1	2	3	3	0	1	0	0	0	0	1	2	2	0	0	0	0	1	0	4	0	4	0	1	0	1	0	2	0	0	0	5	7									
		0.31%	0.20%	0.00%	0.63%	0.35%	0.32%	0.32%	0.21%	2.04%	0.61%	0.65%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.16%	0.22%	0.35%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.47%	0.00%	0.72%	0.00%	1.09%	0.00%	0.31%	0.00%	0.49%	0.00%	0.00%	0.00%	0.51%	0.51%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2529	164	149	211	104	98	141	51	33	40	77	21	21	20	6	3	58	99	125	102	230	26	14	9	81	8	138	12	77	22	26	10	29	20	56	56	20	8	116	48									
		14.19%	16.17%	21.23%	26.51%	12.22%	15.73%	15.00%	10.58%	33.67%	8.13%	16.74%	16.03%	4.93%	17.39%	2.50%	4.62%	14.91%	15.37%	13.87%	17.83%	22.35%	6.47%	11.02%	12.86%	22.31%	10.53%	16.16%	16.00%	13.92%	13.17%	28.26%	12.50%	9.01%	9.90%	13.83%	15.51%	11.24%	4.68%	11.90%	3.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	3	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	4	0	1	1	0	0	0	0	3	0	0	0	0	6									
		0.15%	0.30%	0.00%	0.00%	0.12%	0.00%	0.11%	0.00%	0.00%	0.20%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.16%	0.00%	0.17%	0.10%	0.00%	0.79%	0.00%	0.00%	0.00%	0.47%	0.00%	0.18%	0.60%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	682	26	40	34	21	83	35	13	6	16	11	7	10	9	0	1	7	15	18	36	36	34	2	3	30	3	36	1	18	5	0	9	5	20	7	4	0	5	56	20									
		3.83%	2.56%	5.70%	4.27%	2.47%	13.32%	3.72%	2.70%	6.12%	3.25%	2.39%	5.34%	2.35%	7.83%	0.00%	1.54%	1.80%	2.33%	1.99%	6.29%	3.50%	8.46%	1.57%	4.29%	8.26%	3.95%	4.22%	1.33%	3.25%	2.99%	0.00%	11.25%	1.55%	9.90%	1.73%	1.11%	0.00%	2.92%	5.74%	1.45%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
