Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Ломоносовский район																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291									
		5.37%	6.16%	4.81%	5.62%	4.04%	5.15%	5.26%	5.53%	5.60%	5.46%	5.40%	5.92%	4.58%	5.48%	6.48%	3.87%	4.92%	5.58%	5.74%	4.11%	6.77%	5.86%	5.21%	4.67%	7.65%	4.94%	5.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	36	5	0	1	0	3	4	1	1	3	3	2	2	1	2	0	1	1	2	0	0	1	0	0	0	2	1									
		0.20%	0.63%	0.00%	0.13%	0.00%	0.43%	0.57%	0.13%	0.14%	0.38%	0.40%	0.26%	0.30%	0.12%	0.29%	0.00%	0.16%	0.17%	0.28%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.43%	0.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3101	148	188	157	80	114	153	137	102	157	148	145	127	140	89	77	128	96	109	121	74	170	121	105	44	71	100									
		17.06%	18.62%	23.21%	21.02%	17.94%	16.31%	21.73%	17.21%	14.63%	19.92%	19.50%	18.66%	18.76%	16.32%	13.11%	12.96%	20.32%	16.75%	15.27%	16.03%	10.01%	18.46%	15.37%	12.27%	24.04%	15.24%	13.76%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2977	120	124	130	59	104	127	130	120	119	121	142	88	132	100	91	121	82	114	98	104	122	144	255	20	71	139									
		16.38%	15.09%	15.31%	17.40%	13.23%	14.88%	18.04%	16.33%	17.22%	15.10%	15.94%	18.28%	12.99%	15.38%	14.73%	15.32%	19.21%	14.31%	15.97%	12.98%	14.07%	13.25%	18.30%	29.79%	10.93%	15.24%	19.12%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	100	4	2	6	5	4	6	6	3	1	2	5	2	5	6	6	3	3	4	3	2	4	7	4	1	4	2									
		0.55%	0.50%	0.25%	0.80%	1.12%	0.57%	0.85%	0.75%	0.43%	0.13%	0.26%	0.64%	0.30%	0.58%	0.88%	1.01%	0.48%	0.52%	0.56%	0.40%	0.27%	0.43%	0.89%	0.47%	0.55%	0.86%	0.28%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	941	34	36	37	23	31	35	37	36	48	34	31	29	44	42	33	30	36	34	49	40	55	44	47	11	18	47									
		5.18%	4.28%	4.44%	4.95%	5.16%	4.43%	4.97%	4.65%	5.16%	6.09%	4.48%	3.99%	4.28%	5.13%	6.19%	5.56%	4.76%	6.28%	4.76%	6.49%	5.41%	5.97%	5.59%	5.49%	6.01%	3.86%	6.46%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
