Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Кинель-Черкасская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	97	2	1	4	0	2	0	2	1	1	3	1	4	4	5	0	3	0	0	7	1	2	3	1	1	6	5	2	2	0	3	1	2	2	3	0	2	1	0	0	4	1	1	0	2	3	3	4	0	2	0									
		0.47%	0.39%	1.27%	0.97%	0.00%	0.71%	0.00%	2.02%	0.81%	0.16%	0.96%	0.47%	0.68%	0.61%	0.96%	0.00%	0.64%	0.00%	0.00%	1.24%	0.30%	0.71%	0.26%	0.34%	0.33%	1.02%	0.80%	0.39%	0.38%	0.00%	0.94%	0.23%	0.32%	0.17%	0.53%	0.00%	0.53%	0.72%	0.00%	0.00%	0.56%	0.49%	0.12%	0.00%	1.26%	0.35%	0.46%	0.80%	0.00%	0.39%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	664	3	0	4	0	6	2	4	0	9	4	5	23	23	22	13	24	9	0	18	13	1	97	13	16	40	20	18	13	2	7	5	20	26	40	6	5	4	1	3	15	1	23	1	2	21	35	19	22	4	2									
		3.18%	0.59%	0.00%	0.97%	0.00%	2.12%	1.31%	4.04%	0.00%	1.45%	1.27%	2.34%	3.92%	3.50%	4.23%	2.63%	5.11%	6.62%	0.00%	3.19%	3.90%	0.36%	8.38%	4.42%	5.26%	6.83%	3.21%	3.47%	2.45%	2.38%	2.20%	1.14%	3.16%	2.17%	7.04%	1.64%	1.32%	2.88%	0.44%	1.37%	2.09%	0.49%	2.85%	0.51%	1.26%	2.44%	5.37%	3.81%	4.77%	0.78%	2.02%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3233	58	5	90	16	63	20	12	15	87	55	35	85	124	95	79	66	27	19	94	55	49	150	63	49	100	94	90	95	21	39	37	82	159	59	80	62	19	33	46	110	22	126	21	15	141	84	89	95	95	8									
		15.51%	11.33%	6.33%	21.79%	13.45%	22.26%	13.07%	12.12%	12.10%	14.01%	17.52%	16.36%	14.51%	18.87%	18.27%	15.99%	14.04%	19.85%	14.84%	16.67%	16.52%	17.44%	12.95%	21.43%	16.12%	17.06%	15.06%	17.34%	17.92%	25.00%	12.26%	8.41%	12.97%	13.25%	10.39%	21.92%	16.40%	13.67%	14.60%	21.00%	15.32%	10.84%	15.61%	10.66%	9.43%	16.38%	12.88%	17.84%	20.61%	18.59%	8.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	66	1	1	2	0	1	0	0	1	2	0	1	2	2	1	2	4	2	1	2	0	0	7	0	0	2	2	2	2	0	0	0	1	3	3	2	1	0	1	0	1	1	1	0	0	3	5	1	2	1	0									
		0.32%	0.20%	1.27%	0.48%	0.00%	0.35%	0.00%	0.00%	0.81%	0.32%	0.00%	0.47%	0.34%	0.30%	0.19%	0.40%	0.85%	1.47%	0.78%	0.35%	0.00%	0.00%	0.60%	0.00%	0.00%	0.34%	0.32%	0.39%	0.38%	0.00%	0.00%	0.00%	0.16%	0.25%	0.53%	0.55%	0.26%	0.00%	0.44%	0.00%	0.14%	0.49%	0.12%	0.00%	0.00%	0.35%	0.77%	0.20%	0.43%	0.20%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	115	0	0	5	0	4	0	0	1	1	0	1	2	3	5	1	2	2	1	0	1	2	2	3	1	6	3	1	5	1	1	1	5	8	2	2	1	5	4	0	5	0	2	1	1	5	10	2	1	3	3									
		0.55%	0.00%	0.00%	1.21%	0.00%	1.41%	0.00%	0.00%	0.81%	0.16%	0.00%	0.47%	0.34%	0.46%	0.96%	0.20%	0.43%	1.47%	0.78%	0.00%	0.30%	0.71%	0.17%	1.02%	0.33%	1.02%	0.48%	0.19%	0.94%	1.19%	0.31%	0.23%	0.79%	0.67%	0.35%	0.55%	0.26%	3.60%	1.77%	0.00%	0.70%	0.00%	0.25%	0.51%	0.63%	0.58%	1.53%	0.40%	0.22%	0.59%	3.03%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	33	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	2	0	0	2	1	1	2	0	1	1	0	3	2	1	2	0	0	0	1	0	2	0	0	0	0	1	3	0	0									
		0.16%	0.39%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.17%	0.00%	0.00%	0.34%	0.16%	0.19%	0.38%	0.00%	0.31%	0.23%	0.00%	0.25%	0.35%	0.27%	0.53%	0.00%	0.00%	0.00%	0.14%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.20%	0.65%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	130	2	1	4	0	1	0	0	0	1	2	0	3	3	1	7	3	0	0	9	2	2	11	2	2	4	2	5	2	2	1	5	1	7	3	0	7	1	1	3	1	1	7	1	0	6	2	3	2	7	0									
		0.62%	0.39%	1.27%	0.97%	0.00%	0.35%	0.00%	0.00%	0.00%	0.16%	0.64%	0.00%	0.51%	0.46%	0.19%	1.42%	0.64%	0.00%	0.00%	1.60%	0.60%	0.71%	0.95%	0.68%	0.66%	0.68%	0.32%	0.96%	0.38%	2.38%	0.31%	1.14%	0.16%	0.58%	0.53%	0.00%	1.85%	0.72%	0.44%	1.37%	0.14%	0.49%	0.87%	0.51%	0.00%	0.70%	0.31%	0.60%	0.43%	1.37%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3144	77	29	77	25	45	20	12	38	80	45	44	90	93	77	74	63	28	36	94	43	52	205	45	43	114	89	89	79	6	70	58	83	211	59	45	52	19	49	30	77	16	162	24	14	99	94	37	52	72	9									
		15.08%	15.04%	36.71%	18.64%	21.01%	15.90%	13.07%	12.12%	30.65%	12.88%	14.33%	20.56%	15.36%	14.16%	14.81%	14.98%	13.40%	20.59%	28.13%	16.67%	12.91%	18.51%	17.70%	15.31%	14.14%	19.45%	14.26%	17.15%	14.91%	7.14%	22.01%	13.18%	13.13%	17.58%	10.39%	12.33%	13.76%	13.67%	21.68%	13.70%	10.72%	7.88%	20.07%	12.18%	8.81%	11.50%	14.42%	7.41%	11.28%	14.09%	9.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	77	4	0	4	2	0	1	1	0	2	0	3	1	2	1	2	0	2	0	0	1	0	6	1	1	1	2	1	3	0	1	0	1	3	0	2	0	1	2	0	4	2	2	1	0	8	2	1	1	4	1									
		0.37%	0.78%	0.00%	0.97%	1.68%	0.00%	0.65%	1.01%	0.00%	0.32%	0.00%	1.40%	0.17%	0.30%	0.19%	0.40%	0.00%	1.47%	0.00%	0.00%	0.30%	0.00%	0.52%	0.34%	0.33%	0.17%	0.32%	0.19%	0.57%	0.00%	0.31%	0.00%	0.16%	0.25%	0.00%	0.55%	0.00%	0.72%	0.88%	0.00%	0.56%	0.99%	0.25%	0.51%	0.00%	0.93%	0.31%	0.20%	0.22%	0.78%	1.01%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	513	6	8	10	0	5	5	2	0	18	6	2	18	15	6	9	10	1	6	8	10	4	40	9	8	19	21	11	14	2	12	4	25	27	11	16	6	2	3	1	30	3	10	1	2	21	19	13	12	21	1									
		2.46%	1.17%	10.13%	2.42%	0.00%	1.77%	3.27%	2.02%	0.00%	2.90%	1.91%	0.93%	3.07%	2.28%	1.15%	1.82%	2.13%	0.74%	4.69%	1.42%	3.00%	1.42%	3.45%	3.06%	2.63%	3.24%	3.37%	2.12%	2.64%	2.38%	3.77%	0.91%	3.96%	2.25%	1.94%	4.38%	1.59%	1.44%	1.33%	0.46%	4.18%	1.48%	1.24%	0.51%	1.26%	2.44%	2.91%	2.61%	2.60%	4.11%	1.01%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
