Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																				
Дата голосования: 04.12.2011																																																																				
																																																																				
Наименование Избирательной комиссии:    Красногвардейская																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2383	109	127	87	105	57	63	18	61	23	58	4	12	43	57	24	30	4	68	47	22	11	25	29	22	19	51	93	76	66	6	32	13	2	37	2	34	18	8	62	32	34	18	73	49	44	24	44	22	44	10	91	49	45	7	24	16	28	29	40	15	20					
		8.90%	12.50%	12.38%	12.87%	14.85%	9.44%	7.83%	12.24%	11.62%	7.96%	8.55%	2.67%	5.58%	9.66%	10.94%	4.00%	12.88%	4.44%	14.78%	6.67%	5.60%	5.56%	8.68%	6.32%	6.08%	5.72%	10.22%	11.60%	9.97%	9.44%	4.48%	9.14%	8.44%	1.94%	8.69%	1.80%	13.93%	7.86%	7.08%	6.81%	4.87%	5.35%	3.45%	9.07%	7.95%	7.45%	6.32%	14.33%	9.57%	5.41%	7.94%	9.31%	9.84%	10.77%	8.33%	12.97%	13.56%	11.62%	15.51%	5.41%	9.15%	11.56%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2337	97	97	56	86	78	66	20	51	31	40	6	4	27	25	23	13	3	38	53	25	18	15	29	25	58	38	66	76	70	1	17	14	7	38	8	24	25	3	92	47	53	47	95	79	45	52	24	18	69	14	130	33	41	11	12	13	23	23	17	11	17					
		8.73%	11.12%	9.45%	8.28%	12.16%	12.91%	8.20%	13.61%	9.71%	10.73%	5.90%	4.00%	1.86%	6.07%	4.80%	3.83%	5.58%	3.33%	8.26%	7.52%	6.36%	9.09%	5.21%	6.32%	6.91%	17.47%	7.62%	8.23%	9.97%	10.01%	0.75%	4.86%	9.09%	6.80%	8.92%	7.21%	9.84%	10.92%	2.65%	10.10%	7.15%	8.35%	9.00%	11.80%	12.82%	7.61%	13.68%	7.82%	7.83%	8.48%	11.11%	13.31%	6.63%	9.81%	13.10%	6.49%	11.02%	9.54%	12.30%	2.30%	6.71%	9.83%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	178	10	17	12	6	2	4	4	6	2	2	1	0	1	2	1	2	0	2	2	3	0	0	5	1	6	2	8	5	1	2	0	0	0	4	0	1	2	1	7	6	6	2	6	2	3	6	0	0	3	0	4	0	8	1	1	2	1	0	2	1	0					
		0.66%	1.15%	1.66%	1.78%	0.85%	0.33%	0.50%	2.72%	1.14%	0.69%	0.29%	0.67%	0.00%	0.22%	0.38%	0.17%	0.86%	0.00%	0.43%	0.28%	0.76%	0.00%	0.00%	1.09%	0.28%	1.81%	0.40%	0.99%	0.66%	0.14%	1.49%	0.00%	0.00%	0.00%	0.94%	0.00%	0.41%	0.87%	0.88%	0.77%	0.91%	0.94%	0.38%	0.75%	0.32%	0.51%	1.58%	0.00%	0.00%	0.37%	0.00%	0.41%	0.00%	1.91%	1.19%	0.54%	1.69%	0.41%	0.00%	0.27%	0.61%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4893	215	209	143	166	118	162	22	76	40	64	15	3	53	102	40	76	13	122	140	80	29	75	112	95	56	88	138	179	63	28	45	16	23	56	18	42	35	20	225	158	126	129	146	117	64	54	60	31	105	14	164	114	113	22	34	16	27	27	131	12	27					
		18.27%	24.66%	20.37%	21.15%	23.48%	19.54%	20.12%	14.97%	14.48%	13.84%	9.44%	10.00%	1.40%	11.91%	19.58%	6.67%	32.62%	14.44%	26.52%	19.86%	20.36%	14.65%	26.04%	24.40%	26.24%	16.87%	17.64%	17.21%	23.49%	9.01%	20.90%	12.86%	10.39%	22.33%	13.15%	16.22%	17.21%	15.28%	17.70%	24.70%	24.05%	19.84%	24.71%	18.14%	18.99%	10.83%	14.21%	19.54%	13.48%	12.90%	11.11%	16.79%	22.89%	27.03%	26.19%	18.38%	13.56%	11.20%	14.44%	17.73%	7.32%	15.61%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	178	9	11	9	5	7	9	0	7	2	4	0	0	0	3	0	1	0	2	2	1	1	1	0	1	3	7	7	8	6	1	0	0	1	1	2	0	2	0	12	1	2	0	9	5	1	6	0	4	10	1	1	3	0	6	1	0	1	1	0	0	1					
		0.66%	1.03%	1.07%	1.33%	0.71%	1.16%	1.12%	0.00%	1.33%	0.69%	0.59%	0.00%	0.00%	0.00%	0.58%	0.00%	0.43%	0.00%	0.43%	0.28%	0.25%	0.51%	0.35%	0.00%	0.28%	0.90%	1.40%	0.87%	1.05%	0.86%	0.75%	0.00%	0.00%	0.97%	0.23%	1.80%	0.00%	0.87%	0.00%	1.32%	0.15%	0.31%	0.00%	1.12%	0.81%	0.17%	1.58%	0.00%	1.74%	1.23%	0.79%	0.10%	0.60%	0.00%	7.14%	0.54%	0.00%	0.41%	0.53%	0.00%	0.00%	0.58%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16445	421	547	361	325	333	494	80	322	190	498	124	196	312	324	505	107	70	224	399	256	137	161	283	207	185	310	478	410	491	96	256	111	70	286	81	142	145	76	503	409	403	319	459	357	430	233	179	150	576	85	578	295	204	37	107	71	161	105	542	122	107					
		61.40%	48.28%	53.31%	53.40%	45.97%	55.13%	61.37%	54.42%	61.33%	65.74%	73.45%	82.67%	91.16%	70.11%	62.19%	84.17%	45.92%	77.78%	48.70%	56.60%	65.14%	69.19%	55.90%	61.66%	57.18%	55.72%	62.12%	59.60%	53.81%	70.24%	71.64%	73.14%	72.08%	67.96%	67.14%	72.97%	58.20%	63.32%	67.26%	55.21%	62.25%	63.46%	61.11%	57.02%	57.95%	72.76%	61.32%	58.31%	65.22%	70.76%	67.46%	59.16%	59.24%	48.80%	44.05%	57.84%	60.17%	66.80%	56.15%	73.34%	74.39%	61.85%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	80	3	3	0	6	3	4	2	0	1	0	0	0	3	3	0	2	0	0	1	0	1	8	0	0	0	0	3	2	2	0	0	0	0	1	0	0	1	2	1	2	3	1	3	1	0	4	0	2	1	0	7	1	0	0	1	0	0	0	2	0	0					
		0.30%	0.34%	0.29%	0.00%	0.85%	0.50%	0.50%	1.36%	0.00%	0.35%	0.00%	0.00%	0.00%	0.67%	0.58%	0.00%	0.86%	0.00%	0.00%	0.14%	0.00%	0.51%	2.78%	0.00%	0.00%	0.00%	0.00%	0.37%	0.26%	0.29%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.44%	1.77%	0.11%	0.30%	0.47%	0.19%	0.37%	0.16%	0.00%	1.05%	0.00%	0.87%	0.12%	0.00%	0.72%	0.20%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
